Block,Time,KHSTPP-I,KGSU3AND4,NLCTS2EXP,DADRI_RF,RIHAND2,FSTPP I & II,BRBCL,URI,KHSTPP-II,TALA,DULHASTI,TALST2,KKNP,MAPS,KHARGONE-I,VSTPS II,VSTPS V,RSTPSU7,KSTPS7,NLCIIST2,NTPL,VSTPS IV,SIMHST2,KAWAS-NAPM,SIPAT II,NNTPP,MOUDA_II,VALLURNTECL,NLCIIST1,VSTPS I,SOLAPUR,GANDHAR-APM,SASAN,KAWAS-ComGas,GADARWARA-I,VSTPS III,KAWAS-RLNG,NLCEXP,KSTPS I&II,LARA-I,KAWAS-APM,RSTPSU1TO6,GANDHAR-ComGas,KGSU1AND2,KAPS,KAWAS-zLIQ,GANDHAR-NAPM,MOUDA,SIPAT I,KUDGI,TAPS-II,GANDHAR-RLNG,BSIUL,UNCHAHAR2,RAPPB,TEHRI,NAPP,TANDA2,CHAMERA3,RAPPC,DADRI_GF,RAMPUR,UNCHAHAR1,TANAKPUR,AURY_CRF,PARBATI3,URI2,RIHAND1,UNCHAHAR3,ANTA_RF,RIHAND3,SEWA2,KOLDAM,KOTESHWR,SINGRAULI_HYDRO,JHAJJAR,ANTA_CRF,NJPC,AURY_GF,DADRI_CRF,UNCHAHAR4,CHAMERA1,CHAMERA2,KISHANGANGA,AURY_LF,DADRI_LF,SINGRAULI,SALAL,DHAULIGNGA,AURY_RF,DADRT2,ANTA_GF,ANTA_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,22.854485,1.06,0.85,0.000000,116.260677,11.385821,14.449498,48.920227,98.959038,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.86,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,9.809949,1.727582,0.000000,6.690005,33.781225,90.858439,12.131323,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,357.936560,0.000000,88.758334,0.000000,0.000000,0.656443,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,0.000000,356.173258,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,22.854485,1.06,0.85,0.000000,116.260677,11.385821,14.449498,48.920227,98.959038,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.86,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,9.809949,1.727582,0.000000,3.345001,33.781225,90.858439,12.131323,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,327.110960,0.000000,88.758334,0.000000,0.000000,0.656443,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,0.000000,356.212273,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,98.255829,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.54,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.83,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.709552,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,10.398411,1.727582,0.000000,3.345001,33.781225,90.858439,12.670061,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,327.371051,0.000000,88.758334,0.000000,0.000000,0.656443,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,28.653751,0.000000,357.100731,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,98.255829,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.83,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,10.398411,1.727582,0.000000,3.345001,33.781225,90.858439,12.670061,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,327.371051,0.000000,88.758334,0.000000,0.000000,0.656535,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,28.653751,0.000000,357.138254,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,98.255829,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.83,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,10.951101,1.727582,0.000000,3.345001,33.781225,90.858439,13.476854,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.802748,0.000000,88.758334,0.000000,0.000000,0.723146,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,28.653751,0.000000,363.872310,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,98.255829,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.83,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,12.626551,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,10.951101,1.727582,0.000000,3.345001,33.781225,90.858439,13.476854,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.802748,0.000000,88.758334,0.000000,0.000000,0.723146,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,28.653751,0.000000,363.847703,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,98.255829,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.83,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007143,0.81,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007159,12.626551,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,11.403557,0.493595,0.000000,0.000000,33.781225,90.858439,13.711612,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.802748,0.000000,88.758334,0.000000,0.000000,0.723550,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,28.653751,0.000000,363.981920,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,98.255829,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.83,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007143,0.81,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007159,12.626551,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,11.403557,0.493595,0.000000,0.000000,33.781225,90.858439,13.711612,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.802748,0.000000,88.758334,0.000000,0.000000,0.723550,29.603172,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,28.653751,0.000000,363.957498,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,99.922338,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.89,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007143,0.79,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007159,12.626551,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.409146,11.673436,0.493595,0.000000,0.000000,33.781225,90.858439,14.044927,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.802748,0.000000,73.077695,0.000000,0.000000,0.726034,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,28.653751,0.000000,363.975404,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,22.671458,1.06,0.85,0.000000,116.260677,11.318390,14.449498,48.920227,129.784638,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.90,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007143,0.79,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007159,12.626551,28.958436,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,11.657779,0.493595,0.000000,0.000000,33.781225,90.858439,14.009922,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.802748,0.000000,48.718463,0.000000,0.000000,0.723550,13.533748,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,0.000000,363.950981,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,18.354815,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,130.274974,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.90,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007081,0.79,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.790903,8.99,2.690880,0.007159,12.626551,23.106346,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,11.269481,0.493595,0.000000,0.000000,34.344245,90.858439,13.983112,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,326.754539,0.000000,48.718463,0.000000,0.000000,0.736196,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,9.551251,0.000000,363.950069,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,22.486787,1.06,0.85,0.000000,116.260677,7.034113,14.449498,51.047194,141.337305,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.90,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007081,0.79,2.710545,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.071317,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,11.269481,3.578563,0.000000,0.000000,34.344245,90.858439,13.983112,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,326.754539,0.000000,48.718463,0.000000,0.000000,0.736196,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,0.000000,0.000000,363.950069,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,27.777201,1.06,0.85,0.000000,116.260677,7.034113,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.46,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.90,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007081,0.79,2.745622,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.157289,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,11.602440,7.897519,0.000000,0.000000,34.344245,90.858439,13.072017,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,326.754539,0.000000,48.718463,0.000000,0.000000,0.688045,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,0.000000,0.000000,357.370065,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.50,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.92,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007081,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.240015,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.639902,11.602440,7.897519,0.000000,0.000000,34.344245,90.858439,13.072017,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,326.754539,0.000000,33.136444,0.000000,0.000000,0.688045,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,357.370065,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.50,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.92,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.322741,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.762437,12.242098,7.897519,0.000000,0.000000,33.781225,90.858439,14.636477,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,350.146859,0.000000,39.448148,0.000000,0.000000,0.688045,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,359.000233,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.52,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.97,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.405468,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.762437,12.242098,7.897519,0.000000,0.000000,33.781225,90.858439,14.636477,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,350.146859,0.000000,39.448148,0.000000,0.000000,0.688045,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,359.000233,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.52,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,1.02,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.488194,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.762437,12.242098,1.727582,0.000000,0.000000,33.781225,90.858439,14.636477,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.787591,0.000000,39.448148,0.000000,0.000000,0.688045,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,358.986542,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.52,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,1.02,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.570920,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.762437,12.242098,0.000000,0.000000,0.000000,33.781225,90.858439,14.636477,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.787591,0.000000,39.448148,0.000000,0.000000,0.688045,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,358.986542,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.52,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.91,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.653646,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.381218,12.242098,0.000000,0.000000,0.000000,33.781225,90.858439,14.636477,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.787591,0.000000,19.724074,0.000000,0.000000,0.685964,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,358.986542,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,27.848040,1.06,0.85,0.000000,116.260677,7.034113,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.91,2.276330,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.736373,8.99,2.690880,0.007159,12.626551,22.438051,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.381218,12.242098,0.000000,0.000000,0.000000,33.781225,90.858439,14.636477,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.787591,0.000000,19.724074,0.000000,0.000000,0.685964,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,358.986542,0.000000,0.000000,0,0,0,0,0

47,11:30-11:45,18.537842,1.06,0.85,0.000000,116.260677,7.101544,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.91,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.742973,8.99,2.690880,0.007159,12.626551,21.686677,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.326758,12.087970,0.000000,0.000000,0.000000,33.781225,90.858439,14.501615,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.789244,0.000000,17.061324,0.000000,0.000000,0.685964,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,357.145682,0.000000,0.000000,0,0,0,0,0

48,11:45-12:00,18.537842,1.06,0.85,0.000000,116.260677,7.101544,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.91,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.819099,8.99,2.690880,0.007159,12.626551,21.686677,0.000000,0.000000,20.696543,2.350549,20.343469,56.844293,0.000000,0.000000,12.087970,0.000000,0.000000,0.000000,33.781225,90.858439,14.501615,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.789244,0.000000,0.000000,0.000000,0.000000,0.685964,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,357.145682,0.000000,0.000000,0,0,0,0,0

49,12:00-12:15,22.854485,1.06,0.85,0.000000,116.260677,11.694173,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.91,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.825700,8.99,2.690880,0.007159,12.626551,28.207062,0.000000,0.000000,20.696543,2.350549,17.666697,56.844293,0.000000,0.000000,10.591675,0.000000,0.000000,0.000000,33.781225,90.858439,11.229072,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.614695,0.000000,0.000000,0.000000,0.000000,0.678764,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,353.860520,0.000000,0.000000,0,0,0,0,0

50,12:15-12:30,22.854485,1.06,0.85,0.000000,116.260677,11.694173,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.91,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.901825,8.99,2.690880,0.007159,12.626551,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.000000,10.591675,0.000000,0.000000,0.000000,33.781225,90.858439,11.229072,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.614695,0.000000,0.000000,0.000000,0.000000,0.678764,0.000000,42.033750,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,353.873684,0.000000,0.000000,0,0,0,0,0

51,12:30-12:45,22.854485,1.06,0.85,0.000000,116.260677,11.694173,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.99,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.908426,8.99,2.690880,0.007159,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.000000,10.774409,1.850981,0.000000,0.000000,33.781225,90.858439,13.417541,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.614695,0.000000,0.000000,0.000000,0.000000,0.734481,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,362.658362,0.000000,0.000000,0,0,0,0,0

52,12:45-13:00,22.854485,1.06,0.85,0.000000,116.260677,11.694173,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.99,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,4.984552,8.99,2.690880,0.007159,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.000000,10.774409,1.850981,0.000000,0.000000,33.781225,90.858439,13.417541,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.614695,0.000000,0.000000,0.000000,0.000000,0.734481,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,362.658362,0.000000,0.000000,0,0,0,0,0

53,13:00-13:15,22.854485,1.06,0.85,0.000000,116.260677,11.694173,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.017994,8.99,2.690880,0.006981,12.609597,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.000000,10.774409,1.850981,0.000000,0.000000,33.781225,90.858439,13.417541,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.325461,0.000000,0.000000,0.000000,0.000000,0.734481,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,362.658362,0.000000,0.000000,0,0,0,0,0

54,13:15-13:30,22.854485,1.06,0.85,0.000000,116.260677,11.694173,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.112264,8.99,2.690880,0.006981,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.000000,10.774409,1.850981,0.000000,0.000000,33.781225,90.858439,13.417541,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.325461,0.000000,0.000000,0.000000,0.000000,0.734481,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,362.658362,0.000000,0.000000,0,0,0,0,0

