Time,Block,NR/2023/17270/A,NR/2023/18074/A/1463,NER/2023/1722/C,WR/2023/20256/A/1568,NR/2023/18128/C,NR/2023/18130/C,WR/2023/20577/A/1574,NR/2023/18062/A/1473,WR/2023/19446/A,NR/2023/18105/A/1467,NR/2023/17525/A,NR/2023/18129/C,NR/2023/18131/C,Total
34,08:15-08:30,50.000000,0.770000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,133.74

35,08:30-08:45,50.000000,0.770000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,133.74

36,08:45:09:00,50.000000,0.770000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,133.74

37,09:00:09:15,50.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,27.4,185.17

38,09:15-09:30,50.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.61

39,09:30-09:45,50.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.61

40,09:45-10:00,50.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.61

41,10:00-10:15,50.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.71

42,10:15-10:30,50.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.71

43,10:30-10:45,50.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.71

44,10:45-11:00,50.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,186.71

45,11:00-11:15,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

46,11:15-11:30,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

47,11:30-11:45,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

48,11:45-12:00,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

49,12:00-12:15,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

50,12:15-12:30,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

51,12:30-12:45,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

52,12:45-13:00,100.000000,0.770000,0.000000,0.000000,2.300000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.71

53,13:00-13:15,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

54,13:15-13:30,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

55,13:30-13:45,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

56,13:45-14:00,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

57,14:00-14:15,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

58,14:15-14:30,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

59,14:30-14:45,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

60,14:45-15:00,100.000000,0.770000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.61

61,15:00-15:15,100.000000,0.620000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.46

62,15:15-15:30,100.000000,0.620000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.84,236.46

63,15:30-15:45,100.000000,0.620000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,28.17,235.79

64,15:45-16:00,100.000000,0.620000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,17.69,225.31

65,16:00-16:15,100.000000,0.480000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,14.8,222.28

66,16:15-16:30,100.000000,0.480000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.86,7.21,214.69

67,16:30-16:45,100.000000,0.480000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,15.48,0,207.1

68,16:45-17:00,100.000000,0.480000,0.000000,0.000000,2.200000,8.170000,0.000000,4.810000,75.000000,0.960000,0.000000,7.69,0,199.31

69,17:00-17:15,100.000000,0.480000,0.000000,0.000000,2.300000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,183.55

70,17:15-17:30,100.000000,0.480000,0.000000,0.000000,2.300000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,183.55

71,17:30-17:45,100.000000,0.480000,0.000000,0.000000,2.300000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,183.55

72,17:45-18:00,100.000000,0.480000,0.000000,0.000000,2.300000,0.000000,0.000000,4.810000,75.000000,0.960000,0.000000,0,0,183.55

73,18:00-18:15,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

74,18:15-18:30,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

75,18:30-18:45,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

76,18:45-19:00,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

77,19:00-19:15,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

78,19:15-19:30,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

79,19:30-19:45,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

80,19:45-20:00,100.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,263.6

81,20:00-20:15,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

82,20:15-20:30,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

83,20:30-20:45,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

84,20:45-21:00,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

85,21:00-21:15,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

86,21:15-21:30,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

87,21:30-21:45,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

88,21:45-22:00,0.000000,0.530000,0.000000,25.000000,2.300000,0.000000,55.000000,4.810000,75.000000,0.960000,0.000000,0,0,163.6

89,22:00-22:15,0.000000,0.480000,0.000000,0.000000,2.200000,0.000000,55.000000,4.810000,75.000000,0.960000,25.490000,0,0,163.94

90,22:15-22:30,0.000000,0.480000,0.000000,0.000000,2.200000,0.000000,55.000000,4.810000,75.000000,0.960000,25.490000,0,0,163.94

91,22:30-22:45,0.000000,0.480000,0.000000,0.000000,2.200000,0.000000,55.000000,4.810000,75.000000,0.960000,25.490000,0,0,163.94

92,22:45-23:00,0.000000,0.480000,0.000000,0.000000,2.200000,0.000000,55.000000,4.810000,75.000000,0.960000,25.490000,0,0,163.94

93,23:00-23:15,0.000000,0.430000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,25.490000,0,0,108.89

94,23:15-23:30,0.000000,0.430000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,25.490000,0,0,108.89

95,23:30-23:45,0.000000,0.430000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,25.490000,0,0,108.89

96,23:45-24:00,0.000000,0.430000,0.000000,0.000000,2.200000,0.000000,0.000000,4.810000,75.000000,0.960000,25.490000,0,0,108.89

