Block,Time,DHAULIGNGA,KHSTPP-I,KKNP,NTPL,RIHAND3,TANDA2,DADRI_GF,DADRI_RF,CHAMERA2,KOLDAM,SIMHST1,UNCHAHAR4,URI2,CHAMERA3,DADRT2,KUDGI,NLCEXP,NLCTS2EXP,NNTPP,PARBATI2,RAPPB,SINGRAULI,TALST2,TANAKPUR,ANTA_GF,AURY_GF,DULHASTI,NAPP,VALLURNTECL,ANTA_RF,AURY_CRF,BSIUL,KHSTPP-II,KISHANGANGA,KKNPPU2,PARBATI3,SIMHST2,UNCHAHAR2,UNCHAHAR3,URI,AURY_LF,FSTPP I & II,JHAJJAR,KGSU1AND2,NJPC,NLCIIST2,RAMPUR,RIHAND2,RSTPSU1TO6,UNCHAHAR1,ANTA_LF,AURY_RF,CHAMERA1,KGSU3AND4,NLCIIST1,RSTPSU7,SASAN,SEWA2,TEHRI,DADRI_LF,BRBCL,KOTESHWR,MAPS,RAPPC,RIHAND1,SALAL,SINGRAULI_HYDRO,TALA,TelanganaSTPP,ANTA_CRF,DADRI_CRF
6,01:15-01:30,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

7,01:30-01:45,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

8,01:45-02:00,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

9,02:00-02:15,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,688.87,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

10,02:15-02:30,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,688.87,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

11,02:30-02:45,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,688.87,0,0,0,0,0,0,109.74,0,7.05,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

12,02:45-03:00,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,35.29,0,688.87,0,0,0,0,0,0,109.74,0,7.05,0,0,19.81,53.44,0,53.7,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

13,03:00-03:15,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,39.63,0,688.87,0,0,0,0,0,0,109.74,0,6.27,0,0,19.81,53.44,0,53.97,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

14,03:15-03:30,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,39.63,0,688.87,0,0,0,0,0,0,109.74,0,6.27,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

15,03:30-03:45,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,39.63,0,688.87,0,0,0,0,0,0,109.74,0,6.27,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

16,03:45-04:00,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.88,39.63,0,688.87,0,0,0,0,0,0,109.74,0,6.27,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

17,04:00-04:15,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,35.29,0,688.87,0,0,0,0,0,0,109.74,0,6.27,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

18,04:15-04:30,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,35.29,0,688.87,0,0,0,0,0,0,109.74,0,6.27,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

19,04:30-04:45,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

20,04:45-05:00,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,27.63,0,1.07,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

21,05:00-05:15,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

22,05:15-05:30,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,35.29,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,19.81,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

23,05:30-05:45,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,39.63,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

24,05:45-06:00,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,39.63,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

25,06:00-06:15,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,39.63,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,39.75,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

26,06:15-06:30,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,39.63,0,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,39.75,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

27,06:30-06:45,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,39.63,11.65,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.37,0,13.04,148.3,5.45,0,0,0,44.87,27.67,39.75,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

28,06:45-07:00,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,39.63,11.65,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.37,0,13.04,148.3,5.45,0,4.6,0,44.87,27.67,39.75,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,92.78,70.88,0.82,0,0,0,0

29,07:00-07:15,0,45.83,0,0,129.05,4.35,0,74.38,0,0,0,2.42,37.71,11.65,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,19.15,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

30,07:15-07:30,0,45.83,0,0,129.05,4.35,0,74.38,3.29,0,0,2.42,37.71,11.65,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,19.15,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

31,07:30-07:45,0,45.83,0,0,129.05,4.35,0,74.38,16.25,0,0,2.42,37.71,11.65,687.47,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,19.15,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

32,07:45-08:00,0,45.83,0,0,129.05,4.35,0,74.38,16.25,0,0,2.36,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,19.15,0,44.87,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

33,08:00-08:15,0,45.83,0,0,129.05,4.35,0,74.38,16.25,0,0,2.36,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,2.05,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,19.15,0,44.86,27.67,33.12,0,18.2,670.51,0,55.26,0,2.15,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

34,08:15-08:30,0,45.83,0,0,129.05,4.35,0,74.38,16.25,0,0,2.36,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,2.05,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,4.29,0,44.97,27.67,39.75,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

35,08:30-08:45,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,2.05,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,0,0,44.97,27.67,39.75,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

36,08:45-09:00,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,2.05,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,0,0,44.97,27.67,39.75,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

37,09:00-09:15,0,45.83,0,0,129.05,5.65,0,74.38,32.49,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,0,0,44.97,27.67,39.75,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

38,09:15-09:30,0,45.83,0,0,129.05,5.65,0,74.38,32.49,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0,0,0,39.62,53.44,0,54.11,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

39,09:30-09:45,0,45.83,0,0,129.05,5.65,0,74.38,32.49,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0.77,0,0,19.81,53.44,0,53.97,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,38.35,0.82,0,0,0,0

40,09:45-10:00,0,45.83,0,0,129.05,5.65,0,74.38,32.49,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0.77,0,0,19.81,53.44,0,53.97,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

41,10:00-10:15,0,45.83,0,0,129.05,5.65,0,74.38,32.49,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0.25,0,0,19.81,53.44,0,53.44,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,44.74,0,1.74,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,70.88,0.82,0,0,0,0

42,10:15-10:30,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,0.25,0,0,19.81,53.44,0,53.44,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,27.63,0,1.07,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,38.35,0.82,0,0,0,0

43,10:30-10:45,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,1.54,0,0,19.81,53.44,0,53.44,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

44,10:45-11:00,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,37.71,11.65,688.87,0,0,0,0,0,0,109.74,0,1.54,0,0,19.81,53.44,0,53.44,0,13.04,148.3,5.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

45,11:00-11:15,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,11.65,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,53.05,0,13.04,148.3,8.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

46,11:15-11:30,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,11.65,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,53.05,0,13.04,148.3,8.45,0,0,0,44.97,27.67,34.23,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

47,11:30-11:45,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,11.65,688.87,0,0,0,0,7.49,0,109.74,0,0.51,0,0,19.81,53.44,0,53.05,0,13.04,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

48,11:45-12:00,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,11.65,688.87,0,0,0,0,7.49,0,109.74,0,0.51,0,0,19.81,53.44,0,52.66,0,13.04,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

49,12:00-12:15,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,11.65,688.87,0,0,0,0,7.49,0,109.74,0,0.51,0,0,19.81,53.44,0,52.66,0,6.52,148.3,8.45,0,4.6,0,44.97,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

50,12:15-12:30,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,11.65,688.87,0,0,0,0,14.98,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,18.39,0,44.97,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

51,12:30-12:45,0,45.83,0,0,129.05,5.65,0,74.38,16.25,0,0,2.72,38.05,0,688.87,0,0,0,0,14.98,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,18.39,0,44.97,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

52,12:45-13:00,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,14.98,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,18.39,0,44.97,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,26.73,0.82,0,0,0,0

53,13:00-13:15,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,2.62,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,16.86,0,44.97,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

54,13:15-13:30,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,16.08,0,44.97,27.67,33.12,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

55,13:30-13:45,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,3.83,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

56,13:45-14:00,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

57,14:00-14:15,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

58,14:15-14:30,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

59,14:30-14:45,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.78,13.36,0.82,0,0,0,0

60,14:45-15:00,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.78,13.36,0.82,0,0,0,0

