Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NTPL,RSTPSU1TO6,RSTPSU7,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
1,00:00-00:15,35.88,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

2,00:15-00:30,35.88,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

3,00:30-00:45,35.88,37.89052,124.384996,130.580717,0,148.982313,0,50.199225,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

4,00:45-01:00,35.88,37.89052,124.384996,130.580717,0,148.982313,0,33.466151,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.115948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

5,01:00-01:15,35.88,37.89052,124.384996,130.580717,0,148.982313,0,33.466151,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7314,15.00135,348.975

6,01:15-01:30,35.88,37.89052,124.384996,130.580717,0,148.982313,0,16.733075,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7314,15.00135,348.975

7,01:30-01:45,41.4,37.89052,124.384996,130.580717,0,148.982313,0,16.733075,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7314,15.00135,348.975

8,01:45-02:00,41.4,37.89052,124.384996,130.580717,0,148.982313,0,0,21.01977,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,50.556841,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,60.190542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7314,15.00135,348.975

9,02:00-02:15,41.4,37.89052,124.384996,130.580717,0,148.982313,0,0,22.630299,27.63898,83.664,1.147846,44.906625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7314,15.00135,348.975

10,02:15-02:30,41.4,37.89052,124.384996,130.580717,0,148.982313,0,0,22.630299,27.63898,83.664,1.147846,44.906625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7314,15.00135,348.975

11,02:30-02:45,35.88,37.89052,124.384996,130.580717,0,148.982313,0,0,22.630299,27.63898,83.664,1.147846,44.906625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

12,02:45-03:00,35.88,37.89052,124.384996,130.580717,0,148.982313,0,0,22.630299,27.63898,83.664,1.147846,44.906625,3.094586,5.534085,50.556841,19.071838,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

13,03:00-03:15,35.88,37.89052,124.384996,130.580717,0,148.982313,0,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

14,03:15-03:30,35.88,37.89052,124.384996,130.580717,0,148.982313,0,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

15,03:30-03:45,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

16,03:45-04:00,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

17,04:00-04:15,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

18,04:15-04:30,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

19,04:30-04:45,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

20,04:45-05:00,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,19.529562,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.6432,15.00135,348.975

21,05:00-05:15,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.4374,15.00135,348.975

22,05:15-05:30,35.88,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,50.556841,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,11.528131,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.2316,15.00135,348.975

