Block,Time Block,SINGRAULI_HYDRO,SINGRAULI,SIMHST2,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,RSTPSU7,RSTPSU1TO6,SASAN,SEWA2,SALAL,RIHAND3,SIMHST1,RIHAND2,RIHAND1,BSIUL,CHAMERA1,RAPPC,RAPPB,MAPS,RAMPUR,NNTPP,NLCEXP,NLCIIST1,NTPL,NJPC,NLCIIST2,PARBATI3,NLCTS2EXP,NAPP,KUDGI,KOLDAM,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KHSTPP-I,KKNPPU2,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,BRBCL,CHAMERA2,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,CHAMERA3,TALST2,TANAKPUR,TEHRI,TALA,TANDA2,TelanganaSTPP,URI,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,60.8,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,104,25.56,0,29.78,0,0,0,0,0,19.2,0,0,361.14,0,13.69,229.52,0,0,0.24,54.2,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

63,15:30-15:45,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,60.8,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,114.4,25.56,0,35.07,0,0,0,0,0,19.2,0,0,361.14,0,13.69,229.52,0,0,0.24,54.2,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

64,15:45-16:00,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,60.8,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,114.42,25.56,0,35.07,0,0,0,0,0,19.2,0,0,361.14,0,13.69,229.52,0,0,0.24,54.2,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

65,16:00-16:15,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,8.92,59.68,0,114.02,60.8,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,114.42,25.56,0,35.07,0,0,0,0,0,19.2,0,0,361.14,0,13.69,229.52,0,0,0.24,54.2,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

66,16:15-16:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,114.42,25.56,0,35.07,0,0,0,0,0,19.2,0,0,361.14,0,13.69,229.52,0,0,0.24,54.2,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

67,16:30-16:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,18.18,0,0,0,41.94,0,0,0,0,0,138.14,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,0,16.09,229.52,0,0,0.24,54.2,0,0,0,0.53,17.74,0,27.18,0,4.14,6.14,0,0,0,0,0

68,16:45-17:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,40.16,59.68,0,114.02,80.46,0,0,51.05,0,0,0,0,0,0,0,40.01,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,15.82,16.09,229.52,0,0,0.24,54.2,0,0,0,0.53,20.34,0,32.65,0,4.14,7.04,0,0,0,0,0

69,17:00-17:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,40.16,59.68,0,114.02,84.3,0,0,51.05,0,0,0,0,0,0,0,60.02,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,8.78,409.15,15.82,19.97,287.33,0,0,0.24,54.2,0,0,0,1.07,25.31,0,40.7,0,4.14,8.78,0,0,0,0,0

70,17:15-17:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,40.16,59.68,0,114.02,88.33,2.11,12.71,51.05,0,0,0,0,0,0,0,80.01,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,2.55,17.54,457.15,31.64,19.97,344.94,9.29,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

71,17:30-17:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,7.58,40.16,59.68,0,114.02,88.33,12.52,23.13,51.05,0,0,0,0,0,0,0,112.28,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,571.85,31.64,19.97,410.72,18.61,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

72,17:45-18:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,7.58,8.92,59.68,0,114.02,88.33,12.52,23.13,51.05,0,0,0,0,0,0,0,112.28,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,627.36,31.64,19.97,417.31,18.61,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

73,18:00-18:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,7.58,1.34,59.68,0,114.02,88.33,12.52,23.13,51.05,0,0,0,0,0,0,0,112.28,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

74,18:15-18:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,7.58,1.34,59.68,0,114.02,88.33,12.52,12.71,51.05,0,0,0,0,0,0,0,109.11,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

75,18:30-18:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,7.58,1.34,59.68,0,114.02,88.33,12.52,0,51.05,0,0,0,0,0,0,0,109.11,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

76,18:45-19:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,7.58,1.34,59.68,0,114.02,88.33,12.52,0,51.05,0,0,0,0,0,0,0,80.1,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

77,19:00-19:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,2.11,0,51.05,0,0,0,0,0,0,0,60.02,0,3.67,0,41.94,0,0,0,0,0,142.38,25.75,0,43.71,0,0,0,0,0,19.2,1.92,17.54,655.55,31.64,19.97,417.31,9.29,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

78,19:15-19:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,40.01,0,15.88,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,8.78,655.55,15.82,19.97,417.31,9.29,0,0.24,54.2,0,0,0,1.07,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

79,19:30-19:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,18.18,0,15.88,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,655.55,15.82,19.97,417.31,0,0,0.24,54.2,0,0,0,29.15,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

80,19:45-20:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,15.88,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,655.55,15.82,19.97,417.31,0,0,0.24,54.2,0,0,0,29.15,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

81,20:00-20:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,15.88,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,627.44,15.82,19.97,417.31,0,0,0.24,54.2,0,0,0,29.15,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

82,20:15-20:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,15.88,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,579.44,15.82,19.97,417.31,0,0,0.24,54.2,0,0,0,3.18,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

83,20:30-20:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,15.88,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,484.99,15.82,19.97,364.53,0,0,0.24,40.65,0,0,0,3.18,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

84,20:45-21:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,3.43,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,432.19,15.82,19.97,306.92,0,0,0.24,40.65,0,0,0,3.18,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

85,21:00-21:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,15.82,19.97,251.24,0,0,0.24,40.65,0,0,0,3.18,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

86,21:15-21:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,15.82,19.97,251.24,0,0,0.24,40.65,0,0,0,29.15,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

87,21:30-21:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,43.71,0,0,0,0,0,19.2,0,0,351.54,15.82,19.97,251.24,0,0,0.24,40.65,0,0,0,29.15,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

88,21:45-22:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,43.71,0,0,0,0,0,19.2,0,0,284.33,15.82,19.97,251.24,0,0,0.24,40.65,0,0,0,29.15,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

89,22:00-22:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,37.67,0,0,0,0,0,19.2,0,0,284.33,15.82,18.11,231.64,0,0,0.24,40.65,0,0,0,3.18,21.84,0,35.08,0,4.14,7.75,0,0,0,0,0

90,22:15-22:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,37.67,0,0,0,0,0,19.2,0,0,284.33,15.82,17.2,231.64,0,0,0.24,27.09,0,0,0,3.18,19.24,0,30.5,0,10.33,6.57,0,0,0,0,0

91,22:30-22:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,37.67,0,0,0,0,0,18.02,0,0,284.33,15.82,14.8,231.64,0,0,0.24,27.09,0,0,0,3.18,19.24,0,30.5,0,10.33,6.57,0,0,0,0,0

92,22:45-23:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,37.67,0,0,0,0,0,18.13,0,0,284.33,15.82,14.8,231.64,0,0,0.24,27.09,0,0,0,3.18,19.24,0,30.5,0,10.33,6.57,0,0,0,0,0

93,23:00-23:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,17.04,0,32.38,0,0,0,0,0,19.2,0,0,284.33,15.82,14.8,229.52,0,0,0.24,27.09,0,0,0,3.18,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

94,23:15-23:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,17.04,0,32.38,0,0,0,0,0,18.07,0,0,284.33,15.82,14.8,229.52,0,0,0.24,27.09,0,0,0,3.18,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

95,23:30-23:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,115.36,17.04,0,32.38,0,0,0,0,0,19.2,0,0,284.33,15.82,14.8,229.52,0,0,0.24,27.09,0,0,0,3.18,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

96,23:45-24:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,18.65,0,0,284.33,15.82,14.8,229.52,0,0,0.24,13.56,0,0,0,3.18,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

