Block,Time,KUDGI,TALA,KHSTPP-I,SASAN,BRBCL,FSTPP I & II,KHSTPP-II,AURY_LF,KOTESHWR,KISHANGANGA,DADRI_GF,ANTA_LF,UNCHAHAR1,AURY_CRF,AURY_GF,ANTA_RF,RAPPB,SINGRAULI,KOLDAM,RIHAND3,URI,DADRI_LF,NAPP,UNCHAHAR3,PARBATI3,TANAKPUR,URI2,ANTA_CRF,JHAJJAR,RIHAND2,BSIUL,ANTA_GF,RAPPC,UNCHAHAR4,SALAL,UNCHAHAR2,CHAMERA3,RAMPUR,DADRI_RF,RIHAND1,SINGRAULI_HYDRO,AURY_RF,DHAULIGNGA,SEWA2,DADRT2,TEHRI,TANDA2,DULHASTI,DADRI_CRF,CHAMERA1,NJPC,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,75.50,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,6.411370,0.000000,38.971138,25.542978,0.000000,9.299099,10.416153,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,76.828243,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,1.278596,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

7,01:30-01:45,74.53,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,76.828243,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

8,01:45-02:00,73.56,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,38.802143,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

9,02:00-02:15,71.62,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

10,02:15-02:30,72.59,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

11,02:30-02:45,72.59,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

12,02:45-03:00,70.66,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

13,03:00-03:15,71.62,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

14,03:15-03:30,69.69,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

15,03:30-03:45,69.69,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

16,03:45-04:00,68.72,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,0.000000,0,0,0,0,0

17,04:00-04:15,68.72,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,12.644065,0,0,0,0,0

18,04:15-04:30,67.75,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,12.644065,0,0,0,0,0

19,04:30-04:45,67.75,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,12.644065,0,0,0,0,0

20,04:45-05:00,67.75,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,7.479931,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,12.644065,0,0,0,0,0

21,05:00-05:15,69.69,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,7.479931,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,36.664052,12.644065,0,0,0,0,0

22,05:15-05:30,70.66,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,7.479931,0.000000,38.971138,25.542978,0.000000,9.299099,9.114134,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,15.061492,0.000000,47.849643,0.000000,0.000000,36.664052,12.644065,0,0,0,0,0

23,05:30-05:45,71.62,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,10.685616,0.000000,38.971138,25.542978,3.080342,9.299099,23.957151,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,19.349386,8.822312,0.000000,661.200682,30.122984,0.000000,31.899762,0.000000,8.411051,54.996078,12.644065,0,0,0,0,0

24,05:45-06:00,71.62,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,9.679000,0.000000,99.814688,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,6.160684,9.299099,23.957151,0.000000,632.183982,56.709261,1.064690,0.000000,25.056608,0.000000,24.743396,24.369302,9.367181,0.000000,16.923248,89.046800,0.759153,19.349386,17.644623,0.000000,661.200682,45.184476,0.000000,31.899762,0.000000,8.411051,73.328104,12.644065,0,0,0,0,0

25,06:00-06:15,72.59,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,99.814688,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,31.651128,9.299099,23.957151,0.000000,632.183982,56.709261,3.194070,0.000000,25.056608,0.000000,24.743396,24.369302,18.734363,0.000000,16.923248,89.046800,0.759153,9.674644,26.466935,5.109234,661.200682,60.245968,0.000000,31.899762,0.000000,27.144756,100.826143,25.417151,0,0,0,0,0

26,06:15-06:30,74.53,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,9.543494,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,99.814688,0.000000,119.695958,10.685616,0.000000,38.971138,25.542978,31.651128,9.299099,23.957151,0.000000,632.183982,56.709261,18.934447,0.000000,25.056608,0.000000,24.743396,24.369302,28.129892,0.000000,16.923248,89.046800,0.759153,9.674644,35.371077,15.296738,661.200682,60.245968,0.000000,47.849643,0.000000,40.755365,135.840313,38.241845,0,0,0,0,0

27,06:30-06:45,68.72,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,9.543494,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,31.651128,9.299099,9.114134,0.000000,632.183982,56.709261,18.934447,0.000000,25.056608,0.000000,38.802143,24.369302,28.129892,0.000000,16.923248,89.046800,0.759153,9.674644,35.371077,15.296738,661.200682,60.245968,0.000000,47.849643,0.000000,40.755365,135.840313,38.241845,0,0,0,0,0

28,06:45-07:00,75.50,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,9.543494,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,31.651128,9.299099,9.114134,0.000000,632.183982,56.709261,18.934447,0.000000,25.056608,0.000000,76.828243,24.369302,28.129892,0.000000,16.923248,89.046800,0.759153,9.674644,35.371077,15.296738,661.200682,60.245968,0.000000,47.849643,0.000000,40.755365,135.840313,38.241845,0,0,0,0,0

29,07:00-07:15,71.62,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,9.543494,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,31.651128,8.059219,9.114134,0.000000,632.183982,56.709261,18.934447,0.000000,25.056608,0.000000,76.828243,24.369302,28.129892,0.000000,16.923248,89.046800,0.759153,9.674644,35.371077,15.296738,661.200682,60.245968,0.000000,47.849643,0.000000,40.755365,135.840313,38.241845,0,0,0,0,0

30,07:15-07:30,73.56,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,31.651128,8.059219,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,76.828243,24.369302,18.734363,0.000000,16.923248,89.046800,0.759153,9.674644,26.466935,5.109234,661.200682,45.184476,0.000000,47.849643,0.000000,19.880666,100.826143,38.241845,0,0,0,0,0

31,07:30-07:45,71.62,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,3.696410,8.059219,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,76.828243,24.369302,9.367181,0.000000,16.923248,89.046800,0.759153,9.674644,17.644623,0.000000,661.200682,30.122984,0.000000,47.849643,0.000000,8.411051,90.560208,25.417151,0,0,0,0,0

32,07:45:08:00,80.34,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,0.000000,8.059219,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,38.802143,24.369302,9.367181,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,16.037135,0.000000,47.849643,0.000000,0.000000,67.920156,11.611896,0,0,0,0,0

33,08:00-08:15,90.01,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,0.000000,8.059219,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,9.367181,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

34,08:15-08:30,100.66,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,0.000000,8.059219,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

35,08:30-08:45,111.31,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,0.000000,8.059219,9.114134,0.000000,632.183982,56.709261,6.311482,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

36,08:45:09:00,121.96,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,0.000000,8.059219,9.114134,0.000000,632.183982,56.709261,2.129380,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

37,09:00:09:15,135.51,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,0.000000,7.439279,5.208076,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

38,09:15-09:30,135.51,17.073756,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,36.331094,0.000000,38.971138,25.542978,0.000000,7.439279,5.208076,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,47.849643,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

39,09:30-09:45,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,11.754178,0.000000,38.971138,25.542978,0.000000,7.439279,7.161105,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,8.822312,0.000000,661.200682,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

40,09:45-10:00,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,19.343482,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,8.548493,0.000000,38.971138,25.542978,0.000000,7.439279,7.161105,0.000000,632.183982,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,661.200682,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

41,10:00-10:15,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,14.722146,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,8.548493,0.000000,38.971138,19.164033,0.000000,12.150823,7.161105,0.000000,626.933124,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,651.895168,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

42,10:15-10:30,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,14.722146,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,8.548493,0.000000,38.971138,19.164033,0.000000,12.150823,7.161105,0.000000,626.933124,56.709261,0.000000,0.000000,25.056608,0.000000,24.743396,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,632.537168,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

43,10:30-10:45,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,10.775534,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,8.548493,0.000000,38.971138,14.611902,0.000000,12.150823,7.161105,0.000000,583.154910,56.709261,0.000000,0.000000,25.056608,0.000000,12.934048,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,603.500168,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

44,10:45-11:00,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,10.775534,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,8.548493,0.000000,38.971138,14.611902,0.000000,12.150823,7.161105,0.000000,583.154910,56.709261,0.000000,0.000000,25.056608,0.000000,12.934048,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,584.142168,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

45,11:00-11:15,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,10.775534,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,36.331094,0.000000,38.971138,14.611902,0.000000,8.679159,11.067162,0.000000,583.154910,56.709261,0.000000,0.000000,25.056608,0.000000,12.934048,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,555.105168,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

46,11:15-11:30,135.51,15.650943,42.594859,337.772902,14.518463,18.835237,142.780373,0.000000,8.589145,0.000000,0.000000,0.000000,10.775534,0.000000,0.000000,6.235986,0.000000,94.370250,0.000000,119.695958,36.331094,0.000000,38.971138,14.611902,0.000000,8.679159,30.873476,0.000000,583.154910,56.709261,0.000000,0.000000,25.056608,0.000000,12.934048,24.369302,0.000000,0.000000,16.923248,89.046800,0.759153,9.674644,0.000000,0.000000,555.105168,0.000000,0.000000,31.899762,0.000000,0.000000,38.497255,11.611896,0,0,0,0,0

