Block,Time,RIHAND2,KOTESHWR,AURY_RF,AURY_LF,URI2,SASAN,URI,DHAULIGNGA,CHAMERA3,NJPC,KISHANGANGA,RIHAND1,CHAMERA2,RAPPB,PARBATI3,DADRI_LF,TANAKPUR,UNCHAHAR4,SINGRAULI,DADRI_RF,AURY_CRF,TALA,KHSTPP-II,UNCHAHAR1,DULHASTI,FSTPP I & II,KHSTPP-I,ANTA_LF,SINGRAULI_HYDRO,RIHAND3,DADRI_CRF,SEWA2,BRBCL,BSIUL,RAPPC,ANTA_CRF,UNCHAHAR3,AURY_GF,JHAJJAR,NAPP,TANDA2,DADRI_GF,DADRT2,KOLDAM,RAMPUR,UNCHAHAR2,SALAL,TEHRI,CHAMERA1,ANTA_RF,ANTA_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,120.113766,10.019445,5.635169,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,46.836284,0.000000,0.000000,0.000000,0.494825,2.984013,106.543212,7.897613,0.000000,0.000000,143.213310,21.853791,38.097125,20.085963,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,16.912162,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,2.239170,0.832858,43.366328,64.523246,22.314990,27.134934,1.487954,0.000000,0,0,0,0,0

2,00:15-00:30,120.113766,10.019445,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,46.836284,0.000000,0.000000,0.000000,0.494825,2.984013,106.543212,0.000000,0.000000,0.000000,143.213310,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,16.970855,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,0.000000,0.832858,43.366328,64.523246,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,120.113766,10.019445,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,46.836284,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,143.213310,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,16.017346,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,0.000000,0.832858,43.366328,64.523246,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,120.113766,10.019445,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,46.836284,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,143.213310,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,15.735882,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,0.000000,0.832858,43.366328,64.523246,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,120.113766,10.019445,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,16.521884,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,0.000000,0.832858,43.366328,64.523246,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,120.113766,10.019445,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,13.971763,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,0.000000,0.832858,43.366328,64.523246,22.314990,25.404670,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,11.835821,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,660.739183,0.000000,0.832858,43.366328,64.523246,22.314990,25.175799,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,10.350746,0.000000,32.748337,0.000000,26.690964,0.000000,651.671577,48.442305,5.174307,0.000000,589.378781,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,11.362344,0.000000,32.748337,0.000000,26.690964,0.000000,597.531644,48.442305,5.174307,0.000000,521.914253,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,15.000303,0.000000,32.748337,0.000000,26.690964,0.000000,572.911375,48.442305,5.174307,0.000000,461.645739,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,14.972872,0.000000,32.748337,0.000000,26.690964,0.000000,572.911375,48.442305,5.174307,0.000000,432.674739,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,21.853791,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,16.891993,0.000000,32.748337,0.000000,26.690964,0.000000,577.942672,48.442305,5.174307,0.000000,423.017739,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,18.941047,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,17.259884,0.000000,32.748337,0.000000,23.219581,0.000000,462.896417,48.442305,5.174307,0.000000,394.046739,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,16.486141,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,18.340460,0.000000,32.748337,0.000000,23.219581,0.000000,369.542198,48.442305,5.174307,0.000000,374.732739,0.000000,0.832858,37.762829,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,16.486141,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.134329,0.000000,32.748337,0.000000,23.219581,0.000000,369.542198,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,16.486141,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314008,0.000000,32.748337,0.000000,23.219581,0.000000,369.542198,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,43.366328,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,16.389571,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314010,0.000000,32.748337,0.000000,20.471681,0.000000,369.542198,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,38.190280,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.000000,106.543212,0.000000,0.000000,0.000000,142.732005,16.389571,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314025,0.000000,32.748337,0.000000,20.471681,0.000000,369.542198,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,38.108260,64.523246,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.399888,106.543212,0.000000,0.000000,0.000000,142.732005,12.074340,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314009,0.000000,32.748337,0.000000,15.269938,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,34.853272,50.496453,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.494825,0.820568,106.543212,0.000000,0.000000,0.000000,142.732005,12.074340,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314009,0.000000,32.748337,0.000000,15.269938,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,34.853272,50.496453,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,21.521949,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,1.113356,2.984013,106.543212,0.000000,0.000000,0.000000,142.732005,12.074340,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314000,0.000000,32.748337,0.000000,15.405136,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.832858,29.246514,50.496453,22.314990,13.567467,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,22.401763,23.136096,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,1.113356,2.984013,106.543212,0.000000,0.000000,0.000000,142.732005,14.440305,38.097125,17.303992,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314000,0.000000,32.748337,0.000000,15.405136,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.892349,29.246514,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,1.113356,2.984013,106.543212,0.000000,0.000000,0.000000,142.732005,17.353050,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314000,0.000000,32.748337,0.000000,18.877600,0.000000,490.232776,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,34.853272,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,1.113356,2.984013,106.543212,0.000000,0.000000,0.000000,142.732005,17.353050,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314000,0.000000,32.748337,0.000000,18.877600,0.000000,495.254416,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,34.853272,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

