Block,Time,RIHAND2,KOTESHWR,AURY_RF,AURY_LF,URI2,SASAN,URI,DHAULIGNGA,CHAMERA3,NJPC,KISHANGANGA,RIHAND1,CHAMERA2,RAPPB,PARBATI3,DADRI_LF,TANAKPUR,UNCHAHAR4,SINGRAULI,DADRI_RF,AURY_CRF,TALA,KHSTPP-II,UNCHAHAR1,DULHASTI,FSTPP I & II,KHSTPP-I,ANTA_LF,SINGRAULI_HYDRO,RIHAND3,DADRI_CRF,SEWA2,BRBCL,BSIUL,RAPPC,ANTA_CRF,UNCHAHAR3,AURY_GF,JHAJJAR,NAPP,TANDA2,DADRI_GF,DADRT2,KOLDAM,RAMPUR,UNCHAHAR2,SALAL,TEHRI,CHAMERA1,ANTA_RF,ANTA_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
25,06:00-06:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,1.113356,2.984013,106.543212,0.000000,0.000000,0.000000,142.732005,15.543547,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314006,0.000000,32.748337,0.000000,18.877600,0.000000,500.285714,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,34.853272,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,3.683535,0.000000,1.113356,2.984013,106.543212,0.000000,0.000000,0.000000,142.732005,15.083655,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314001,0.000000,32.748337,0.000000,18.877600,0.000000,515.379604,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,34.853272,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

27,06:30-06:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,18.924528,0.000000,1.113356,2.345202,106.543212,0.000000,0.000000,0.000000,142.732005,15.083655,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314003,0.000000,32.748337,0.000000,18.877600,0.000000,530.463838,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,34.853272,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,37.849056,0.000000,1.113356,2.345202,106.543212,0.000000,0.000000,0.000000,123.900855,12.022965,38.097125,17.303992,38.651660,0.000000,0.752926,126.101798,0.000000,18.682542,19.314009,0.000000,32.748337,0.000000,15.405136,0.000000,434.898166,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,29.246514,50.496453,22.314990,27.134934,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,37.849056,0.000000,1.113356,2.345202,106.543212,0.000000,0.000000,0.000000,142.732005,12.022965,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314007,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,29.246514,50.496453,11.157495,27.134934,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,39.446914,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,37.849056,0.000000,1.113356,2.345202,106.543212,0.000000,0.000000,0.000000,142.732005,12.022965,38.097125,20.086560,44.807592,0.000000,0.752926,126.101798,0.000000,18.682542,19.314007,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,29.246514,50.496453,0.000000,27.134934,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,39.446914,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,37.849056,0.000000,0.000000,2.345202,106.543212,0.000000,0.000000,0.000000,114.597881,12.022965,38.097125,17.821460,35.751276,0.000000,0.752926,126.101798,0.000000,18.682542,19.311114,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,24.640705,38.713947,0.000000,27.134934,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,39.446914,10.486395,22.401763,48.424386,5.369711,93.726924,31.224190,0.000000,18.924528,0.000000,0.000000,2.345202,106.543212,0.000000,0.000000,0.000000,114.597881,12.022965,38.097125,16.575854,35.751276,0.000000,0.752926,126.101798,0.000000,18.682542,19.314023,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,24.640705,38.713947,0.000000,27.134934,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,11.200881,48.424386,5.369711,93.726924,31.224190,0.000000,3.683535,0.000000,7.917195,2.345202,106.543212,0.000000,0.000000,0.000000,97.425776,12.022965,38.097125,13.793286,29.594456,0.000000,0.752926,126.101798,0.000000,18.682542,19.314020,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,24.640705,38.713947,0.000000,27.134934,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,120.113766,20.038889,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,11.200881,48.424386,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,7.917195,2.345202,106.543212,0.000000,0.000000,0.000000,95.766731,12.022965,38.097125,11.588400,29.594456,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,120.113766,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,11.200881,48.424386,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,7.917195,2.345202,106.543212,0.000000,0.000000,0.000000,95.766731,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,1.873932,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,120.113766,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,10.486395,11.200881,24.750242,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,7.917195,2.345202,106.543212,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.951838,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,120.113766,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,106.543212,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,120.113766,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,93.726924,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,106.543212,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,102.303020,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,75.214725,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,96.011343,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,65.546598,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,96.011343,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,126.101798,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,38.713947,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,65.546598,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,96.011343,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,106.185194,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,50.496453,0.000000,13.503383,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,39.446914,0.000000,11.200881,0.000000,5.369711,65.546598,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,96.011343,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,92.639215,0.000000,18.682542,18.684651,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,76.653616,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,39.446914,0.000000,11.200881,0.000000,5.369711,65.546598,31.224190,0.000000,0.000000,0.000000,0.000000,2.345202,96.011343,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,92.639215,0.000000,18.682542,19.314039,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,76.653616,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,39.446914,0.000000,11.200881,0.000000,5.369711,65.546598,15.612094,0.000000,0.000000,0.000000,0.000000,2.345202,96.011343,0.000000,0.000000,0.000000,78.772149,12.022965,38.097125,11.588400,24.644664,0.000000,0.752926,92.639215,0.000000,18.682542,17.558088,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,76.653616,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,65.546598,15.612094,0.000000,0.000000,0.000000,0.618531,2.345202,96.011343,0.000000,0.000000,0.000000,97.535700,12.022965,38.097125,11.588400,30.646972,0.000000,0.752926,92.639215,0.000000,18.682542,18.876261,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,76.653616,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,97.092347,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,65.546598,15.612094,0.000000,0.000000,0.000000,0.618531,2.345202,96.011343,0.000000,0.000000,0.000000,97.535700,12.022965,38.097125,11.588400,30.646972,0.000000,0.752926,92.639215,0.000000,18.682542,15.669827,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,5.174307,0.000000,367.007139,0.000000,0.000000,24.640705,50.496453,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

47,11:30-11:45,82.450211,8.906173,0.000000,0.000000,36.590874,404.406189,33.583183,0.000000,11.200881,0.000000,5.369711,65.546598,15.612094,0.000000,0.000000,0.000000,0.618531,2.345202,96.011343,0.000000,0.000000,0.000000,97.535700,12.022965,38.097125,11.588400,30.646972,0.000000,0.752926,69.798478,0.000000,18.682542,17.359319,0.000000,32.748337,0.000000,15.144397,0.000000,361.669136,48.442305,4.110780,0.000000,367.007139,0.000000,0.000000,24.640705,50.496453,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

