Block,Time,KHSTPP-II,MAPS,SEWA2,TANDA2,TEHRI,AURY_GF,KGSU1AND2,RIHAND2,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,AURY_LF,BRBCL,KISHANGANGA,NLCTS2EXP,PARBATI3,RAPPC,TANAKPUR,UNCHAHAR1,VALLURNTECL,ANTA_LF,DADRI_RF,CHAMERA1,CHAMERA2,FSTPP I & II,KHSTPP-I,KOLDAM,KOTESHWR,NJPC,NLCEXP,NLCIIST2,URI,URI2,BSIUL,KGSU3AND4,NAPP,NTPL,RAPPB,RSTPSU7,SASAN,UNCHAHAR2,ANTA_CRF,DHAULIGNGA,RAPPD,RSTPSU1TO6,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TALST2,ANTA_GF,ANTA_RF,AURY_CRF,AURY_RF,CHAMERA3,DULHASTI,KKNP,KKNPPU2,KUDGI,PARBATI2,RAMPUR,RIHAND1,SALAL,TALA,DADRI_CRF,DADRI_GF,DADRT2,JHAJJAR,NLCIIST1,NNTPP,RIHAND3,TEHRIPSP,DADRI_LF
55,13:30-13:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.16,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.69,0,0,689.38,667.25,0,0,130.84,0,23.71

56,13:45-14:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.16,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.69,0,0,689.38,667.25,0,0,130.84,0,23.71

57,14:00-14:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,32.69,0,0,689.38,667.25,0,0,130.84,0,23.71

58,14:15-14:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,32.69,0,0,689.38,667.25,0,0,130.84,0,23.71

59,14:30-14:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,36.43,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,32.69,0,0,689.38,667.25,0,0,130.84,0,23.71

60,14:45-15:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,36.43,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,32.69,0,0,689.38,667.25,0,0,130.84,0,23.71

61,15:00-15:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,36.43,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,27.19,0,0,689.38,667.25,0,0,130.84,0,23.71

62,15:15-15:30,98.87,0,12.22,5.73,16.35,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,36.43,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,27.19,0,0,689.38,667.25,0,0,130.84,0,23.71

63,15:30-15:45,98.87,0,12.22,5.73,32.69,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,36.43,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,27.19,0,0,689.38,667.25,0,0,130.84,0,23.71

64,15:45-16:00,98.87,0,12.22,5.73,49.04,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,36.43,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,72.05,27.19,0,0,689.38,667.25,0,0,130.84,0,23.71

65,16:00-16:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.9,0,78.83,26.77,55.38,0,0,0,11.25,5.7,98.32,72.05,26.84,0,0,549.38,667.25,0,0,130.84,0,23.71

66,16:15-16:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.9,0,78.83,26.77,55.38,0,0,0,11.25,5.7,98.32,72.05,26.75,0,0,549.38,667.25,0,0,130.84,0,23.71

67,16:30-16:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,11.25,5.7,98.32,72.05,26.58,0,0,549.38,667.25,0,0,130.84,0,23.71

68,16:45-17:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,11.25,5.7,98.32,72.05,26.58,0,0,549.38,667.25,0,0,130.84,0,23.71

69,17:00-17:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,20.51,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,11.25,5.7,98.32,66.23,26.22,0,0,549.38,667.25,0,0,130.84,0,23.71

70,17:15-17:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.91,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,30.43,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,11.25,5.7,98.32,66.23,25.9,0,0,549.38,667.25,0,0,130.84,0,23.71

71,17:30-17:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,12.66,5.7,98.32,66.23,25.64,0,0,549.38,667.25,0,0,130.84,0,23.71

72,17:45-18:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,12.66,5.7,98.32,66.23,25.43,0,0,549.38,667.25,0,0,130.84,0,23.71

73,18:00-18:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,9.86,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,38.97,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,12.66,5.7,98.32,66.23,25.4,0,0,549.38,667.25,0,0,130.84,0,23.71

74,18:15-18:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,9.86,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,38.97,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,26.77,55.38,0,0,0,12.66,5.7,98.32,66.23,25.34,0,0,549.38,667.25,0,0,130.84,0,23.71

75,18:30-18:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,49.06,65.42,9.86,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,33.94,55.38,0,0,0,12.66,5.7,98.32,66.23,24.96,0,0,549.38,667.25,0,0,130.84,0,23.71

76,18:45-19:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,49.06,65.42,9.86,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.27,0,78.83,33.94,55.38,0,0,0,12.66,5.7,98.32,66.23,24.96,0,0,549.38,667.25,0,0,130.84,0,23.71

77,19:00-19:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,49.06,65.42,9.86,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,37.42,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,46.53,0,78.83,33.94,55.38,0,0,0,12.66,5.7,98.32,66.23,25.07,0,0,549.38,667.25,0,0,130.84,0,23.71

78,19:15-19:30,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,57.98,65.42,9.86,21.65,0,0,79.04,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,46.53,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,66.23,25.07,0,0,549.38,667.25,0,0,130.84,0,23.71

79,19:30-19:45,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,57.98,65.42,9.86,21.65,0,0,79.04,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,46.9,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,66.23,25.11,0,0,549.38,667.25,0,0,130.84,0,23.71

80,19:45-20:00,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,57.98,65.42,9.86,21.65,0,0,79.04,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,46.9,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,66.23,25.17,0,0,549.38,667.25,0,0,130.84,0,23.71

81,20:00-20:15,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,30.9,0,0,549.38,667.25,0,0,130.84,83.18,23.71

82,20:15-20:30,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,31.11,0,0,549.38,667.25,0,0,130.84,166.37,23.71

83,20:30-20:45,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,31.26,0,0,549.38,667.25,0,0,130.84,166.37,23.71

84,20:45-21:00,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,47.53,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,31.4,0,0,549.38,667.25,0,0,130.84,166.37,23.71

85,21:00-21:15,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,48.16,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,31.54,0,0,549.38,667.25,0,0,130.84,166.37,23.71

86,21:15-21:30,98.87,0,12.22,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,41.62,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,73.04,0,0,0,48.16,0,78.83,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,31.66,0,0,549.38,667.25,0,0,130.84,166.37,23.71

87,21:30-21:45,98.87,0,12.22,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,26.76,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,73.04,0,0,0,48.16,0,78.83,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,31.85,0,0,549.38,667.25,0,0,130.84,83.18,23.71

88,21:45-22:00,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,73.04,0,0,0,48.16,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,31.99,0,0,549.38,667.25,0,0,130.84,83.18,23.71

89,22:00-22:15,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,73.04,0,0,0,50.06,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,32.13,0,0,549.38,667.25,0,0,130.84,83.18,23.71

90,22:15-22:30,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,37.42,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,73.04,0,0,0,50.06,0,78.83,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,32.28,0,0,549.38,667.25,0,0,130.84,83.18,23.71

91,22:30-22:45,98.87,0,12.99,5.73,66.62,0,0,125.27,0,27.69,3.22,0,24.99,7.18,0,76.38,65.42,9.86,21.65,0,0,80.36,42.27,49.59,18.76,45.53,8.62,44.64,177.44,0,0,48.57,30.39,20.46,0,24.36,0,0,0,263.25,45,0,44.81,24.61,0,0,0,74.94,0,0,0,50.06,0,79.35,35.69,57.67,0,0,0,14.07,5.84,98.32,65.07,26.79,0,0,549.38,667.25,0,0,130.84,83.18,23.71

92,22:45-23:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,41.62,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,79.35,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,26.72,0,0,549.38,667.25,0,0,130.84,83.18,23.71

93,23:00-23:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,41.62,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,37.42,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,79.35,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,26.72,0,0,549.38,667.25,0,0,130.84,83.18,23.71

94,23:15-23:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,41.62,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,37.42,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,79.35,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,26.84,0,0,549.38,667.25,0,0,130.84,0,23.71

95,23:30-23:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,41.62,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,79.35,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,26.87,0,0,549.38,667.25,0,0,130.84,0,23.71

96,23:45-24:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,41.62,65.42,9.86,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,42.83,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,263.25,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,79.35,33.94,55.38,0,0,0,12.66,5.7,98.32,65.07,26.87,0,0,549.38,667.25,0,0,130.84,0,23.71

