Block,Time,BSIUL,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,RIHAND1,SIMHST1,ANTA_RF,CHAMERA2,KUDGI,NLCIIST1,NNTPP,NTPL,RSTPSU1TO6,TANAKPUR,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,AURY_LF,KGSU1AND2,KKNPPU2,KOTESHWR,PARBATI2,RIHAND2,SASAN,TALA,URI2,ANTA_CRF,AURY_RF,RAMPUR,RAPPB,RSTPSU7,ANTA_GF,BRBCL,FSTPP I & II,KHSTPP-I,KISHANGANGA,MAPS,NAPP,RAPPC,SALAL,SEWA2,TANDA2,TelanganaSTPP,ANTA_LF,CHAMERA1,JHAJJAR,KGSU3AND4,SINGRAULI,UNCHAHAR3,URI,DADRI_LF,DADRI_RF,DADRT2,KKNP,KOLDAM,NLCIIST2,NLCTS2EXP,RIHAND3,SIMHST2,TEHRI,DADRI_CRF,DADRI_GF,KHSTPP-II,NJPC,NLCEXP,RAPPD,SINGRAULI_HYDRO,TALST2,VALLURNTECL,AURY_CRF,AURY_GF
58,14:15-14:30,0,0,0,59.5,16.88,97.23,0,51.17,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,51.13,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

59,14:30-14:45,0,0,0,59.5,16.88,97.23,0,51.17,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

60,14:45-15:00,0,0,0,59.5,16.88,97.23,0,50.91,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,0,5.7,0,0,0,450.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

61,15:00-15:15,0,0,0,59.5,16.88,97.23,0,50.91,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,0,5.7,0,0,0,450.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

62,15:15-15:30,0,0,0,59.5,16.88,97.23,0,50.91,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,0,35.34,0,85.48,2.19,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,0,5.7,0,0,0,450.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,55.33,0,30,1,0,0,0,0

63,15:30-15:45,0,0,0,59.5,16.88,97.23,0,50.91,4.12,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,2.06,35.34,0,85.48,3.29,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,0,5.7,0,0,0,450.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,82.99,0,30,1,0,0,0,0

64,15:45-16:00,0,0,0,59.5,16.88,97.23,0,50.91,16.27,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,15.02,124.58,273.38,2.06,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,6.3,5.7,0,0,0,490.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,73.93,0,30,1,0,0,0,0

65,16:00-16:15,0,11.67,0,59.5,19.64,97.23,0,50.91,16.27,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,4.12,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,12.61,5.7,0,0,0,490.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,12.6,0,0,148.3,73.93,0,30,1,0,0,0,0

66,16:15-16:30,0,11.67,0,59.5,19.64,97.23,0,50.91,32.53,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,4.12,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,14.05,490.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,12.6,0,0,148.3,73.93,0,30,1,0,0,0,0

67,16:30-16:45,0,11.67,0,59.5,4.29,97.23,0,50.91,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,4.12,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,14.05,490.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,25.19,0,0,148.3,73.93,0,30,1,0,0,0,0

68,16:45-17:00,0,11.67,0,59.5,4.29,97.23,0,50.91,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,4.12,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,14.05,590.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,25.19,0,0,148.3,73.93,0,30,1,0,0,0,0

69,17:00-17:15,0,23.33,0,59.5,4.29,97.23,0,50.91,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,0,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,14.05,590.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,25.19,0,0,148.3,73.93,0,30,1,0,0,0,0

70,17:15-17:30,0,23.33,0,59.5,16.88,97.23,0,50.91,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,0,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,14.05,590.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,37.8,0,0,148.3,73.93,0,30,1,0,0,0,0

71,17:30-17:45,0,23.33,0,59.5,16.88,97.23,0,51.44,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,0,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,28.1,590.67,0,150.34,27.68,50.79,0,112.08,688.92,0,0,0,0,130.79,0,37.8,0,0,148.3,73.93,0,30,1,0,0,0,0

72,17:45-18:00,0,23.33,0,59.5,16.88,97.23,0,51.44,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,0,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,28.1,650.67,0,150.34,27.68,50.79,0,112.08,688.92,0,1.99,0,0,130.79,0,37.8,0,0,148.3,73.93,0,30,1,0,0,0,0

73,18:00-18:15,0,23.33,10.95,59.5,19.64,97.23,0,51.44,48.81,0,0,0,0,0,4.35,21.64,45,3.2,0,0,0,10.43,22.54,124.58,273.38,0,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,5.7,0,0,28.1,388.67,0,150.34,27.68,50.79,0,112.08,688.92,0,4.36,0,0,130.79,0,37.8,0,0,148.3,73.93,0,30,1,0,0,0,0

74,18:15-18:30,0,35.03,21.88,59.5,24.55,97.23,0,51.44,48.81,0,0,0,0,0,4.35,21.64,45,1.9,0,0,0,10.43,22.54,124.58,273.38,0,35.34,0,85.48,2.93,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,388.67,0,150.34,27.68,50.79,0,112.08,688.92,0,6.25,0,0,130.79,0,37.8,0,0,148.3,73.93,0,30,1,0,0,0,0

75,18:30-18:45,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,4.35,21.64,45,1.9,0,0,0,11.59,28.56,124.58,273.38,0,38.56,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,388.67,0,150.34,27.68,50.79,0,112.08,688.92,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

76,18:45-19:00,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,4.35,21.34,43.89,1.9,0,0,0,11.59,28.56,124.58,273.38,0,38.56,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,388.67,0,150.34,27.18,50.79,0,112.08,688.92,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

77,19:00-19:15,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,1.79,21.34,43.89,1.9,0,0,0,11.59,28.56,124.58,273.38,0,38.56,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

78,19:15-19:30,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,1.79,21.34,43.89,1.9,0,0,0,11.59,28.56,124.58,273.38,0,38.56,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

79,19:30-19:45,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,1.79,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,273.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

80,19:45-20:00,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,1.79,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,273.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

81,20:00-20:15,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,1.79,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,273.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

82,20:15-20:30,0,35.03,43.78,60.23,59.84,97.23,0,51.96,50.06,0,0,0,0,0,1.79,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,273.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

83,20:30-20:45,0,35.03,43.78,59.5,11.51,97.23,0,52.22,48.81,0,0,0,0,0,1.79,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,295.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,18.9,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

84,20:45-21:00,0,35.03,32.83,59.5,6.13,97.23,0,52.22,48.81,0,0,0,0,0,1.79,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,301.5,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,18.9,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

85,21:00-21:15,0,35.03,32.83,59.5,6.13,97.23,0,52.74,48.81,0,0,0,0,0,0.77,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,307.12,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,18.9,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

86,21:15-21:30,0,35.03,32.83,59.5,9.2,97.23,0,52.74,48.81,0,0,0,0,0,0.77,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,312.75,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,18.9,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

87,21:30-21:45,0,35.03,43.78,60.23,39.9,97.23,0,52.74,50.06,0,0,0,0,0,0,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,320.62,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

88,21:45-22:00,0,35.03,43.78,60.23,39.9,97.23,0,52.74,50.06,0,0,0,0,0,0,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,331.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

89,22:00-22:15,0,35.03,43.78,60.23,39.9,97.23,0,53.14,50.06,0,0,0,0,0,0,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,388.67,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

90,22:15-22:30,0,35.03,43.78,60.23,39.9,97.23,0,53.14,50.06,0,0,0,0,0,0,21.34,43.89,1.9,0,0,0,11.59,15.02,124.58,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.68,0,25.51,68.56,0,20.09,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

91,22:30-22:45,0,35.03,21.88,59.5,18.41,97.23,0,53.14,48.81,0,0,0,0,0,0,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,385.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

92,22:45-23:00,0,35.03,10.95,59.5,19.64,97.23,0,53.14,48.81,0,0,0,0,0,0,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,410.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

93,23:00-23:15,0,35.03,10.95,59.5,19.64,97.23,0,53.14,48.81,0,0,0,0,0,0,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,410.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

94,23:15-23:30,0,35.03,10.95,59.5,19.64,97.23,0,53.14,48.81,0,0,0,0,0,0,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,410.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

95,23:30-23:45,0,35.03,10.95,59.5,19.64,97.23,0,53.14,48.81,0,0,0,0,0,1.79,21.34,43.9,1.9,0,0,0,10.43,15.02,113.18,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,410.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

96,23:45-24:00,0,35.03,10.95,59.5,19.64,97.23,0,53.14,48.81,0,0,0,0,0,1.79,21.34,43.9,1.9,0,0,0,10.43,15.02,113.18,340.88,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,0,18.9,3.5,0,0,42.15,410.27,0,150.34,27.18,50.79,0,112.08,686.1,0,9.59,0,0,130.79,0,37.8,0,0,148.3,110.67,0,30,1,0,0,0,0

