Block,Time,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/R2,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/08032047/L_NR_2021_14,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/IEPL01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/APPCPL/180/F25/GNA/12300
53,13:00-13:15,0.000000,22.950000,16.210000,11.420000,24.120000,48.240000,24.120000,24.120000,20,37.5,0.000000,92.56,29.010000,57.600000,193,82,46,27.760000,24.120000,16.210000,5.380000,100.520000,33,37.5,40,81.67,24.120000,5.660000,4.680000,33,81.67,66.190000,230,201.530000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,80.915615,16.620000,0.000000

54,13:15-13:30,0.000000,22.950000,16.320000,11.420000,24.120000,48.240000,24.120000,24.120000,21.41,37.5,0.000000,92.56,29.010000,57.600000,193,82,46,27.760000,24.120000,16.320000,5.380000,100.520000,33,37.5,40.66,81.67,24.120000,5.660000,4.680000,33,81.67,66.190000,230,201.530000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,74.027314,16.730000,0.000000

55,13:30-13:45,0.000000,22.950000,16.210000,11.420000,24.120000,48.240000,24.120000,24.120000,22.01,37.5,0.000000,92.46,29.010000,57.600000,191,82,46,27.760000,24.120000,16.210000,5.380000,100.520000,33,37.5,40.34,81.67,24.120000,5.660000,8.630000,33,81.67,66.190000,230,225.350000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,231.580000,112.5,33,78.148603,16.620000,0.000000

56,13:45-14:00,0.000000,22.950000,16.010000,11.420000,24.120000,48.240000,24.120000,24.120000,24.81,37.5,0.000000,92.51,29.010000,57.600000,189,81,46,27.760000,24.120000,16.010000,5.380000,100.520000,33,37.5,40.34,81.67,24.120000,5.660000,8.630000,33,81.67,66.190000,230,206.050000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,77.914771,16.410000,0.000000

57,14:00-14:15,0.000000,22.950000,15.660000,11.420000,24.120000,48.240000,24.120000,24.120000,17.8,37.5,0.000000,92.36,29.010000,68.050000,189,81,46,27.760000,24.120000,15.660000,5.570000,100.520000,33,37.5,40.66,81.67,24.120000,5.660000,8.630000,33,81.67,66.190000,230,206.050000,22.950000,7.290000,0,42.23,90,0.000000,0,45,0.000000,0.000000,0.000000,272.830000,112.5,33,77.106102,16.050000,0.000000

58,14:15-14:30,0.000000,22.950000,15.170000,11.420000,24.120000,48.240000,24.120000,24.120000,18.8,37.5,0.000000,92,29.010000,68.050000,186,79,46,27.760000,24.120000,15.170000,5.570000,100.520000,33,37.5,40.66,81.67,24.120000,5.660000,8.630000,33,81.67,66.190000,230,225.350000,22.950000,7.290000,0,41.67,87,0.000000,0,43,0.000000,0.000000,0.000000,231.580000,112.5,33,75.732339,15.540000,0.000000

59,14:30-14:45,0.000000,22.950000,14.620000,11.420000,24.120000,48.240000,24.120000,24.120000,19.6,37.5,0.000000,91.3,29.010000,87.030000,176,76,45.35,27.760000,24.120000,14.620000,5.570000,100.520000,33,37.5,40.66,81.67,24.120000,5.660000,8.630000,33,81.67,115.360000,226.77,261.970000,22.950000,7.290000,0,40.35,83,0.000000,0,42,0.000000,0.000000,0.000000,272.830000,112.5,33,73.832454,14.980000,0.000000

60,14:45-15:00,0.000000,22.950000,11.460000,11.420000,24.120000,48.240000,24.120000,24.120000,20.4,37.5,0.000000,89.4,29.010000,87.030000,168,72,44.19,27.760000,24.120000,11.460000,5.570000,100.520000,33,37.5,40.66,81.67,24.120000,5.660000,8.630000,33,81.67,115.360000,220.98,261.970000,22.950000,7.290000,0,39.04,80,0.000000,0,40,0.000000,0.000000,0.000000,272.830000,112.5,33,71.542849,11.750000,0.000000

61,15:00-15:15,0.000000,20.230000,11.380000,11.510000,24.120000,48.240000,24.120000,24.120000,31.02,37.5,0.000000,85.59,29.010000,87.030000,161,69,43.36,27.760000,24.120000,11.380000,5.850000,100.520000,33,37.5,40.66,81.67,24.120000,6.990000,16.090000,33,81.67,115.360000,216.78,261.970000,20.230000,7.520000,0,37.37,75,0.000000,0,37,0.000000,0.000000,0.000000,272.830000,112.5,33,70.276259,11.670000,0.000000

62,15:15-15:30,0.000000,20.230000,10.780000,11.510000,24.120000,48.240000,24.120000,24.120000,31.62,37.5,0.000000,80.57,29.010000,87.030000,151,64,40.53,28.260000,24.120000,10.780000,5.850000,100.520000,33,37.5,40.66,81.67,24.120000,6.990000,16.090000,33,81.67,115.360000,202.63,261.970000,20.230000,7.520000,0,35.27,70,0.000000,0,35,0.000000,0.000000,0.000000,272.830000,112.5,33,68.88301,11.050000,0.000000

63,15:30-15:45,0.000000,20.230000,9.980000,11.510000,24.120000,48.240000,24.120000,24.120000,32.42,37.5,0.000000,75.16,29.010000,87.030000,140,60,37.5,28.260000,24.120000,9.980000,5.850000,100.520000,33,37.5,40.34,81.67,24.120000,7.370000,16.090000,33,81.67,115.360000,187.52,261.970000,20.230000,7.520000,0,33.14,65,0.000000,0,32,0.000000,0.000000,0.000000,272.830000,112.5,33,65.999082,10.230000,0.000000

64,15:45-16:00,0.000000,20.230000,9.290000,11.510000,24.120000,48.240000,24.120000,24.120000,33.02,37.5,0.000000,69.46,29.010000,87.030000,130,55,34.96,28.770000,24.120000,9.290000,5.850000,100.520000,33,37.5,40.66,81.67,24.120000,7.370000,16.090000,33,81.67,115.360000,174.83,261.970000,20.230000,7.520000,0,31.58,60,0.000000,0,30,0.000000,0.000000,0.000000,272.830000,112.5,33,62.803378,9.530000,0.000000

65,16:00-16:15,24.120000,20.230000,8.460000,11.690000,24.120000,48.240000,24.120000,24.120000,27.21,38.34,48.240000,63.52,29.010000,87.030000,123,52,32.9,27.260000,24.120000,8.460000,6.130000,100.520000,33,38.33,40,81.67,24.120000,7.760000,16.090000,33,81.67,115.360000,164.53,261.970000,20.230000,7.830000,0,29.24,57,0.000000,0,28,0.000000,48.240000,38.600000,272.830000,115,33,58.058537,8.680000,0.000000

66,16:15-16:30,24.120000,20.230000,7.640000,11.690000,24.120000,48.240000,24.120000,24.120000,28.01,38.34,48.240000,57.27,29.010000,87.030000,109,46,29.1,27.260000,24.120000,7.640000,6.130000,100.520000,33,38.33,40,81.67,24.120000,7.760000,16.090000,33,81.67,115.360000,145.51,261.970000,20.230000,7.830000,0,25.55,50,0.000000,0,25,0.000000,48.240000,38.600000,272.830000,115,33,52.105564,7.830000,0.000000

67,16:30-16:45,24.120000,20.230000,7.390000,11.690000,24.120000,48.240000,24.120000,24.120000,28.81,38.34,48.240000,50.71,29.010000,87.030000,95,40,25.89,27.260000,24.120000,7.390000,6.130000,100.520000,20.87,38.33,40,81.67,24.120000,7.760000,16.090000,33,81.67,115.360000,129.48,261.970000,20.230000,7.830000,0,22.05,43,0.000000,0,22,0.000000,48.240000,38.600000,272.830000,115,33,45.441352,7.570000,0.000000

68,16:45-17:00,24.120000,22.950000,6.390000,11.690000,24.120000,48.240000,24.120000,24.120000,29.62,38.34,48.240000,43.4,29.010000,87.030000,81,34,22.36,27.260000,24.120000,6.390000,6.130000,100.520000,10.97,38.33,40,81.67,24.120000,7.760000,15.610000,33,81.67,115.360000,111.81,261.970000,22.950000,7.830000,0,20.02,37,0.000000,0,18,0.000000,48.240000,38.600000,272.830000,115,31,38.933028,6.550000,0.000000

69,17:00-17:15,24.120000,22.950000,5.300000,11.890000,24.120000,48.240000,24.120000,24.120000,30.42,38.34,48.240000,36,29.010000,87.030000,70,30,18.57,27.260000,24.120000,5.300000,6.410000,100.520000,4.08,38.33,40,81.67,24.120000,8.150000,16.090000,33,81.67,115.360000,92.87,261.970000,22.950000,8.060000,0,16.56,31,0.000000,0,16,0.000000,48.240000,38.600000,272.830000,115,20,32.434447,5.430000,0.000000

70,17:15-17:30,24.120000,22.950000,4.320000,11.890000,24.120000,48.240000,24.120000,24.120000,31.22,38.34,48.240000,29.2,29.010000,87.030000,56,24,15.52,27.260000,24.120000,4.320000,6.410000,100.520000,0.58,38.33,40,81.67,24.120000,8.150000,16.090000,33,81.67,115.360000,77.62,261.970000,22.950000,8.060000,0,13,25,0.000000,0,12,0.000000,48.240000,38.600000,272.830000,115,10,26.072268,4.420000,0.000000

71,17:30-17:45,24.120000,22.950000,3.310000,11.890000,24.120000,48.240000,24.120000,24.120000,33.22,38.34,48.240000,22.41,29.010000,87.030000,42,18,12.42,27.260000,24.120000,3.310000,6.410000,100.520000,0,38.33,40,81.67,24.120000,8.150000,15.610000,26.05,81.67,115.360000,62.08,261.970000,22.950000,9.210000,0,10,18,0.000000,0,9,0.000000,48.240000,38.600000,272.830000,115,3,20.26544,3.400000,0.000000

72,17:45-18:00,24.120000,22.950000,2.540000,11.890000,24.120000,48.240000,24.120000,24.120000,33.22,38.34,48.240000,15.85,29.010000,87.030000,28,12,9.09,27.260000,24.120000,2.540000,6.410000,100.520000,0,38.33,40,81.67,24.120000,8.150000,15.610000,16.87,81.67,115.360000,45.44,261.970000,22.950000,9.210000,0,8,13,0.000000,0,7,0.000000,48.240000,38.600000,272.830000,115,0,14.741159,2.600000,0.000000

73,18:00-18:15,24.120000,22.950000,1.870000,12.160000,24.120000,48.240000,24.120000,24.120000,36.02,38.34,48.240000,10.01,29.010000,87.030000,14,6,6.18,26.750000,24.120000,1.870000,6.680000,100.520000,0,38.33,38.66,81.67,24.120000,8.380000,15.610000,0,81.67,115.360000,30.88,261.970000,22.950000,9.210000,0,5,7,0.000000,0,3,0.000000,48.240000,38.600000,272.830000,115,0,9.928117,1.920000,0.000000

74,18:15-18:30,24.120000,22.950000,1.300000,12.160000,24.120000,48.240000,24.120000,24.120000,35.82,38.34,48.240000,5.41,29.010000,87.030000,7,3,3.62,26.750000,24.120000,1.300000,6.680000,100.520000,0,38.33,38,81.67,24.120000,8.380000,15.610000,0,81.67,115.360000,18.12,261.970000,22.950000,9.210000,0,4,3,0.000000,0,2,0.000000,48.240000,38.600000,272.830000,115,0,6.128347,1.340000,0.000000

75,18:30-18:45,24.120000,22.950000,0.850000,12.160000,24.120000,48.240000,24.120000,24.120000,35.62,38.34,48.240000,2.35,29.010000,87.030000,4,1,2.52,26.750000,24.120000,0.850000,6.680000,100.520000,0,38.33,37.66,81.67,24.120000,9.940000,15.610000,0,81.67,115.360000,12.58,261.970000,22.950000,9.210000,0,3,1,0.000000,0,1,0.000000,48.240000,38.600000,272.830000,115,0,2.464979,0.870000,0.000000

76,18:45-19:00,24.120000,22.950000,0.500000,12.160000,24.120000,48.240000,24.120000,24.120000,35.62,38.34,48.240000,0,29.010000,87.030000,1,0,1.61,27.760000,24.120000,0.500000,6.680000,100.520000,0,38.33,37.34,81.67,24.120000,9.940000,15.610000,0,81.67,115.360000,8.05,261.970000,22.950000,9.210000,0,2,1,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,115,0,0.545608,0.510000,0.000000

77,19:00-19:15,24.120000,20.230000,0.090000,12.440000,24.120000,48.240000,24.120000,24.120000,36.82,35.84,48.240000,0,29.010000,87.030000,1,0,0.91,28.260000,24.120000,0.090000,6.870000,100.520000,0,35.83,36.66,81.67,24.120000,9.940000,15.610000,0,81.67,115.360000,4.53,261.970000,20.230000,9.210000,0,1,1,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,107.5,0,0,0.090000,0.000000

78,19:15-19:30,24.120000,20.230000,0.010000,12.440000,24.120000,48.240000,24.120000,24.120000,36.62,35.5,48.240000,0,29.010000,87.030000,0,0,0.15,28.260000,24.120000,0.010000,6.870000,100.520000,0,35.5,36.34,81.67,24.120000,9.940000,15.480000,0,81.67,115.360000,0.77,261.970000,20.230000,9.210000,0,0.5,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,106.5,0,0,0.010000,0.000000

79,19:30-19:45,24.120000,14.160000,0.000000,12.440000,24.120000,48.240000,24.120000,24.120000,36.22,35.34,48.240000,0,29.010000,87.030000,0,0,0.08,27.260000,24.120000,0.000000,6.870000,100.520000,0,35.33,33,73.33,24.120000,9.780000,15.480000,0,73.33,115.360000,0.39,261.970000,14.160000,9.210000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,106,0,0,0.000000,0.000000

80,19:45-20:00,24.120000,14.160000,0.000000,12.440000,24.120000,48.240000,24.120000,24.120000,35.82,35,48.240000,0,29.010000,87.030000,0,0,0,27.760000,24.120000,0.000000,6.870000,100.520000,0,35,31.66,73.33,24.120000,9.780000,15.480000,0,73.33,115.360000,0,261.970000,14.160000,9.210000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,105,0,0,0.000000,0.000000

81,20:00-20:15,24.120000,30.880000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,35.42,34.84,48.240000,0,29.010000,87.030000,0,0,0,30.780000,24.120000,0.000000,7.050000,100.520000,0,34.83,28,73.33,24.120000,9.780000,15.480000,0,73.33,109.220000,0,261.970000,30.880000,10.360000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,104.5,0,0,0.000000,0.000000

82,20:15-20:30,24.120000,30.880000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,35.02,34.16,48.240000,0,29.010000,87.030000,0,0,0,30.280000,24.120000,0.000000,7.050000,100.520000,0,34.17,26.34,73.33,24.120000,9.780000,15.480000,0,73.33,109.220000,0,261.970000,30.880000,10.360000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,102.5,0,0,0.000000,0.000000

83,20:30-20:45,24.120000,30.880000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,36.02,32.84,48.240000,0,29.010000,87.030000,0,0,0,29.770000,24.120000,0.000000,7.050000,100.520000,0,32.83,25.34,67,24.120000,10.320000,15.480000,0,67,109.220000,0,261.970000,30.880000,10.360000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,98.5,0,0,0.000000,0.000000

84,20:45-21:00,24.120000,30.880000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,36.02,32.5,48.240000,0,29.010000,87.030000,0,0,0,29.270000,24.120000,0.000000,7.050000,100.520000,0,32.5,24,64.67,24.120000,10.320000,15.480000,0,64.67,109.220000,0,261.970000,30.880000,10.360000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,97.5,0,0,0.000000,0.000000

85,21:00-21:15,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,35.42,32.16,48.240000,0,29.010000,87.030000,0,0,0,29.270000,24.120000,0.000000,7.050000,100.520000,0,32.17,23,61.67,24.120000,10.320000,15.480000,0,61.67,109.220000,0,261.970000,30.880000,9.980000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,96.5,0,0,0.000000,0.000000

86,21:15-21:30,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,34.82,31.66,48.240000,0,29.010000,87.030000,0,0,0,29.270000,24.120000,0.000000,7.050000,100.520000,0,31.67,21.34,60.33,24.120000,10.320000,15.480000,0,60.33,109.220000,0,261.970000,30.880000,9.980000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,95,0,0,0.000000,0.000000

87,21:30-21:45,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,30.02,29.16,48.240000,0,29.010000,87.030000,0,0,0,28.760000,24.120000,0.000000,7.050000,100.520000,0,29.17,20.34,59.67,24.120000,10.320000,15.480000,0,59.67,109.220000,0,261.970000,30.880000,9.980000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,87.5,0,0,0.000000,0.000000

88,21:45-22:00,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,29.82,28.66,48.240000,0,29.010000,87.030000,0,0,0,28.250000,24.120000,0.000000,7.050000,100.520000,0,28.67,20,58,24.120000,10.320000,15.480000,0,58,109.220000,0,261.970000,30.880000,9.980000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,86,0,0,0.000000,0.000000

89,22:00-22:15,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,29.62,28.16,48.240000,0,29.010000,87.030000,0,0,0,30.280000,24.120000,0.000000,7.610000,100.520000,0,28.17,19.66,58.33,24.120000,10.170000,15.480000,0,58.33,102.130000,0,261.970000,30.880000,9.590000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,84.5,0,0,0.000000,0.000000

90,22:15-22:30,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,29.42,28,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.610000,100.520000,0,28,19.34,55.67,24.120000,10.170000,15.480000,0,55.67,102.130000,0,261.970000,30.880000,9.590000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,84,0,0,0.000000,0.000000

91,22:30-22:45,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,29.22,28,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.610000,100.520000,0,28,19,55,24.120000,10.170000,15.480000,0,55,102.130000,0,261.970000,30.880000,10.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,84,0,0,0.000000,0.000000

92,22:45-23:00,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,28.41,27.66,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.610000,100.520000,0,27.67,18.66,52.33,24.120000,10.170000,15.480000,0,52.33,102.130000,0,261.970000,30.880000,10.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,83,0,0,0.000000,0.000000

93,23:00-23:15,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,28.41,27.5,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.420000,100.520000,0,27.5,18.66,52.33,24.120000,10.090000,15.480000,0,52.33,102.130000,0,261.970000,30.880000,10.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,82.5,0,0,0.000000,0.000000

94,23:15-23:30,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,28.01,27.16,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.420000,100.520000,0,27.17,18.34,52.33,24.120000,10.090000,15.480000,0,52.33,102.130000,0,261.970000,30.880000,10.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,81.5,0,0,0.000000,0.000000

95,23:30-23:45,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,27.61,26.34,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.420000,100.520000,0,26.33,17.66,51.67,24.120000,10.090000,15.480000,0,51.67,102.130000,0,261.970000,30.880000,10.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,79,0,0,0.000000,0.000000

96,23:45-24:00,24.120000,30.880000,0.000000,13.080000,24.120000,48.240000,24.120000,24.120000,27.41,25.84,48.240000,0,29.010000,87.030000,0,0,0,29.780000,24.120000,0.000000,7.420000,100.520000,0,25.83,17.34,50,24.120000,10.090000,15.480000,0,50,102.130000,0,261.970000,30.880000,10.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,77.5,0,0,0.000000,0.000000

