Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/24072024/24072024/IEX_240723_01681,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/R2,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/16072024/31072024/NR/16072024/31072024/717758,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16
56,13:45-14:00,109.960000,0.000000,0.000000,13.970000,22.640000,8.050000,0.000000,12.250000,231.500000,4.820000,29.280000,0.000000,0.000000,57.590000,13.970000,12.420000,14.330000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,75,75,34.17,31.612742,33.34,45.83,229.17,0,39,33,81,175,0,33,20,42.5,83

57,14:00-14:15,109.960000,0.000000,0.000000,13.570000,22.640000,8.440000,0.000000,12.250000,231.500000,4.920000,30.790000,0.000000,0.000000,57.590000,13.570000,12.420000,13.900000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,63,80,34.17,28.258398,33.34,45,225,0,29,33,79,147,0,33,29.01,42.5,61

58,14:15-14:30,109.960000,0.000000,0.000000,13.130000,22.640000,8.440000,0.000000,12.250000,272.740000,4.920000,30.790000,0.000000,0.000000,57.590000,13.130000,12.420000,13.460000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,60,80,34.17,29.955072,33.34,43.33,216.67,0,27,33,78,140,0,33,30.02,41.5,58

59,14:30-14:45,109.960000,0.000000,8.540000,12.630000,22.640000,9.200000,0.000000,12.250000,272.740000,4.920000,30.790000,0.000000,0.000000,57.590000,12.630000,12.420000,12.940000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,57,80,34.17,31.612742,33.34,41.75,208.76,0,30,33,79,133,0,33,32.02,41.5,62

60,14:45-15:00,226.280000,0.000000,8.540000,12.140000,22.640000,9.200000,0.000000,12.250000,272.740000,4.920000,30.790000,0.000000,0.000000,57.590000,12.140000,12.420000,12.440000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,54,80,34.17,33.05589,33.34,39.53,197.64,0,27,33,75,126,0,33,34.02,40.5,58

61,15:00-15:15,226.280000,0.000000,8.690000,11.460000,22.640000,9.590000,0.000000,12.250000,272.740000,5.100000,30.280000,0.000000,0.000000,76.070000,11.460000,12.420000,11.750000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,51,80,34.17,34.635552,33.34,37.15,185.76,0,27,33,72,119,0,33,35.02,39.5,58

62,15:15-15:30,226.280000,0.000000,8.690000,10.720000,22.640000,9.590000,0.000000,12.250000,272.740000,5.100000,29.280000,0.000000,0.000000,76.070000,10.720000,12.420000,10.980000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,48,80,34.17,34.060243,33.34,34.18,170.88,0,27,33,68,112,0,33,36.02,36.5,56

63,15:30-15:45,226.280000,0.000000,8.920000,9.910000,22.640000,9.590000,0.000000,12.250000,272.740000,5.100000,29.280000,0.000000,0.000000,76.070000,9.910000,12.420000,10.160000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,48,80,34.17,32.734107,33.34,31.76,158.78,0,26,33,62,112,0,33,36.42,32.5,54

64,15:45-16:00,226.280000,0.000000,8.920000,9.170000,22.640000,9.590000,0.000000,12.250000,272.740000,5.100000,29.280000,0.000000,0.000000,76.070000,9.170000,12.420000,9.400000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,43,80,34.17,31.027682,33.34,29.25,146.24,0,24,33,60,102,0,33,37.02,29.5,51

65,16:00-16:15,226.280000,0.000000,9.310000,6.490000,22.640000,9.970000,0.000000,12.430000,272.740000,5.570000,29.280000,0.000000,0.000000,57.590000,6.490000,12.420000,6.660000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,45,80,34.17,28.911715,33.34,27.67,138.34,0,22,33,51,105,0,33,40.01,27.5,46

66,16:15-16:30,170.390000,0.000000,9.310000,5.850000,22.640000,9.970000,0.000000,12.430000,272.740000,5.570000,29.280000,0.000000,0.000000,57.590000,5.850000,12.420000,6.000000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,33,40,80,34.17,26.961515,33.34,25.06,125.31,0,19,33,44,95,0,33,40.01,25.5,41

67,16:30-16:45,170.390000,0.000000,9.310000,5.270000,22.640000,9.970000,0.000000,12.430000,272.740000,5.570000,29.280000,0.000000,0.000000,57.590000,5.270000,12.420000,5.410000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,22,34,80,34.17,27.283298,33.34,23.26,116.31,0,17,33,41,81,0,33,43.01,23.5,36

68,16:45-17:00,180.030000,0.000000,9.310000,4.540000,22.640000,9.970000,0.000000,12.430000,272.740000,5.570000,29.280000,0.000000,0.000000,57.590000,4.540000,12.420000,4.650000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,12,30,80,34.17,24.777291,33.34,20.57,102.87,0,15,33,35,70,0,30.99,43.01,18.5,30

69,17:00-17:15,189.680000,0.000000,9.690000,3.720000,22.640000,10.360000,0.000000,12.430000,272.740000,6.030000,29.280000,0.000000,0.000000,57.590000,3.720000,12.420000,3.820000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,7,28,80,34.17,21.783734,33.34,17.35,86.73,0,15,33,35,67,0,24.4,43.01,15.5,30

70,17:15-17:30,200.290000,0.000000,9.690000,3.050000,22.640000,10.360000,0.000000,12.430000,272.740000,6.030000,29.280000,0.000000,0.000000,57.590000,3.050000,12.420000,3.120000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,1,24,80,34.17,18.117358,33.34,14.94,74.71,0,12,28.93,26,56,0,17.91,43.01,12.5,26

71,17:30-17:45,205.990000,0.000000,9.690000,2.300000,22.640000,10.360000,0.000000,12.430000,272.740000,6.030000,29.280000,0.000000,0.000000,57.590000,2.300000,12.420000,2.360000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,0,19,80,34.17,14.109697,31.06,12.35,61.76,0,10,23.05,20,46,0,11.81,43.01,9.5,20

72,17:45-18:00,205.990000,0.000000,9.690000,1.700000,22.640000,10.360000,0.000000,12.430000,272.740000,6.030000,29.280000,0.000000,0.000000,57.590000,1.700000,12.420000,1.750000,0.000000,0.000000,15.140000,66.160000,6.750000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,80,0,13,80,34.17,10.189795,30.83,9.8,49.02,0,8,17.93,17,32,0,7.55,43.01,7.5,17

73,18:00-18:15,261.890000,0.000000,10.090000,1.300000,22.640000,10.590000,0.000000,13.630000,272.740000,6.490000,30.280000,96.460000,0.000000,81.210000,1.300000,12.420000,1.340000,24.120000,72.340000,15.140000,66.160000,6.750000,81.990000,48.230000,22.640000,0.000000,0.000000,96.460000,80,26.66,80,0,7,80,26.67,7.02072,27.34,8.22,41.1,0,5,0,15,18,0,0,45.01,7,12

74,18:15-18:30,261.890000,0.000000,10.090000,0.960000,22.640000,10.590000,0.000000,13.630000,272.740000,6.490000,30.280000,96.460000,0.000000,87.010000,0.960000,12.420000,0.980000,24.120000,72.340000,15.140000,66.160000,6.750000,100.490000,48.230000,22.640000,0.000000,0.000000,96.460000,82.5,27.5,80,0,4,80,27.5,4.407452,27.34,6.27,31.36,0,5,0,8,11,0,0,45.01,5,9

75,18:30-18:45,261.890000,0.000000,10.090000,0.450000,22.640000,10.590000,0.000000,13.630000,272.740000,6.490000,30.280000,96.460000,0.000000,87.010000,0.450000,12.420000,0.460000,24.120000,72.340000,15.140000,115.310000,6.750000,100.490000,48.230000,22.640000,0.000000,0.000000,96.460000,83,27.66,70,0,3,70,27.67,2.662023,27.34,4.38,21.93,0,3,0,6,7,0,0,45.01,3,5

76,18:45-19:00,261.890000,0.000000,10.090000,0.270000,22.640000,10.590000,0.000000,13.630000,272.740000,6.490000,30.280000,96.460000,0.000000,87.010000,0.270000,12.420000,0.280000,24.120000,72.340000,15.140000,115.310000,6.750000,100.490000,48.230000,22.640000,0.000000,0.000000,96.460000,83.5,27.84,70,0,1,70,27.83,1.404144,27.34,2.61,13.05,0,2,0,4,4,0,0,45.01,3,3

77,19:00-19:15,261.890000,0.000000,10.320000,0.050000,30.870000,10.590000,0.000000,13.630000,272.740000,6.950000,30.280000,96.460000,0.000000,87.010000,0.050000,12.420000,0.050000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,48.230000,0.000000,0.000000,0.000000,96.460000,77.5,25.84,70,0,0,70,25.83,0.331534,27.34,1.68,8.38,0,0,0,2,1,0,0,45.01,1,0

78,19:15-19:30,261.890000,0.000000,10.320000,0.010000,30.870000,10.590000,0.000000,13.630000,272.740000,6.950000,30.280000,96.460000,0.000000,87.010000,0.010000,12.420000,0.010000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,48.230000,0.000000,0.000000,0.000000,96.460000,78,26,70,0,0,70,26,0,27.34,0.9,4.48,0,0,0,1,1,0,0,45.01,0.5,0

79,19:30-19:45,261.890000,0.000000,10.320000,0.000000,30.870000,10.590000,0.000000,13.630000,272.740000,6.950000,30.280000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,48.230000,0.000000,0.000000,0.000000,96.460000,78.5,26.16,70,0,0,70,26.17,0,27.66,0.4,1.98,0,0,0,0,0,0,0,45.01,0,0

80,19:45-20:00,261.890000,0.000000,10.320000,0.000000,30.870000,10.590000,0.000000,13.630000,272.740000,6.950000,30.280000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,48.230000,0.000000,0.000000,0.000000,96.460000,79,26.34,70.67,0,0,70.67,26.33,0,28.34,0,0,0,0,0,0,0,0,0,45.01,0,0

81,20:00-20:15,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,0.000000,13.630000,272.740000,7.330000,30.280000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,48.230000,0.000000,0.000000,0.000000,96.460000,79.5,26.5,71.33,0,0,71.33,26.5,0,28.66,0,0,0,0,0,0,0,0,0,41.01,0,0

82,20:15-20:30,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,0.000000,13.630000,272.740000,7.330000,30.280000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,48.230000,0.000000,0.000000,0.000000,96.460000,80,26.66,71.67,0,0,71.67,26.67,0,28.66,0,0,0,0,0,0,0,0,0,41.01,0,0

83,20:30-20:45,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,0.000000,13.630000,272.740000,7.330000,31.290000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,80.5,26.84,72,0,0,72,26.83,0,29,0,0,0,0,0,0,0,0,0,41.01,0,0

84,20:45-21:00,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,0.000000,13.630000,272.740000,7.330000,31.290000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,81,27,72.67,0,0,72.67,27,0,29.34,0,0,0,0,0,0,0,0,0,41.01,0,0

85,21:00-21:15,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,48.230000,13.630000,272.740000,7.330000,31.290000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,82.5,27.5,73.33,0,0,73.33,27.5,0,29.66,0,0,0,0,0,0,0,0,0,34.82,0,0

86,21:15-21:30,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,48.230000,13.630000,272.740000,7.330000,31.290000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,83,27.66,73.67,0,0,73.67,27.67,0,30,0,0,0,0,0,0,0,0,0,34.82,0,0

87,21:30-21:45,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,7.330000,31.290000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,83.5,27.84,74,0,0,74,27.83,0,30,0,0,0,0,0,0,0,0,0,34.42,0,0

88,21:45-22:00,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,7.330000,31.290000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,84,28,74.33,0,0,74.33,28,0,30,0,0,0,0,0,0,0,0,0,33.42,0,0

89,22:00-22:15,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.950000,30.780000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,75,25,71.67,0,0,71.67,25,0,30,0,0,0,0,0,0,0,0,0,33.42,0,0

90,22:15-22:30,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.950000,30.780000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,76,25.34,71.67,0,0,71.67,25.33,0,30,0,0,0,0,0,0,0,0,0,33.82,0,0

91,22:30-22:45,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.950000,30.280000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,77.5,25.84,71.67,0,0,71.67,25.83,0,30,0,0,0,0,0,0,0,0,0,40.01,0,0

92,22:45-23:00,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.950000,30.280000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,78,26,72.67,0,0,72.67,26,0,30,0,0,0,0,0,0,0,0,0,39.61,0,0

93,23:00-23:15,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.680000,30.790000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,79.5,26.5,73.33,0,0,73.33,26.5,0,30,0,0,0,0,0,0,0,0,0,39.81,0,0

94,23:15-23:30,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.680000,30.790000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,81.5,27.16,74,0,0,74,27.17,0,30,0,0,0,0,0,0,0,0,0,40.41,0,0

95,23:30-23:45,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.680000,30.790000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,82.5,27.5,74.33,0,0,74.33,27.5,0,30,0,0,0,0,0,0,0,0,0,40.81,0,0

96,23:45-24:00,231.500000,0.000000,10.320000,0.000000,30.870000,10.590000,96.460000,13.630000,272.740000,6.680000,30.790000,96.460000,0.000000,87.010000,0.000000,12.420000,0.000000,24.120000,72.340000,15.140000,115.310000,14.700000,100.490000,0.000000,30.870000,0.000000,0.000000,96.460000,83,27.66,75,0,0,75,27.67,0,30,0,0,0,0,0,0,0,0,0,41.01,0,0

