Block,Time,RIHAND3,DADRI_RF,CHAMERA3,TANDA2,ANTA_GF,KOLDAM,UNCHAHAR3,AURY_CRF,NJPC,CHAMERA2,BSIUL,DHAULIGNGA,RIHAND2,UNCHAHAR4,AURY_GF,SALAL,KOTESHWR,SINGRAULI_HYDRO,UNCHAHAR1,RAMPUR,ANTA_LF,TANAKPUR,RAPPB,CHAMERA1,AURY_LF,KISHANGANGA,DULHASTI,UNCHAHAR2,AURY_RF,PARBATI3,RAPPC,ANTA_RF,DADRI_CRF,URI2,TEHRI,SEWA2,RIHAND1,DADRI_LF,SINGRAULI,JHAJJAR,NAPP,DADRI_GF,DADRT2,URI,ANTA_CRF,KHSTPP-I,BRBCL,FSTPP I & II,TALA,SASAN,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,119.584659,0.000000,9.358471,0.000000,0.000000,0.000000,22.905329,0.000000,0.000000,12.735429,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,31.479563,0.000000,15.282514,88.964000,0.000000,134.712770,379.474975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,16.143909,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

12,02:45-03:00,119.584659,0.000000,9.358471,0.000000,0.000000,0.000000,22.905329,0.000000,0.000000,12.735429,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,31.479563,0.000000,15.282514,88.964000,0.000000,134.712770,379.474975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,15.238100,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

13,03:00-03:15,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,0.000000,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,134.712770,379.474975,41.000413,0.000000,507.791040,39.500016,0.000000,44.867910,18.380194,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

14,03:15-03:30,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,0.000000,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,134.712770,389.144975,41.000413,0.000000,507.791040,39.500016,0.000000,44.867910,18.340158,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

15,03:30-03:45,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,22.619000,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,134.712770,393.979975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,18.446047,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

16,03:45-04:00,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,45.238001,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,134.712770,393.979975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,19.339583,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

17,04:00-04:15,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,45.238001,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,134.712770,393.979975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

18,04:15-04:30,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,45.238001,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,13.582675,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,134.712770,393.979975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

19,04:30-04:45,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,45.238001,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,13.585731,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,11.453148,15.282514,88.964000,0.000000,131.995500,398.814975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

20,04:45-05:00,119.584659,0.000000,0.000000,0.000000,0.000000,0.000000,22.905329,0.000000,45.238001,3.609231,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,27.171462,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,22.906296,15.282514,88.964000,0.000000,131.995500,393.979975,41.000413,0.000000,507.791040,33.094608,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

21,05:00-05:15,119.584659,0.000000,9.358471,0.000000,0.000000,0.000000,25.519227,0.000000,45.238001,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,24.720388,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,27.171462,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,22.906296,15.282514,88.964000,0.000000,118.941000,389.144975,41.000413,0.000000,556.141040,39.500016,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

22,05:15-05:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,60.164709,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,12.360194,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,33.425757,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,22.906296,15.282514,88.964000,0.000000,118.941000,389.144975,41.000413,0.000000,556.141040,39.500016,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

23,05:30-05:45,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,67.857001,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,12.360194,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,40.757193,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,22.906296,15.282514,88.964000,0.000000,118.941000,391.078975,41.000413,0.000000,582.152856,33.094608,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

24,05:45-06:00,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,90.476001,25.470857,12.611227,8.814108,96.255180,0.000000,0.000000,12.360194,16.208854,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,40.757193,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,401.715975,41.000413,0.000000,582.152856,33.094608,0.000000,44.867910,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

25,06:00-06:15,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,90.476001,15.468132,12.611227,17.628217,96.255180,0.000000,0.000000,12.360194,24.313281,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,459.735975,41.000413,0.000000,649.351856,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

26,06:15-06:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,113.095002,38.206286,18.916841,26.503640,96.255180,0.000000,0.000000,12.360194,32.417708,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,457.801975,41.000413,0.000000,653.015970,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

27,06:30-06:45,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,135.714002,38.206286,18.916841,35.338187,96.255180,0.000000,0.000000,25.844042,32.417708,0.647455,10.549970,0.000000,0.000000,0.371618,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,653.015970,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

28,06:45-07:00,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,135.714002,38.206286,18.916841,35.338187,96.255180,0.000000,0.000000,76.756805,32.417708,0.647455,10.549970,0.000000,0.000000,0.371618,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,653.015970,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

29,07:00-07:15,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,135.714002,38.206286,18.916841,35.338187,96.255180,0.000000,0.000000,76.756805,32.417708,0.647455,10.549970,0.000000,0.000000,0.371618,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,653.015970,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

30,07:15-07:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,135.714002,38.206286,18.916841,35.338187,96.255180,0.000000,0.000000,76.756805,32.417708,0.647455,10.549970,0.000000,0.000000,0.371618,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,589.888856,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

31,07:30-07:45,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,113.095002,38.206286,18.916841,26.503640,96.255180,0.000000,0.000000,76.756805,32.417708,0.647455,10.549970,0.000000,0.000000,6.441380,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,589.888856,39.500016,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

32,07:45:08:00,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,90.476001,25.470857,12.611227,17.648655,96.255180,0.000000,0.000000,26.967696,17.639047,0.647455,10.549970,0.000000,0.000000,6.441380,0.000000,40.757193,0.000000,0.000000,31.870100,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,589.888856,39.500016,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

33,08:00-08:15,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,58.607936,25.470857,12.611227,8.814108,96.255180,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,6.441380,0.000000,40.757193,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,582.152856,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

34,08:15-08:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,58.607936,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,6.441380,0.000000,40.757193,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,45.812592,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,582.152856,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

35,08:30-08:45,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,36.629960,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,6.441380,0.000000,40.373700,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,478.108975,41.000413,0.000000,582.152856,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

36,08:45:09:00,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,22.619000,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,6.441380,0.000000,34.376850,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,478.108975,41.000413,0.000000,582.152856,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

37,09:00:09:15,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,18.406555,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,6.689126,0.000000,27.171462,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,478.108975,41.000413,0.000000,556.141040,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

38,09:15-09:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,96.255180,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.619364,0.000000,27.171462,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,468.438975,41.000413,0.000000,556.141040,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

39,09:30-09:45,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,77.978880,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.619364,0.000000,27.171462,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,34.359444,15.282514,88.964000,0.000000,118.941000,487.778975,41.000413,0.000000,511.841803,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

40,09:45-10:00,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.619364,0.000000,13.585731,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,22.906296,15.282514,88.964000,0.000000,118.941000,497.448975,41.000413,0.000000,511.841803,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

41,10:00-10:15,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.619364,0.000000,13.585731,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,11.453148,15.282514,88.964000,0.000000,118.941000,526.458975,41.000413,0.000000,511.841803,39.500016,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

42,10:15-10:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,36.249446,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,118.941000,526.458975,41.000413,0.000000,463.491803,39.500016,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

43,10:30-10:45,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,37.872555,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,118.941000,546.456535,41.000413,0.000000,463.491803,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

44,10:45-11:00,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,37.872555,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,118.941000,538.710865,41.000413,0.000000,463.491803,33.094608,0.000000,33.650933,19.244151,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

45,11:00-11:15,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,37.872555,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,118.941000,507.776535,41.000413,0.000000,463.491803,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

46,11:15-11:30,119.584659,0.000000,18.716943,0.000000,0.000000,0.000000,25.519227,0.000000,0.000000,25.470857,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,10.549970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,37.872555,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,118.941000,507.776535,41.000413,0.000000,463.491803,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

47,11:30-11:45,119.584659,0.000000,9.358471,0.000000,0.000000,0.000000,22.905329,0.000000,0.000000,12.735429,12.611227,0.000000,54.828900,0.000000,0.000000,25.844042,8.581158,0.647455,9.804316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.935050,32.846572,0.000000,0.000000,51.171029,0.000000,0.000000,29.918593,0.000000,15.282514,88.964000,0.000000,118.941000,500.949515,41.000413,0.000000,415.141803,33.094608,0.000000,33.650933,19.339956,20.045910,0.000000,404.950590,142.647609,0,0,0,0,0

