Block,Time,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/02122045/L_NR_2021_13,NR/01032024/22032024/HP-59,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/15082037/GNA_NR_2012_01,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/02012046/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01032024/15032024/HP-62,NR/01032024/22032024/HP-56,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04)
29,07:00-07:15,0.55,2,7,0,0.11,0.000000,40.67,48.14,99.750000,96.27,0,1.300000,1,10.83,0.58,11.180919,32.5,96.27,4,24.12,10.84,0,1,260.510000,40.67,10,20,6.61,0,0,1,144.405000,48.140000,0.100000,30.810000,0.100000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,0.100000,30.810000,0.850000,22.140000

30,07:15-07:30,5.7,6,7,0,1.14,0.000000,40,48.14,99.750000,96.27,0,1.300000,3,10.83,2.49,18.00235,32.5,96.27,11,26.86,10.84,0,2,260.510000,40,26.87,26.87,6.61,0,0,4,144.405000,48.140000,0.580000,30.810000,0.580000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,0.600000,30.810000,0.850000,22.140000

31,07:30-07:45,19.38,11,7,0,3.87,0.000000,40,48.14,99.750000,96.27,0,1.300000,6,10.83,6.58,26.098542,32.5,96.27,14,27.54,10.84,0,5,260.510000,40,27.53,27.53,6.61,0,0,6,144.405000,48.140000,1.480000,30.810000,1.480000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,1.510000,30.810000,0.850000,21.180000

32,07:45:08:00,40.76,16,7,0,8.15,0.000000,39.67,48.14,99.750000,96.27,0,1.300000,8,11,13.46,36.150665,33,96.27,32,27.7,11,0,9,260.510000,39.67,27.7,27.7,6.61,0,0,13,144.405000,48.140000,2.700000,30.810000,2.700000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,2.770000,30.810000,0.850000,21.180000

33,08:00-08:15,62.88,25,7,0,12.58,0.000000,26,48.14,99.750000,96.27,0,1.340000,12,10.83,20.49,47.905713,32.5,96.27,39,30.24,10.84,0,12.5,260.510000,26,30.23,30.23,6.61,0,0,16,144.405000,48.140000,4.030000,30.810000,4.030000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,4.130000,30.810000,0.850000,21.180000

34,08:15-08:30,86.73,33,7,0,17.34,0.000000,25,48.14,99.750000,96.27,0,1.340000,17,10.83,28.18,60.400317,32.5,96.27,60,30.24,10.84,0,17.3,260.510000,25,30.23,30.23,6.61,0,0,25,144.405000,48.140000,5.540000,30.810000,5.540000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,5.670000,30.810000,0.850000,21.180000

35,08:30-08:45,110.72,43,7,0,22.14,0.000000,25,48.14,99.750000,96.27,0,1.340000,21,11,35.86,72.78788,33,96.27,81,30.74,11,0,22.9,260.510000,25,30.73,30.73,6.61,0,0,34,144.405000,48.140000,7.120000,30.810000,7.120000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,7.310000,30.810000,0.850000,20.220000

36,08:45:09:00,134.42,51,7,0,26.88,0.000000,25,48.14,99.750000,96.27,0,1.340000,26,11,42.27,84.95163,33,96.27,98,30.74,11,0,26.9,260.510000,25,30.73,30.73,6.61,0,0,42,144.405000,48.140000,8.560000,30.810000,8.560000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.990000,3.310000,8.770000,30.810000,0.850000,20.220000

37,09:00:09:15,156.87,60,7,0,31.37,0.000000,24.67,48.14,99.750000,96.27,0,1.340000,30,9,50.31,95.616806,27,96.27,116,30.74,9,16.56,30.2,260.510000,24.67,30.73,30.73,6.61,0,0,49,144.405000,48.140000,9.770000,30.810000,9.770000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.950000,3.310000,10.020000,30.810000,0.850000,19.250000

38,09:15-09:30,176.98,67,7,0,35.39,0.000000,24.33,48.14,99.750000,96.27,0,1.340000,34,9,56.39,105.756508,27,96.27,132,30.74,9,16.56,33.3,260.510000,24.33,30.73,30.73,6.61,0,0,57,144.405000,48.140000,11.170000,30.810000,11.170000,57.740000,0.000000,0.000000,211.790000,86.840000,0.000000,0.950000,3.310000,11.450000,30.810000,0.850000,19.250000

39,09:30-09:45,196.03,77,7,0,39.2,0.000000,24,48.14,99.750000,96.27,0,1.340000,39,9,62.49,114.8258,27,96.27,154,31.91,9,16.56,36.3,207.940000,24,31.92,31.92,5.01,0,0,66,144.405000,48.140000,12.230000,30.810000,12.230000,57.740000,0.000000,0.000000,211.790000,65.460000,0.000000,0.950000,3.310000,12.540000,30.810000,0.850000,19.250000

40,09:45-10:00,213.46,84,7,0,42.69,0.000000,25.33,48.14,99.750000,96.27,0,1.340000,42,9.17,68.58,122.795489,27.5,96.27,168,31.91,9.16,16.56,39.3,207.940000,25.33,31.92,31.92,5.01,0,0,72,144.405000,48.140000,13.420000,30.810000,13.420000,47.170000,0.000000,0.000000,211.790000,65.460000,0.000000,0.950000,3.310000,13.750000,30.810000,0.850000,19.250000

41,10:00-10:15,229.06,87,7,28.88,45.81,0.000000,12.67,48.14,70.870000,96.27,0,1.390000,43,8.83,74.51,129.51961,26.5,96.27,179,31.91,8.84,0,41.9,167.500000,12.67,31.92,31.92,5.01,24.07,0,76,144.405000,48.140000,14.530000,30.810000,14.530000,33.020000,0.000000,0.000000,211.790000,48.010000,0.000000,0.950000,3.310000,14.890000,30.810000,0.770000,18.290000

42,10:15-10:30,241.19,89,7,28.88,48.24,0.000000,12.67,48.14,53.910000,96.27,0,1.390000,45,8.5,79.54,135.027356,25.5,96.27,189,31.91,8.5,0,43.7,207.940000,12.67,31.92,31.92,5.01,24.07,0,81,144.405000,48.140000,15.350000,30.810000,15.350000,47.170000,0.000000,0.000000,211.790000,48.010000,0.000000,0.950000,3.310000,15.730000,30.810000,0.770000,18.290000

43,10:30-10:45,241.67,93,7,28.88,48.33,0.000000,13,48.14,53.910000,96.27,0,1.390000,47,8.33,92.52,140.953535,25,96.27,196,31.91,8.34,0,45.3,207.940000,13,31.92,31.92,5.01,24.07,0,84,144.405000,48.140000,16.110000,30.810000,16.110000,57.740000,0.000000,0.000000,211.790000,60.390000,0.000000,0.950000,3.310000,16.510000,30.810000,0.770000,18.290000

44,10:45-11:00,245.83,94,7,28.88,49.17,0.000000,13.67,48.14,53.910000,96.27,0,1.390000,47,8.33,92.33,145.021093,25,96.27,200,31.89,8.34,0,47,207.940000,13.67,31.88,31.88,5.01,24.07,0,85,144.405000,48.140000,16.730000,30.810000,16.730000,57.740000,0.000000,0.000000,211.790000,60.390000,0.000000,0.950000,3.310000,17.150000,30.810000,0.770000,18.290000

45,11:00-11:15,245.83,94,7,28.88,49.17,0.000000,23.33,48.14,53.910000,96.27,0,1.390000,47,11,92.29,148.251785,33,96.27,200,31.89,11,0,47.8,207.940000,23.33,31.88,31.88,5.01,24.07,0,85,144.405000,48.140000,17.320000,30.810000,17.320000,57.740000,0.000000,0.000000,211.790000,46.070000,0.000000,0.990000,3.310000,17.750000,30.810000,0.770000,18.290000

46,11:15-11:30,245.83,94,7,28.88,49.17,0.000000,23.33,48.14,53.910000,96.27,0,1.390000,47,11,92.41,150.908348,33,96.27,200,31.89,11,0,48,171.770000,23.33,31.88,31.88,5.01,24.07,0,85,144.405000,48.140000,17.570000,30.810000,17.570000,57.740000,0.000000,0.000000,211.790000,46.070000,0.000000,0.990000,3.310000,18.010000,30.810000,0.770000,18.290000

47,11:30-11:45,245.83,94,7,28.88,49.17,0.000000,23.33,48.14,53.910000,96.27,0,1.390000,47,10.83,92.52,152.87401,32.5,96.27,200,31.89,10.84,0,48.1,171.770000,23.33,31.88,31.88,5.01,24.07,0,85,144.405000,48.140000,17.570000,26.190000,17.570000,57.740000,0.000000,0.000000,211.790000,46.070000,0.000000,0.990000,3.310000,18.010000,30.810000,0.770000,18.290000

48,11:45-12:00,245.83,94,7,28.88,49.17,0.000000,23.33,48.14,53.910000,96.27,0,1.390000,47,10.83,92.34,154.158502,32.5,96.27,200,31.89,10.84,0,48.2,171.770000,23.33,31.88,31.88,5.01,24.07,0,85,144.405000,48.140000,17.570000,26.190000,17.570000,57.740000,0.000000,0.000000,211.790000,46.070000,0.000000,0.990000,3.310000,18.010000,30.810000,0.770000,18.290000

49,12:00-12:15,237.5,94,7,28.88,47.5,0.000000,23.33,48.14,53.910000,96.27,0,1.430000,47,10.5,92.63,154.829941,31.5,96.27,203,31.89,10.5,0,48.2,147.290000,23.33,31.88,31.88,5.01,24.07,0,87,144.405000,48.140000,17.570000,26.190000,17.570000,57.740000,0.000000,0.000000,211.790000,33.690000,0.000000,0.990000,3.220000,18.010000,30.810000,0.770000,18.290000

50,12:15-12:30,237.5,94,7,28.88,47.5,0.000000,23.33,48.14,53.910000,96.27,0,1.430000,47,10.33,92.52,155.01483,31,96.27,203,31.89,10.34,0,48.2,137.670000,23.33,31.88,31.88,5.01,24.07,0,87,144.405000,48.140000,17.570000,26.190000,17.570000,47.170000,0.000000,0.000000,211.790000,33.690000,0.000000,0.990000,3.220000,18.010000,30.810000,0.770000,18.290000

51,12:30-12:45,237.5,94,7,28.88,47.5,0.000000,23.33,48.14,53.910000,96.27,0,1.430000,47,9.83,92.52,154.674245,29.5,96.27,203,31.89,9.84,0,48.2,113.600000,23.33,31.88,31.88,5.01,24.07,0,87,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,211.790000,33.690000,0.000000,0.990000,3.220000,18.010000,30.810000,0.770000,18.290000

52,12:45-13:00,237.5,94,7,28.88,47.5,0.000000,23.67,48.14,53.910000,96.27,0,1.430000,47,9.5,92.19,153.915227,28.5,96.27,203,31.89,9.5,0,48.2,113.600000,23.67,31.88,31.88,5.01,24.07,0,87,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,211.790000,33.690000,0.000000,0.990000,3.220000,18.010000,30.810000,0.770000,18.290000

53,13:00-13:15,237.5,94,7,28.88,47.5,0.000000,22.67,48.14,53.910000,96.27,0,1.430000,47,9.17,92.41,152.708583,27.5,96.27,203,31.89,9.16,0,48.2,113.600000,22.67,31.88,31.88,5.01,24.07,0,87,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,192.540000,33.690000,0.000000,1.030000,3.220000,18.010000,30.810000,0.770000,18.290000

54,13:15-13:30,237.5,94,7,28.88,47.5,0.000000,21.67,48.14,53.910000,96.27,0,1.430000,47,8.83,92.51,150.840231,26.5,96.27,203,31.89,8.84,0,48.2,113.600000,21.67,31.88,31.88,5.01,24.07,0,87,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,173.290000,33.690000,0.000000,1.030000,3.220000,18.010000,30.810000,0.770000,18.290000

55,13:30-13:45,237.5,94,7,28.88,47.5,0.000000,20.67,48.14,53.910000,96.27,0,1.430000,47,13,92.63,146.422357,39,96.27,200,32.21,13,0,48,113.600000,20.67,32.22,32.22,5.01,24.07,0,85,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.030000,3.220000,18.010000,30.810000,0.770000,18.290000

56,13:45-14:00,237.5,94,7,28.88,47.5,0.000000,19.67,48.14,53.910000,96.27,0,1.430000,47,12.67,92.22,143.14301,38,96.27,200,32.21,12.66,0,48,113.600000,19.67,32.22,32.22,5.41,24.07,0,85,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.030000,3.220000,18.010000,30.810000,0.770000,18.290000

57,14:00-14:15,237.5,94,7,28.88,47.5,0.000000,18.67,48.14,53.910000,96.27,0,1.430000,47,9.17,92.15,139.026797,27.5,96.27,200,32.21,9.16,0,47.2,113.600000,18.67,32.22,32.22,5.81,24.07,0,85,144.405000,48.140000,17.570000,26.190000,17.570000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.030000,3.220000,18.010000,30.810000,0.770000,18.290000

58,14:15-14:30,237.5,94,7,28.88,47.5,0.000000,18,48.14,53.910000,96.27,0,1.430000,47,9.17,92.04,134.200221,27.5,96.27,200,32.39,9.16,0,46.9,113.600000,18,32.38,32.38,6.01,24.07,0,85,144.405000,48.140000,17.460000,26.190000,17.460000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.030000,3.220000,17.890000,30.810000,0.770000,18.290000

59,14:30-14:45,237.5,94,9.9,28.88,47.5,0.000000,17.67,48.14,53.910000,96.27,0,1.430000,47,9.17,92.56,128.945481,27.5,96.27,200,32.39,9.16,0,46.3,113.600000,17.67,32.38,32.38,6.41,24.07,0,85,144.405000,48.140000,16.960000,26.190000,16.960000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.030000,3.220000,17.380000,30.810000,0.770000,18.290000

60,14:45-15:00,237.5,93,9.63,28.88,47.5,0.000000,17,48.14,53.910000,96.27,0,1.430000,47,9.17,92.52,122.941454,27.5,96.27,200,32.39,9.16,0,44.7,113.600000,17,32.38,32.38,6.81,24.07,0,85,144.405000,48.140000,16.350000,26.190000,16.350000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.030000,3.220000,16.760000,30.810000,0.770000,18.290000

