Time,Block,NR/2023/18176/C,NR/2023/17525/A,NR/2023/17270/A,NR/2023/18105/A/1934,WR/2023/19446/A,WR/2023/20577/A/2033,NR/2023/18062/A/1935,WR/2023/20256/A/2034,NER/2023/1760/C,NR/2023/18074/A/1929,NR/2023/18175/C,Total
,,TPDDL,APPCPL,GMRETL,IEXL,MANIKARAN,APPCPL,IEXL,MANIKARAN,PXIL,ITCLH,NVVNL,Total

,,HIMACHAL PRADESH,DELHI,DELHI,HIMACHAL PRADESH,DELHI,DELHI,ANDHRA PRADESH,DELHI,DELHI,ANDHRA PRADESH,NA,
,,CHANJUII,BYPL,BYPL,BSHP,BYPL,BRPL,SNJSUGARLTDAP,BRPL,BYPL,ITCWIND,SOLAPUR_SOLAR,
,,DELHI,HIMACHAL PRADESH,RAJASTHAN,DELHI,MAHARASHTRA,GOA,DELHI,GOA,ARUNACHAL PRADESH,DELHI,DELHI,
,,TPDDL,HP,RUVNL,MES (Delhi),AEML,GOA_Beneficiary,MES (Delhi),GOA_Beneficiary,Arunachal_Ben,ITCLH,MES (Delhi),
,,North-North,North-North,North-North,North-North,North-West,North-West,South-East-North,North-West,North-East-North East,South-West-North,West-North,
1,00:00-00:15,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.430000,0,182.68

2,00:15-00:30,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.430000,0,182.68

3,00:30-00:45,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.430000,0,182.68

4,00:45-01:00,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.430000,0,182.68

5,01:00-01:15,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

6,01:15-01:30,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

7,01:30-01:45,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

8,01:45-02:00,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

9,02:00-02:15,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

10,02:15-02:30,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

11,02:30-02:45,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

12,02:45-03:00,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

13,03:00-03:15,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

14,03:15-03:30,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

15,03:30-03:45,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

16,03:45-04:00,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.340000,0,182.59

17,04:00-04:15,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

18,04:15-04:30,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

19,04:30-04:45,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

20,04:45-05:00,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,40.000000,0.380000,0,182.63

21,05:00-05:15,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,142.63

22,05:15-05:30,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,142.63

23,05:30-05:45,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,142.63

24,05:45-06:00,1.840000,59.650000,0.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,142.63

25,06:00-06:15,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,182.98

26,06:15-06:30,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,182.98

27,06:30-06:45,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,182.98

28,06:45-07:00,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.380000,0,182.98

29,07:00-07:15,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.530000,0,183.13

30,07:15-07:30,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.530000,0.18,183.31

31,07:30-07:45,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.530000,0.31,183.44

32,07:45:08:00,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.530000,0.52,183.65

33,08:00-08:15,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,1.05,134.42

34,08:15-08:30,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,1.58,134.95

35,08:30-08:45,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,1.85,135.22

36,08:45:09:00,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,2.25,135.62

37,09:00:09:15,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,2.82,136.19

38,09:15-09:30,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,3.17,136.54

39,09:30-09:45,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,3.59,136.96

40,09:45-10:00,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,3.84,137.21

41,10:00-10:15,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,4.03,137.4

42,10:15-10:30,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,4.49,137.86

43,10:30-10:45,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,5.28,138.65

44,10:45-11:00,1.840000,0.000000,50.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,6.24,139.61

45,11:00-11:15,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,6.72,190.09

46,11:15-11:30,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,7.11,190.48

47,11:30-11:45,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,7.3,190.67

48,11:45-12:00,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,6.91,190.28

49,12:00-12:15,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,6.72,190.09

50,12:15-12:30,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,6.24,189.61

51,12:30-12:45,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,5.95,189.32

52,12:45-13:00,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,5.57,188.94

53,13:00-13:15,1.840000,0.000000,100.000000,0.960000,75.000000,0.000000,4.800000,0.000000,0.000000,0.770000,5.28,188.65

