Block,Time Block,KOTESHWR,NAPP,KKNPPU2,KUDGI,KOLDAM,NJPC,MAPS,NLCIIST2,NLCEXP,NLCIIST1,PARBATI3,NLCTS2EXP,NNTPP,NTPL,PARBATI2,BSIUL,BRBCL,CHAMERA1,KHSTPP-II,KKNP,KISHANGANGA,AURY_LF,DADRI_GF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,URI,AURY_CRF,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,ANTA_GF,UNCHAHAR2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,SALAL,SEWA2,TEHRI,SIMHST1,SINGRAULI_HYDRO,TALA,SIMHST2,TANDA2,SASAN,SINGRAULI,TANAKPUR,TelanganaSTPP,TALST2,DHAULIGNGA,FSTPP I & II,DULHASTI,RSTPSU1TO6,RIHAND1,RSTPSU7,RIHAND3,RIHAND2,DADRT2,CHAMERA2,CHAMERA3,RAPPD,RAMPUR,RAPPC,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,76.63,18.24,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,2.8,66.83,0,0,0,0,0,0

56,13:45-14:00,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,76.63,18.24,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,2.8,66.83,0,0,0,0,0,0

57,14:00-14:15,10.07,25,0,0,0,97.31,0,0,0,0,16.29,0,0,0,21.76,12.59,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,38.19,76.63,18.24,0,0,0.95,0,0,3.98,332.3,143.32,1.11,0,0,0,16.82,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,3.85,66.83,0,0,0,0,0,0

58,14:15-14:30,10.07,25,0,0,0,118.93,0,0,0,0,16.29,0,0,0,21.76,12.59,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,43.95,76.63,18.24,0,0,0.95,0,0,3.98,332.3,143.32,1.11,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,4.72,66.83,0,0,0,0,0,0

59,14:30-14:45,10.07,25,0,0,0,118.93,0,0,0,0,16.29,0,0,0,21.76,12.59,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,43.95,77.4,18.24,0,0,0.95,0,0,3.98,332.3,143.32,1.11,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,11.27,21.26,4.72,66.83,0,0,0,0,0,0

60,14:45-15:00,10.07,25,0,0,0,118.93,0,0,0,0,16.29,0,0,0,21.76,12.59,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,43.95,77.4,18.24,0,0,0.95,0,0,3.98,332.3,143.32,1.11,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

61,15:00-15:15,10.07,25,0,0,0,118.93,0,0,0,0,16.29,0,0,0,21.76,12.59,14.48,0,103.68,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.55,0,0,29.07,241.6,0,0,43.95,77.4,18.24,10.53,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

62,15:15-15:30,10.07,25,0,0,0,118.93,0,0,0,0,16.29,0,0,0,21.76,12.59,14.48,0,111.39,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.55,0,0,29.07,241.6,0,0,43.95,77.4,18.24,10.53,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

63,15:30-15:45,10.07,25,0,0,0,118.93,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,101.68,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.55,0,0,29.07,241.6,0,0,43.95,77.4,18.24,10.53,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

64,15:45-16:00,10.07,25,0,0,0,118.93,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,104.82,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.55,0,0,29.07,241.6,0,0,43.95,77.4,18.24,10.53,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

65,16:00-16:15,10.07,25,0,0,0,118.93,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,112.9,0,8.33,0,0,0,0,0,0,50.54,0,0,14.88,0,0,0.97,18.61,0,19.46,0,0,30.24,247.17,0,0,43.95,77.4,18.24,21.07,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,0,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

66,16:15-16:30,10.07,25,0,0,0,118.93,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,112.9,0,8.33,0,0,0,0,0,0,50.54,0,0,17.46,0,0,0.97,18.61,0,22.09,0,0,30.24,247.17,0,0,43.95,77.4,18.24,21.07,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

67,16:30-16:45,10.07,25,0,0,0,133.53,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,118.58,0,8.33,0,0,0,0,0,0,50.54,0,0,17.82,0,0,0.97,18.61,0,22.77,0,0,32.92,268.4,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,88.81,31.4,22.52,21.26,5.23,66.83,0,0,0,0,0,0

68,16:45-17:00,10.07,25,0,0,1.89,133.53,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,122.2,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.97,18.61,0,26.72,0,0,37.75,268.4,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,88.81,31.4,22.52,21.26,5.23,66.83,0,0,0,0,0,0

69,17:00-17:15,10.07,25,0,0,1.94,133.53,0,0,0,0,18.96,0,0,0,21.76,12.59,14.48,0,122.2,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.97,27.92,0,26.72,0,0,37.75,268.4,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,88.81,31.4,22.52,21.26,5.23,66.83,0,0,0,0,0,0

70,17:15-17:30,10.07,25,0,0,1.94,133.53,0,0,0,0,18.96,0,0,0,21.76,12.59,15.65,0,122.2,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.97,27.92,0,26.72,0,0,37.75,268.4,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,88.81,31.4,22.52,21.26,5.23,66.83,0,0,0,0,0,0

71,17:30-17:45,10.07,25,0,0,4.21,133.53,0,0,0,0,4.14,0,0,0,21.76,12.59,14.48,13.56,122.2,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.97,27.92,0,26.72,0,0,37.49,324.39,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,88.81,31.4,22.52,21.26,5.23,66.83,0,0,0,0,0,0

72,17:45-18:00,10.07,25,0,0,6.94,133.53,0,0,0,0,4.14,0,0,0,21.76,12.59,14.48,26.69,122.2,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.97,27.92,0,26.72,0,0,37.49,343.7,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,88.81,31.4,22.52,21.26,5.23,66.83,0,0,0,0,0,0

73,18:00-18:15,10.07,25,0,0,9.26,133.53,0,0,0,0,18.96,0,0,0,29.02,12.59,14.48,26.69,125.8,0,8.33,0,0,0,0,0,0,50.54,0,0,16.8,0,0,0.83,38.77,0,21.19,0,0,33.34,273.47,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,21.12,20.08,57.44,0,92.98,0,125.14,119.26,88.81,47.12,33.79,21.26,5.23,66.83,0,0,0,0,0,0

74,18:15-18:30,10.07,25,0,0,9.26,133.53,0,0,0,0,22.22,0,0,0,36.27,12.59,14.48,40.69,125.88,0,8.33,0,0,0,0,0,0,50.54,0,0,16.8,0,0,0.83,38.77,0,21.19,0,0,33.34,273.47,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,21.12,20.08,57.44,0,92.98,0,125.14,119.26,88.81,47.12,33.79,21.26,5.23,66.83,0,0,0,0,0,0

75,18:30-18:45,20.13,25,0,0,9.26,133.53,0,0,0,0,32.59,0,0,0,36.27,12.59,14.48,40.69,130.32,0,8.33,0,0,0,0,0,0,50.54,0,0,20.6,0,0,0.83,38.77,0,26.05,0,0,37.49,334.04,0,0,43.95,77.4,18.24,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,42.26,20.08,57.44,0,92.98,0,125.14,119.26,88.81,47.12,33.79,21.26,5.23,66.83,0,0,0,0,0,0

76,18:45-19:00,33.55,25,0,0,9.26,133.53,0,0,0,0,76.09,0,0,0,42.79,19.75,14.48,41.64,130.32,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,37.49,391.96,0,0,43.95,77.4,12.17,31.6,0,0.95,0,0,3.98,332.3,143.32,4.2,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,0,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

77,19:00-19:15,33.55,25,0,0,9.26,133.53,0,0,0,0,76.09,0,0,0,42.79,19.75,14.48,41.64,133.65,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,37.49,350.13,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,2.96,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,136.29,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

78,19:15-19:30,33.55,25,0,0,9.26,133.53,0,0,0,0,76.09,0,0,0,42.79,19.75,14.48,41.64,138.1,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,37.49,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,2.96,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,184.56,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

79,19:30-19:45,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,17.59,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,2.96,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

80,19:45-20:00,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,16.41,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,2.96,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

81,20:00-20:15,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,17.66,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

82,20:15-20:30,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,16.21,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,2.36,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

83,20:30-20:45,30.19,25,0,0,9.26,133.53,0,0,0,0,13.33,0,0,0,29.02,12.59,18.83,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0.74,0,0,21.12,20.08,57.44,0,92.98,0,125.14,119.26,223.17,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

84,20:45-21:00,30.19,25,0,0,9.26,133.53,0,0,0,0,8.88,0,0,0,29.02,12.59,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,38.77,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0.74,0,0,21.12,20.08,57.44,0,92.98,0,125.14,119.26,213.51,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

85,21:00-21:15,30.19,25,0,0,9.26,133.53,0,0,0,0,51.84,0,0,0,29.02,12.59,15.84,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0,0,0,21.12,20.08,57.44,0,92.98,0,125.14,119.26,223.17,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

86,21:15-21:30,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,17.66,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0,0,0,31.69,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

87,21:30-21:45,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,15.2,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,77.4,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

88,21:45-22:00,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,16.82,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

89,22:00-22:15,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,17.32,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

90,22:15-22:30,33.55,25,0,0,9.26,133.53,0,0,0,0,57.76,0,0,0,42.79,19.75,19.31,41.64,143.15,0,8.38,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,6.08,31.6,0,0.95,0,0,3.98,332.3,143.32,0,0,0,42.26,20.08,58.14,0,92.98,0,125.14,119.26,231.87,48.64,35.56,21.26,5.23,66.83,0,0,0,0,0,0

91,22:30-22:45,20.13,25,0,0,9.26,133.53,0,0,0,0,41.47,0,0,0,29.02,6.29,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,0,31.6,0,0.95,0,0,3.98,332.3,143.32,0.99,0,0,42.26,20.08,57.44,0,92.98,0,125.14,119.26,231.87,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

92,22:45-23:00,10.07,25,0,0,9.26,133.53,0,0,0,0,37.03,0,0,0,29.02,6.29,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,0,31.6,0,0.95,0,0,3.98,332.3,143.32,0.99,0,0,42.26,20.08,57.44,0,92.98,0,125.14,119.26,231.87,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

93,23:00-23:15,10.07,25,0,0,9.26,133.53,0,0,0,0,37.03,0,0,0,29.02,6.29,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,0,31.6,0,0.95,0,0,3.98,332.3,143.32,0.99,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,231.87,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

94,23:15-23:30,10.07,25,0,0,9.26,133.53,0,0,0,0,37.03,0,0,0,29.02,6.29,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,0,31.6,0,0.95,0,0,3.98,332.3,143.32,0.99,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,231.87,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

95,23:30-23:45,10.07,25,0,0,9.26,133.53,0,0,0,0,37.03,0,0,0,29.02,6.29,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,0,31.6,0,0.95,0,0,3.98,332.3,143.32,0.99,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,231.87,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

96,23:45-24:00,10.07,25,0,0,9.26,133.53,0,0,0,0,37.03,0,0,0,29.02,6.29,19.31,40.69,143.15,0,8.33,0,0,0,0,0,0,50.54,0,0,21.18,0,0,0.83,36.78,0,26.72,0,0,42.21,431.41,0,0,43.95,60.01,0,31.6,0,0.95,0,0,3.98,332.3,143.32,0.99,0,0,10.57,20.08,57.44,0,92.98,0,125.14,119.26,231.87,47.12,33.81,21.26,5.23,66.83,0,0,0,0,0,0

