Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/2069,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/9395,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/7902,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/6957,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12
6,01:15-01:30,10.4,9.17,0,0,27.49,0,0,26.93,133.21,81.37,4.69,0,9.79,26.93,43.83,0,4.67,0,29.77,67.57,10.62,0,5.5,123.08,0,3.7,13.51,7.76,28.96,199.21,5.79,14.48,14.48,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,9.17,0,0,0,0,0,28.33,0,28.34,3.33,0,0

7,01:30-01:45,7.4,8,0,0,24,0,0,26.93,133.21,72.86,4.69,0,9.79,26.93,48.73,0,4.67,0,29.77,67.57,10.62,0,5.5,123.08,0,3.7,13.51,7.76,28.96,199.21,5.79,14.48,14.48,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,8,0,0,0,0,0,27.33,0,27.34,3.33,0,0

8,01:45-02:00,7.4,7.83,0,0,23.51,0,0,26.93,133.21,70.4,4.69,0,9.79,26.93,54.58,0,4.67,0,29.77,67.57,10.62,0,5.5,123.08,0,3.7,13.51,7.76,28.96,199.21,5.79,14.48,14.48,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,7.83,0,0,0,0,0,26,0,26,3.33,0,0

9,02:00-02:15,7.4,7.5,0,0,22.5,0,0,26.93,133.21,70.4,4.69,0,9.7,26.93,58.56,0,4.67,0,29.77,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,199.21,0,14.48,0,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,7.5,0,0,0,0,0,16.67,0,16.66,3.33,0,0

10,02:15-02:30,7.4,7.33,0,0,22.01,0,0,26.93,133.21,70.4,4.69,0,9.7,26.93,58.56,0,4.67,0,29.77,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,199.21,0,14.48,0,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,7.33,0,0,0,0,0,16.33,0,16.34,3.33,0,0

11,02:30-02:45,7.4,7.17,0,0,21.49,0,0,26.93,133.21,70.4,4.69,0,9.7,26.93,58.56,0,4.67,0,29.77,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,199.21,0,14.48,0,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,7.17,0,0,0,0,0,16,0,16,3.33,0,0

12,02:45-03:00,7.4,7.17,0,0,21.49,0,0,26.93,133.21,70.4,4.69,0,9.7,26.93,58.56,0,4.67,0,29.27,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,199.21,0,14.48,0,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,7.17,0,0,0,0,0,15.67,0,15.66,3.33,0,0

13,03:00-03:15,7.4,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.7,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,150.94,0,14.48,0,0,164.1,100.56,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,15.33,0,15.34,3.33,0,0

14,03:15-03:30,7.4,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.7,26.93,46.33,0,4.52,0,28.77,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,132.25,0,14.48,0,0,164.1,71.61,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,15,0,15,3.33,0,0

15,03:30-03:45,7.4,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.7,26.93,46.33,0,4.52,0,28.77,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,15,0,15,3.33,0,0

16,03:45-04:00,7.4,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.7,26.93,46.33,0,4.52,0,28.77,0,10.62,96.53,5.5,123.08,0,3.55,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,15,0,15,3.33,0,0

17,04:00-04:15,7.2,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.6,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,22,0,22,3.33,0,0

18,04:15-04:30,7,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.6,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,21.67,0,21.66,3.33,0,0

19,04:30-04:45,6.8,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.6,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,20.67,0,20.66,3.33,0,0

20,04:45-05:00,6.8,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.6,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0,0,0,19.33,0,19.34,3.33,0,0

21,05:00-05:15,6.8,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.52,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0.01,0,0,18.33,0,18.34,3.33,0,0

22,05:15-05:30,6.8,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.52,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0.04,0,0,17.33,0,17.34,3.33,0,0

23,05:30-05:45,6.8,7,0,0,21,0,0,26.93,133.21,70.4,4.46,0,9.52,26.93,46.33,0,4.52,0,29.27,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0.25,0,0,16,0,16,1.33,0,0

24,05:45-06:00,6.8,7,0,0.56,21,0,0,26.93,133.21,70.4,4.46,0,9.52,26.93,46.33,0,4.52,0,28.25,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,132.25,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,0,7,0,0,0.31,0,0,15.67,0,15.66,1.33,0,0

25,06:00-06:15,6.8,7,5.9,2.79,21,2.22,0,26.93,133.21,70.4,4.24,0,9.42,26.93,46.33,0,4.29,0,28.77,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,1,7,0,1,1.56,0.47,0,15.33,1,15.34,1.33,0,2.35

26,06:15-06:30,6.8,7,18.61,6.32,21,7.49,2,26.93,133.21,70.4,4.24,0,9.42,26.93,46.33,0,4.29,0,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,5,7,1,2,3.18,0.77,0,15,2,15,1.33,0,3.87

27,06:30-06:45,6.8,7,27.99,10.9,21,22,5,26.93,133.21,70.4,4.38,0.45,9.42,26.93,46.33,0.57,4.29,0.57,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,7,7,2,3,5.38,1.76,0,15,3,15,1.33,0,8.81

28,06:45-07:00,6.8,7,32.98,16.57,21,32.98,7.99,26.93,133.21,70.4,4.38,0.93,9.42,26.93,46.33,1.19,4.29,1.19,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,9,7,5,5,8.17,3.76,0,15,4,15,1.33,1,18.78

29,07:00-07:15,6.8,7,33,22.9,21,33,13,26.93,112.94,70.4,4.38,1.53,9.33,26.93,46.33,1.99,4.29,1.99,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,13,7,8,7,12.2,5.86,0,15,7,15,1.33,6,29.31

30,07:15-07:30,6.8,7,33,29.64,21,33,16,26.93,93.63,70.4,4.38,2.23,9.33,26.93,46.33,2.87,4.29,2.87,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,19,7,13,9,16.57,8.35,0,15,9,15,1.33,12,41.76

31,07:30-07:45,6.8,7,33,35.7,21,33,22,26.93,75.06,70.4,4.38,3.06,9.33,26.93,46.33,3.95,4.29,3.95,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,25,7,21,15,22.74,11.25,0,15,13,15,0.33,18,56.22

32,07:45-08:00,6.8,7,33,43.07,21,33,30,26.93,75.06,70.4,4.38,3.92,9.33,26.93,46.33,5.06,4.29,5.06,28.26,0,10.62,96.53,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,32,7,27,18,28.99,14.6,0,15,16,15,0.33,24,72.98

33,08:00-08:15,6.8,7,33,50.63,21,33,33,26.93,75.06,70.4,4.24,4.8,9.24,26.93,46.33,6.22,4.29,6.22,28.26,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,41,7,35,22,35.8,18.02,0,15,21,15,0.33,36,90.07

34,08:15-08:30,6.8,7,33,58.42,21,33,33,26.93,75.06,70.4,4.24,5.65,9.24,26.93,46.33,7.32,4.29,7.32,29.27,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,49,7,40,25,42.88,21.42,0,15,24,15,0.33,42,107.07

35,08:30-08:45,6.8,7,33,65.46,21,33,33,26.93,75.06,70.4,4.24,6.52,9.24,26.93,46.33,8.44,4.29,8.44,29.27,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,55,7,46,28,49.94,24.98,0,15,28,15,0.33,48,124.9

36,08:45-09:00,6.8,7,33,25.34,21,33,33,26.93,75.06,70.4,4.24,7.33,9.24,26.93,46.33,9.49,4.29,9.49,29.27,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,62,7,52,31,56.91,28.56,0,15,31,15,0.33,54,142.79

37,09:00-09:15,6.4,7,33,23.71,21,33,33,26.94,75.06,70.4,4.24,8.16,9.14,26.94,46.33,10.55,4.29,10.55,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,68,7,60,33,63.54,32.35,0,15,34,15,0.33,60,161.77

38,09:15-09:30,6,7,33,26.1,21,33,33,26.94,75.06,70.4,4.24,8.87,9.14,26.94,46.33,11.48,4.29,11.48,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,74,7,65,36,69.79,35.37,0,15,37,15,0.33,64,176.87

39,09:30-09:45,5.6,7,33,28.76,21,33,33,26.94,75.06,70.4,4.46,9.52,9.14,26.94,46.33,12.32,4.29,12.32,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,80,7,71,38,75.52,38.17,0,15,40,15,0.33,70,190.83

40,09:45-10:00,5.4,7,33,31.42,21,33,33,26.94,75.06,70.4,4.46,10.09,9.14,26.94,46.33,13.06,4.29,13.06,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,86,7,77,40,80.85,40.66,0,15,43,15,0.33,76,203.31

41,10:00-10:15,5,7,33,33.68,21,33,33,26.94,75.06,70.4,4.31,11.68,9.05,26.94,46.33,15.12,4.04,15.12,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,91,7,83,42,85.47,42.84,0,15,46,15,0.33,81,214.18

42,10:15-10:30,4.8,7,33,103.96,21,33,33,26.94,75.06,70.4,4.31,12.18,9.05,26.94,46.33,15.76,4.04,15.76,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,93,7,87,43,89.6,44.94,0,15,47,15,0.33,84,224.68

43,10:30-10:45,4.4,10.67,33,106.07,31.99,33,33,26.94,75.06,70.4,4.31,12.68,9.05,26.94,46.33,16.42,4.04,16.42,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,93,10.67,92,44,93.19,46.49,0,23.33,47,23.34,0.33,87,232.47

44,10:45-11:00,4.2,10.33,33,109.18,31.01,33,33,26.94,75.06,70.4,4.31,13.19,9.05,26.94,46.33,17.07,4.04,17.07,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,96,10.33,93,45,96.66,47.5,0,23.33,48,23.34,0.33,87,237.5

45,11:00-11:15,3.8,9.67,33,111.34,28.99,33,33,26.94,75.06,70.4,4.31,13.67,8.96,26.94,46.33,17.69,4.04,17.69,28.25,0,10.62,0,5.5,123.08,0,3.14,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,97,9.67,98,45,99.68,47.5,0,23.33,49,23.34,0.33,87,237.5

46,11:15-11:30,3.6,9,33,112.46,27,33,33,26.94,75.06,70.4,4.31,14.18,8.96,26.94,46.33,18.36,4.04,18.36,28.25,0,10.62,0,5.5,123.08,0,3.14,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,98,9,98,45,100,47.5,0,23.33,49,23.34,0.33,87,237.5

47,11:30-11:45,3.2,8.33,33,113.36,25.01,33,33,26.94,75.06,70.4,4.31,14.18,8.96,26.94,46.33,18.36,4.04,18.36,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,98,8.33,98,45,100,47.5,0,23.33,49,23.34,0.33,87,237.5

48,11:45-12:00,2.8,7.67,33,99.7,22.99,33,33,26.94,75.06,70.4,4.31,14.18,8.96,26.94,46.33,18.36,4.04,18.36,28.25,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,98,7.67,98,45,100,47.5,0,23.33,49,23.34,0.33,87,237.5

49,12:00-12:15,6,9.67,33,80.15,28.99,33,33,26.95,75.06,70.4,4.24,14.18,8.96,26.95,46.33,18.36,4.04,18.36,13.62,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,98,9.67,98,45,100,47.5,0,23.33,49,23.34,0.33,87,237.5

50,12:15-12:30,6,9.33,33,81.43,28.01,33,33,26.95,75.06,70.4,4.24,14.18,8.96,26.95,46.33,18.36,4.04,18.36,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,98,9.33,98,45,100,47.5,0,23.33,49,23.34,0.33,87,237.5

51,12:30-12:45,6,9,33,82.06,27,33,33,26.95,75.06,70.4,4.24,14.18,8.96,26.95,46.33,18.36,4.04,18.36,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,93,9,98,45,100,47.5,0,23.33,47,23.34,0.33,84,237.5

52,12:45-13:00,6,9.33,33,82.2,28.01,33,33,26.95,75.06,70.4,4.24,14.18,8.96,26.95,46.33,18.36,4.04,18.36,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,93,9.33,98,45,100,47.5,0,23.33,47,23.34,1.33,84,237.5

53,13:00-13:15,6,11.67,33,81.9,34.99,33,33,26.95,75.06,70.4,4.24,14.18,8.87,26.95,46.33,18.36,4.04,18.36,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,93,11.67,98,45,100,47.5,0,28.33,47,28.34,1.33,84,237.5

54,13:15-13:30,6,11.83,33,103.35,35.51,33,33,26.95,75.06,70.4,4.24,14.18,8.87,26.95,46.33,18.36,4.04,18.36,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,93,11.83,98,45,100,47.5,0,28.67,46,28.66,1.33,84,237.5

55,13:30-13:45,6,12.33,33,92.72,37.01,33,33,26.95,75.06,70.4,4.24,14.18,8.87,26.95,46.33,18.36,4.04,18.36,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,92,12.33,94,44,100,47.5,0,32.27,46,32.26,1.67,84,237.5

56,13:45-14:00,6.6,13,33,91.28,39,33,33,26.95,75.06,70.4,4.24,13.69,8.87,26.95,46.33,17.71,4.04,17.71,14.13,0,10.62,0,5.5,123.08,0,3.27,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,91,13,93,44,100,47.5,0,33.73,45,33.74,2,84,237.5

57,14:00-14:15,6.6,13.5,33,89.53,40.5,33,33,26.95,93.63,70.4,4.31,13.34,8.77,26.95,46.33,17.26,4.2,17.26,29.78,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,89,13.5,91,43,91.67,47.5,0,34.47,45,34.46,2.33,84,237.5

58,14:15-14:30,6.6,14,33,87.28,42,33,33,26.95,112.94,70.4,4.31,12.87,8.77,26.95,46.33,16.66,4.2,16.66,28.77,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,131.28,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,87,14,91,41,91.67,46.26,0,35.93,44,35.94,2.67,78,231.27

59,14:30-14:45,11.61,14.67,33,84.23,43.99,33,33,26.95,133.21,70.4,4.31,12.55,8.77,26.95,46.33,16.24,4.2,16.24,28.77,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,85,14.67,87,39,84.21,46.21,0,38.13,43,38.14,3,75,231.02

60,14:45-15:00,12.41,14.5,33,76.79,43.5,33,33,26.95,133.21,70.4,4.31,12.18,8.77,26.95,46.33,15.76,4.2,15.76,29.27,0,10.62,0,5.5,123.08,0,3.42,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,81,14.5,86,36,81.5,44.32,0,40.7,41,40.7,3.33,72,221.61

61,15:00-15:15,13.01,12,33,79.45,36,33,33,26.95,133.21,70.4,4.31,11.67,8.77,26.95,46.33,15.11,4.2,15.11,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,77,12,79,35,70.41,36.21,0,38.87,38,38.86,4,66,181.05

62,15:15-15:30,13.61,12.33,33,74.53,37.01,33,33,26.95,133.21,70.4,4.31,11.02,8.77,26.95,46.33,14.27,4.2,14.27,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,72,12.33,76,34,67.04,33.76,0,38.13,36,38.14,5,63,168.8

63,15:30-15:45,14.14,12.67,33,68.93,37.99,33,33,26.95,133.21,70.4,4.31,8.78,8.77,26.95,46.33,11.36,4.2,11.36,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,68,12.67,68,30,63.12,35.87,0,37.4,34,37.4,5.67,58,179.37

64,15:45-16:00,15.01,13,33,62.63,39,33,33,26.95,133.21,70.4,4.31,8.13,8.77,26.95,46.33,10.52,4.2,10.52,29.28,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,62,13,64,29,58.87,32.88,0,36.67,31,36.66,7.33,54,164.37

