Block,Time,JHAJJAR,KISHANGANGA,NLCIIST2,RAMPUR,SIMHST2,UNCHAHAR3,VALLURNTECL,ANTA_RF,AURY_GF,BRBCL,MAPS,NJPC,PARBATI3,DADRI_CRF,DADRI_LF,DADRT2,DULHASTI,KGSU1AND2,KGSU3AND4,RSTPSU7,AURY_RF,KHSTPP-I,KKNP,NLCEXP,RAPPB,RIHAND2,RSTPSU1TO6,SEWA2,SIMHST1,UNCHAHAR2,UNCHAHAR4,URI2,AURY_LF,FSTPP I & II,NAPP,NTPL,RAPPC,TALA,TANAKPUR,TEHRI,TelanganaSTPP,CHAMERA1,CHAMERA2,KUDGI,RIHAND1,TALST2,UNCHAHAR1,ANTA_CRF,ANTA_GF,BSIUL,KOTESHWR,NLCTS2EXP,RIHAND3,SINGRAULI,ANTA_LF,AURY_CRF,DADRI_GF,DADRI_RF,CHAMERA3,DHAULIGNGA,KHSTPP-II,KKNPPU2,KOLDAM,NLCIIST1,NNTPP,SALAL,SASAN,SINGRAULI_HYDRO,TANDA2,URI
6,01:15-01:30,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

7,01:30-01:45,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

8,01:45-02:00,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

9,02:00-02:15,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

10,02:15-02:30,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

11,02:30-02:45,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

12,02:45-03:00,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

13,03:00-03:15,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

14,03:15-03:30,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

15,03:30-03:45,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

16,03:45-04:00,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

17,04:00-04:15,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

18,04:15-04:30,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

19,04:30-04:45,651.98,0,0,0,0,26.4,0,45.04,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

20,04:45-05:00,651.98,0,0,0,0,26.4,0,45.04,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

21,05:00-05:15,651.98,0,0,0,0,26.4,0,45.04,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

22,05:15-05:30,651.98,0,0,0,0,26.4,0,45.04,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

23,05:30-05:45,651.98,0,0,0,0,26.4,0,45.04,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

24,05:45-06:00,651.98,0,0,0,0,26.4,0,45.04,0,20,0,18.94,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,0.99

25,06:00-06:15,651.98,0,0,0,0,26.4,0,45.04,0,20,0,46.78,3.82,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,30.99,0,0,2,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,213.75,0,0,0.99

26,06:15-06:30,651.98,0,0,0,0,26.4,0,45.04,0,20,0,70.17,16.54,69.05,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,46.49,0,12.01,3.34,0,92,0,10.28,0,0,0,17.75,0,124.33,139.69,0,0,0,0,0,0,148.3,0,0,0,0,1.4,225,0,0,0.99

27,06:30-06:45,651.98,0,0,0,0,26.4,0,37.7,0,20,0,93.56,16.54,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,46.49,0,28.1,7.99,0,92,0,10.28,7.35,0,2.2,26.62,0,124.33,139.69,0,0,0,0,9.68,7.92,148.3,0,0,0,0,1.4,236.25,0,0,0.99

28,06:45-07:00,619.98,0,0,0,0,26.4,0,34.76,0,20,0,116.95,16.54,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,1.54,62,0,42.15,39.51,0,92,0,10.28,10.5,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,1.4,236.25,0,0,0.99

29,07:00-07:15,591.98,0,0,0,0,26.4,0,34.76,0,20,0,116.95,16.54,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,62,0,42.15,39.51,0,92,0,10.28,10.5,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,1.4,236.25,0,0,0.99

30,07:15-07:30,591.98,0,0,0,0,26.4,0,34.76,0,20,0,116.95,16.54,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,62,0,42.15,39.51,0,92,0,10.28,10.5,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,1.4,236.25,0,0,0.99

31,07:30-07:45,591.98,0,0,0,0,26.4,0,34.76,0,20,0,116.95,16.54,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,8.19,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,62,0,42.15,39.51,0,92,0,10.28,10.5,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,1.4,202.5,0,0,26.49

32,07:45-08:00,591.98,0,0,0,0,26.4,0,34.76,0,20,0,116.95,3.57,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,8.19,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,62,0,42.15,39.51,0,92,0,10.28,10.5,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,1.4,202.5,0,0,26.49

33,08:00-08:15,569.98,0,0,0,0,26.4,0,45.26,0,20,0,93.56,0,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,8.19,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,62,0,42.15,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,9.29,202.5,0,0,26.49

34,08:15-08:30,559.98,0,0,0,0,26.4,0,45.26,0,20,0,70.17,0,69.05,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,8.19,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,62,0,42.15,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,0,29.06,27.41,148.3,0,0,0,0,41.83,202.5,0,0,26.49

35,08:30-08:45,579.98,0,0,0,0,26.4,0,44.94,0,20,0,46.78,0,69.05,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,62,0,26.07,4,0,92,0,10.28,0,0,2.2,19.72,0,124.33,139.69,0,0,0,0,1.91,15.92,148.3,0,0,0,0,41.83,202.5,0,0,3.53

36,08:45-09:00,569.98,0,0,0,0,26.4,0,44.94,0,20,0,46.78,0,69.05,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,7.81,46.49,0,12.01,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,0,0,7.92,148.3,0,0,0,0,41.83,202.5,0,0,2.21

37,09:00-09:15,534.98,0,0,0,0,26.4,0,44.42,0,20,0,46.78,0,69.05,23.56,359.03,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,46.49,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,0,0,0,148.3,0,0,0,0,41.83,202.5,0,0,1.66

38,09:15-09:30,534.98,0,0,0,0,26.4,0,44.42,0,20,0,23.39,0,69.05,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,0,0,0,148.3,0,0,0,0,41.83,202.5,0,0,1.66

39,09:30-09:45,534.98,0,0,0,0,26.4,0,44.42,0,20,0,23.39,0,0,23.56,359.03,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,202.5,0,0,1.66

40,09:45-10:00,534.98,0,0,0,0,26.4,0,44.1,0,20,0,23.39,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,9.29,202.5,0,0,26.49

41,10:00-10:15,651.98,0,0,0,0,26.4,0,43.89,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,26.49

42,10:15-10:30,651.98,0,0,0,0,26.4,0,43.89,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,26.49

43,10:30-10:45,651.98,0,0,0,0,26.4,0,43.68,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,2.21

44,10:45-11:00,651.98,0,0,0,0,26.4,0,43.68,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,2.21

45,11:00-11:15,651.98,0,0,0,0,26.4,0,43.47,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

46,11:15-11:30,651.98,0,0,0,0,26.4,0,43.47,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

47,11:30-11:45,651.98,0,0,0,0,26.4,0,43.05,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

48,11:45-12:00,651.98,0,0,0,0,26.4,0,43.05,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.49,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

49,12:00-12:15,651.98,0,0,0,0,26.4,0,42.84,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,3.31

50,12:15-12:30,651.98,0,0,0,0,26.4,0,42.84,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,3.31

51,12:30-12:45,651.98,0,0,0,0,26.4,0,42.84,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

52,12:45-13:00,651.98,0,0,0,0,26.4,0,42.84,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

53,13:00-13:15,651.98,0,0,0,0,26.4,0,42.63,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

54,13:15-13:30,651.98,0,0,0,0,26.4,0,42.63,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

55,13:30-13:45,651.98,0,0,0,0,26.4,0,42.63,0,20,0,0,0,0,23.56,683.14,0,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

56,13:45-14:00,651.98,0,0,0,0,26.4,0,42.63,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

57,14:00-14:15,651.98,0,0,0,0,26.4,0,42.52,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

58,14:15-14:30,651.98,0,0,0,0,26.4,0,42.52,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

59,14:30-14:45,651.98,0,0,0,0,26.4,0,42.52,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

60,14:45-15:00,651.98,0,0,0,0,26.4,0,42.52,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

61,15:00-15:15,651.98,0,0,0,0,26.4,0,42.73,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

62,15:15-15:30,651.98,0,0,0,0,26.4,0,42.73,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

63,15:30-15:45,651.98,0,0,0,0,26.4,0,42.73,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

64,15:45-16:00,651.98,0,0,0,0,26.4,0,42.73,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

