Block,Time,SASAN,SINGRAULI,TelanganaSTPP,UNCHAHAR4,URI2,ANTA_LF,AURY_RF,CHAMERA1,DULHASTI,JHAJJAR,KUDGI,MAPS,NAPP,NNTPP,SEWA2,VALLURNTECL,DADRI_CRF,FSTPP I & II,KISHANGANGA,KOTESHWR,NLCTS2EXP,PARBATI2,TALA,TANAKPUR,UNCHAHAR3,AURY_CRF,AURY_GF,AURY_LF,DHAULIGNGA,KGSU3AND4,KHSTPP-I,KOLDAM,NLCIIST2,PARBATI3,RAMPUR,SINGRAULI_HYDRO,TALST2,URI,ANTA_GF,DADRI_GF,KKNP,RIHAND2,TEHRI,UNCHAHAR1,DADRI_RF,CHAMERA3,NJPC,NLCIIST1,RIHAND1,RSTPSU7,UNCHAHAR2,ANTA_RF,BRBCL,KGSU1AND2,KKNPPU2,NLCEXP,RAPPB,RAPPC,RAPPD,SIMHST1,SIMHST2,ANTA_CRF,BSIUL,CHAMERA2,DADRT2,KHSTPP-II,NTPL,RIHAND3,RSTPSU1TO6,SALAL,TANDA2,TEHRIPSP,DADRI_LF
54,13:15-13:30,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

55,13:30-13:45,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

56,13:45-14:00,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

57,14:00-14:15,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

58,14:15-14:30,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

59,14:30-14:45,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

60,14:45-15:00,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

61,15:00-15:15,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,5.76,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

62,15:15-15:30,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,5.76,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

63,15:30-15:45,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,5.76,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

64,15:45-16:00,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

65,16:00-16:15,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

66,16:15-16:30,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

67,16:30-16:45,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.81,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

68,16:45-17:00,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.81,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,38.64,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

69,17:00-17:15,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.26,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,47.47,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

70,17:15-17:30,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.26,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,47.47,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

71,17:30-17:45,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.05,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,47.47,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

72,17:45-18:00,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.14,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,47.47,0,0,0,126.8,9.89,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

73,18:00-18:15,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,6.31,0,0,20.8,8.71,10.44,0,58.05,27.66,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,19.79,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

74,18:15-18:30,418.77,155.58,0,3.98,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,12.62,0,0,20.8,8.71,10.44,0,58.05,27.38,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,19.79,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

75,18:30-18:45,410.62,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,12.62,0,0,20.8,8.71,10.44,0,58.05,27.19,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,29.68,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

76,18:45-19:00,410.62,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,12.62,0,0,20.8,8.71,10.44,0,58.05,27.02,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,39.56,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

77,19:00-19:15,410.62,150.86,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,12.62,0,0,20.8,8.71,20.88,0,58.05,27.07,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,39.56,21.83,76.68,35.09,181.16,0,88.96,0,45.62,47.6,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

78,19:15-19:30,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,27.07,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.6,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

79,19:30-19:45,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,28.2,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

80,19:45-20:00,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,28.2,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

81,20:00-20:15,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,28.2,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

82,20:15-20:30,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,28.58,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

83,20:30-20:45,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,28.72,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

84,20:45-21:00,410.62,150.86,0,3.98,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,28.81,11.91,27.99,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.83,76.68,36.89,182.87,0,88.96,0,45.62,47.99,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,7.07,56.15,0

85,21:00-21:15,410.62,150.86,0,2.08,33.8,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,29.54,11.91,27.49,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,49.68,0,0,0,126.8,41.17,21.53,76.68,36.89,182.87,0,88.96,0,44.49,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,4.38,56.15,0

86,21:15-21:30,410.62,136.57,0,2.08,33.8,0,80.92,42.15,58.79,670.85,0,0,25.42,0,18.93,0,0,20.8,8.71,31.32,0,58.05,29.58,11.91,27.49,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,40.13,21.53,76.68,35.09,181.16,0,88.96,0,44.49,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,4.38,56.15,0

87,21:30-21:45,410.62,136.57,0,2.08,35.41,0,80.92,42.15,58.79,670.85,0,0,25.42,0,18.93,0,0,20.8,8.71,31.32,0,58.05,29.87,11.91,27.49,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,44.16,0,0,0,126.8,40.13,21.53,76.68,35.09,181.16,0,88.96,0,44.49,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,4.38,56.15,0

88,21:45-22:00,410.62,136.57,0,2.08,35.41,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,30.28,11.91,27.49,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,44.16,0,0,0,126.8,41.17,21.53,76.68,36.89,182.87,0,88.96,0,44.49,48.64,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,690.85,148.3,0,132.37,0,83.08,4.38,56.15,0

89,22:00-22:15,410.62,136.57,0,2.08,35.41,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,30.28,11.91,27.49,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,44.16,0,0,0,126.8,41.17,21.53,76.68,36.89,182.87,0,88.96,0,44.49,48.91,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,688.85,148.3,0,132.37,0,83.08,4.38,56.15,0

90,22:15-22:30,410.62,136.57,0,2.08,35.41,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,30.28,11.91,27.49,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,44.16,0,0,0,126.8,41.17,21.53,76.68,36.89,182.87,0,88.96,0,44.49,48.91,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,687.97,148.3,0,132.37,0,83.08,4.38,56.15,0

91,22:30-22:45,410.62,150.86,0,2.08,35.41,0,80.92,42.27,59.61,670.85,0,0,25.42,0,20.12,0,0,20.8,8.87,34.81,0,61.07,30.28,11.91,27.49,0,0,0,46.04,0,45.53,10.65,0,59.94,7.22,1.16,0,46.37,0,0,0,126.8,41.17,21.53,76.68,36.89,182.87,0,88.96,0,44.49,48.91,24.99,0,0,0,0,68.73,25.74,0,0,0,20.46,51.47,687.97,148.3,0,132.37,0,81.34,4.38,56.15,0

92,22:45-23:00,410.62,150.86,0,2.08,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,12.62,0,0,20.8,8.71,20.88,0,58.05,30.28,11.91,27.49,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,46.37,0,0,0,126.8,39.56,21.53,76.68,35.09,181.16,0,88.96,0,44.49,48.91,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,687.97,148.3,0,132.37,0,81.34,4.38,56.15,0

93,23:00-23:15,410.62,150.88,0,2.08,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,6.31,0,0,20.8,8.71,10.44,0,58.05,31.02,11.91,27.43,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,46.37,0,0,0,126.8,39.56,21.53,76.68,35.09,181.16,0,88.96,0,44.49,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,689.26,148.3,0,132.37,0,81.34,4.37,56.15,0

94,23:15-23:30,410.62,150.88,0,2.08,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.02,11.91,27.43,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,46.37,0,0,0,126.8,39.56,21.53,76.68,35.09,181.16,0,88.96,0,44.49,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,81.34,4.37,56.15,0

95,23:30-23:45,410.62,150.88,0,2.08,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.02,11.91,27.43,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,45.27,0,0,0,126.8,39.56,21.53,76.68,35.09,181.16,0,88.96,0,44.49,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,81.34,4.37,56.15,0

96,23:45-24:00,410.62,150.88,0,2.08,35.41,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.02,11.91,27.43,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,45.27,0,0,0,126.8,39.56,21.53,76.68,35.09,181.16,0,88.96,0,44.49,49.3,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,81.34,4.37,56.15,0

