Column1,Block,NR/2025/31138/A/87943,GNARE/NR/2024/12/20/3668,NR/2025/29985/A/87637,NR/2025/31132/A/87666,NR/2025/31136/A/87919,NR/2025/31137/A/87922,NR/2025/31200/A/87900,NR/2025/31136/A/87920,NR/2025/30334/A/87440,NR/2025/31137/A/87921,NR/2025/31138/A/87945,NR/2025/31331/C,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2236,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/1192,NR/2025/31326/C,NR/2025/29353/A/87481,NR/2025/27970/A/88040,NR/2025/27968/A/88041,NR/2025/31326/C/Alternate/1,NR/2025/31248/C,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/2025/31289/C,NR/2025/31307/C,NR/2025/31321/C,NR/2025/30121/A/87445,NR/2025/30101/A/87957,NR/2025/31290/C,NR/2025/31308/C,NR/2025/27978/A/87972,NR/2025/29167/A/87528,NR/2025/29439/A/87590,NR/2025/30082/A/87961,NR/2025/26975/A/87974,NR/2025/30191/A/87441,NR/2025/31304/C,NR/2025/31305/C,NR/2025/31291/C,NR/2025/31306/C,NR/2025/30067/A/88056,NR/2025/28725/A/88039,NR/2025/31272/C,NR/2025/31284/C,NR/2025/29915/A/87527,NR/2025/29352/A/87484,NR/2025/30083/A/87956,NR/2025/29910/A/87966,NR/2025/27964/A/88042,NR/2025/29992/A/87595,NR/2025/27963/A/88043,NR/2025/31126/A/87616,NR/2025/30822/A/87635,NR/2025/31299/C,NR/2025/31233/C,NR/2025/29440/A/87508,NR/2025/31300/C,NR/2025/30086/A/87949,NR/2025/31287/C,NR/2025/29628/A/87968,NR/2025/30084/A/87954,NR/2025/27962/A/88044,NR/2025/31230/C,NR/2025/30217/A/87946,NR/2025/30105/A/87947,NR/2025/31320/C,Total
30,07:15-07:30,0.18,18.68,32,0,0.23,0.19,0,0.29,0,0.18,0.1,1.23,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.57,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,11.54,0,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1695.0399999999997

31,07:30-07:45,0.25,22.66,32,0,0.38,0.19,0,0.29,0,0.31,0.1,1.6,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.57,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,11.54,0,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1699.7399999999998

32,07:45-08:00,0.31,26.64,39,0,0.46,0.19,0,0.29,0,0.38,0.1,2.17,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.57,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,11.54,0,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1711.4999999999998

33,08:00-08:15,0.38,32.28,49,0,0.58,0.19,1.64,0.29,2.92,0.48,0.1,2.56,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.48,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,11.54,0,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1732.3799999999999

34,08:15-08:30,0.48,37.92,60,0,0.58,0.19,1.64,0.29,3.41,0.58,0.1,3.53,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.48,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,11.54,0,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1750.6799999999998

35,08:30-08:45,0.48,43.56,67,0,0.58,0.19,1.64,0.29,3.93,0.58,0.1,2.43,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.48,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,13.47,0,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1764.67

36,08:45-09:00,0.48,49.2,77,0,0.58,0.19,1.64,0.29,4.46,0.58,0.1,2.43,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.48,0,192.36,81.75,0,0,0,0,26.94,26.94,0,0,0,6.73,48.09,0,0,96.18,0,0,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,0,44.24,0,13.47,0,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,1780.84

37,09:00-09:15,0.48,54.82,88,0,0.67,0.19,1.64,0.38,4.94,0.58,0.1,2.43,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1766.5399999999997

38,09:15-09:30,0.48,60.43,98,0,0.67,0.19,1.64,0.38,5.35,0.58,0.1,2.84,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1782.9699999999998

39,09:30-09:45,0.48,66.04,105,0,0.67,0.19,1.64,0.38,5.71,0.67,0.1,2.84,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1796.0299999999997

40,09:45-10:00,0.48,71.65,116,0,0.77,0.19,1.64,0.38,6.05,0.67,0.19,3.24,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1813.57

41,10:00-10:15,0.48,50,130,1.44,0.77,0.19,1.64,0.38,6.36,0.67,0.19,3.24,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1807.6699999999998

42,10:15-10:30,0.48,53.33,144,1.44,0.77,0.19,1.64,0.38,6.51,0.67,0.19,3.24,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1825.1499999999999

43,10:30-10:45,0.48,66.67,147,1.44,0.77,0.29,1.64,0.38,5.25,0.67,0.19,4.77,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1841.86

44,10:45-11:00,0.48,75,154,1.44,0.77,0.29,1.64,0.38,5.25,0.67,0.19,5.3,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.39,0,160.83,81.75,0,0,0,6.73,26.96,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1857.7199999999998

45,11:00-11:15,0.48,78.33,154,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,5.83,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1861.0399999999997

46,11:15-11:30,0.48,83.33,161,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,6.42,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1873.6299999999999

47,11:30-11:45,0.48,83.33,175,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,6.99,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1888.2

48,11:45-12:00,0.48,85,175,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,7.52,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,26.96,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1890.3999999999999

49,12:00-12:15,0.48,78.33,175,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,8.01,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,26.97,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1884.23

50,12:15-12:30,0.48,80,175,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,8.14,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,26.97,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1886.0299999999997

51,12:30-12:45,0.48,50,179,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,8.24,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1863.1599999999996

52,12:45-13:00,0.48,51.67,179,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.19,8.36,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1864.9499999999996

53,13:00-13:15,0.48,51.67,168,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1849.1499999999999

54,13:15-13:30,0.48,51.67,168,1.44,0.87,0.29,1.64,0.38,5.25,0.67,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1849.1499999999999

55,13:30-13:45,0.48,68.33,168,1.44,0.87,0.19,1.64,0.38,5.25,0.67,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1865.7099999999998

56,13:45-14:00,0.38,68.33,161,1.44,0.87,0.19,1.64,0.38,5.25,0.67,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,0,26.23,0,0,0,0,5.77,0,8.74,26.23,0,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,1858.61

57,14:00-14:15,0.48,68.33,158,1.44,0.87,0.19,1.64,0.38,5.25,0.58,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2144.16

58,14:15-14:30,0.38,68.33,151,1.44,0.67,0.19,1.64,0.38,5.25,0.48,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2136.7599999999998

59,14:30-14:45,0.07,68.33,165,1.44,0.11,0.19,1.64,0.38,5.58,0.08,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2149.8200000000006

60,14:45-15:00,0.05,68.33,158,1.44,0.13,0.19,1.64,0.38,5.57,0.08,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,12.71,0,160.83,81.75,0,0,0,6.73,30,30,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2142.81

61,15:00-15:15,0.06,56.67,147,1.44,0.13,0.19,1.64,0.38,5.42,0.1,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.84,0,160.83,81.75,0,0,0,6.73,27,27,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2118.96

62,15:15-15:30,0.22,56.67,137,1.44,0.43,0.19,1.64,0.38,5.21,0.27,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.84,0,160.83,81.75,0,0,0,6.73,27,27,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2109.38

63,15:30-15:45,0.22,55,133,1.44,0.44,0.19,1.64,0.38,4.94,0.28,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.84,0,160.83,81.75,0,0,0,6.73,27,27,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2103.46

64,15:45-16:00,0.23,53.33,126,1.44,0.46,0.19,1.64,0.38,4.65,0.29,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,16.84,0,160.83,81.75,0,0,0,6.73,27,27,96.18,7.69,96.18,0,0,144.27,26.23,0,0,0,0,5.77,0,8.74,26.23,144.27,17.49,0,0,48.09,143.07,0,28.61,0,0,0,0,0,13.47,0,76.58,44.24,0,16.58,0,0.96,0,0,0,48.09,0,0,48.09,2094.54

65,16:00-16:15,0.23,46.5,109,0,0.46,0.19,0,0.38,4.32,0.29,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.12,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2227.3099999999995

66,16:15-16:30,0.18,42.9,98,0,0.48,0.19,0,0.38,3.92,0.3,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.12,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2212.2899999999995

67,16:30-16:45,0.29,45.78,84,0,0.67,0.19,0,0.38,3.51,0.48,0.1,4.45,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.12,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2201.2399999999993

68,16:45-17:00,0.29,40.09,74,0,0.67,0.19,0,0.38,3.07,0.38,0.1,3.65,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.12,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.96,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2184.209999999999

69,17:00-17:15,0.48,34.93,63,0,0.67,0.19,0,0.38,0,0.38,0.1,3.38,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.3,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2164.9899999999993

70,17:15-17:30,0.38,29.77,49,0,0.67,0.19,0,0.38,0,0.38,0.1,3.26,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.3,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2145.609999999999

71,17:30-17:45,0.29,31.12,39,0,0.66,0.19,0,0.38,0,0.38,0.1,3.18,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.3,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2136.7799999999993

72,17:45-18:00,0.22,24.6,28,0,0.51,0.19,0,0.38,0,0.3,0.1,3.21,43.71,20.75,134.89,19.24,15.24,224.82,81.75,17.3,0,160.83,81.75,144.27,0,0,0,27,27,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,8.74,16.58,144.27,44.24,0,13.47,134.65,0,0,0.87,0,26.23,0,76.58,26.23,96.18,0,7.69,17.49,0,2118.9899999999993

73,18:00-18:15,0.16,20.26,21,0,0.38,0.19,0,0.38,0,0.22,0.1,3.55,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,27,26.73,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,16.58,144.27,44.24,0,13.47,134.65,0,0,0.87,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2145.7999999999993

74,18:15-18:30,0.09,15.92,14,0,0.2,0.19,0,0.38,0,0.12,0.1,2.58,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,27,26.73,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,16.58,144.27,44.24,0,13.47,134.65,0,0,0.87,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2133.1399999999994

75,18:30-18:45,0.03,11.58,11,0,0.06,0.19,0,0.38,0,0.03,0.1,1.68,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,26.73,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.87,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2129.2699999999995

76,18:45-19:00,0,7.25,5,0,0,0.11,0,0.21,0,0,0.05,1.08,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,145.48,81.75,144.27,0,46.88,0,29,26.12,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.87,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2117.3099999999995

77,19:00-19:15,0,5.47,1,0,0,0,0,0,0,0,0,0,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,29,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.91,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2112.9999999999995

78,19:15-19:30,0,3.71,0,0,0,0,0,0,0,0,0,0,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,29,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.91,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2110.24

79,19:30-19:45,0,1.94,0,0,0,0,0,0,0,0,0,0,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,29,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.91,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2108.47

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,29,0,0,0,6.73,48.09,0,0,96.18,0,25.08,48.09,5.77,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.91,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2106.5299999999997

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,29,0,0,0,6.73,48.09,0,0,96.18,54.1,25.08,48.09,25.97,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.91,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2180.8299999999995

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,43.71,20.75,134.89,0,0,224.82,81.75,12.71,0,192.36,81.75,144.27,0,0,0,29,29,0,0,0,6.73,48.09,0,0,96.18,54.1,25.08,48.09,25.97,48.09,0,0,0,0,0,143.07,0,0,0,28.61,14.57,19.24,144.27,44.24,0,13.47,134.65,0,0,0.91,0,37.16,0,76.58,43.71,96.18,0,7.69,29.14,0,2180.8299999999995

