Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7196,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/8090,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/3451,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/6020,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7908,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/4802
27,06:30-06:45,7,3,1,5,0.2,3,18.66,33,0.99,25.33,3,27.21,25.34,32.8,5.77,68.33,76,68.33,5,110.41,0,3.53,41.16,150.61,0.44,0,0,25.73,0,12.47,12.12,57.82,0.45,0.44,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

28,06:45-07:00,14,6,3,8,0.8,4,18.66,32.81,4.01,26.33,7,26.61,26.34,32.81,11.67,69,79,69,11.99,110.41,0,3.53,41.16,150.61,0.62,0,0,25.73,0,12.47,12.12,57.82,0.64,0.62,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

29,07:00-07:15,21,9,5,10,1.8,5,18.66,33,9,27,10,26.01,27,33,19.2,70,81,70,20,110.41,0,3.53,41.16,150.61,1.24,0,0,26.24,0,12.47,12.12,57.82,1.27,1.24,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

30,07:15-07:30,32,13,8,15,4.39,7,18.66,33,21.93,28.33,13,25.61,28.34,33,27.61,71.67,85,71.67,30,110.41,0,3.53,41.16,150.61,1.99,0,0,26.24,0,12.47,12.12,57.82,2.03,1.99,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

31,07:30-07:45,42,18,11,18,6.37,9,18.66,32.67,31.87,29.17,17,25.21,29.16,32.67,36.27,72.33,87.5,72.33,32.66,110.41,0,3.53,41.16,150.61,2.88,0,0,26.24,0,12.47,12.12,57.82,2.96,2.88,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

32,07:45-08:00,53,22,15,25,9.61,12,19,32.67,48.07,30.83,20,25.01,30.84,32.67,44.96,73,92.5,73,32.66,110.41,0,3.53,41.16,150.61,3.56,0,0,26.24,0,12.47,12.12,57.82,3.65,3.56,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

33,08:00-08:15,67,28,19,32,13.45,15,19.34,33,67.27,32.5,23,27.01,32.5,33,53.66,75,97.5,75,33,110.41,0,3.53,41.16,150.61,4.32,0,0,26.24,0,12.47,12.02,57.82,4.42,4.32,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

34,08:15-08:30,81,34,22,39,18.04,19,20.34,33,90.23,33.33,30,26.61,33.34,33,62.11,76.67,100,76.67,33,110.41,0,3.53,41.16,150.61,5.62,0,0,26.24,0,12.47,12.02,57.82,5.77,5.62,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

35,08:30-08:45,95,40,25,46,23.27,22,21.34,33,116.37,30.83,37,26.41,30.84,33,69.69,71.67,92.5,71.67,33,110.41,0,3.53,41.16,150.61,6.46,0,0,27.76,0,12.47,12.02,57.82,6.62,6.46,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

36,08:45-09:00,109,46,28,53,27.43,25,22.34,33,137.18,31,43,26.21,31,33,77.2,72,93,72,33,110.41,0,3.53,41.16,150.61,7.29,0,0,26.75,0,12.47,12.02,57.82,7.47,7.29,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

37,09:00-09:15,123,52,33,60,28.65,28,22.66,33,143.26,31.33,51,31.01,31.34,33,96.13,72.33,94,72.33,33,110.41,0,3.53,41.16,150.61,8.02,0,0,26.75,0,12.47,11.93,57.82,8.22,8.02,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

38,09:15-09:30,137,58,35,66,31.26,32,23,33,156.31,31.67,57,31.01,31.66,33,101.2,74,95,74,33,110.41,0,3.53,41.16,150.61,8.76,0,0,24.73,0,12.47,11.93,57.82,8.98,8.76,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

39,09:30-09:45,147,63,39,72,33.82,35,23.34,33,169.08,32,65,37.02,32,33,105.3,75.33,96,75.33,33,110.41,0,3.53,41.16,150.61,9.49,0,0,24.73,0,12.47,11.93,57.82,9.73,9.49,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

40,09:45-10:00,158,67,40,77,36.43,37,23.34,33,182.18,32.17,72,37.62,32.16,33,108.46,77,96.5,77,33,110.41,0,3.53,41.16,150.61,11.99,0,0,25.23,0,12.47,11.93,57.82,12.3,11.99,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

41,10:00-10:15,165,70,41,83,39.18,39,23.66,33,195.89,26.67,73,38.22,26.66,33,110.71,79.67,80,79.67,33,110.41,0,3.53,41.16,150.61,12.68,0,0,25.23,0,12.47,11.93,57.82,13.01,12.68,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

42,10:15-10:30,172,73,43,87,41.82,41,24.34,33,209.1,27.5,76,38.62,27.5,33,112.36,81.67,82.5,81.67,33,110.41,0,3.53,41.16,150.61,13.63,0,0,24.22,0,12.47,11.93,57.82,13.96,13.63,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

43,10:30-10:45,175,75,44,85,44.45,40,26.66,33,222.27,31.67,81,39.22,31.66,33,113.62,82,95,82,33,110.41,0,3.79,41.16,150.61,14.24,0,0,23.72,0,12.47,12.48,57.82,14.59,14.24,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

44,10:45-11:00,182,78,46,87,45.83,41,27.66,33,229.17,32.17,84,39.82,32.16,33,114.74,82.33,96.5,82.33,33,110.41,0,3.79,41.16,150.61,14.72,0,0,23.72,0,12.47,12.48,57.82,15.09,14.72,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

45,11:00-11:15,182,78,46,90,45.83,43,31.66,33,229.17,32.33,86,40.22,32.34,33,117.6,82.33,97,82.33,33,110.41,0,4.08,41.16,150.61,14.99,0,0,23.72,0,12.47,12.48,57.82,15.37,14.99,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

46,11:15-11:30,186,79,46,91,45.83,43,31.66,33,229.17,33.5,86,40.62,33.5,33,121.99,82.33,100.5,82.33,33,110.41,0,4.08,41.16,150.61,15.21,0,0,23.72,0,12.47,12.48,57.82,15.59,15.21,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

47,11:30-11:45,182,78,47,90,45.83,43,35,33,229.17,33.5,88,41.02,33.5,33,125.88,86.67,100.5,86.67,33,110.41,0,4.08,41.16,150.61,15.52,0,0,23.72,0,12.47,12.48,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

48,11:45-12:00,182,78,47,91,45.83,43,35,33,229.17,33.5,88,41.62,33.5,33,129.31,86.67,100.5,86.67,33,110.41,0,4.08,41.16,150.61,15.52,0,0,23.72,0,12.47,12.48,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

49,12:00-12:15,182,78,47,91,45.83,43,38.34,33,229.17,33.5,91,42.02,33.5,33,125.11,86.67,100.5,86.67,33,110.41,0,4.08,41.16,150.61,15.52,0,0,20.69,0,12.47,12.39,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

50,12:15-12:30,182,78,47,91,45.83,43,38.34,33,229.17,33.5,91,42.02,33.5,33,123.19,86.67,100.5,86.67,33,110.41,0,4.08,41.16,150.61,15.52,0,0,20.69,0,12.47,12.39,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

51,12:30-12:45,182,78,47,91,45.83,43,38.34,33,229.17,35.83,91,38.02,35.84,33,122.62,86,107.5,86,33,110.41,0,4.08,41.16,150.61,15.52,0,0,20.69,0,12.47,12.39,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

52,12:45-13:00,182,78,47,91,45.83,43,38.34,33,229.17,35.83,91,38.42,35.84,33,123.15,86.33,107.5,86.33,33,110.41,0,4.08,41.16,150.61,15.52,0,0,20.69,0,12.47,12.39,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

53,13:00-13:15,189,81,47,91,45.83,43,38.34,33,229.17,35.83,92,38.62,35.84,33,122.52,85.67,107.5,85.67,33,110.41,0,4.08,41.16,150.61,15.52,0,0,20.69,0,12.47,12.39,57.82,15.9,15.52,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

54,13:15-13:30,193,82,47,91,45.83,43,38.34,33,229.17,35.83,92,39.02,35.84,33,120.66,86.33,107.5,86.33,33,110.41,0,4.08,41.16,150.61,15.51,0,0,20.69,0,12.47,12.39,57.82,15.9,15.51,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

55,13:30-13:45,189,81,46,91,43.98,43,38.34,33,219.9,35.83,92,39.42,35.84,33,118.22,86,107.5,86,33,110.41,0,4.08,41.16,150.61,15.4,0,0,20.69,0,12.47,12.39,57.82,15.8,15.4,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

56,13:45-14:00,189,81,46,91,43.63,43,38.34,33,218.18,35.83,92,40.02,35.84,33,115.97,85.67,107.5,85.67,33,110.41,0,4.08,41.16,150.61,15.26,0,0,20.69,0,12.47,12.39,57.82,15.64,15.26,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

57,14:00-14:15,189,81,46,90,43.07,43,38.34,33,215.33,35.83,90,40.02,35.84,33,110.73,85,107.5,85,33,110.41,0,3.79,41.16,150.61,14.88,0,0,20.69,0,12.47,12.57,57.82,15.25,14.88,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

58,14:15-14:30,186,79,45,87,42.23,41,38.34,33,211.15,35,89,40.02,35,33,103.04,84.67,105,84.67,33,110.41,0,3.79,41.16,193.7,14.4,0,0,20.69,0,12.47,12.57,57.82,14.76,14.4,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

59,14:30-14:45,182,78,43,83,41.18,40,38.34,33,205.9,35,88,40.02,35,33,93.16,84.33,105,84.33,33,110.41,0,3.79,41.16,193.7,13.77,0,0,20.69,0,12.47,12.57,57.82,14.11,13.77,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

60,14:45-15:00,175,75,42,78,39.93,38,38.34,33,199.64,35,84,40.02,35,33,81.14,84,105,84,33,110.41,0,3.79,41.16,232.44,13.15,0,0,20.69,0,12.47,12.57,57.82,13.48,13.15,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

61,15:00-15:15,165,70,41,73,38.45,35,38.34,33,192.28,34.5,78,42.02,34.5,33,74.26,84,103.5,84,33,110.41,0,3.79,41.16,232.44,12.29,0,0,20.69,0,12.47,12.76,57.82,12.6,12.29,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

62,15:15-15:30,154,66,38,68,36.67,33,38.34,33,183.37,34,73,42.02,34,33,66.73,84.33,102,84.33,33,110.41,0,3.79,41.16,232.44,11.42,0,0,20.69,0,12.47,12.76,57.82,11.7,11.42,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

63,15:30-15:45,144,61,36,62,34.61,30,38.34,33,173.08,33.33,69,42.02,33.34,33,59.75,84,100,84,33,110.41,0,3.79,41.16,232.44,10.53,0,0,22.2,0,12.47,12.76,57.82,10.79,10.53,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

64,15:45-16:00,133,57,33,56,32.21,27,36.66,33,161.06,32.67,63,42.02,32.66,33,53.5,82.67,98,82.67,33,110.41,0,3.79,41.16,232.44,9.66,0,0,22.2,0,12.47,12.76,57.82,9.9,9.66,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

65,16:00-16:15,119,51,30,53,34.05,25,35,33,170.26,32.33,59,36.01,32.34,33,47.79,81.33,97,81.33,33,110.41,0,3.79,41.16,232.44,8.69,0,0,22.2,0,12.47,12.95,57.82,8.91,8.69,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

66,16:15-16:30,104,44,28,46,30.58,22,33.66,33,152.9,32.33,54,36.62,32.34,33,42.51,80,97,80,33,110.41,0,3.79,41.16,232.44,7.67,0,0,22.2,0,12.47,12.95,57.82,7.86,7.67,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

67,16:30-16:45,91,39,26,38,26.96,18,33.34,33,134.82,31.83,47,37.42,31.84,33,36.26,79.33,95.5,79.33,22,110.41,0,3.79,41.16,232.44,6.69,0,0,22.2,0,12.47,12.95,57.82,6.85,6.69,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

68,16:45-17:00,77,33,20,30,23.27,15,33.34,33,116.33,30.83,39,38.02,30.84,33,29.01,78,92.5,78,12,139.46,0,3.79,41.16,232.44,5.64,0,0,22.2,0,12.47,12.95,57.82,5.79,5.64,24.8,0,70.59,82.32,53.27,18.4,0,1.94,20.58,0,0

69,17:00-17:15,60,25,17,24,19.58,11,33.34,33,97.9,30,32,42.01,30,33,21.48,75.67,90,75.67,7,171.08,0,3.53,41.16,232.44,4.68,0,0,22.2,0,12.47,13.04,57.82,4.8,4.68,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

70,17:15-17:30,42,18,14,17,15.96,8,32.66,33,79.78,28.67,25,42.01,28.66,33,14.47,73,86,73,1,171.08,0,3.53,41.16,232.44,3.76,0,0,22.2,0,12.47,13.04,57.82,3.86,3.76,24.8,41.16,70.59,82.32,53.27,18.4,0,1.94,20.58,0,82.32

71,17:30-17:45,28,12,11,12,12.56,5,31.66,33,62.79,27.17,18,42.01,27.16,33,8.97,70,81.5,70,0,171.08,0,3.53,41.16,232.44,2.83,0,0,22.2,0,12.47,13.04,57.82,2.89,2.83,24.8,41.16,70.59,82.32,51.59,18.4,0,1.94,20.58,0,82.32

72,17:45-18:00,14,6,8,9,9.48,5,29.66,24.6,47.43,25.67,15,42.01,25.66,23.84,5.44,67,77,67,0,171.08,0,3.53,41.16,232.44,1.93,0,0,22.2,0,12.47,13.04,57.82,1.98,1.93,24.8,41.16,70.59,82.32,77.48,18.4,0,1.94,20.58,0,82.32

73,18:00-18:15,6,2,7,7,6.81,3,28,0,34.04,24.17,12,42.02,24.16,0,3.07,66,72.5,66,0,227.19,0,3.53,41.16,273.84,1.46,0,0,23.21,0,12.47,13.04,76.79,1.5,1.46,24.8,41.16,70.59,82.32,84.26,18.4,0,1.94,20.58,0,82.32

74,18:15-18:30,2,1,5,3,4.59,2,26,0,22.93,22.5,8,42.02,22.5,0,0.87,63.67,67.5,63.67,0,227.19,0,3.53,41.16,273.84,1.02,0,0,23.21,0,12.47,13.04,76.79,1.04,1.02,24.8,41.16,70.59,82.32,100.9,18.4,0,1.94,20.58,0,82.32

75,18:30-18:45,1,0,3,1,2.84,1,24.66,0,14.23,21,6,42.02,21,0,0,61,63,61,0,171.08,0,0,41.16,273.84,0.53,0,0,23.21,0,12.47,13.04,87.36,0.53,0.53,24.8,41.16,70.59,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

76,18:45-19:00,0,0,2,0,1.59,0,23,0,7.94,19.67,4,42.02,19.66,0,0,58.33,59,58.33,0,262.95,0,0,41.16,273.84,0.12,0,0,24.22,0,12.47,13.04,87.36,0.13,0.12,24.8,41.16,85.39,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

77,19:00-19:15,0,0,1,0,0.76,0,22,0,3.83,18.33,2,42.02,18.34,0,0,56,55,56,0,262.95,0,0,41.16,273.84,0.04,0,0,25.23,0,12.47,13.04,87.36,0.04,0.04,24.8,41.16,115.76,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

78,19:15-19:30,0,0,0,0,0,0,21,0,0,17.33,0,42.02,17.34,0,0,54.33,52,54.33,0,262.95,0,0,41.16,273.84,0.01,0,0,25.23,0,12.47,13.04,87.36,0.01,0.01,24.8,41.16,115.76,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

79,19:30-19:45,0,0,0,0,0,0,18.34,0,0,16.67,0,42.02,16.66,0,0,53.33,50,53.33,0,262.95,0,0,41.16,273.84,0,0,0,25.23,0,12.47,13.04,87.36,0,0,24.8,41.16,115.76,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

80,19:45-20:00,0,0,0,0,0,0,17.66,0,0,16,0,42.02,16,0,0,52.67,48,52.67,0,262.95,0,0,41.16,273.84,0,0,0,25.23,0,12.47,13.04,87.36,0,0,24.8,41.16,115.76,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

