Block,Time,AURY_GF,AURY_RF,UNCHAHAR2,TEHRI,BSIUL,ANTA_RF,AURY_CRF,CHAMERA2,PARBATI3,NAPP,JHAJJAR,DADRT2,SINGRAULI,UNCHAHAR1,RAPPB,UNCHAHAR3,RIHAND2,KOLDAM,ANTA_LF,AURY_LF,KOTESHWR,RIHAND3,NJPC,DADRI_LF,DHAULIGNGA,SALAL,ANTA_CRF,SINGRAULI_HYDRO,SEWA2,CHAMERA3,RAPPC,URI2,KISHANGANGA,CHAMERA1,TANDA2,DADRI_RF,URI,UNCHAHAR4,RIHAND1,ANTA_GF,TANAKPUR,RAMPUR,DADRI_GF,DADRI_CRF,FSTPP I & II,KHSTPP-II,KHSTPP-I,SASAN,BRBCL,DULHASTI,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,43.318010,40.812129,12.603402,3.331426,0.000000,46.870234,22.117229,46.320047,308.303537,664.622948,144.313575,21.789228,0.000000,26.670514,119.811373,9.891175,0.000000,0.000000,26.737886,125.764880,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.924798,0.479614,32.007168,2.835224,93.408068,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,138.214062,31.089185,333.770400,19.327956,57.187109,0.000000,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,43.318010,40.812129,12.603402,0.000072,0.000000,46.870234,22.117229,46.320047,308.303537,664.622948,144.313575,21.789228,0.000000,26.670514,119.811373,9.891175,0.000000,0.000000,26.737886,125.764880,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.924798,0.000000,32.007168,2.835224,93.408068,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,142.835466,31.089185,333.770400,19.327956,57.187109,0.000000,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,43.318010,40.812129,12.603402,0.000000,0.000000,46.870234,22.117229,46.320047,308.303537,664.622948,144.313575,21.789228,0.000000,26.670514,119.811373,9.891175,0.000000,0.000000,26.737886,125.764880,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.924798,0.000000,32.007168,2.835224,93.408068,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,142.835466,31.089185,333.770400,19.327956,57.187109,0.000000,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,43.318010,40.812129,12.603402,0.000000,0.000000,46.870234,22.117229,46.320047,308.303537,664.622948,144.313575,21.789228,0.000000,26.670514,119.811373,9.891175,0.000000,0.000000,26.737886,125.764880,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.924798,0.000000,32.007168,2.835224,93.408068,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,142.835466,31.089185,333.770400,15.076039,57.187109,0.000000,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,43.318010,40.812129,12.603402,0.000000,0.000000,46.870234,22.117229,46.320047,308.300928,664.622948,144.659401,21.789228,0.000000,26.670514,119.811373,9.891175,0.000000,0.000000,26.737886,125.764880,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.924798,0.000000,32.007168,2.835224,93.408068,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,142.835466,31.089185,333.770400,13.763514,57.187109,0.000000,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,43.318010,40.812129,12.603402,0.000000,0.000000,46.870234,22.117229,46.320047,308.494111,664.622948,144.313575,21.789228,0.000000,26.670514,119.811373,9.891175,0.000000,0.000000,26.737886,125.764880,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.924798,0.000000,32.007168,2.835224,93.408068,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,142.835466,31.089185,333.770400,13.570594,57.187109,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,43.185613,40.812129,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,310.813568,664.439816,143.972726,21.789228,0.000000,26.651186,119.629980,9.891175,0.000000,0.000000,26.737886,125.574016,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.887371,0.000000,32.007168,2.786904,93.330756,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,15.281363,57.187109,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,37.602721,40.812129,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,213.316178,661.375844,143.972726,18.874372,0.000000,23.176205,119.629980,9.891175,0.000000,0.000000,26.737886,125.574016,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.887371,0.000000,32.007168,2.786904,93.330756,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,13.629488,57.187109,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,43.185613,40.812129,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,665.305807,143.972726,21.760236,0.000000,26.651186,119.629980,9.891175,0.000000,0.000000,26.737886,125.574016,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.887371,0.000000,32.007168,2.786904,93.330756,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,15.248992,57.187109,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,43.185613,40.812129,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,665.305807,143.972726,21.789228,0.000000,26.651186,119.629980,9.891175,0.000000,0.000000,26.737886,125.574016,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.887371,0.000000,32.007168,2.786904,93.330756,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,13.172751,57.187109,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,43.185613,40.812129,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,665.305807,143.972726,21.789228,0.000000,26.651186,119.629980,9.891175,0.000000,0.000000,26.737886,125.574016,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.887371,0.000000,32.007168,2.786904,93.330756,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,10.840359,57.187109,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,42.129338,40.812129,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,140.117321,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,26.737886,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,4.849944,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,13.573921,57.187109,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,42.129338,31.417640,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,13.520472,57.187109,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,42.129338,31.417640,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,15.393102,57.187109,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,42.129338,20.945093,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,17.114664,57.187109,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,42.129338,10.472547,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,19.327956,57.187109,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,42.129338,0.000000,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,19.327956,57.187109,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,42.129338,0.000000,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,19.312727,57.187109,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,42.129338,0.000000,12.603402,0.000000,0.000000,46.870234,18.431024,46.320047,304.705050,662.783503,139.730761,21.460652,0.000000,26.081010,117.403100,9.891175,0.000000,0.000000,18.939336,123.100725,173.915716,0.000000,42.073323,51.656013,0.000000,1.172068,12.259727,33.660923,66.517578,36.617398,5.373603,40.731905,5.178057,0.000000,32.007168,1.596010,91.282223,0.000000,6.065996,6.518867,0.000000,0.000000,16.119552,136.856736,31.089185,333.770400,18.109420,57.187109,0.000000,0,0,0,0,0

