Block,Time,CHAMERA3,KGSU3AND4,KKNPPU2,NNTPP,PARBATI3,RAPPC,ANTA_LF,DADRI_CRF,KOLDAM,NJPC,NLCIIST1,RAMPUR,URI,DULHASTI,KHSTPP-I,KKNP,KUDGI,NLCIIST2,RIHAND2,SALAL,SASAN,UNCHAHAR2,DADRI_GF,DHAULIGNGA,KGSU1AND2,KISHANGANGA,NLCTS2EXP,RIHAND3,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR3,URI2,VALLURNTECL,NAPP,RAPPB,SIMHST1,AURY_CRF,AURY_GF,BRBCL,BSIUL,KOTESHWR,MAPS,NTPL,SIMHST2,SINGRAULI,TALA,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,ANTA_RF,CHAMERA1,DADRT2,KHSTPP-II,NLCEXP,RSTPSU7,TALST2,AURY_LF,DADRI_RF,CHAMERA2,FSTPP I & II,JHAJJAR,RIHAND1,RSTPSU1TO6,SEWA2,TANAKPUR,UNCHAHAR1,ANTA_GF,AURY_RF,DADRI_LF
64,15:45-16:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,6.63,14.12,33.69,0,0,0,118.76,8.13,379.12,21.19,0,0,0,0,0,124.32,0,0,15.56,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.56,20.56,0,0,22.47

65,16:00-16:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,6.63,14.12,33.69,0,0,0,118.76,8.13,387,21.19,0,0,0,0,0,124.32,0,0,15.56,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.56,20.56,0,0,22.47

66,16:15-16:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,6.63,14.12,33.69,0,0,0,118.76,8.13,394.88,21.19,0,0,0,0,0,124.32,0,0,31.13,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.56,20.56,0,0,22.47

67,16:30-16:45,0,0,0,0,0,53.3,0,66.85,0,18.94,0,0,4.41,14.12,33.69,0,0,0,118.76,13.95,402.75,21.19,0,0,0,0,0,124.32,0,0,46.55,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,133.5,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.56,20.56,0,0,22.47

68,16:45-17:00,0,0,0,0,0,53.3,0,66.85,0,47.35,0,0,4.41,14.12,33.69,0,0,0,118.76,55.77,410.62,21.19,0,0,0,0,0,124.32,0,0,46.55,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,133.5,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.56,20.56,0,0,22.47

69,17:00-17:15,0,0,0,0,0,53.3,0,66.85,0,67.52,0,0,2.21,14.12,33.69,0,0,0,118.76,55.77,414,21.19,0,9.13,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,133.5,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

70,17:15-17:30,9.68,0,0,0,0,53.3,0,66.85,0,104.17,0,0,2.21,14.12,33.69,0,0,0,118.76,55.77,414,21.19,0,18.27,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,1.1,8.87,0,0,0,133.5,0,0,0,28.04,0,12.01,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

71,17:30-17:45,19.36,0,0,0,0,53.3,0,66.85,0,123.11,0,0,6.63,32.96,33.69,0,0,0,118.76,55.77,414,21.19,0,27.4,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,2.2,8.87,0,0,0,133.5,0,0,0,28.04,0,26.86,683.14,98.87,0,0,0,0,0,4,20.8,436.2,78,0,5.27,10.25,20.56,0,0,22.47

72,17:45-18:00,29.06,0,0,0,0,53.3,0,66.85,0,140.34,0,0,6.63,49.43,33.69,0,0,0,118.76,13.95,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.04,0,41.43,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,10.25,20.56,0,0,22.47

73,18:00-18:15,29.06,0,0,0,0,53.3,0,66.85,0,140.34,0,0,6.63,49.43,33.69,0,0,0,118.76,1.4,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.35,0,42.15,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,10.25,20.56,0,0,22.47

74,18:15-18:30,29.06,0,0,0,0,53.3,0,66.85,0,140.34,0,0,8.83,49.43,33.69,0,0,0,118.76,1.4,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.35,0,42.15,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,2.69,20.56,0,0,22.47

75,18:30-18:45,29.06,0,0,0,0,53.3,0,66.85,0,140.34,0,0,36.43,49.43,33.69,0,0,0,118.76,1.4,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.35,0,42.15,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,2.69,20.56,0,0,22.47

76,18:45-19:00,29.06,0,0,0,2.55,53.3,0,66.85,0,140.34,0,0,36.43,49.43,33.69,0,0,0,118.76,1.4,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.35,0,42.15,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,2.69,20.56,0,0,22.47

77,19:00-19:15,29.06,0,0,0,6.36,53.3,0,66.85,0,140.34,0,0,2.76,49.43,33.69,0,0,0,118.76,1.4,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.46,0,42.15,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,2.69,20.56,0,0,22.47

78,19:15-19:30,29.06,0,0,0,33.1,53.3,0,66.85,0,140.34,0,0,1.66,49.43,33.69,0,0,0,118.76,1.4,414,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,9.86,0,0,0,133.5,0,0,0,28.46,0,26.86,683.14,98.87,0,0,0,0,0,26.34,20.8,436.2,78,0,10.54,2.69,20.56,0,0,22.47

79,19:30-19:45,9.68,0,0,0,33.1,53.3,0,66.85,0,116.95,0,0,1.66,32.96,33.69,0,0,0,118.76,1.4,414,21.19,0,27.4,0,0,0,124.32,0,0,46.43,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,28.46,0,12.01,683.14,98.87,0,0,0,0,0,4,20.8,436.2,78,0,5.27,2.69,20.56,0,0,22.47

80,19:45-20:00,0,0,0,0,33.1,53.3,0,66.85,0,93.56,0,0,1.66,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,18.27,0,0,0,124.32,0,0,46.43,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.69,20.56,0,0,22.47

81,20:00-20:15,0,0,0,0,33.1,53.3,0,66.85,0,69.89,0,0,1.66,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,9.13,0,0,0,124.32,0,0,30.87,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,10.25,20.56,0,0,22.47

82,20:15-20:30,0,0,0,0,33.1,53.3,0,66.85,0,46.78,0,0,1.66,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,9.13,0,0,0,124.32,0,0,30.87,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

83,20:30-20:45,0,0,0,0,33.1,53.3,0,66.85,0,21.78,0,0,1.66,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,15.44,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

84,20:45-21:00,0,0,0,0,5.09,53.3,0,66.85,0,0,0,0,3.31,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,15.44,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

85,21:00-21:15,0,0,0,0,2.55,53.3,0,66.85,0,0,0,0,36.43,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

86,21:15-21:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,36.43,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

87,21:30-21:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,3.09,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

88,21:45-22:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

89,22:00-22:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

90,22:15-22:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

91,22:30-22:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,0,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

92,22:45-23:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,0,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

93,23:00-23:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,7.95,0,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

94,23:15-23:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,7.95,0,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

95,23:30-23:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,7.95,0,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

96,23:45-24:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,7.95,0,33.69,0,0,0,118.76,1.4,414,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

