Block,Time Block,KOTESHWR,KOLDAM,KUDGI,TEHRI,TelanganaSTPP,TEHRIPSP,NLCTS2EXP,TALA,TALST2,TANDA2,TANAKPUR,KKNP,KKNPPU2,KHSTPP-I,KHSTPP-II,KISHANGANGA,SINGRAULI,SINGRAULI_HYDRO,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,NAPP,NLCEXP,NJPC,NLCIIST1,NLCIIST2,KGSU3AND4,KGSU1AND2,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,MAPS,RAPPC,RIHAND2,SIMHST2,SASAN,RIHAND1,RAPPB,RAMPUR,SIMHST1,RSTPSU1TO6,RAPPD,RSTPSU7,SALAL,SEWA2,PARBATI3,RIHAND3,UNCHAHAR3,ANTA_CRF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,AURY_GF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,URI2,PARBATI2,NNTPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20,45.29,40.81,17.53,53.23,229.18,40.51,18.8,32.62,258.24,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,50.25,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

54,13:15-13:30,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.41,45.29,40.81,17.53,53.23,243.6,40.51,18.8,32.62,258.24,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,50.25,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

55,13:30-13:45,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,22.02,45.29,40.81,17.53,53.23,244.56,40.51,18.8,32.62,313.98,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,50.25,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

56,13:45-14:00,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19,45.29,40.81,17.53,53.23,255.13,40.51,18.8,32.62,366.84,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,50.25,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

57,14:00-14:15,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.26,45.29,40.81,17.53,53.23,295.5,40.51,18.8,32.62,313.98,0,62.73,120.4,0,329.77,94.5,0,5.48,0,0,23.03,0,61.43,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

58,14:15-14:30,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.46,45.29,40.81,17.53,53.23,338.75,40.51,18.8,32.62,352.43,0,62.73,120.4,0,329.77,94.5,0,5.48,0,0,23.03,0,61.43,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

59,14:30-14:45,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.4,45.29,40.81,18.03,53.23,381.04,40.51,18.8,32.62,352.43,0,62.73,120.4,0,329.77,94.5,0,5.48,0,0,23.03,0,61.43,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

60,14:45-15:00,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.14,45.29,40.81,18.03,53.23,454.08,40.51,18.8,32.62,328.7,0,62.73,120.4,0,329.77,94.5,0,5.48,0,0,23.03,0,61.43,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

61,15:00-15:15,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.74,45.29,40.81,18.03,53.23,500.74,40.51,18.8,32.62,316.2,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,61.43,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

62,15:15-15:30,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,24.02,45.29,40.81,18.03,53.23,500.74,40.51,18.8,32.62,344.07,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,61.43,11.74,21.43,125.75,23.05,0,0,37.71,34.48,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

63,15:30-15:45,9.75,8.28,0,0,0,0,0,30.43,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,22.69,45.29,40.81,18.03,53.23,500.74,40.51,18.8,32.62,352.43,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,61.43,11.74,30.01,125.75,26.61,0,0,41.9,34.48,0,0,20.5,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

64,15:45-16:00,9.75,8.28,0,0,0,0,0,30.43,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.44,45.29,40.81,18.03,53.23,500.74,40.51,18.8,32.62,352.43,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,61.43,11.74,30.01,125.75,26.61,0,0,43.25,34.48,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

65,16:00-16:15,19.5,8.28,0,0,0,0,0,30.43,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.49,45.29,40.81,18.03,53.23,383.89,40.51,18.8,32.62,404.66,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,26.61,0,0,43.25,34.48,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

66,16:15-16:30,19.5,8.28,0,0,0,0,0,30.29,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.32,45.29,40.81,18.03,53.23,383.89,40.51,18.8,32.62,424.51,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,26.61,0,0,43.25,34.48,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

67,16:30-16:45,19.5,8.28,0,0,0,0,0,30.69,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19.2,45.29,40.81,18.03,53.23,383.89,40.51,18.8,32.62,424.51,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,21.43,125.75,26.61,0,0,43.25,34.48,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

68,16:45-17:00,19.5,8.28,0,0,0,0,0,30.69,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,17.14,45.29,40.81,18.03,53.23,383.89,40.51,18.8,32.62,424.51,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

69,17:00-17:15,19.5,8.28,0,0,0,0,0,28.43,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,22.31,45.29,40.81,18.03,53.23,383.89,40.51,18.8,32.62,424.51,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

70,17:15-17:30,19.5,8.28,0,0,0,0,0,28.43,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,22.59,45.29,40.81,18.03,53.23,383.89,40.51,18.8,32.62,423.55,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

71,17:30-17:45,19.5,8.28,0,0,0,0,0,27.63,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.73,45.29,40.81,18.03,53.23,393.5,40.51,18.8,32.62,423.55,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

72,17:45-18:00,19.5,8.28,0,15.93,0,0,0,27.27,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,23.88,45.29,40.81,18.03,53.23,451.17,40.51,18.8,32.62,423.55,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

73,18:00-18:15,29.25,8.28,0,31.87,0,0,0,20.29,0,5.33,9.48,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,24.02,45.29,40.81,18.03,53.23,524.02,40.51,18.8,32.62,456.34,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,26.61,0,0,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

74,18:15-18:30,29.25,8.28,0,47.8,0,0,0,20.17,0,5.33,9.48,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19.84,45.29,40.81,18.03,53.23,524.02,40.51,18.8,32.62,456.34,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,67.01,11.74,35.72,125.75,26.61,0,0,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

75,18:30-18:45,29.25,8.28,0,63.73,0,79.94,0,26.54,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,19.4,19.21,0,23.41,0,168.95,0,0,0,0,20.39,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,542.84,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,63.1,11.74,35.72,125.75,26.61,0,11.18,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

76,18:45-19:00,29.25,8.28,0,63.73,0,79.94,0,26.02,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,19.4,19.21,0,23.41,0,168.95,0,0,0,0,17.91,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,629.34,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,63.1,11.74,35.72,125.75,26.61,0,11.18,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

77,19:00-19:15,29.25,8.28,0,63.73,0,79.94,0,25.8,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,19.4,19.21,0,23.41,0,168.95,0,0,0,0,17.3,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,63.1,11.74,14.29,125.75,26.61,0,11.18,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

78,19:15-19:30,42.9,8.28,0,63.73,0,79.94,0,26.08,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,20.67,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.18,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

79,19:30-19:45,42.9,8.28,0,63.73,0,159.9,0,24.09,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,23.07,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.27,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

80,19:45-20:00,42.9,8.28,0,63.73,0,159.9,0,24.09,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,23.58,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.27,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

81,20:00-20:15,42.9,8.28,0,63.73,0,159.9,0,24.61,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,24.02,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.43,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

82,20:15-20:30,42.9,8.28,0,63.73,0,159.9,0,24.61,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,23.16,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.43,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,0,0,0,0,0,0,0,0

83,20:30-20:45,42.9,8.28,0,63.73,0,159.9,0,24.7,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,21.9,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.43,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,6.77,0,0,0,0,0,0,0

84,20:45-21:00,42.9,8.28,0,63.73,0,159.9,0,24.89,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,24.02,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.43,43.25,46.68,0,0,19.38,3.09,0,0,0,26.97,6.77,0,0,0,0,0,0,0

85,21:00-21:15,42.9,8.28,0,63.73,0,159.9,0,24.89,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,22.94,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.58,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,6.77,0,0,0,0,0,0,0

86,21:15-21:30,38.99,8.28,0,63.73,0,159.9,0,25.04,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,19.4,19.21,0,23.41,0,168.95,0,0,0,0,23.89,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,63.1,11.74,10.01,125.75,26.61,0,11.58,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,6.77,0,0,0,0,0,0,0

87,21:30-21:45,38.99,8.28,0,63.73,0,159.9,0,25.18,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,19.4,19.21,0,23.41,0,168.95,0,0,0,0,20.65,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,325.45,94.5,0,5.48,0,0,23.03,0,63.1,11.74,21.43,125.75,26.61,0,11.58,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,6.77,0,0,0,0,0,0,0

88,21:45-22:00,42.9,8.28,0,63.73,0,159.9,0,25.18,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,19.4,19.21,0,23.41,0,170.54,0,0,0,0,19.99,47.66,43.07,18.03,55.43,528.01,40.63,19.66,34.3,641.29,0,62.73,120.4,0,325.45,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,11.58,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

89,22:00-22:15,42.9,8.28,0,63.73,0,159.9,0,25.18,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,0,1.96,0,23.41,0,170.54,0,0,0,0,21.29,47.66,43.07,18.03,55.43,456.94,40.63,19.66,34.3,641.29,0,62.73,120.4,0,318.97,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,1.12,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

90,22:15-22:30,42.9,8.28,0,63.73,0,159.9,0,25.18,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,0,0,0,23.41,0,170.54,0,0,0,0,24.02,47.66,43.07,18.03,55.43,408.88,40.63,19.66,34.3,641.29,0,62.73,120.4,0,318.97,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

91,22:30-22:45,42.9,8.28,0,63.73,0,159.9,0,25.43,0,5.33,9.48,0,0,43.76,95.02,6.9,72.02,0,0,0,0,0,0,0,23.41,0,170.54,0,0,0,0,20.38,47.66,43.07,18.03,55.43,459.51,40.63,19.66,34.3,641.29,0,62.73,120.4,0,318.97,94.5,0,5.61,0,0,23.03,0,63.1,12.48,55.72,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

92,22:45-23:00,38.99,8.28,0,63.73,0,159.9,0,25.43,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.66,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,318.97,94.5,0,5.48,0,0,23.03,0,63.1,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

93,23:00-23:15,38.99,8.28,0,63.73,0,79.94,0,25.43,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.28,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,318.97,94.5,0,5.48,0,0,23.03,0,63.1,11.74,52.87,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

94,23:15-23:30,38.99,8.28,0,63.73,0,79.94,0,25.52,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.57,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,318.97,94.5,0,5.48,0,0,23.03,0,63.1,11.74,52.87,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

95,23:30-23:45,38.99,8.28,0,63.73,0,79.94,0,25.52,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,17.88,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,318.97,94.5,0,5.48,0,0,23.03,0,63.1,11.74,40,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

96,23:45-24:00,38.99,8.28,0,63.73,0,79.94,0,25.63,0,5.33,9.48,0,0,43.76,95.02,6.69,72.02,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,15.97,45.29,40.81,18.03,53.23,528.01,40.51,18.8,32.62,641.29,0,62.73,120.4,0,318.97,94.5,0,5.48,0,0,23.03,0,63.1,11.74,40,125.75,26.61,0,0,43.25,46.68,0,0,18.24,2.79,0,0,0,26.97,10.81,0,0,0,0,0,0,0

