Block,Time Block,CHAMERA3,BSIUL,FSTPP I & II,DHAULIGNGA,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,PARBATI3,NTPL,RAMPUR,SINGRAULI_HYDRO,KKNPPU2,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,KHSTPP-II,KKNP,KGSU1AND2,KGSU3AND4,KHSTPP-I,VALLURNTECL,URI2,URI,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,TALST2,NLCIIST2,NNTPP,NLCTS2EXP,NAPP,NLCEXP,MAPS,NLCIIST1,NJPC,UNCHAHAR1,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_GF,ANTA_RF,ANTA_CRF,ANTA_LF,AURY_CRF,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,10.34,6.31,20.13,29.25,13,14.52,52.77,592.88,13.6,497.21,3.81,0,2.12,0,0,1.39,1.06,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.3,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

58,14:15-14:30,10.34,6.31,20.13,29.25,13,14.52,52.77,630.81,13.6,497.21,0,0,2.12,0,0,1.39,2.07,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.3,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

59,14:30-14:45,10.34,6.31,19.63,29.25,13,14.52,52.77,663.91,13.6,497.21,0,0,2.12,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.22,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

60,14:45-15:00,10.34,6.31,19.63,29.25,13,14.52,52.77,663.91,13.6,497.21,0,0,2.12,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.22,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

61,15:00-15:15,10.34,6.31,19.63,29.25,13,14.52,52.77,663.91,0,487.42,0,0,2.12,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,23.51,1.57,0,18.99,11.4,0,3.21,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

62,15:15-15:30,10.34,6.31,19.63,29.25,13,14.52,52.77,663.91,0,487.42,0,0,2.12,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,23.51,1.57,0,18.99,11.4,0,3.21,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

63,15:30-15:45,10.34,1.06,19.63,29.25,13,14.52,52.77,663.91,0,487.42,0,0,2.12,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,23.51,1.57,0,18.99,11.4,0,3.21,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

64,15:45-16:00,10.34,1.06,19.63,29.25,13,14.52,52.77,663.91,0,487.42,0,0,2.12,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,23.51,1.57,0,18.99,11.4,0,3.21,0,2.71,0,0,0,0,43.54,0,0,0,98.93,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

65,16:00-16:15,10.34,1.06,19.63,29.25,13,14.52,52.77,663.91,0,497.1,0,0,2.66,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,23.51,1.57,0,18.99,11.4,0,3.62,17.15,2.71,0,0,0,0,43.54,0,0,0,123.65,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

66,16:15-16:30,10.34,1.06,19.63,29.25,13,14.52,52.77,663.91,0,417.86,0,0,3.18,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,23.51,1.57,0,18.99,11.4,0,3.5,17.15,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

67,16:30-16:45,10.34,1.06,19.63,38.9,13,14.52,52.77,663.91,0,417.86,3.81,0,3.18,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,19.23,1.57,0,18.99,11.4,0,3.42,17.15,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

68,16:45-17:00,10.34,1.06,19.63,38.9,13,14.52,52.77,663.91,0,417.86,3.81,0,3.18,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,19.23,1.57,0,18.99,11.4,0,3.28,17.15,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

69,17:00-17:15,10.34,6.31,19.63,38.9,13,14.52,52.77,582.15,0,417.86,3.81,0,3.18,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,19.23,1.57,0,18.99,11.4,0,2.83,34.3,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,401.44,45.8,0,0,0,0,0,0

70,17:15-17:30,10.34,6.31,19.63,38.9,13,14.52,52.77,582.15,0,417.86,3.81,0,3.18,0,0,1.39,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,19.23,1.57,0,18.99,11.4,0,2.59,34.3,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

71,17:30-17:45,10.34,6.31,19.63,38.9,13,14.52,52.77,601.5,13.6,417.86,14.96,0,3.18,0,0,2.79,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,16.56,1.57,0,18.99,11.4,0,6.14,51.44,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

72,17:45-18:00,10.34,6.31,19.63,38.9,13,14.52,52.77,601.5,13.6,417.86,14.96,0,3.18,0,0,2.79,2.35,9.35,0,95.68,0,0,0,43.47,0,15.73,16.56,1.57,0,18.99,11.4,0,5.83,51.44,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

73,18:00-18:15,20.68,6.31,19.63,38.9,25.98,14.52,52.77,620.86,27.19,417.86,38.08,0,3.18,0,0,2.79,2.35,18.7,0,95.68,0,0,0,43.47,0,17.16,16.56,1.57,0,18.99,9.43,0,5.6,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,47.09,0,0,19.72,0,0,0,0,58,0,0,49.48,4.95,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

74,18:15-18:30,31.04,6.31,19.63,38.9,25.98,14.52,52.77,601.5,40.79,417.86,52.36,0,3.18,0,0,2.79,2.35,28.04,0,95.68,0,0,0,43.47,0,17.16,16.56,1.57,0,18.99,9.43,0,5.24,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,75.42,0,0,28.61,0,0,0,0,58,0,0,49.48,10.48,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

75,18:30-18:45,32.65,18.93,19.63,40.08,44.18,14.52,53.3,601.5,40.79,417.86,52.36,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,48.71,1.57,0,18.99,10.04,0,5.32,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,75.42,0,0,28.61,0,0,0,0,58,0,0,61.86,16.81,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

76,18:45-19:00,32.65,18.93,19.63,40.08,44.18,14.52,53.3,601.5,40.79,417.86,52.36,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,48.71,1.57,0,18.99,10.04,0,5.29,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,75.42,0,0,28.96,0,0,0,0,58,0,0,76.82,16.81,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

77,19:00-19:15,32.65,18.93,20.09,40.08,44.18,14.52,53.3,663.63,40.79,417.86,52.36,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,10.04,0,5.32,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,36.11,75.42,0,0,29.19,0,0,0,0,58,0,0,76.82,16.81,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

78,19:15-19:30,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.63,40.79,417.86,52.36,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,10.04,0,5.37,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,36.11,75.42,0,0,29.19,0,0,0,0,58,0,0,76.82,16.81,123.48,84.42,0,57.48,401.71,45.8,0,0,0,0,0,0

79,19:30-19:45,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,409.68,52.36,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,10.04,0,5.49,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,4.25,75.42,0,0,29.19,0,0,0,0,58,0,0,76.82,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

80,19:45-20:00,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,409.68,17.68,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,26.71,1.57,0,18.99,10.04,0,5.55,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,75.42,0,0,29.19,0,0,0,0,58,0,0,61.86,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

81,20:00-20:15,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,409.68,3.81,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,48.71,1.57,0,18.99,10.04,0,5.69,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,57.37,0,0,29.19,0,0,0,0,58,0,0,61.86,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

82,20:15-20:30,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,409.68,3.81,0,3.18,0,0,4.18,3.88,37.39,0,95.68,0,0,0,43.47,0,17.16,48.71,1.57,0,18.99,10.04,0,5.78,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,0,49.66,0,0,29.19,0,0,0,0,58,0,0,61.86,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

83,20:30-20:45,31.04,1.06,20.13,38.9,42.79,14.52,52.77,663.61,40.79,446.8,3.81,0,3.18,0,0,4.18,3.88,20.77,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,9.43,0,6.14,73.59,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,62.75,68.35,0,0,28.04,0,0,0,0,58,0,0,61.86,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

84,20:45-21:00,31.04,0,20.13,38.9,42.79,14.52,52.77,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,18.7,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,9.43,0,6.32,73.59,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,62.75,68.35,0,0,28.04,0,0,0,0,58,0,0,61.86,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

85,21:00-21:15,31.04,0,20.13,38.9,42.79,14.52,52.77,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,18.7,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,9.43,0,6.38,73.59,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,62.75,68.35,0,0,29.19,0,0,0,0,58,0,0,61.86,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

86,21:15-21:30,31.04,0,20.13,38.9,42.79,14.52,52.77,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,18.7,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,9.43,0,6.32,73.59,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,62.75,68.35,0,0,29.19,0,0,0,0,58,0,0,61.86,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

87,21:30-21:45,31.04,0,20.13,38.9,42.79,14.52,52.77,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,18.7,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,9.43,0,7.6,73.59,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,94.63,68.35,0,0,29.19,0,0,0,0,58,0,0,61.86,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

88,21:45-22:00,31.04,2.13,20.13,38.9,42.79,14.52,52.77,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,18.7,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,9.43,0,7.76,74.21,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,94.63,68.35,0,0,29.19,0,0,0,0,58,0,0,61.86,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

89,22:00-22:15,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,31.16,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,10.04,0,7.31,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,94.63,68.35,0,0,29.76,0,0,0,0,58,0,0,61.86,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

90,22:15-22:30,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,446.89,3.81,0,3.18,0,0,4.18,3.88,31.16,0,95.68,0,0,0,43.47,0,17.16,16.03,1.57,0,18.99,10.04,0,7.39,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,29.76,0,0,0,0,58,0,0,61.86,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

91,22:30-22:45,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,446.89,14.96,0,3.18,0,0,4.18,3.88,31.16,0,95.68,0,0,0,43.47,0,17.16,48.71,1.57,0,18.99,10.04,0,6.23,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,29.76,0,0,0,0,58,0,0,49.48,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

92,22:45-23:00,32.65,18.93,20.13,40.08,44.18,14.52,53.3,663.61,40.79,446.89,14.96,0,3.18,0,0,4.18,3.88,31.16,0,95.68,0,0,0,43.47,0,17.16,48.71,1.57,0,18.99,10.04,0,6.2,74.42,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,29.76,0,0,0,0,58,0,0,49.48,16.81,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

93,23:00-23:15,31.04,1.06,20.13,38.9,42.79,14.52,52.77,663.61,27.19,446.89,14.96,0,3.18,0,0,2.79,3.88,20.77,0,95.68,0,0,0,43.47,0,15.73,21.37,1.57,0,18.99,9.43,0,6.54,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,30.91,0,0,0,0,58,0,0,49.48,11.2,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

94,23:15-23:30,31.04,1.06,20.13,38.9,42.79,14.52,52.77,663.61,27.19,446.89,14.96,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,15.73,21.37,1.57,0,18.99,9.43,0,6.6,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,30.91,0,0,0,0,58,0,0,49.48,5.53,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

95,23:30-23:45,31.04,6.31,20.13,38.9,42.79,14.52,52.77,663.61,27.19,446.89,14.96,0,3.18,0,0,0.06,3.88,9.35,0,95.68,0,0,0,43.47,0,15.73,16.03,1.57,0,18.99,9.43,0,6.69,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,30.91,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

96,23:45-24:00,31.04,6.31,20.13,38.9,42.79,14.52,52.77,663.61,27.19,446.89,14.96,0,3.18,0,0,0,3.88,9.35,0,95.68,0,0,0,43.47,0,15.73,16.03,1.57,0,18.99,9.43,0,6.69,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,20.28,0,0,0,0,95.97,68.35,0,0,30.91,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,56.22,401.71,45.8,0,0,0,0,0,0

