Block,Time Block,KISHANGANGA,KKNP,KKNPPU2,KHSTPP-II,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,RSTPSU7,SIMHST2,SALAL,SEWA2,RIHAND3,SINGRAULI,PARBATI3,RAPPB,RIHAND2,TALA,TALST2,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,CHAMERA3,CHAMERA2,NLCIIST1,KOLDAM,NJPC,KUDGI,NAPP,MAPS,KOTESHWR,NLCEXP,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,TEHRI,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,TANDA2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,BSIUL,BRBCL,CHAMERA1,FSTPP I & II,JHAJJAR,KGSU1AND2,KHSTPP-I,KGSU3AND4,TANAKPUR,DHAULIGNGA,DULHASTI,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,1.4,0,0,95.48,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,123.78,14.98,0,117.92,10.25,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,22.91,19.43,6.32,19.38,13.56,15.16,233.81,0,42.93,0,8.07,39.14,35.1,528.19,0,0,0,0,0

58,14:15-14:30,1.4,0,0,95.48,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,123.78,3.82,0,117.92,10.25,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,22.91,19.43,6.32,19.38,24.49,15.16,233.81,0,42.93,0,8.07,39.14,35.1,528.19,0,0,0,0,0

59,14:30-14:45,1.4,0,0,95.48,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,123.78,3.82,0,117.92,10.25,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,22.91,19.43,6.32,19.38,24.49,15.16,233.81,0,42.93,0,8.07,39.14,35.1,557.25,0,0,0,0,0

60,14:45-15:00,1.4,0,0,95.48,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,123.78,14.98,0,117.92,10.25,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,22.91,19.43,6.32,19.38,24.49,15.16,233.81,0,42.93,0,8.07,39.14,35.1,576.63,0,0,0,0,0

61,15:00-15:15,1.4,0,0,82.76,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,95.72,14.98,0,117.92,10.25,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,25.77,19.43,6.32,19.38,24.49,15.16,233.81,0,37.85,0,8.07,39.14,35.1,585.94,0,0,0,0,0

62,15:15-15:30,1.4,0,0,82.76,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.45,123.63,95.72,14.98,0,117.92,10.25,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,25.77,19.43,6.32,19.38,24.49,15.16,233.81,0,37.85,0,8.07,39.14,35.1,585.94,0,0,0,0,0

63,15:30-15:45,1.4,0,0,82.76,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,95.72,14.98,0,117.92,8.23,0,0,0,0,0,24.52,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.38,24.49,15.16,233.81,0,37.85,0,8.07,39.14,35.1,515.7,0,0,0,0,0

64,15:45-16:00,1.4,0,0,82.76,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,95.72,14.98,0,117.92,8.23,0,0,0,0,0,24.52,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,33.23,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.38,24.49,15.16,233.81,0,37.85,0,8.07,39.14,35.1,479.74,0,0,0,0,0

65,16:00-16:15,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,8.23,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,18.27,24.49,15.16,233.81,0,42.93,0,8.07,39.14,35.1,460.36,0,0,0,0,0

66,16:15-16:30,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,8.23,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.17,24.49,15.16,233.81,0,42.93,0,8.07,39.14,35.1,460.36,0,0,0,0,0

67,16:30-16:45,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,8.09,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.38,24.49,17.1,233.81,0,42.93,0,8.07,39.14,35.1,460.36,0,0,0,0,0

68,16:45-17:00,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,7.95,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.38,24.49,17.37,233.81,0,42.93,0,8.07,39.14,35.1,460.36,0,0,0,0,0

69,17:00-17:15,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,7.81,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.38,24.49,17.37,233.81,0,42.93,0,8.07,39.14,35.1,460.36,0,0,0,0,0

70,17:15-17:30,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,7.81,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,19.43,6.32,19.38,24.49,17.37,233.81,0,42.93,0,8.07,39.14,35.1,479.74,0,0,0,0,0

71,17:30-17:45,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,7.81,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,25.77,19.43,6.32,19.38,24.49,17.37,233.81,0,42.93,0,8.07,39.14,35.1,479.74,0,0,0,0,0

72,17:45-18:00,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,5.61,123.63,123.78,14.98,0,117.92,7.81,0,0,0,0,0,24.52,31.8,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,51.51,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,25.77,19.43,3.2,19.38,24.49,17.37,233.81,0,42.93,0,8.07,39.14,35.1,479.74,0,0,0,0,0

73,18:00-18:15,1.4,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,11.22,123.63,123.78,21.79,0,117.92,7.81,0,0,0,0,0,31.08,31.8,0,5.18,161.9,0,43.36,0,18.72,0,15.02,0,30.79,51.51,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,25.77,19.43,3.2,19.38,24.49,19.93,233.81,0,42.93,0,8.07,39.14,35.1,479.74,0,0,0,0,0

74,18:15-18:30,2.79,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,11.22,123.63,123.78,52.43,0,117.92,7.65,0,0,0,0,0,31.08,31.8,0,5.18,161.9,0,43.36,0,28.08,0,15.02,0,30.79,51.51,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,25.77,19.43,3.2,19.38,24.49,20.15,233.81,0,42.93,0,8.07,39.14,35.1,528.19,0,0,0,0,0

75,18:30-18:45,2.79,0,0,95.48,359.7,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,52.43,0,117.92,7.65,0,0,0,0,0,31.08,31.8,0,5.18,161.9,0,43.36,0,37.44,0,15.02,0,30.79,51.51,0,0,0,0,0,0,0,0,0,0,0,0,0,39.58,0,0,25.77,19.43,7.46,19.38,24.49,20.15,233.81,0,42.93,0,8.07,39.14,35.1,514.62,0,0,0,0,0

76,18:45-19:00,4.19,0,0,95.48,359.7,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,52.43,0,117.92,7.65,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,39.58,0,0,25.77,19.43,19.58,19.38,40.84,20.15,233.81,0,42.93,0,8.07,40.13,35.66,500.09,0,0,0,0,0

77,19:00-19:15,4.19,0,0,95.48,359.7,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,52.43,0,117.92,7.95,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,25.77,19.43,19.58,19.38,40.84,20.15,233.81,0,42.93,0,8.07,40.13,35.66,497.18,0,0,0,0,0

78,19:15-19:30,4.19,0,0,95.48,359.7,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,52.43,0,117.92,7.95,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,25.77,19.43,19.58,19.38,40.84,20.15,233.81,0,42.93,0,8.07,40.13,35.66,482.65,0,0,0,0,0

79,19:30-19:45,4.19,0,0,95.48,359.7,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,52.43,0,117.92,8.03,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,0,0,25.77,19.43,19.58,19.38,40.84,20.15,233.81,0,42.93,0,8.07,40.13,52.83,477.8,0,0,0,0,0

80,19:45-20:00,4.19,0,0,95.48,359.7,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.03,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,0,0,25.77,19.43,19.58,19.38,40.84,20.15,233.81,0,42.93,0,8.07,40.13,52.83,509.91,0,0,0,0,0

81,20:00-20:15,4.19,0,0,95.48,370.2,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.18,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,19.58,19.38,40.84,20.15,250.88,0,42.93,0,8.07,40.13,52.83,586.91,0,0,0,0,0

82,20:15-20:30,4.19,0,0,95.48,381.1,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.18,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,19.58,19.38,40.84,20.15,250.88,0,42.93,0,8.07,40.13,52.83,586.91,0,0,0,0,0

83,20:30-20:45,4.19,0,0,95.48,392,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.18,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,15.02,0,30.79,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,19.58,19.38,40.84,20.15,250.88,0,42.93,0,8.07,40.13,52.83,558.22,0,0,0,0,0

84,20:45-21:00,4.19,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.18,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,37.44,0,17.17,0,35.27,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,22.05,3.2,19.38,40.84,20.15,234.78,0,42.93,0,8.07,39.14,52.12,509.78,0,0,0,0,0

85,21:00-21:15,4.19,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.18,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,37.44,0,17.17,0,34.56,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,0,31.5,22.05,3.2,19.38,40.84,20.15,250.88,0,42.93,0,8.07,39.14,52.12,501.06,0,0,0,0,0

86,21:15-21:30,4.19,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.31,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,37.44,0,19.92,0,39.84,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,0,31.5,25.58,3.2,19.38,40.84,20.15,289.63,0,42.93,0,8.07,39.14,52.12,501.06,0,0,0,0,0

87,21:30-21:45,4.19,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.46,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,37.44,0,19.92,0,41.07,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,0,28.64,25.58,3.2,19.38,40.84,20.15,255.72,0,42.93,0,8.07,39.14,52.12,461.33,0,0,0,0,0

88,21:45-22:00,4.19,0,0,95.48,392.4,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.46,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,17.77,0,36.46,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,0,28.64,22.95,19.58,19.38,40.84,20.15,254.16,0,42.93,0,8.07,40.13,52.83,461.33,0,0,0,0,0

89,22:00-22:15,4.19,0,0,95.48,392.4,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.6,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,17.77,0,36.46,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,25.77,22.95,19.58,19.38,40.84,20.15,234.78,0,42.93,0,8.07,40.13,52.83,461.33,0,0,0,0,0

90,22:15-22:30,4.19,0,0,95.48,392.4,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,34.05,0,117.92,8.6,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,17.77,0,36.46,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,25.77,22.95,19.58,19.38,40.84,20.15,234.78,0,42.93,0,8.07,40.13,52.83,461.33,0,0,0,0,0

91,22:30-22:45,4.19,0,0,95.48,392.4,87.72,3.51,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.75,0,0,0,0,0,32.69,44.23,0,5.18,163.41,0,43.36,0,41.19,0,17.77,0,36.46,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,28.64,22.95,19.58,19.38,40.84,20.15,234.78,0,42.93,0,8.07,40.13,52.83,461.33,0,0,0,0,0

92,22:45-23:00,2.79,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.75,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,37.44,0,17.77,0,36.46,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,28.64,22.95,6.32,19.38,23.57,20.15,234.78,0,42.93,0,8.07,39.14,52.12,461.33,0,0,0,0,0

93,23:00-23:15,1.4,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.75,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,18.72,0,17.77,0,36.46,49.42,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,28.64,22.95,6.32,19.38,23.57,20.15,234.78,0,42.93,0,8.07,39.14,52.12,461.33,0,0,0,0,0

94,23:15-23:30,1.4,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,8.75,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,17.77,0,36.46,49.42,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,28.64,22.95,6.32,19.38,23.57,20.15,234.78,0,42.93,0,8.07,39.14,52.12,461.33,0,0,0,0,0

95,23:30-23:45,1.4,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,9.59,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,17.77,0,36.46,49.42,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,28.64,22.95,6.32,19.38,23.57,20.15,234.78,0,42.93,0,8.07,39.14,52.12,461.33,0,0,0,0,0

96,23:45-24:00,1.4,0,0,95.48,392.4,87.72,3.43,0,0,0,58.79,0,0,77.69,16.83,123.63,123.78,20.42,0,117.92,9.59,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,17.77,0,36.46,49.42,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,0,28.64,22.95,6.32,19.38,23.57,20.15,234.78,0,42.93,0,8.07,39.14,52.12,509.78,0,0,0,0,0

