Block,Time Block,NAPP,NLCEXP,NLCIIST1,NJPC,MAPS,TEHRI,TANDA2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,AURY_GF,VALLURNTECL,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,URI2,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,TALST2,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,KUDGI,KISHANGANGA,KKNP,KOTESHWR,KKNPPU2,KOLDAM,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-I,KHSTPP-II,PARBATI3,NNTPP,NTPL,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,BSIUL,BRBCL,CHAMERA1,NLCIIST2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,42.12,0,0,0,0,43.44,0,6.4,0,0,17.89,0,28.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,114.62,0,0,0,0,13.93,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

64,15:45-16:00,42.12,0,0,0,0,43.44,0,6.4,0,0,17.89,0,28.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,114.62,0,0,0,0,13.93,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

65,16:00-16:15,42.12,0,0,20.04,0,43.44,0,6.4,0,0,17.89,0,28.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,29.91,142.16,0,0,0,0,13.93,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

66,16:15-16:30,42.12,0,0,20.04,0,43.44,0,6.4,0,0,17.89,0,28.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,32.4,142.63,0,0,0,0,13.93,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

67,16:30-16:45,42.12,0,0,40.08,0,43.44,0,6.4,0,0,17.89,0,28.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,371.74,0,0,32.4,142.63,0,0,0,0,17.81,15.85,351.2,9.31,0,0,19.24,0,0,0,0,0,0,0,0

68,16:45-17:00,42.12,0,0,60.12,0,43.44,0,6.4,0,0,17.89,0,28.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,80.6,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,393.83,0,0,32.4,142.63,0,0,0,0,20.01,15.85,351.2,9.31,0,0,19.24,0,0,0,0,0,0,0,0

69,17:00-17:15,42.12,0,0,60.12,0,43.44,0,9.79,0,0,23.84,0,39.14,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,84.45,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,396.49,0,0,32.4,142.63,0,0,0,7.62,20.01,31.7,418.38,9.31,0,0,19.24,0,0,0,0,0,0,0,0

70,17:15-17:30,42.12,0,0,80.15,0,43.44,0,9.89,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,25.6,0,0,396.49,0,0,32.4,142.63,0,0,0,15.49,20.01,47.54,456.01,9.31,3.6,2.12,19.24,12.73,0,0,0,0,0,0,0

71,17:30-17:45,42.12,0,0,89.99,0,57.93,0,9.89,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,32.4,142.63,0,0,0,26.36,20.01,47.54,612.51,18.64,38,12.54,19.24,23.17,0,0,0,0,0,0,0

72,17:45-18:00,42.12,0,0,89.99,0,57.93,0,9.89,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,32.4,142.63,0,0,0,26.36,20.01,47.54,656.71,18.64,38,12.54,19.24,23.17,0,0,0,0,0,0,0

73,18:00-18:15,42.12,0,0,89.99,0,57.93,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,32.4,142.63,0,0,0,26.36,20.01,47.54,656.71,18.64,38,12.54,19.24,23.17,0,0,0,0,0,0,0

74,18:15-18:30,42.12,0,0,89.99,0,57.93,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,32.4,142.63,0,0,0,26.36,20.01,47.54,656.71,18.64,38,12.54,19.24,12.73,0,0,0,0,0,0,0

75,18:30-18:45,42.12,0,0,89.99,0,57.93,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,32.4,142.63,0,0,0,15.24,20.01,47.54,656.71,18.64,38,12.54,19.24,0,0,0,0,0,0,0,0

76,18:45-19:00,42.12,0,0,89.99,0,57.93,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,32.4,142.63,0,0,0,8.76,20.01,47.54,656.71,18.64,38,12.54,19.24,0,0,0,0,0,0,0,0

77,19:00-19:15,42.12,0,0,80.15,0,57.93,0,9.89,0,0,25.39,0,40.77,12.21,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,27.44,142.63,3.67,0,0,0,20.01,31.7,656.71,9.31,2.56,2.12,19.24,0,0,0,0,0,0,0,0

78,19:15-19:30,42.12,0,0,60.12,0,57.93,0,9.89,0,0,25.39,0,40.77,12.21,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,27.44,142.63,15.91,0,0,0,20.01,15.85,656.71,9.31,0,0,19.24,0,0,0,0,0,0,0,0

79,19:30-19:45,42.12,0,0,40.08,0,43.44,0,9.89,0,0,25.39,0,40.77,12.21,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,27.44,142.63,15.91,0,0,0,20.01,15.85,656.71,9.31,0,0,19.24,0,0,0,0,0,0,0,0

80,19:45-20:00,42.12,0,0,20.31,0,43.44,0,9.89,0,0,25.39,0,40.77,12.21,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,27.44,142.63,15.91,0,0,0,20.01,15.85,656.71,9.31,0,0,19.24,0,0,0,0,0,0,0,0

81,20:00-20:15,42.12,0,0,0,0,41.81,0,9.89,0,5.54,25.39,0,40.77,25.48,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,418.05,0,0,27.44,142.63,15.91,0,0,0,20.01,15.85,557.23,9.31,0,0,19.24,0,0,0,0,0,0,0,0

82,20:15-20:30,42.12,0,0,0,0,41.81,0,9.89,0,5.54,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,37.56,0,0,396.49,0,0,27.44,142.63,15.91,0,0,0,20.01,15.85,476.53,9.31,0,0,19.24,0,0,0,0,0,0,0,0

83,20:30-20:45,42.12,0,0,0,0,41.81,0,9.89,0,5.54,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,18.97,0,0,418.05,0,0,27.44,142.63,15.91,0,0,0,20.01,15.85,432.19,9.31,0,0,19.24,0,0,0,0,0,0,0,0

84,20:45-21:00,42.12,0,0,0,0,41.81,0,9.89,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,418.05,0,0,27.44,142.63,3.43,0,0,0,20.01,15.85,418.38,0,0,0,19.24,0,0,0,0,0,0,0,0

85,21:00-21:15,42.12,0,0,0,0,41.81,0,9.89,0,0,25.39,0,40.77,5.31,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,415.38,0,0,27.44,142.63,0,0,0,0,20.01,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

86,21:15-21:30,42.12,0,0,0,0,41.81,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,415.38,0,0,27.44,142.63,0,0,0,0,20.01,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

87,21:30-21:45,42.12,0,0,0,0,13.88,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,3.36,0,134.35,58.36,0,114.22,346.25,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,395.75,0,0,27.44,142.63,0,0,0,0,20.01,15.85,341.58,0,0,0,19.24,0,0,0,0,0,0,0,0

88,21:45-22:00,42.12,0,0,0,0,13.88,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,58.36,0,114.22,313.79,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,395.75,0,0,27.44,142.63,0,0,0,0,20.01,15.85,274.26,0,0,0,19.24,0,0,0,0,0,0,0,0

89,22:00-22:15,42.12,0,0,0,0,13.88,0,9.89,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,58.36,0,114.22,281.33,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,362.51,0,0,27.44,142.63,0,0,0,0,20.01,0,276.3,0,0,0,19.24,0,0,0,0,0,0,0,0

90,22:15-22:30,42.12,0,0,0,0,13.88,0,9.89,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,58.36,0,114.22,248.87,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,333.66,0,0,27.44,142.63,0,0,0,0,20.01,0,333.35,0,0,0,19.24,0,0,0,0,0,0,0,0

91,22:30-22:45,42.12,0,0,0,0,0,0,9.89,0,0,25.39,0,40.77,5.31,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,58.36,0,114.22,216.4,88.49,0,0,0,0,51.38,0,0,0,0,0,8.53,0,0,314.42,0,0,30.65,142.63,0,0,0,0,20.01,0,345.29,0,0,0,19.24,0,0,0,0,0,0,0,0

92,22:45-23:00,42.12,0,0,0,0,0,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,58.36,0,114.22,216.4,88.49,0,0,0,0,51.38,0,0,0,0,0,8.53,0,0,314.42,0,0,32.4,142.63,0,0,0,0,20.01,0,345.29,0,0,0,19.24,0,0,0,0,0,0,0,0

93,23:00-23:15,42.12,0,0,0,0,0,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,58.36,0,114.22,216.4,88.49,0,0,0,0,51.38,0,0,0,0,0,8.53,0,0,294.79,0,0,31.14,142.63,0,0,0,0,20.01,0,292.24,0,0,0,19.24,0,0,0,0,0,0,0,0

94,23:15-23:30,42.12,0,0,0,0,0,0,9.89,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,3.36,0,134.35,58.36,0,114.22,216.4,88.49,0,0,0,0,51.38,0,0,0,0,0,8.53,0,0,265.94,0,0,31.14,142.63,0,0,0,0,20.01,0,284.69,0,0,0,19.24,0,0,0,0,0,0,0,0

95,23:30-23:45,42.12,0,0,0,0,0,0,9.89,0,0,25.39,0,40.77,0.63,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,216.4,88.49,0,0,0,0,51.38,0,0,0,0,0,8.53,0,0,229.93,0,0,32.4,142.63,0,0,0,0,20.01,0,284.69,0,0,0,19.24,0,0,0,0,0,0,0,0

96,23:45-24:00,42.12,0,0,0,0,0,0,9.89,0,0,25.39,0,40.77,0.63,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,58.36,0,114.22,216.4,88.49,0,0,0,0,51.38,0,0,0,0,0,8.53,0,0,229.93,0,0,32.4,142.63,0,0,0,0,20.01,0,284.69,0,0,0,19.24,0,0,0,0,0,0,0,0

