Block,Time,SALAL,AURY_GF,DADRI_RF,ANTA_LF,NAPP,KOTESHWR,CHAMERA1,ANTA_RF,SINGRAULI,URI,BSIUL,KOLDAM,ANTA_CRF,DADRI_GF,JHAJJAR,PARBATI3,KHSTPP-I,FSTPP I & II,UNCHAHAR4,RIHAND3,AURY_LF,CHAMERA3,SINGRAULI_HYDRO,RAMPUR,BRBCL,RIHAND2,TANAKPUR,TALA,AURY_CRF,DHAULIGNGA,RIHAND1,KISHANGANGA,DADRT2,NJPC,SEWA2,RAPPC,URI2,AURY_RF,DADRI_CRF,DADRI_LF,KHSTPP-II,DULHASTI,TEHRI,UNCHAHAR3,CHAMERA2,RAPPB,TANDA2,UNCHAHAR1,UNCHAHAR2,ANTA_GF,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.830400,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,15.973228,0.000000,0.000000,0.000000,93.644470,0.000000,0.000000,9.576000,0.000000,0.000000,0.000000,0.000000,18.194400,0.000000,397.523700,0,0,0,0,0

7,01:30-01:45,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.830400,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,6.010759,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,0.000000,0.000000,9.576000,0.000000,0.000000,0.000000,0.000000,18.194400,0.000000,397.523700,0,0,0,0,0

8,01:45-02:00,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.830400,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,6.010759,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,0.000000,0.000000,9.576000,0.000000,0.000000,0.000000,0.000000,18.194400,0.000000,397.523700,0,0,0,0,0

9,02:00-02:15,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.830400,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,6.010759,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,0.000000,0.000000,9.576000,0.000000,0.000000,0.000000,0.000000,18.194400,0.000000,397.523700,0,0,0,0,0

10,02:15-02:30,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.830400,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,0.000000,0.000000,9.576000,0.000000,0.000000,0.000000,0.000000,18.194400,0.000000,397.523700,0,0,0,0,0

11,02:30-02:45,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,50.783390,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

12,02:45-03:00,1.335277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

13,03:00-03:15,12.240043,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

14,03:15-03:30,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

15,03:30-03:45,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

16,03:45-04:00,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

17,04:00-04:15,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,13.406400,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

18,04:15-04:30,12.240043,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,45.964800,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

19,04:30-04:45,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,0.000000,0.000000,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

20,04:45-05:00,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,3.705912,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,346.651200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,0.000000,14.116939,7.660800,0.000000,0.000000,0.000000,0.000000,16.279200,0.000000,397.523700,0,0,0,0,0

21,05:00-05:15,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,7.717137,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,394.531200,0.000000,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,93.644470,15.780149,14.901214,7.660800,12.611630,0.000000,0.000000,0.000000,20.384950,0.000000,397.523700,0,0,0,0,0

22,05:15-05:30,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,225.036000,0.000000,23.254550,8.586895,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,442.411200,18.136944,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,122.620584,15.780149,29.802427,7.660800,12.611630,0.000000,0.000000,0.000000,27.215122,0.000000,397.523700,0,0,0,0,0

23,05:30-05:45,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,0.000000,0.000000,0.000000,0.000000,224.183736,0.000000,27.540956,12.958722,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,0.000000,84.268800,0.000000,509.443200,36.273888,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,15.780149,29.802427,7.660800,12.611630,0.000000,0.000000,0.000000,34.231486,0.000000,397.523700,0,0,0,0,0

24,05:45-06:00,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,3.805885,1.053360,0.000000,0.000000,0.000000,224.183736,0.000000,32.467863,12.958722,0.000000,118.422202,0.000000,9.267500,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,6.135200,84.268800,0.000000,566.530524,54.410832,0.000000,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,31.560297,44.703641,7.584192,25.223261,0.000000,0.000000,0.000000,34.869089,0.000000,397.523700,0,0,0,0,0

25,06:00-06:15,1.335277,0.000000,0.000000,0.000000,0.000000,18.883872,6.732886,0.000000,118.143900,3.805885,1.053360,0.000000,0.000000,0.000000,231.681744,0.000000,33.323819,14.656614,0.000000,118.422202,0.000000,18.534999,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,16.065368,84.268800,0.000000,566.530524,72.547776,3.829442,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,15.520899,25.223261,0.000000,0.000000,0.000000,40.519644,0.000000,397.523700,0,0,0,0,0

26,06:15-06:30,1.335277,0.000000,0.000000,0.000000,0.000000,28.325808,26.477640,0.000000,118.143900,3.805885,12.488636,0.000000,0.000000,0.000000,296.365134,0.000000,33.323819,17.351446,0.000000,118.422202,0.000000,27.830545,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,26.246004,84.268800,0.000000,581.238207,108.821664,10.089304,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

27,06:30-06:45,1.335277,0.000000,0.000000,0.000000,0.000000,28.325808,26.477640,0.000000,118.143900,4.228762,12.488636,0.000000,0.000000,0.000000,361.979947,3.657074,33.323819,17.371184,0.000000,118.422202,0.000000,27.830545,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,26.246004,84.268800,0.000000,653.877172,126.958608,10.089304,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

28,06:45-07:00,1.335277,0.000000,0.000000,0.000000,0.000000,28.325808,26.477640,0.000000,118.143900,4.228762,12.488636,0.000000,0.000000,0.000000,416.972556,15.657155,33.323819,17.371184,0.000000,118.422202,0.000000,27.830545,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,26.246004,84.268800,0.000000,653.877172,131.492844,10.089304,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

29,07:00-07:15,1.335277,0.000000,0.000000,0.000000,0.000000,28.325808,26.477640,0.000000,118.143900,6.343142,12.488636,0.000000,0.000000,0.000000,416.972556,15.657155,33.323819,17.371184,0.000000,118.422202,0.000000,27.830545,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,26.246004,84.268800,0.000000,653.877172,134.394755,10.089304,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

30,07:15-07:30,1.335277,0.000000,0.000000,0.000000,0.000000,28.325808,26.477640,0.000000,118.143900,8.457523,12.488636,0.000000,0.000000,0.000000,416.972556,15.657155,33.323819,17.371184,0.000000,118.422202,0.000000,27.830545,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,26.246004,84.268800,0.000000,653.877172,134.394755,10.089304,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

31,07:30-07:45,1.335277,0.000000,0.000000,0.000000,0.000000,28.325808,26.477640,0.000000,118.143900,38.058854,12.488636,0.000000,0.000000,0.000000,416.972556,15.657155,33.323819,17.371184,0.000000,118.422202,0.000000,27.830545,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,26.246004,84.268800,0.000000,653.877172,113.355900,10.089304,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,47.340446,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

32,07:45:08:00,1.335277,0.000000,0.000000,0.000000,0.000000,18.883872,13.453667,0.000000,118.143900,38.058854,6.244318,0.000000,0.000000,0.000000,416.972556,15.657155,33.323819,17.371184,0.000000,118.422202,0.000000,18.534999,0.567886,0.000000,14.363958,113.116500,0.490674,0.000000,0.000000,17.497336,84.268800,0.000000,653.877172,83.701997,4.722979,52.010320,5.796736,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

33,08:00-08:15,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,8.321544,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.972556,15.657155,33.323819,17.371184,0.000000,118.422202,0.000000,9.267500,0.567886,0.000000,14.363958,113.116500,6.010759,0.000000,0.000000,7.589938,84.268800,0.000000,653.877172,72.547776,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,25.223261,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

34,08:15-08:30,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.972556,3.657074,33.323819,17.371184,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,6.010759,0.000000,0.000000,0.000000,84.268800,0.000000,653.877172,36.273888,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,12.509512,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

35,08:30-08:45,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.972556,0.000000,33.323819,17.371184,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,6.010759,0.000000,0.000000,0.000000,84.268800,0.000000,653.877172,22.399126,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,0.000000,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

36,08:45:09:00,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.972556,0.000000,33.323819,17.371184,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,653.877172,18.408998,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,0.000000,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

37,09:00:09:15,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,38.058854,0.000000,0.000000,0.000000,0.000000,416.972556,0.000000,33.323819,17.371184,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,653.877172,0.000000,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,0.000000,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

38,09:15-09:30,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,38.058854,0.000000,0.000000,0.000000,0.000000,416.972556,0.000000,33.323819,17.371184,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,653.877172,0.000000,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,44.703641,25.271160,0.000000,0.000000,0.000000,0.000000,40.594767,0.000000,397.523700,0,0,0,0,0

39,09:30-09:45,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.705960,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,595.044213,0.000000,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,35.835307,20.390751,0.000000,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

40,09:45-10:00,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.705960,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,590.470524,0.000000,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,29.802427,20.390751,0.000000,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

41,10:00-10:15,15.578237,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,416.705960,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,609.622025,0.000000,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,29.802427,20.390751,0.000000,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

42,10:15-10:30,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,395.172026,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,571.318524,0.000000,0.000000,52.010320,5.152654,0.000000,0.000000,0.000000,141.260962,15.780149,14.901214,15.887063,0.000000,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

43,10:30-10:45,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,391.341626,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,566.530524,0.000000,0.000000,52.010320,23.702209,0.000000,0.000000,0.000000,141.260962,0.000000,12.065760,9.374904,0.000000,0.000000,0.000000,0.000000,35.070185,0.000000,397.523700,0,0,0,0,0

44,10:45-11:00,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,38.058854,0.000000,0.000000,0.000000,0.000000,391.341626,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,566.530524,0.000000,0.000000,52.010320,23.702209,0.000000,0.000000,0.000000,141.260962,0.000000,0.000000,9.374904,0.000000,0.000000,0.000000,0.000000,35.070185,0.000000,397.523700,0,0,0,0,0

45,11:00-11:15,67.876603,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,38.058854,0.000000,0.000000,0.000000,0.000000,412.796779,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,566.530524,0.000000,0.000000,52.010320,23.702209,0.000000,0.000000,0.000000,141.260962,0.000000,0.000000,9.374904,0.000000,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

46,11:15-11:30,15.578237,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,369.142734,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,566.530524,0.000000,0.000000,52.010320,23.702209,0.000000,0.000000,0.000000,141.260962,0.000000,0.000000,9.374904,0.000000,0.000000,0.000000,0.000000,35.070185,0.000000,397.523700,0,0,0,0,0

47,11:30-11:45,1.335277,0.000000,0.000000,0.000000,0.000000,8.497742,0.000000,0.000000,118.143900,4.228762,0.000000,0.000000,0.000000,0.000000,369.142734,0.000000,33.323819,17.370960,0.000000,118.422202,0.000000,0.000000,0.567886,0.000000,14.363958,113.116500,0.245337,0.000000,0.000000,0.000000,84.268800,0.000000,595.258524,0.000000,0.000000,52.010320,23.702209,0.000000,0.000000,0.000000,141.260962,0.000000,0.000000,13.878593,0.000000,0.000000,0.000000,0.000000,40.592760,0.000000,397.523700,0,0,0,0,0

