Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8058,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/01/5531,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,GNA/NR/2025/01/20/2470,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/20/5216,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/20/9046,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3945,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6528,NR/01102023/31052040/LT-31
65,16:00-16:15,155.29,27,12.41,64.93,27,56,53,111,47,31.06,19.33,68.13,33,32.66,32.67,19.33,33,10,19.33,58.01,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,28.82,8.91,23.06,0,32.96,83.55,8.31,0.69,59.4,271.64,0,1.07,28.82,8.65,8.91

66,16:15-16:30,133.77,23,13.01,57.48,23,49,45,97,41,26.75,19.5,57.69,33,33,33,19.5,33,5,19,58.5,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,28.82,7.49,23.06,0,32.96,113.64,6.98,0.69,64,271.64,0,1.07,28.82,8.65,7.49

67,16:30-16:45,112.12,19,13.41,51.16,19,43,38,79,34,22.43,19.33,50.09,33,33.66,33.67,19.33,33,1,18.67,58.01,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,28.82,6.02,23.06,0,32.96,113.64,5.61,0.69,76.17,271.64,0,1.07,28.82,8.65,6.02

68,16:45-17:00,90.3,14,13.41,40.79,15,33,29,67,28,18.06,18.83,38.28,24.54,33.66,33.67,18.83,33,0,18.33,56.51,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,28.82,4.36,23.06,0,32.96,130.42,4.06,0.69,76.17,271.64,0,1.07,28.82,14.41,4.36

69,17:00-17:15,69.02,10,13.41,30.37,9,27,21,56,24,13.81,15.17,27.88,14.4,32.34,32.33,15.17,20.05,0,18,45.49,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,3.21,43.23,0,32.96,130.42,2.98,0.69,86.66,271.64,0,1.07,36.51,14.41,3.21

70,17:15-17:30,45.67,7,13.61,22.38,4,18,14,39,16,9.13,14,17.01,7.83,30,30,14,10.26,0,17.67,42,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,2.44,43.23,0,57.63,130.42,2.28,0.69,86.66,271.64,0,1.07,36.51,14.41,2.44

71,17:30-17:45,20.28,5,18.01,15.21,3,12,9,21,9,4.06,12.67,5.99,3.95,28.34,28.33,12.67,4.38,0,17,37.99,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,1.66,43.23,0,57.63,130.42,1.55,0.69,86.66,271.64,0,1.07,36.51,14.41,1.66

72,17:45-18:00,11.41,2,18.21,8.7,2,5,5,11,4,2.28,11.33,0,1.83,28.66,28.67,11.33,1.26,0,16.33,34.01,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,0.97,43.23,0,57.63,130.42,0.91,0.69,86.66,271.64,0,1.07,36.51,14.41,0.97

73,18:00-18:15,5.07,0,18.61,4,1,2,1,2,1,1.02,10,1.34,0,31.34,31.33,10,0,0,15,30,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.37,19.21,90.31,1.43,48.04,36.51,0.49,43.23,0,57.63,130.42,0.46,0.69,86.66,271.64,0,1.07,36.51,14.41,0.49

74,18:15-18:30,1.27,0,18.81,0.34,1,0,0,0,0,0.25,9,0.96,0,33.34,33.33,9,0,0,15,27,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.37,19.21,90.31,1.43,48.04,36.51,0.18,43.23,0,57.63,130.42,0.16,0.69,86.66,271.64,0,1.07,36.51,14.41,0.18

75,18:30-18:45,0,0,19.01,0,0,0,0,0,0,0,13.67,0.49,0,28.34,28.33,13.67,0,0,15,40.99,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.37,19.21,90.31,1.43,48.04,36.51,0.07,43.23,0,57.63,130.42,0.06,0,86.66,271.64,0,1.07,36.51,14.41,0.07

76,18:45-19:00,0,0,19.01,0,0,0,0,0,0,0,13.33,0.4,0,29,29,13.33,0,0,14,40.01,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.37,19.21,90.31,1.43,48.04,36.51,0,43.23,0,57.63,130.42,0,0,86.66,271.64,0,1.07,36.51,14.41,0

77,19:00-19:15,0,0,22.01,0,0,0,0,0,0,0,13.67,0.29,0,30,30,13.67,0,0,14.33,40.99,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.29,19.21,90.31,1.43,48.04,36.51,0,43.23,0,57.63,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

78,19:15-19:30,0,0,22.01,0,0,0,0,0,0,0,14.5,0.33,0,31.66,31.67,14.5,0,0,14,43.5,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.29,19.21,90.31,1.43,48.04,36.51,0,43.23,0,57.63,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

79,19:30-19:45,0,0,22.01,0,0,0,0,0,0,0,15.33,0,0,35,35,15.33,0,0,13.67,46.01,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.29,19.21,90.31,1.43,48.04,36.51,0,43.23,0,57.63,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

80,19:45-20:00,0,0,22.21,0,0,0,0,0,0,0,16.5,0,0,40,40,16.5,0,0,13.33,49.5,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,30,0,96.07,50,20.17,9.61,1.29,19.21,90.31,1.43,48.04,36.51,0,43.23,0,57.63,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

81,20:00-20:15,0,0,22.01,0,0,0,0,0,0,0,12.5,0,0,46.66,46.67,12.5,0,0,14,37.5,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,36.51,0,36.51,0,57.63,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

82,20:15-20:30,0,0,21.81,0,0,0,0,0,0,0,13.17,0,0,56.66,56.67,13.17,0,0,15,39.49,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,36.51,0,36.51,0,32.96,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

83,20:30-20:45,0,0,15.01,0,0,0,0,0,0,0,14.17,0,0,50,50,14.17,0,0,15.67,42.49,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,36.51,0,36.51,0,32.96,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

84,20:45-21:00,0,0,15.01,0,0,0,0,0,0,0,15.83,0,0,51.66,51.67,15.83,0,0,16.67,47.51,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,36.51,0,36.51,0,32.96,130.42,0,0.61,86.66,271.64,0,0.99,36.51,14.41,0

85,21:00-21:15,0,0,14.81,0,0,0,0,0,0,0,18.33,0,0,53.34,53.33,18.33,0,0,17.33,55.01,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,31.7,0,36.51,0,32.96,130.42,0,0.61,86.66,271.64,0,0.95,31.7,8.65,0

86,21:15-21:30,0,0,14.61,0,0,0,0,0,0,0,20.83,0,0,55,55,20.83,0,0,17,62.51,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,31.7,0,36.51,0,32.96,130.42,0,0.61,86.66,271.64,0,0.95,31.7,8.65,0

87,21:30-21:45,0,0,14.41,0,0,0,0,0,0,0,22.5,0,0,60,60,22.5,0,0,18.33,67.5,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,31.7,0,36.51,0,35.04,130.42,0,0.61,86.66,271.64,0,0.95,31.7,8.65,0

88,21:45-22:00,0,0,14.21,0,0,0,0,0,0,0,23.83,0,0,61.66,61.67,23.83,0,0,19,71.51,100.09,48.04,0,0,48.04,26.9,50,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.38,48.04,31.7,0,36.51,0,35.04,130.42,0,0.61,86.66,271.64,0,0.95,31.7,8.65,0

89,22:00-22:15,0,0,13.81,0,0,0,0,0,0,0,24.17,0,0,62.34,62.33,24.17,0,0,20.67,72.49,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,27.86,0,36.51,0,35.04,130.42,0,0,64,271.64,0,0.95,27.86,8.65,0

90,22:15-22:30,0,0,13.41,0,0,0,0,0,0,0,24.5,0,0,63.34,63.33,24.5,0,0,21,73.5,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,27.86,0,36.51,0,35.04,112.19,0,0,64,271.64,0,0.95,27.86,8.65,0

91,22:30-22:45,0,0,13.21,0,0,0,0,0,0,0,25,0,0,63.34,63.33,25,0,0,21,75,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,27.86,0,36.51,0,43.51,112.19,0,0.61,64,271.64,0,0.95,27.86,8.65,0

92,22:45-23:00,0,0,12.81,0,0,0,0,0,0,0,25,0,0,63.34,63.33,25,0,0,20.67,75,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,27.86,0,36.51,0,43.51,112.19,0,0.61,64,271.64,0,0.95,27.86,8.65,0

93,23:00-23:15,0,0,12.41,0,0,0,0,0,0,0,24.5,0,0,63.34,63.33,24.5,0,0,20.33,73.5,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,24.02,0,24.02,0,48.04,95.42,0,0.61,64,271.64,0,0.95,24.02,8.65,0

94,23:15-23:30,0,0,12.21,0,0,0,0,0,0,0,24.17,0,0,63.34,63.33,24.17,0,0,20,72.49,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,24.02,0,24.02,0,52.27,95.42,0,0.61,64,230.57,0,0.95,24.02,8.65,0

95,23:30-23:45,0,0,12.01,0,0,0,0,0,0,0,23.83,0,0,63.34,63.33,23.83,0,0,19.67,71.51,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,24.02,0,24.02,0,52.27,65.33,0,0.61,59.4,192.14,0,0.95,24.02,8.65,0

96,23:45-24:00,0,0,11.81,0,0,0,0,0,0,0,23.5,0,0,63.34,63.33,23.5,0,0,20,70.5,100.09,48.04,0,0,48.04,26.9,0,0,28.82,30,0,0,50,20.17,0,1.37,19.21,0,1.34,48.04,24.02,0,24.02,0,56.79,65.33,0,0.61,59.4,149.4,0,0.95,24.02,8.65,0

