Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,BSIUL,BRBCL,CHAMERA1,AURY_RF,ANTA_CRF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,DADRI_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,DADRI_RF,DULHASTI,FSTPP I & II,SASAN,SALAL,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,SIMHST2,TALA,DHAULIGNGA,KHSTPP-II,KHSTPP-I,NLCTS2EXP,RAMPUR,RSTPSU7,RSTPSU1TO6,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,RAPPB,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,JHAJJAR,KGSU1AND2,KGSU3AND4,NAPP,NLCEXP,KOTESHWR,KKNP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,388.66,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.28,0,31.62,14.97,393.91,1.34,0,0,128.07,14.87,0,19.23,0,2.95,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,436.63,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.28,0,31.62,14.97,393.91,1.34,14.93,0,128.07,14.87,0,19.23,0,2.95,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,20.89,0,0,0,0,0,0,0

65,16:00-16:15,0,0,484.59,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.28,0,31.62,14.97,398.55,1.34,14.93,0,128.07,14.87,0,19.23,0,2.95,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,20.89,0,0,0,0,0,0,0

66,16:15-16:30,0,0,513,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.28,0,31.62,14.97,399.31,1.34,29.86,0,128.07,17,0,21.82,0,2.95,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,20.89,0,0,0,0,0,0,0

67,16:30-16:45,0,0,513,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,1.34,44.79,0,128.07,19.72,0,25.32,0,2.95,0,0,0,20.2,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,20.89,0,0,0,0,0,0,0

68,16:45-17:00,0,0,542.75,1.06,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,1.34,59.71,0,128.07,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,7.98,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,299.3,0,0,41.18,0,8.51,0,0,0,0,44.88,0,0,0,0,0,0,0

69,17:00-17:15,0,0,577.41,6.25,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,13.38,59.71,0,128.07,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,8.74,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,295.3,0,0,41.18,0,8.51,0,0,0,0,67.86,0,0,0,0,0,0,0

70,17:15-17:30,9.29,3.19,577.41,6.25,19.19,11.52,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,53.5,59.71,0,128.07,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,17.49,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,89.75,0,0,0,0,0,0,0

71,17:30-17:45,18.57,5.11,597.37,6.25,19.19,23.49,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,53.5,59.71,5.06,128.07,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,26.23,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,112.19,0,0,0,0,0,0,0

72,17:45-18:00,27.88,37.9,617.32,12.51,19.19,40.43,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,53.5,59.71,5.06,128.07,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

73,18:00-18:15,27.88,37.9,653.13,12.51,19.19,40.43,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,53.5,59.71,5.06,133.12,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

74,18:15-18:30,27.88,37.9,654.99,12.51,19.19,40.43,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,12.26,59.71,5.06,134,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

75,18:30-18:45,27.88,37.9,654.99,12.51,19.19,40.43,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,31.62,14.97,399.31,1.34,59.71,5.06,134,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

76,18:45-19:00,27.88,37.9,612.45,12.51,19.19,40.43,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,38.13,0,31.62,14.97,399.31,1.34,59.71,5.06,134,19.72,0,25.32,0,2.95,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,2.45,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

77,19:00-19:15,27.88,37.9,608.93,12.51,19.19,40.43,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,38.13,0,31.62,14.97,399.31,1.34,59.71,5.06,134,17.31,0,25.32,0,1.72,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,6.1,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

78,19:15-19:30,9.29,1.92,612.35,6.25,19.19,23.49,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,3.18,0,15.81,14.97,399.31,1.34,59.71,0,134,17,0,25.32,0,1.72,0,0,0,20.33,0,0,26.23,94.85,43.38,0,0,0,0,0,49.42,0,31.75,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,134.63,0,0,0,0,0,0,0

79,19:30-19:45,0,0,594.1,6.25,19.19,11.52,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.97,399.31,1.34,59.71,0,134,17,0,25.32,0,1.72,0,0,0,20.33,0,0,17.49,94.85,43.38,0,0,0,0,0,49.42,0,31.75,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,112.19,0,0,0,0,0,0,0

80,19:45-20:00,0,0,584.51,1.06,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.97,399.31,1.34,59.71,0,134,17,0,25.32,0,1.72,0,0,0,20.33,0,0,8.74,94.85,43.38,0,0,0,0,0,49.42,0,31.75,119.26,0,113.93,0,0,43.17,356.86,0,0,41.18,0,8.51,0,0,0,0,89.75,0,0,0,0,0,0,0

81,20:00-20:15,0,0,574.92,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.97,399.31,1.34,59.71,0,134,17,0,25.32,0,1.72,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,31.75,119.26,0,113.93,0,0,43.17,381.07,0,0,41.18,0,8.51,0,0,0,0,67.31,0,0,0,0,0,0,0

82,20:15-20:30,0,0,565.33,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.97,399.31,1.34,59.71,0,134,17,0,25.32,0,1.72,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,31.75,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,36.34,0,0,0,0,0,0,0

83,20:30-20:45,0,0,546.14,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.97,399.31,1.34,59.71,0,134,17,0,25.32,0,1.1,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,31.75,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,20.43,0,0,0,0,0,0,0

84,20:45-21:00,0,0,546.14,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.97,399.31,1.34,44.79,0,134,17,0,21.82,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,4.88,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,526.95,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,38.13,0,15.81,14.5,399.31,1.34,44.79,0,134,17,0,21.82,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,2.45,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,536.55,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,38.13,0,15.81,14.5,399.31,1.34,44.79,0,134,17,0,21.82,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,546.14,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,3.18,0,15.81,14.5,399.31,1.34,27.8,0,134,17,0,21.82,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,536.55,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,27.8,0,134,17,0,21.82,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,546.14,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,27.8,0,134,17,0,0,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,555.73,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,27.8,0,134,17,0,0,0,1.1,0,0,0,17.53,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,541.19,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,27.8,0,134,17,0,0,0,0.49,0,0,0,17.53,0,0,0,81.76,37.39,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,536.39,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,15.23,0,134,17,0,0,0,0.49,0,0,0,17.53,0,0,0,81.76,37.39,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,497.06,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,14.5,0,134,17,0,0,0,0.49,0,0,0,17.53,0,0,0,81.76,37.39,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,463.49,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,0,0,134,17,0,0,0,0.49,0,0,0,17.53,0,0,0,81.76,37.39,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,401.13,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,0,0,134,17,0,0,0,0.49,0,0,0,17.53,0,0,0,81.76,37.39,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,362.76,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.59,0,15.81,14.5,399.31,1.34,0,0,134,17,0,0,0,0.49,0,0,0,17.53,0,0,0,81.76,37.39,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

