Block,Time,CHAMERA3,DULHASTI,KOTESHWR,KUDGI,NLCIIST1,RIHAND1,SASAN,TANAKPUR,UNCHAHAR3,UNCHAHAR4,CHAMERA2,KGSU1AND2,KISHANGANGA,NJPC,RIHAND2,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TEHRI,DADRI_RF,KKNP,NAPP,NTPL,RAPPC,SALAL,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,CHAMERA1,KHSTPP-I,KKNPPU2,RAPPB,ANTA_LF,AURY_GF,KOLDAM,NLCIIST2,PARBATI3,RAMPUR,RSTPSU7,SEWA2,URI2,ANTA_RF,BSIUL,DHAULIGNGA,FSTPP I & II,RIHAND3,SIMHST1,UNCHAHAR2,ANTA_CRF,AURY_CRF,AURY_LF,DADRI_GF,DADRI_LF,BRBCL,KGSU3AND4,KHSTPP-II,NLCEXP,NLCTS2EXP,NNTPP,TANDA2,URI,ANTA_GF,DADRI_CRF,DADRT2,JHAJJAR,MAPS,SIMHST2,AURY_RF
65,16:00-16:15,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,30.87,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

66,16:15-16:30,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,30.87,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

67,16:30-16:45,0,0,8.87,0,0,92,405,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,46.31,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,3.31,0,0,683.14,654.31,0,0,70.59

68,16:45-17:00,0,0,8.87,0,0,92,405,6.27,26.39,0,0,0,0,23.39,118.76,0,139.68,0,0,0,61.74,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,3.31,0,0,683.14,459.81,0,0,70.59

69,17:00-17:15,0,16.48,8.87,0,0,92,405,1.15,26.39,0,0,0,0,46.78,118.76,0,139.68,0,0,0,61.74,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,8.06,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,459.81,0,0,70.59

70,17:15-17:30,0,16.48,17.75,0,0,92,405,1.15,26.39,0,3.33,0,0,70.74,118.76,0,139.68,0,0,0,61.74,67.95,0,43.68,0,54.06,1.4,0,20.56,0,12.01,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,1.1,16.16,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,459.81,0,0,70.59

71,17:30-17:45,1.27,32.96,26.62,0,0,92,405,1.15,26.39,0,13.17,0,0,93.56,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,24.49,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,6.52,16.41,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,459.81,0,0,70.59

72,17:45-18:00,29.06,49.43,39.83,0,0,92,405,1.15,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,9.29,0,20.56,0,42.15,45.22,0,0,0,0,0,0,0,0,0,5.27,4.44,29.09,13.04,36.55,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,459.81,0,0,70.59

73,18:00-18:15,29.06,49.43,39.83,0,0,92,405,1.15,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,41.83,0,20.56,0,42.15,45.22,0,0,0,0,0,0,0,0,0,10.54,4.44,29.09,13.04,36.55,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,459.81,0,0,70.59

74,18:15-18:30,29.06,49.43,39.83,0,0,92,405,1.15,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,41.83,0,20.56,0,42.15,45.22,0,0,0,0,0,0,0,0,0,10.54,4.44,29.09,13.04,36.55,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,459.81,0,0,70.59

75,18:30-18:45,29.06,49.43,39.83,0,0,92,405,1.15,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,41.83,0,20.56,0,42.15,45.22,0,0,0,0,0,0,0,0,0,10.54,4.44,29.71,19.56,36.55,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,26.49,0,0,683.14,459.81,0,0,70.59

76,18:45-19:00,29.06,49.43,39.83,0,0,92,405,1.15,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,41.83,0,20.56,0,42.15,45.22,0,0,0,0,0,0,0,0,0,10.54,4.44,29.71,19.56,36.55,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,26.49,0,0,683.14,459.81,0,0,70.59

77,19:00-19:15,29.06,49.43,39.83,0,0,92,405,1.15,26.39,0,26.34,0,0,116.95,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,41.83,0,20.56,0,42.15,45.22,0,0,0,0,0,0,3.82,0,0,10.54,4.44,29.71,13.04,24.57,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,26.49,0,0,683.14,654.31,0,0,70.59

78,19:15-19:30,1.27,32.96,19.72,0,0,92,405,1.15,26.39,0,26.34,0,0,93.56,118.76,0,139.68,0,0,0,61.74,67.95,0,43.68,0,54.06,41.83,0,20.56,0,24.49,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,29.71,1.1,16.12,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,6.63,0,0,683.14,523.51,0,0,70.59

79,19:30-19:45,0,16.48,8.87,0,0,92,405,1.15,26.39,0,26.34,0,0,70.17,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,9.29,0,20.56,0,12.01,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,29.71,0,8.06,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,3.31,0,0,683.14,514.21,0,0,70.59

80,19:45-20:00,0,16.48,8.87,0,0,92,405,1.15,26.39,0,26.34,0,0,42.62,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,29.71,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,3.31,0,0,683.14,654.31,0,0,70.59

81,20:00-20:15,0,16.48,8.87,0,0,92,376.88,1.15,26.39,0,13.17,0,0,42.62,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,29.71,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,3.31,0,0,683.14,654.31,0,0,70.59

82,20:15-20:30,0,16.48,8.87,0,0,92,348.75,1.15,26.39,0,0,0,0,42.62,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,29.71,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

83,20:30-20:45,0,16.48,8.87,0,0,92,320.62,1.15,26.39,0,0,0,0,21.12,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,29.71,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

84,20:45-21:00,0,16.48,8.87,0,0,92,292.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,3.56,0,0,0,4.44,29.71,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

85,21:00-21:15,0,16.48,8.87,0,0,92,270,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

86,21:15-21:30,0,16.48,8.87,0,0,92,247.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

87,21:30-21:45,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

88,21:45-22:00,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

89,22:00-22:15,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

90,22:15-22:30,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,46.69,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

91,22:30-22:45,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,46.69,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

92,22:45-23:00,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,46.69,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.13,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,11.04,0,0,683.14,654.31,0,0,70.59

93,23:00-23:15,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.13,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,6.63,0,0,683.14,654.31,0,0,70.59

94,23:15-23:30,0,16.48,8.87,0,0,92,202.5,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,15.44,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.13,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,6.63,0,0,683.14,654.31,0,0,70.59

95,23:30-23:45,0,16.48,8.87,0,0,92,202.5,1.79,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.13,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,6.63,0,0,683.14,654.31,0,0,70.59

96,23:45-24:00,0,16.48,8.87,0,0,92,202.5,1.79,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,10.28,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.13,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,6.63,0,0,683.14,654.31,0,0,70.59

