Block,Time,BRBCL,CHAMERA2,KGSU1AND2,KHSTPP-I,KOLDAM,KOTESHWR,SIMHST1,TelanganaSTPP,ANTA_CRF,DADRI_GF,FSTPP I & II,KGSU3AND4,PARBATI2,RAPPC,RIHAND2,SALAL,SASAN,TEHRIPSP,UNCHAHAR2,URI2,AURY_GF,BSIUL,NLCTS2EXP,RAPPB,AURY_LF,AURY_RF,DULHASTI,NLCIIST2,RAMPUR,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALA,TANDA2,URI,ANTA_LF,CHAMERA1,CHAMERA3,DHAULIGNGA,KKNPPU2,NAPP,NLCIIST1,NNTPP,NTPL,PARBATI3,UNCHAHAR3,AURY_CRF,DADRI_CRF,DADRI_RF,KHSTPP-II,KKNP,KUDGI,MAPS,RIHAND1,RSTPSU7,SINGRAULI,TANAKPUR,UNCHAHAR1,VALLURNTECL,DADRI_LF,DADRT2,KISHANGANGA,NJPC,RSTPSU1TO6,SIMHST2,TEHRI,ANTA_GF,JHAJJAR,NLCEXP,RAPPD,TALST2,UNCHAHAR4,ANTA_RF
54,13:15-13:30,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.94,7.07,52.99,0,0,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.5,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.67

55,13:30-13:45,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.5,7.07,52.99,0,0,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.5,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.81

56,13:45-14:00,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.5,7.07,52.99,0,0,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.5,21.83,0,0,690.85,8.71,181.16,0,0,9.81,0,570.85,0,25.64,0,3.98,46.81

57,14:00-14:15,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.49,7.07,50.79,0,0,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,19.62,0,570.85,0,25.64,0,3.98,46.67

58,14:15-14:30,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.49,7.07,50.79,0,14.05,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.54

59,14:30-14:45,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.96,7.07,50.79,0,28.1,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.67

60,14:45-15:00,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.96,7.07,50.79,0,28.1,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.81

61,15:00-15:15,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,28.1,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.81

62,15:15-15:30,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.81

63,15:30-15:45,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.67

64,15:45-16:00,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.54

65,16:00-16:15,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,570.85,0,25.64,0,3.98,46.54

66,16:15-16:30,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,670.85,0,25.64,0,3.98,46.8

67,16:30-16:45,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,670.85,0,25.64,0,3.98,46.67

68,16:45-17:00,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,7.07,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,670.85,0,25.64,0,3.98,46.67

69,17:00-17:15,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.47,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,6.61,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,579.95,0,25.64,0,2.39,46.8

70,17:15-17:30,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.16,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,6.61,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,579.95,0,25.64,0,2.39,46.8

71,17:30-17:45,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,92.37,0,1.19,2.94,6.05,50.79,0,42.15,35.09,21.92,0,23.97,0,0,0,58.4,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,579.95,0,25.64,0,2.39,46.93

72,17:45-18:00,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.22,39.74,0,7.04,92.37,0,1.19,2.94,6.05,50.79,0,42.15,35.09,10.97,0,23.97,0,0,0,58.4,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,10.5,21.83,0,0,490.85,8.71,181.16,0,0,29.43,0,579.95,0,25.64,0,2.39,46.93

73,18:00-18:15,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.1,38.16,0,6.52,0,0,0,75.53,39.74,0,7.04,92.37,6.31,1.19,2.94,6.05,50.79,0,42.15,35.09,10.97,0,23.97,0,0,0,58.4,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.71,181.16,0,0,29.43,0,579.95,0,25.64,0,2.39,47.06

74,18:15-18:30,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.1,38.16,0,6.52,0,0,0,75.53,39.74,0,7.04,92.37,12.62,1.19,2.94,6.05,50.79,0,42.15,35.09,10.97,0,23.97,0,0,0,67.63,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.71,181.16,0,0,29.43,0,427.95,0,25.64,0,2.39,47.19

75,18:30-18:45,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.1,38.16,0,6.52,0,0,0,75.53,39.74,0,7.04,92.37,18.93,1.19,1.94,6.31,50.79,0,42.15,35.09,10.97,0,23.97,0,0,0,67.63,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.71,181.16,0,0,29.43,0,427.95,0,25.64,0,2.48,47.32

76,18:45-19:00,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.1,38.16,0,6.52,0,0,0,75.53,39.74,0,7.04,92.37,18.93,1.19,1.94,6.08,50.79,0,42.15,35.09,10.97,0,23.97,0,0,0,67.63,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.71,181.16,0,0,29.43,0,427.95,0,25.64,0,2.42,47.45

77,19:00-19:15,20,48.9,0,45.83,10.65,31.32,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,0,45.12,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,18.93,1.19,1.94,6.41,50.79,0,42.15,35.09,32.89,0,23.97,0,0,0,73.77,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.71,181.16,0,0,29.43,0,427.95,0,25.64,0,3.18,47.6

78,19:15-19:30,20,51.47,0,45.83,10.65,34.81,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,0,45.11,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.08,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,3.2,47.86

79,19:30-19:45,20,51.47,0,45.83,10.65,34.81,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.26,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.07,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.54,48.12

80,19:45-20:00,20,51.47,0,45.83,10.65,34.81,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.06,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,490.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.5,48.38

81,20:00-20:15,20,51.47,0,45.83,10.65,23.21,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.06,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.49,48.51

82,20:15-20:30,20,51.47,0,45.83,10.65,23.21,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.06,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.46,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.48,48.64

83,20:30-20:45,20,51.47,0,45.83,10.65,23.21,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.62,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.49,49.04

84,20:45-21:00,20,51.47,0,45.83,10.65,23.21,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.11,40.23,0,20.46,0,0,0,75.53,39.74,0,7.22,92.37,20.12,1.19,1.94,6.62,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.51,49.17

85,21:00-21:15,20,51.47,0,45.83,10.65,23.21,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,76.21,39.74,0,7.22,92.37,20.12,1.19,1.94,6.62,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.52,49.3

86,21:15-21:30,20,48.9,0,45.83,10.65,31.32,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,51.99,45.1,38.16,0,6.52,0,0,0,76.21,39.74,0,7.04,92.37,18.93,1.19,1.94,6.63,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,70.7,27.99,0,0,71.9,148.3,0,0,0,64.81,0,140.59,7.55,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.54,49.43

87,21:30-21:45,20,48.9,0,45.83,10.65,31.32,0,0,0,0,20.8,0,58.05,68.22,102.93,83.08,418.77,51.99,45.11,38.16,0,6.52,0,0,0,76.21,39.74,0,7.04,92.37,18.93,1.19,1.94,6.63,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,70.7,27.99,0,0,71.9,148.3,0,0,0,64.81,0,140.63,7.55,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.55,49.56

88,21:45-22:00,20,51.47,0,45.83,10.65,34.81,0,0,0,0,20.8,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,76.21,39.74,0,7.22,92.37,20.12,1.19,1.94,6.62,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,140.54,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.53,49.69

89,22:00-22:15,20,51.47,0,45.83,10.65,34.81,0,0,0,0,19.32,0,61.07,68.22,102.93,83.08,418.77,51.99,45.11,40.23,0,20.46,0,0,0,76.21,39.74,0,7.22,92.37,20.12,1.19,2.53,6.62,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,140.56,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.53,49.3

90,22:15-22:30,20,51.47,0,45.83,10.65,34.81,0,0,0,0,19.32,0,61.07,68.22,102.93,83.08,418.77,51.99,45.1,40.23,0,20.46,0,0,0,76.21,39.74,0,7.22,92.37,20.12,1.19,2.53,6.63,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,140.58,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.53,49.43

91,22:30-22:45,20,51.47,0,45.83,10.65,34.81,0,0,0,0,19.32,0,61.07,68.22,102.93,83.08,418.77,51.99,45.11,40.23,0,20.46,0,0,0,76.21,39.74,0,7.22,92.37,20.12,1.19,3.12,6.62,50.79,0,42.89,36.89,46.04,0,23.97,0,0,0,78.97,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.55,20.64,0,0,550.85,8.87,182.87,0,0,29.68,0,427.95,0,25.64,0,2.53,49.56

92,22:45-23:00,20,48.9,0,45.83,10.65,31.32,0,0,0,0,19.32,0,58.05,68.22,102.93,83.08,418.77,51.99,45.12,38.16,0,6.52,0,0,0,76.21,39.74,0,7.04,92.37,18.93,1.19,3.12,6.64,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,78.39,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.55,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.65,49.69

93,23:00-23:15,20,48.9,0,45.83,10.65,31.32,0,0,0,0,19.32,0,58.05,68.22,102.93,83.08,418.77,51.99,45.12,38.16,0,13.04,0,0,0,78.22,39.74,0,7.04,92.37,12.62,1.19,4.82,6.65,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,78.39,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,5.64,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.4,49.56

94,23:15-23:30,20,48.9,0,45.83,10.65,31.32,0,0,0,0,19.32,0,58.05,68.22,102.93,83.08,418.77,51.99,45.15,38.16,0,13.04,0,0,0,78.22,39.74,0,7.04,92.37,6.31,1.19,4.82,6.67,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,78.39,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,5.64,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.41,49.43

95,23:30-23:45,20,48.9,0,45.83,10.65,31.32,0,0,0,0,19.32,0,58.05,68.22,102.93,83.08,418.77,51.99,45.14,38.16,0,13.04,0,0,0,78.22,39.74,0,7.04,92.37,6.31,1.19,4.82,6.73,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,78.39,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,5.64,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.43,49.69

96,23:45-24:00,20,48.9,0,45.83,10.65,31.32,0,0,0,0,19.32,0,58.05,68.22,102.93,83.08,418.77,51.99,45.11,38.16,0,13.04,0,0,0,78.22,39.74,0,7.04,92.37,6.31,1.19,4.82,6.76,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,78.39,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,5.64,20.64,0,0,550.85,8.71,181.16,0,0,29.68,0,427.95,0,25.64,0,2.4,49.82

