Block,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/02112023/15112023/D20231102NR21539,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-10,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61
15,03:30-03:45,48.310000,2.460000,0.000000,149.450000,0.000000,1.860000,48.310000,2.000000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,22.85,0,22.85,0,0,0,0,0,0,0,9.3,0,0,33.78,0,11.26,144.93,0,0,11.25,8.14

16,03:45-04:00,48.310000,2.460000,0.000000,149.450000,0.000000,1.860000,48.310000,2.000000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,23.25,0,23.25,0,0,0,0,0,0,0,7,0,0,34.26,0,11.42,144.93,0,0,11.42,7.5

17,04:00-04:15,48.310000,2.460000,0.000000,149.450000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,23.08,0,23.08,0,0,0,0,0,0,0,7,0,0,34.65,0,11.55,144.93,0,0,11.56,7.66

18,04:15-04:30,48.310000,2.460000,0.000000,149.450000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,22.91,0,22.91,0,0,0,0,0,0,0,7,0,0,22.62,0,7.54,144.93,0,0,7.55,7.86

19,04:30-04:45,48.310000,2.460000,0.000000,149.450000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,18.83,0,18.83,0,0,0,0,0,0,0,7,0,0,23.12,0,7.71,144.93,0,0,7.71,7.95

20,04:45-05:00,48.310000,2.460000,0.000000,149.450000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,19.21,0,19.21,0,0,0,0,0,0,0,7,0,0,24.12,0,8.04,144.93,0,0,8.05,13.05

21,05:00-05:15,48.310000,2.420000,0.000000,193.240000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,19.65,0,19.65,0,0,0,0,0,0,0,7,0,0,25.12,0,8.38,144.93,0,0,8.37,12.85

22,05:15-05:30,48.310000,2.420000,0.000000,231.890000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,31.880000,48.310000,93.630000,48.310000,71.890000,26.080000,111.110000,0,20,0,20,0,0,0,0,0,0,0,7,0,0,25,0,8.33,144.93,0,0,8.34,12.65

23,05:30-05:45,77.300000,2.420000,0.000000,271.740000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,46.380000,48.310000,93.630000,48.310000,71.890000,26.080000,166.850000,0,26.84,0,26.84,0,0,0,0,0,0,0,7,0,0,25,0,8.33,144.93,0,0,8.34,12.26

24,05:45-06:00,101.200000,2.420000,0.000000,271.740000,0.000000,1.790000,48.310000,1.920000,0.000000,38.280000,0.000000,25.120000,26.080000,46.380000,48.310000,93.630000,48.310000,71.890000,26.080000,195.840000,0,27.84,0,27.84,0,0,0,0,0,0,0,7,0,0,25,0,8.33,144.93,0,0,8.34,12.05

25,06:00-06:15,101.200000,2.420000,0.000000,271.740000,0.000000,1.790000,48.310000,1.920000,0.000000,0.000000,0.000000,25.120000,26.080000,46.380000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0,28.84,0,28.84,0,0,0,0,0,0,0,7,0,0,25,0,8.33,144.93,0,0,8.34,11.66

26,06:15-06:30,101.200000,2.420000,0.000000,271.740000,0.000000,1.790000,48.310000,1.920000,0.000000,0.000000,0.000000,25.120000,26.080000,46.380000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0,29.84,0,29.84,0,0,0,0,0,0,0,7,0,0,25,1.12,8.33,144.93,0,1,8.34,11.26

27,06:30-06:45,101.200000,2.420000,0.010000,271.740000,0.010000,1.790000,48.310000,1.920000,0.000000,0.000000,0.010000,25.120000,26.080000,46.380000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0,28.51,0,28.51,0,0,0,0,0,0.894884,0,7,0,0,25,4.55,8.33,144.93,0.95,5,8.34,11.38

28,06:45-07:00,101.200000,2.420000,0.020000,271.740000,0.020000,1.790000,48.310000,1.920000,0.000000,0.000000,0.020000,25.120000,26.080000,64.430000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0,28.51,0.01,28.51,0,0.05,0,3.5,0,8.900205,0,7,1.5,0,25,14.67,8.33,144.93,3.98,12,8.34,12.25

29,07:00-07:15,101.200000,2.420000,0.170000,271.740000,0.170000,1.790000,48.310000,1.920000,0.000000,0.000000,0.170000,25.120000,26.080000,64.430000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0,21.9,0.4,21.9,0,2.02,0,7,1,19.911169,2.55,7,3,0,25,20.55,8.33,144.93,19,20,8.34,15.25

30,07:15-07:30,101.200000,2.420000,0.540000,271.740000,0.530000,1.790000,48.310000,1.920000,0.000000,0.000000,0.530000,25.120000,26.080000,64.430000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0.33,21.86,1.49,21.86,0,7.43,0,11,3,29.803528,5,7,4,1,25,20.69,8.33,144.93,20.68,20.68,8.34,15.05

31,07:30-07:45,101.200000,2.420000,1.180000,271.740000,1.160000,1.790000,48.310000,1.920000,0.000000,0.000000,1.160000,25.120000,26.080000,64.430000,48.310000,223.850000,48.310000,71.890000,26.080000,226.980000,1.67,21.47,3.2,21.47,0,15.98,0,14,7,39.812611,9,7,6,4,25,21.69,8.33,144.93,21.68,21.68,8.34,14.85

32,07:45:08:00,101.200000,2.420000,2.030000,231.890000,1.980000,1.790000,48.310000,1.920000,0.000000,0.000000,1.980000,25.120000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,8.32,21.25,5.6,21.25,0,28.01,0,22,13,50.687397,12,7,10,7,25,22.51,8.33,144.93,22.52,22.52,8.34,14.65

33,08:00-08:15,72.210000,2.420000,2.960000,193.240000,2.880000,1.860000,48.310000,1.920000,0.000000,0.000000,2.880000,25.120000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,16.02,15.14,9.04,15.14,0,45.21,0,28,18,62.116622,17,7,12,9,22,24.51,7.33,144.93,24.52,24.52,7.34,14.53

34,08:15-08:30,48.310000,2.420000,3.890000,149.450000,3.790000,1.860000,48.310000,1.920000,0.000000,0.000000,3.790000,24.160000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,23.72,14.9,12.8,14.9,0,64.01,0,42,25,73.04977,21.5,7,18,12,22,26.19,7.33,144.93,26.18,26.18,7.34,14.35

35,08:30-08:45,48.310000,2.420000,4.870000,149.450000,4.750000,1.860000,48.310000,1.920000,0.000000,0.000000,4.750000,24.160000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,31.42,14.82,16.44,14.82,0,82.22,0,59.5,26,83.029672,23,7,25.5,13,22,27.01,7.33,144.93,27.02,27.02,7.34,13.72

36,08:45:09:00,48.310000,2.420000,5.750000,149.450000,5.610000,1.860000,48.310000,1.920000,0.000000,0.000000,5.610000,22.220000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,38.38,14.92,19.92,14.92,0,99.6,0,77,37,92.143871,25.8,7,33,18,22,27.99,7.33,144.93,27.98,27.98,7.34,13.12

37,09:00:09:15,48.310000,2.420000,6.650000,149.450000,6.480000,1.860000,48.310000,1.850000,0.000000,0.000000,6.480000,22.220000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,45.5,14.71,31.2,14.71,0,155.99,0,80.5,17,86.443849,28.5,7,34.5,8,22,27.99,7.33,144.93,27.98,27.98,7.34,16.13

38,09:15-09:30,48.310000,2.420000,7.550000,149.450000,7.370000,1.860000,48.310000,1.850000,0.000000,0.000000,7.370000,22.220000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,51.48,14.84,35.21,14.84,0,176.08,0,94.5,27,93.690464,31,7,40.5,13,22,29.99,7.33,144.93,29.98,29.98,7.34,15.73

39,09:30-09:45,48.310000,2.420000,8.380000,149.450000,8.170000,1.860000,48.310000,1.850000,0.000000,0.000000,8.170000,22.220000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,56.79,14.78,39.24,14.78,0,196.21,0,126.7,59,100.509091,34,7,54.3,30,22,29.99,7.33,144.93,29.98,29.98,7.34,15.13

40,09:45-10:00,48.310000,2.420000,9.130000,149.450000,8.900000,1.860000,48.310000,1.850000,0.000000,0.000000,8.900000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,62.27,14.9,43.18,14.9,0,215.93,0,137.9,65,106.967819,36.5,7,59.1,32,22,30.49,7.33,144.93,30.48,30.48,7.34,25.74

41,10:00-10:15,48.310000,2.420000,12.840000,149.450000,12.540000,1.860000,48.310000,1.850000,0.000000,0.000000,12.540000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,66.94,15,46.67,15,0,233.33,0,157.5,70,112.162037,38,7,67.5,35,22,30.49,7.33,144.93,30.48,30.48,7.34,26.74

42,10:15-10:30,48.310000,2.420000,13.600000,149.450000,13.270000,1.860000,48.310000,1.850000,0.000000,0.000000,13.270000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,70.98,14.93,46.67,14.93,0,233.33,0,170.1,72,116.743454,41,7,72.9,36,22,30.49,7.33,144.93,30.48,30.48,7.34,26.54

43,10:30-10:45,48.310000,2.420000,14.480000,149.450000,14.120000,1.860000,48.310000,1.850000,0.000000,0.000000,14.120000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,140.100000,74.56,14,46.67,14,0,233.33,0,185.5,75,120.527257,42,7,79.5,37,22,30.49,7.33,144.93,30.48,30.48,7.34,25.94

44,10:45-11:00,48.310000,2.420000,14.780000,149.450000,14.420000,1.860000,48.310000,1.850000,0.000000,0.000000,14.420000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,77.42,14,46.67,14,0,233.33,0,189,73,123.707986,42.5,7,81,37,22,30.49,7.33,144.93,30.48,30.48,7.34,25

45,11:00-11:15,48.310000,2.420000,14.910000,149.450000,14.540000,1.860000,48.310000,1.850000,0.000000,0.000000,14.540000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,79.91,14,46.67,14,0,233.33,0,192.5,77,126.820626,43,7,82.5,39,22,31.15,7.33,144.93,31.15,31.15,7.34,26.14

46,11:15-11:30,48.310000,2.420000,15.210000,149.450000,14.840000,1.860000,48.310000,1.850000,0.000000,0.000000,14.840000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,82.18,14,46.67,14,0,233.33,0,192.5,80,129.018928,45,7,82.5,40,22,31.15,7.33,144.93,31.15,31.15,7.34,25.97

47,11:30-11:45,48.310000,2.420000,15.520000,149.450000,15.150000,1.860000,48.310000,1.850000,0.000000,0.000000,15.150000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,83.75,14,46.67,14,0,233.33,0,192.5,83,130.079171,45,7,82.5,41,22,31.49,7.33,144.93,31.48,31.48,7.34,24.54

48,11:45-12:00,48.310000,2.420000,15.580000,149.450000,15.200000,1.860000,48.310000,1.850000,0.000000,0.000000,15.200000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,84.71,14,46.67,14,0,233.33,0,192.5,83,130.808696,45.5,7,82.5,42,22,31.49,7.33,144.93,31.48,31.48,7.34,23.94

49,12:00-12:15,48.310000,2.320000,15.660000,149.450000,15.280000,1.940000,48.310000,1.920000,0.000000,0.000000,15.280000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,85.53,14,46.67,14,0,233.33,0,199.5,83,134.971852,45.5,7,85.5,42,22,31.49,7.33,144.93,31.48,31.48,7.34,23.74

50,12:15-12:30,48.310000,2.320000,15.720000,149.450000,15.340000,1.940000,48.310000,1.920000,0.000000,0.000000,15.340000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,86.27,14,46.67,14,0,233.33,0,199.5,83,134.670315,45.5,7,85.5,42,22,31.49,7.33,144.93,31.48,31.48,7.34,23.14

51,12:30-12:45,48.310000,2.320000,15.660000,149.450000,15.280000,1.940000,48.310000,1.920000,0.000000,0.000000,15.280000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,86.36,14,46.67,14,0,233.33,0,199.5,83,133.279354,45.5,7,85.5,42,22,31.49,7.33,144.93,31.48,31.48,7.34,22.54

52,12:45-13:00,48.310000,2.320000,15.620000,149.450000,15.240000,1.940000,48.310000,1.920000,0.000000,0.000000,15.240000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,85.95,14,46.67,14,0,233.33,0,199.5,81,130.837877,45.5,7,85.5,41,22,31.49,7.33,144.93,31.48,31.48,7.34,21.14

53,13:00-13:15,48.310000,2.320000,15.640000,149.450000,15.260000,2.020000,48.310000,2.000000,0.000000,0.000000,15.260000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,84.78,14,46.67,14,0,233.33,0,196,80,127.4237,45,7,84,40,22,31.49,7.33,144.93,31.48,31.48,7.34,20.73

54,13:15-13:30,48.310000,2.320000,15.510000,149.450000,15.130000,2.020000,48.310000,2.000000,0.000000,0.000000,15.130000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,83.24,14,46.67,14,0,233.33,0,193.9,81,123.075731,44.5,7,83.1,40,22,31.49,7.33,144.93,31.48,31.48,7.34,19.7

55,13:30-13:45,48.310000,2.320000,15.340000,149.450000,14.960000,2.020000,48.310000,2.000000,0.000000,0.000000,14.960000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,80.96,14,46.67,14,0,233.33,0,192.5,73,122.015488,42,7,82.5,37,22,31.49,7.33,144.93,31.48,31.48,7.34,13.73

56,13:45-14:00,48.310000,2.320000,15.030000,149.450000,14.660000,2.020000,48.310000,2.000000,0.000000,0.000000,14.660000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,79.06,14,46.67,14,0,233.33,0,186.9,67,115.761027,41,7,80.1,34,22,31.49,7.33,144.93,31.48,31.48,7.34,13.07

57,14:00-14:15,48.310000,2.320000,14.590000,149.450000,14.240000,2.020000,48.310000,2.000000,0.000000,0.000000,14.240000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,83,14,46.67,14,0,233.33,0,179.2,64,109.000762,40,7,76.8,32,22,31.49,7.33,144.93,31.48,31.48,7.34,12.72

58,14:15-14:30,48.310000,2.320000,14.070000,149.450000,13.720000,2.020000,48.310000,2.000000,0.000000,0.000000,13.720000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,78.83,14,46.67,14,0,233.33,0,169.4,63,101.84169,38,7,72.6,32,22,31.49,7.33,144.93,31.48,31.48,7.34,12.12

59,14:30-14:45,48.310000,2.320000,13.250000,149.450000,12.920000,2.020000,48.310000,2.000000,0.000000,0.000000,12.920000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,74.93,14,46.67,14,0,233.33,0,160.3,61,94.011455,37,7,68.7,30,22,31.49,7.33,144.93,31.48,31.48,7.34,11.94

60,14:45-15:00,48.310000,2.320000,12.260000,149.450000,11.960000,2.020000,48.310000,2.000000,0.000000,0.000000,11.960000,21.260000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,69.63,14,44.52,14,0,222.59,0,149.8,54,85.286336,34,7,64.2,27,22,31.49,7.33,144.93,31.48,31.48,7.34,11.54

61,15:00-15:15,48.310000,2.370000,11.190000,149.450000,10.920000,2.100000,48.310000,2.230000,0.000000,0.000000,10.920000,22.220000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,63.92,14,41.59,14,0,207.94,0,135.8,52,77.757638,31,7,58.2,26,22,31.49,7.33,144.93,31.48,31.48,7.34,11.14

62,15:15-15:30,48.310000,2.370000,10.290000,149.450000,10.040000,2.100000,48.310000,2.230000,0.000000,0.000000,10.040000,22.220000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,57.31,14,38.35,14,0,191.76,0,125.3,45,67.661012,30,7,53.7,23,22,31.49,7.33,144.93,31.48,31.48,7.34,10.94

63,15:30-15:45,48.310000,2.370000,9.260000,149.450000,9.030000,2.100000,48.310000,2.230000,0.000000,0.000000,9.030000,23.190000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,111.110000,50.05,14,34.86,14,0,174.31,0,109.9,39,56.825134,25,7,47.1,20,22,31.49,7.33,144.93,31.48,31.48,7.34,14.12

64,15:45-16:00,48.310000,2.370000,8.010000,149.450000,7.820000,2.100000,48.310000,2.230000,0.000000,0.000000,7.820000,23.190000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,140.100000,43.55,14,30.99,14,0,154.96,0,93.8,37,45.347274,23,7,40.2,19,22,31.49,7.33,144.93,31.48,31.48,7.34,13.94

65,16:00-16:15,48.310000,2.370000,6.610000,149.450000,6.450000,2.100000,48.310000,2.230000,0.000000,0.000000,6.450000,22.220000,26.080000,31.880000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,35.9,14,28.18,14,0,140.89,0,79.1,31,33.665147,19,7,33.9,16,22,31.49,7.33,144.93,31.48,31.48,7.34,13.53

66,16:15-16:30,48.310000,2.370000,5.150000,193.240000,5.020000,2.100000,48.310000,2.230000,0.000000,0.000000,5.020000,22.220000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,28.21,14.33,23.43,14.33,0,117.14,0,61.6,26,22.85845,15,7,26.4,13,22,33,7.33,144.93,29.67,31,7.34,13.13

67,16:30-16:45,77.300000,2.370000,3.830000,231.890000,3.730000,2.100000,48.310000,2.230000,0.000000,0.000000,3.730000,23.190000,26.080000,49.930000,48.310000,223.850000,48.310000,71.890000,26.080000,171.240000,19.43,14.67,18.82,14.67,0,94.13,0,45.5,15,13.822067,12,7,19.5,8,22,16.06,7.33,144.93,11.07,15,7.34,12.93

68,16:45-17:00,101.200000,2.370000,2.410000,271.740000,2.350000,2.100000,48.310000,2.230000,0.000000,0.000000,2.350000,23.190000,26.080000,73.580000,48.310000,223.850000,48.310000,96.620000,26.080000,261.450000,10.73,14.67,14.19,14.67,0,70.95,0,30.1,10,7.509244,9,7,12.9,5,22,7.45,7.33,144.93,5.7,5,7.34,11.74

