Column1,Time,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/30092023/26122029/SH-06,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7902,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/05/19/4843,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6363,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/16/1698,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/8068,GNA/NR/2025/04/01/8510,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06
7,01:30-01:45,15.01,0,0,0,0,0,0,0,0,0,15,96.6,67.62,0,0,0,0,29.1,13.52,5.8,0,193.2,28.98,0,5.25,115.51,0,87.13,12.3,14.49,30.79,18,261.4,100.64,24.15,273.14,10.2,0,0,6.47,28.98,6.38,5.69,10.63,15.46,0,0,51.67,60,20,0,20,0,51.67,20

8,01:45-02:00,14.21,0,0,0,0,0,0,0,0,0,15,96.6,67.62,0,0,0,0,29.1,13.52,5.8,0,193.2,28.98,0,5.25,115.51,0,87.13,12.3,14.49,30.79,18,261.4,100.64,24.15,273.14,10.2,0,0,6.47,28.98,6.38,5.69,10.63,15.46,0,0,51,58.99,19.34,0,19.67,0,51,19.67

9,02:00-02:15,13.01,0,0,0,0,0,0,0,0,0,25.06,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,5.06,115.51,0,87.13,12.11,0,30.79,25.06,261.4,100.64,24.15,273.14,10.2,0,0,6.32,28.98,6.38,5.69,10.63,15.46,0,0,57.67,57.49,18.34,0,19.17,0,57.67,19.17

10,02:15-02:30,12.01,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,5.06,115.51,0,87.13,12.11,0,30.28,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.32,28.98,6.38,5.69,10.63,15.46,0,0,57,56.51,17.66,0,18.83,0,57,18.83

11,02:30-02:45,9.6,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,5.06,115.51,0,87.13,12.11,0,30.28,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.32,28.98,6.38,5.69,10.63,15.46,0,0,56.33,72.49,16.66,0,24.17,0,56.33,24.17

12,02:45-03:00,8.4,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,5.06,68.17,0,74.89,12.11,0,30.28,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.32,28.98,6.38,5.69,10.63,15.46,0,0,55,72.49,15.66,0,24.17,0,55,24.17

13,03:00-03:15,7.6,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,74.89,11.93,0,31.29,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.16,28.98,6.38,5.61,10.63,15.46,0,0,58.33,71.51,15,0,23.83,0,58.33,23.83

14,03:15-03:30,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,74.89,11.93,0,30.79,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.16,28.98,6.38,5.61,10.63,15.46,0,0,58.33,70.01,14.34,0,23.33,0,58.33,23.33

15,03:30-03:45,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,76.59,11.93,0,30.79,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.16,28.98,6.38,5.61,10.63,15.46,0,0,39.33,54.84,13.34,0,18.28,0,39.33,18.28

16,03:45-04:00,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,76.59,11.93,0,30.79,26.5,261.4,100.64,24.15,273.14,10.2,0,0,6.16,28.98,6.38,5.61,10.63,15.46,0,0,38.33,50,12.34,0,16.66,0,38.33,16.66

17,04:00-04:15,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,69.15,11.74,0,30.79,26.5,201.29,100.64,24.15,273.14,10.2,0,0,6.01,28.98,6.38,5.61,10.63,15.46,0,0,37.67,47.91,12.34,0,15.98,0,37.67,15.98

18,04:15-04:30,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,56.91,11.74,0,30.79,26.5,164.88,100.64,24.15,273.14,10.2,0,0,6.01,28.98,6.38,5.61,10.63,15.46,0,0,36.67,43.41,11.66,0,14.47,0,36.67,14.47

19,04:30-04:45,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,56.91,11.74,0,30.79,26.5,164.88,100.64,24.15,273.14,10.2,0,0,6.01,28.98,6.38,5.61,10.63,15.46,0,0,30,30,11,0,10,0,30,10

20,04:45-05:00,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,0,193.2,0,0,4.87,68.17,0,56.91,11.74,0,30.79,26.5,164.88,100.64,24.15,231.84,10.2,0,0,6.01,28.98,6.38,5.61,10.63,15.46,0,0,30,30,10.34,0,10,0,30,10

21,05:00-05:15,7,0,0,0,0,0,0,0,0,0,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0,4.87,68.17,0,46.37,11.47,0,30.79,26.5,129.44,100.64,24.15,193.2,10.2,0,0,5.85,28.98,6.38,4.68,10.63,15.46,0,0,30,30,10,0,10,0,30,10

22,05:15-05:30,7,0,0,0,0,0,0,0,0,0.02,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0,4.87,68.17,0,46.37,11.47,0,30.79,26.5,129.44,100.64,24.15,150.22,10.2,0,0,5.85,28.98,6.38,5.29,10.63,15.46,0,0,30,30,9.34,0,10,0,30,10

23,05:30-05:45,7,0,0,0,0,0,0,0,0,0.12,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0,4.87,68.17,0,46.37,11.47,0,31.29,26.5,129.44,100.64,24.15,193.2,10.2,0,0,5.85,28.98,6.38,5.29,10.63,15.46,0,0.1,30,30,8.66,0,10,0,30,10

24,05:45-06:00,7,0,0,0,0,0,0,0,0,0.13,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0,4.87,68.17,0,46.37,11.47,0,31.29,26.5,129.44,100.64,24.15,231.84,10.2,0,0,5.85,28.98,6.38,5.29,10.63,15.46,0.19,1.5,30,30,8.66,0,10,0.01,30,10

25,06:00-06:15,7,1,1,0,0,1,0.45,1,2.26,0.68,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0,4.77,68.17,0,58.61,11.19,0,31.29,26.5,165.85,100.64,24.15,273.14,10.2,0,0,5.78,28.98,6.38,5.29,10.63,15.46,8.56,3.27,35.67,30,9,0,10,2.56,35.67,10

26,06:15-06:30,7,2,5,0,0,2,0.75,2,3.77,1.44,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0,4.77,68.17,0,58.61,11.19,0,31.29,26.5,165.85,100.64,24.15,273.14,10.2,0,0,5.78,28.98,6.38,5.29,10.63,15.46,20.27,6.93,34.67,30,8.34,1.94,10,15.56,34.67,10

27,06:30-06:45,7,3,7,0,0,3,2.15,3,10.76,4.78,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,0.73,4.77,68.17,0,58.61,11.19,0,31.29,26.5,165.85,100.64,24.15,273.14,10.2,0.55,0.73,5.78,28.98,6.38,5.29,10.63,15.46,29.23,11.55,33.67,30,8.34,4.85,10,28.26,33.67,10

28,06:45-07:00,7,4,9,0,1,5,3.67,6,18.32,7.97,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,1.36,4.77,68.17,0,46.37,11.19,0,30.79,26.5,129.44,100.64,24.15,231.84,10.2,1.04,1.36,5.78,28.98,6.38,5.29,10.63,15.46,33,17.27,33,30.49,8,7.76,10.17,33,33,10.17

29,07:00-07:15,7,7,13,0,6,7,5.81,9,29.05,11.99,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,2.16,4.77,70.45,0,46.37,11,0,30.79,26.5,129.44,100.64,24.15,193.2,10.2,1.67,2.16,5.85,28.98,6.38,4.29,10.63,15.46,33,23.96,32.67,30.49,7.66,12.61,10.17,33,32.67,10.17

30,07:15-07:30,7,9,19,0,12,9,8.34,13,41.69,17.19,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,3.09,4.77,70.45,0,46.37,11,0,30.27,26.5,129.44,100.64,24.15,150.22,10.2,2.4,3.09,5.85,28.98,6.38,4.29,10.63,15.46,33,31.17,32.33,30.49,7.66,15.52,10.17,33,32.33,10.17

31,07:30-07:45,7,13,25,0,18,15,11.16,20,55.77,23.38,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,4.23,5.34,70.45,0,46.37,11,0,30.79,26.5,129.44,100.64,24.15,150.22,10.2,3.27,4.23,5.85,28.98,5.28,4.29,10.63,11.01,33,48.05,32,31.5,7.66,21.34,10.5,33,32,10.5

32,07:45-08:00,7,16,32,0,24,19,14.53,26,72.67,30.25,26.5,96.6,0,0,0,0,96.6,29.1,13.52,0,14.49,193.2,0,5.42,5.34,70.45,0,46.37,11,0,31.29,26.5,129.44,100.64,24.15,150.22,10.2,4.19,5.42,5.85,28.98,5.28,4.29,10.63,11.01,33,56.26,33,33.49,8,29.11,11.17,33,33,11.17

33,08:00-08:15,7,19,39,0,36,23,18.48,37,92.42,37.64,26.5,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,6.47,5.34,70.45,0,46.37,10.82,0,31.29,26.5,129.44,100.64,24.15,150.22,10.2,4.99,6.47,5.78,28.98,5.28,4.98,10.63,11.01,33,64.06,30.33,39.49,9.66,33,13.17,33,30.33,13.17

34,08:15-08:30,7,23,45,0,40,26,22.25,42,111.27,45.09,26.5,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,7.66,5.34,70.45,0,46.37,10.82,0,31.29,26.5,129.44,100.64,24.15,150.22,10.2,5.91,7.66,5.78,28.98,5.28,4.98,10.63,11.01,33,71.46,29,40.01,10.34,33,13.33,33,29,13.33

35,08:30-08:45,7,26,52,0,46,29,25.88,52,129.37,52.52,26.5,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,8.81,5.34,70.45,0,46.37,10.82,0,31.29,26.5,129.44,53.13,24.15,150.22,10.2,6.8,8.81,5.78,28.98,5.28,4.98,10.63,11.01,33,78,29,31.5,10.34,33,10.5,33,29,10.5

36,08:45-09:00,7,29,59,0,54,32,29.36,58,146.82,60.1,26.5,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,9.85,5.34,70.45,0,46.37,10.82,0,31.29,26.5,129.44,53.13,24.15,150.22,10.2,7.61,9.85,5.78,28.98,5.28,4.98,10.63,11.01,33,83.93,28.67,31.5,10.66,33,10.5,33,28.67,10.5

37,09:00-09:15,6,33,67,0,60,34,32.92,65,164.61,67.46,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,10.98,5.15,70.45,0,46.37,10.64,0,30.28,26.61,129.44,53.13,24.15,150.22,10.2,8.48,10.98,5.78,28.98,5.28,4.98,10.63,11.01,33,87.01,27.67,31.5,10.66,33,10.5,33,27.67,10.5

38,09:15-09:30,6,36,72,0,64,37,36.18,68,180.88,73.73,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,11.95,5.15,70.45,0,46.37,10.64,0,30.28,26.61,129.44,53.13,24.15,150.22,10.2,9.23,11.95,5.78,28.98,5.28,4.98,10.63,11.01,33,93.42,28,31.5,10.66,33,10.5,33,28,10.5

39,09:30-09:45,6,39,77,0,69,40,39.02,78,195.12,79.76,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,12.75,5.15,70.45,0,46.37,10.64,0,30.28,26.61,129.44,53.13,24.15,150.22,10.2,9.85,12.75,5.78,28.98,5.28,4.98,10.63,11.01,33,99.48,28,31.99,5,33,10.67,33,28,10.67

40,09:45-10:00,6,42,83,0,75,42,41.72,83,208.57,85.45,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,13.7,5.15,70.45,0,46.37,10.64,0,30.28,26.61,129.44,53.13,24.15,150.22,10.2,10.59,13.7,5.78,28.98,5.28,4.98,10.63,11.01,33,105.12,28,32.51,5,33,10.83,33,28,10.83

41,10:00-10:15,6,45,89,0,78,44,44.39,84,221.96,90.57,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,14.47,5.15,70.45,0,46.37,12.76,0,31.29,26.61,129.44,53.13,24.15,150.22,7.72,11.17,14.47,5.7,28.98,5.28,4.83,10.63,11.01,33,109.77,30.33,33,6.67,33,11,33,30.33,11

42,10:15-10:30,6,47,93,0,81,45,46.92,87,234.6,95.32,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,15.23,5.15,70.45,0,46.37,12.76,0,31.29,26.61,129.44,53.13,24.15,150.22,7.72,11.77,15.23,5.7,28.98,5.28,4.83,10.63,11.01,33,128.51,31.67,34.01,7,33,11.33,33,31.67,11.33

43,10:30-10:45,6,47,93,0,84,46,48.33,90,241.67,99.57,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,16.23,5.15,70.45,0,46.37,12.76,0,31.29,26.61,129.44,53.13,24.15,150.22,7.72,12.53,16.23,6.09,28.98,5.28,4.83,10.63,11.01,33,132.49,32.67,36.49,13.33,33,12.17,33,32.67,12.17

44,10:45-11:00,6,47,93,0,87,47,48.33,93,241.67,100,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,17.67,5.15,70.45,0,46.37,12.76,0,31.29,26.61,129.44,53.13,24.15,150.22,7.72,13.65,17.67,6.09,28.98,5.28,4.83,10.63,11.01,33,135.68,33,39,13.67,33,13,33,33,13

45,11:00-11:15,6,47,93,0,90,48,48.33,94,241.67,100,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,18.11,4.97,70.45,0,46.37,12.76,0,29.78,26.61,129.44,53.13,24.15,150.22,7.72,13.99,18.11,6.09,28.98,5.28,4.83,10.63,11.01,33,137.7,35,42,14,33,14,33,35,14

46,11:15-11:30,6,47,93,0,90,48,48.33,95,241.67,100,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,18.41,4.97,70.45,0,46.37,12.76,0,29.78,26.61,129.44,53.13,24.15,150.22,7.72,14.23,18.41,6.09,28.98,5.28,4.83,10.63,11.01,33,138.34,35.33,45.49,14,33,15.17,33,35.33,15.17

47,11:30-11:45,6,47,93,0,90,48,49.3,97,246.5,100,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.1,4.97,70.45,0,46.37,12.76,0,29.78,26.61,129.44,53.13,24.15,173.88,7.72,14.75,19.1,6.09,28.98,5.28,4.83,10.63,11.01,33,137.54,36,49.5,14.33,33,16.5,33,36,16.5

48,11:45-12:00,6,47,93,0,90,48,49.3,98,246.5,100,26.61,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.1,4.97,70.45,0,46.37,12.76,0,29.78,26.61,129.44,53.13,24.15,193.2,7.72,14.75,19.1,6.09,28.98,5.28,4.83,10.63,11.01,33,139.43,37,52.01,14.67,33,17.33,33,37,17.33

49,12:00-12:15,6,47,93,0,90,48,49.3,98,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.1,4.97,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,24.15,231.84,7.72,14.75,19.1,6.24,28.98,5.28,5.29,10.63,11.01,33,135.24,41.33,60,15,33,20,33,41.33,20

50,12:15-12:30,6,47,93,0,90,48,49.3,98,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.1,4.97,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,24.15,231.84,7.72,14.75,19.1,6.24,28.98,5.28,5.29,10.63,11.01,33,135.58,44,62.51,16,33,20.83,33,44,20.83

51,12:30-12:45,6,47,93,0,90,48,49.3,96,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.1,4.97,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,24.15,231.84,7.72,14.75,19.1,6.24,28.98,5.28,5.29,10.63,11.01,33,133.82,43.33,58.99,17.33,33,19.67,33,43.33,19.67

52,12:45-13:00,6,47,93,0,90,48,49.3,96,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.1,4.97,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,24.15,193.2,7.72,14.75,19.1,6.24,28.98,5.28,5.29,10.63,11.01,33,132.34,44,59.51,17.67,33,19.83,33,44,19.83

53,13:00-13:15,6.4,47,93,0,90,47,49.3,96,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,19.01,5.15,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,20.6,150.22,7.72,14.7,19.01,5.85,28.98,5.28,5.29,10.63,11.01,33,113.23,44.33,60,18.33,33,20,33,44.33,20

54,13:15-13:30,6.6,47,93,0,90,46,49.3,95,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,18.83,5.15,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,20.6,150.22,7.72,14.55,18.83,5.85,28.98,5.28,5.29,10.63,11.01,33,107.87,46,60.49,18.67,33,20.17,33,46,20.17

55,13:30-13:45,6.6,47,93,0,90,45,49.3,92,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,18.59,5.15,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,20.6,193.2,9.35,14.36,18.59,5.85,28.98,5.28,5.29,10.63,11.01,33,109.16,55,61.01,19.33,33,20.33,33,55,20.33

56,13:45-14:00,6.6,47,93,0,90,45,49.3,92,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,18.26,5.15,68.17,0,46.37,13.22,0,31.29,26.7,129.44,53.13,20.6,231.84,9.35,14.11,18.26,5.85,28.98,5.28,5.29,10.63,11.01,33,106.44,56,62.51,21.67,33,20.83,33,56,20.83

57,14:00-14:15,7.4,45,91,0,87,44,49.3,91,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,17.51,5.34,68.17,0,46.37,13.22,0,29.27,26.7,158.42,53.13,20.6,193.2,9.35,13.52,17.51,6.01,28.98,6.38,5.45,10.63,15.46,33,103.3,53.33,64.01,22.67,33,21.33,33,53.33,21.33

58,14:15-14:30,7.6,45,89,0,85,44,49.3,90,246.5,100,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,16.79,5.34,68.17,0,64.35,13.22,0,29.27,26.7,189.56,53.13,20.6,231.84,9.35,12.97,16.79,6.01,28.98,6.38,5.45,10.63,15.46,33,99.79,55.67,67.5,24,33,22.5,33,55.67,22.5

59,14:30-14:45,11,43,87,0,82,42,49.3,87,246.5,98.32,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,16.42,5.34,68.17,0,64.35,13.22,0,29.27,26.7,189.56,96.6,20.6,273.14,9.35,12.68,16.42,6.01,28.98,6.38,5.45,10.63,15.46,33,95.17,58.67,70.99,21.67,33,23.67,33,58.67,23.67

60,14:45-15:00,11.41,41,83,0,79,41,48.2,86,240.99,94.44,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,15.88,5.34,68.17,0,76.59,13.22,0,29.27,26.7,225.97,100.64,20.6,273.14,9.35,12.27,15.88,6.01,28.98,6.38,5.45,10.63,15.46,33,90.08,61.33,72,21.67,33,24,33,61.33,24

61,15:00-15:15,11.81,39,78,0,75,40,46.06,84,230.27,90.14,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,15.22,6.09,68.17,0,76.59,13.22,0,29.77,26.7,225.97,100.64,20.6,273.14,9.35,11.77,15.22,6.01,28.98,6.38,5.61,10.63,15.46,33,79.44,61.33,72.49,21.67,33,24.17,33,61.33,24.17

62,15:15-15:30,12.21,37,73,0,70,39,43.57,80,217.82,85.53,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,14.37,6.09,68.17,0,76.59,13.22,0,29.77,26.7,225.97,81.14,20.6,273.14,9.35,11.11,14.37,6.01,28.98,6.38,5.61,10.63,15.46,33,75.83,64,73.01,22,33,24.33,33,64,24.33

63,15:30-15:45,13.01,34,69,0,66,36,40.77,73,203.85,80.18,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,13.39,6.09,115.51,0,76.59,13.22,0,29.77,26.7,225.97,100.64,20.6,273.14,9.35,10.35,13.39,6.01,28.98,6.38,5.61,10.63,15.46,33,70.37,65,73.99,22.33,33,24.67,33,65,24.67

64,15:45-16:00,13.81,32,63,0,60,35,37.71,67,188.56,74.85,26.7,96.6,0,0,0,0,0,29.1,13.52,0,14.49,193.2,0,12.4,6.09,115.51,0,76.59,13.22,0,29.77,26.7,225.97,100.64,20.6,273.14,9.35,9.58,12.4,6.01,28.98,6.38,5.61,10.63,15.46,33,64.6,64,76.01,22.67,33,25.33,33,64,25.33

