Block,Time,PARBATI3,URI,KOLDAM,UNCHAHAR2,SEWA2,TANAKPUR,SINGRAULI,AURY_RF,SINGRAULI_HYDRO,NJPC,RIHAND2,AURY_GF,TEHRI,ANTA_LF,DULHASTI,DADRT2,DADRI_GF,RAPPB,ANTA_GF,UNCHAHAR3,DADRI_RF,ANTA_CRF,AURY_CRF,RAPPC,URI2,FSTPP I & II,KHSTPP-II,KHSTPP-I,SASAN,BRBCL,TALA,UNCHAHAR4,CHAMERA2,ANTA_RF,NAPP,DHAULIGNGA,RIHAND1,DADRI_LF,RAMPUR,RIHAND3,CHAMERA1,DADRI_CRF,UNCHAHAR1,BSIUL,JHAJJAR,CHAMERA3,AURY_LF,SALAL,KISHANGANGA,KOTESHWR,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,0.000000,40.387190,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,11.172519,94.672014,29.772075,369.315788,14.019968,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,7.073149,12.555148,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,40.387190,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,11.172519,94.672014,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,7.073149,12.555148,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,34.010266,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,11.172519,94.672014,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,7.073149,12.555148,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,34.010266,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,11.172519,94.672014,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,7.073149,12.555148,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,34.010266,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,31.339582,11.172519,94.672014,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,34.010266,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,31.339582,11.172519,94.672014,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,40.387190,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,18.233538,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,11.172519,94.672014,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,40.387190,0.000000,22.450164,15.214557,0.000000,134.113737,0.000000,0.644576,36.467076,113.718938,0.000000,0.000000,0.000000,15.864191,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,11.172519,122.514068,29.772075,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,34.010266,0.000000,31.177826,15.214557,0.000000,134.113737,0.000000,0.644576,36.467076,113.718938,0.000000,6.186310,0.000000,30.878602,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,13.022931,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,34.010266,0.000000,32.512689,15.214557,0.000000,134.113737,0.000000,0.644576,36.467076,113.718938,0.000000,12.433270,0.000000,30.878602,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,34.010266,0.000000,32.512689,15.214557,0.000000,134.113737,0.000000,0.644576,36.467076,113.718938,0.000000,24.866541,0.000000,30.878602,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,3.208198,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,27.050638,0.000000,7.073149,6.277574,345.898110,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.644576,54.700614,113.718938,0.000000,24.866541,0.000000,30.878602,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,12.678798,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,27.050638,0.000000,7.073149,6.277574,345.898110,9.316857,0.000000,24.610463,0.000000,8.068389,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,40.387190,0.000000,36.219662,15.214557,0.000000,134.113737,0.000000,0.644576,54.700614,113.718938,0.000000,37.299812,0.000000,30.878602,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,25.357595,0.000000,41.949075,7.630360,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,7.073149,6.277574,345.898110,18.633713,0.000000,24.610463,0.000000,16.136777,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,40.387190,0.000000,36.219662,15.214557,0.000000,134.113737,0.000000,0.644576,90.073678,113.718938,0.000000,49.733082,0.000000,31.728382,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,17.590524,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,7.073149,18.832722,345.898110,27.978765,0.000000,53.695555,0.000000,24.205166,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,34.010266,0.000000,36.219662,15.214557,0.000000,134.113737,0.000000,0.644576,90.073678,113.718938,0.000000,49.733082,0.000000,31.728382,360.049800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,26.385786,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,7.073149,18.832722,345.898110,27.978765,0.000000,53.695555,0.000000,24.205166,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,34.010266,0.000000,36.219662,15.214557,0.000000,134.113737,0.000000,0.644576,90.073678,113.718938,0.000000,49.733082,0.000000,31.728382,394.832357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,26.385786,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,8.957499,18.832722,348.906548,27.978765,0.000000,53.695555,0.000000,24.205166,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,34.010266,0.000000,35.220187,15.214557,0.000000,134.113737,0.000000,0.644576,90.073678,113.718938,0.000000,49.733082,0.000000,31.728382,457.282500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,13.399629,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,26.385786,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,9.760719,18.832722,359.496248,27.978765,0.000000,53.695555,0.000000,24.205166,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,34.010266,0.000000,35.220187,15.214557,0.000000,134.113737,0.000000,0.644576,90.073678,113.718938,0.000000,49.733082,0.000000,31.728382,505.417500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,26.385786,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,9.760719,18.832722,426.885248,27.978765,0.000000,53.695555,0.000000,24.205166,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,40.387190,0.000000,35.220187,15.214557,0.000000,134.113737,0.000000,0.644576,90.073678,113.718938,0.000000,49.733082,0.000000,31.728382,535.261200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,31.339582,13.399629,122.514068,38.531586,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,26.385786,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,9.760719,18.832722,534.707648,27.978765,0.000000,53.695555,0.000000,24.205166,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,40.387190,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.644576,54.700614,113.718938,0.000000,37.299812,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,31.339582,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,38.036393,0.000000,41.949075,17.590524,88.568400,0.000000,0.000000,119.052897,40.575957,0.000000,9.760719,12.555148,610.274784,9.316857,0.000000,13.423889,0.000000,16.136777,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,34.010266,0.000000,36.584274,15.214557,0.000000,134.113737,0.000000,0.644576,54.700614,113.718938,0.000000,37.299812,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,13.399629,122.514068,38.531586,369.315788,14.440501,0.000000,0.000000,12.678798,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,27.050638,0.000000,9.760719,12.555148,577.538170,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,34.010266,0.000000,35.220187,15.214557,0.000000,134.113737,0.000000,0.644576,36.467076,113.718938,0.000000,24.866541,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,12.678798,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,9.760719,12.555148,476.945648,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,34.010266,0.000000,35.762563,15.214557,0.000000,134.113737,0.000000,0.644576,18.233538,113.718938,0.000000,24.866541,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,9.760719,12.555148,419.183648,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,34.010266,0.000000,40.001964,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,24.563290,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,9.760719,12.555148,419.183648,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,12.372620,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,9.760719,12.555148,419.183648,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,12.130020,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,9.760719,6.277574,434.586848,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,12.130020,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,13.525319,0.000000,9.760719,6.277574,462.505148,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.644576,0.000000,113.718938,0.000000,12.130020,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,14.469381,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,9.734822,0.000000,9.760719,6.277574,477.908348,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,495.236948,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,499.087748,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,505.826648,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,578.485949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,495.236948,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,530.343903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,485.609948,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,34.010266,0.000000,40.808949,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,475.573800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,479.833748,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,34.010266,0.000000,36.219662,15.214557,0.000000,134.113737,0.000000,0.626159,0.000000,113.718938,0.000000,0.000000,0.000000,15.864191,456.319800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.920818,30.707610,19.956771,141.768068,44.668394,369.315788,14.440501,0.000000,0.000000,0.000000,0.000000,41.949075,0.000000,88.568400,0.000000,0.000000,119.052897,0.000000,0.000000,9.760719,0.000000,463.467848,0.000000,0.000000,12.305231,0.000000,8.068389,0.000000,0,0,0,0,0

