Block,Time Block,DADRT2,DHAULIGNGA,RIHAND2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,SALAL,RAMPUR,RIHAND3,RAPPC,CHAMERA1,CHAMERA3,CHAMERA2,JHAJJAR,FSTPP I & II,KHSTPP-I,DULHASTI,KGSU1AND2,KGSU3AND4,KHSTPP-II,PARBATI3,PARBATI2,KOLDAM,MAPS,KISHANGANGA,KUDGI,NJPC,KOTESHWR,NAPP,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,NLCIIST2,BSIUL,BRBCL,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,UNCHAHAR1,TALST2,UNCHAHAR4,TANAKPUR,VALLURNTECL,TEHRIPSP,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,NLCEXP,NLCIIST1,SINGRAULI_HYDRO,SINGRAULI,TALA,SASAN,SIMHST1,SIMHST2,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,226.57,40.91,120.7,46.33,0,0,31.11,0,78.37,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,11.53,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,21.02,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,1.46,9.5,0,0,24.04,0,0,0,2.51,30.63,34.04,0,0,0,109.6,25.7,336.24,0,0,17.67,0,0,0,0,0

55,13:30-13:45,261.25,40.91,120.7,46.33,0,0,31.11,0,77.25,0,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,20.99,0,0,0,0,0,0,0,0,0,0,0,0,14.48,0,1.46,9.5,0,0,24.04,4.19,0,0,2.51,30.62,42.55,0,0,0,109.6,25.74,336.24,0,0,17.67,0,0,0,0,0

56,13:45-14:00,326.77,40.91,120.7,46.33,0,0,31.11,0,77.25,0,126.06,63.04,40.61,32.71,0,240.51,14.12,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,0,9.77,23.6,0,0,0,0,0,0,18.85,21.28,0,0,0,0,0,0,0,0,0,0,0,0,14.48,0,1.46,9.5,0,0,24.04,5.58,0,0,2.51,30.62,42.55,0,0,0,109.6,25.74,336.24,0,0,17.67,0,0,0,0,0

57,14:00-14:15,326.77,40.91,120.7,46.33,0,0,31.11,0,77.25,0.74,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,23.08,9.77,23.6,0,0,0,0,0,0,18.85,22.18,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,8.17,0,0,2.51,36.13,42.55,0,0,0,109.6,25.74,336.24,0,0,17.67,0,0,0,0,0

58,14:15-14:30,326.77,40.91,120.7,46.33,0,0,31.11,0,77.25,2.17,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,67.13,9.77,23.6,0,0,0,0,0,0,18.85,23.3,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,8.17,0,0,2.51,36.13,42.55,0,0,0,109.6,25.74,336.24,0,0,17.67,0,0,0,0,0

59,14:30-14:45,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,2.84,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,88.1,9.77,23.6,0,0,0,0,0,0,18.85,22.53,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,10.89,18.35,0,2.51,36.13,42.55,0,0,0,109.6,26.03,336.24,0,0,17.67,0,0,0,0,0

60,14:45-15:00,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,4.48,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,138.45,9.77,23.6,0,0,0,0,0,0,18.85,21.48,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,13.12,36.7,0,2.51,36.13,42.55,0,0,0,109.6,26.03,336.24,0,0,17.67,0,0,0,0,0

61,15:00-15:15,292.09,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,169.38,19.55,23.6,0,0,0,0,0,0,18.85,20.68,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,13.12,36.7,0,2.51,36.13,42.55,0,0,0,109.6,23.13,336.24,0,0,17.67,0,0,0,0,0

62,15:15-15:30,222.71,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,240.51,16.88,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,169.38,29.32,23.6,0,0,0,0,0,0,18.85,21.35,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,14.56,55.05,0,2.51,36.13,42.55,0,0,0,109.6,23.13,336.24,0,0,17.67,0,0,0,0,0

63,15:30-15:45,222.71,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,240.51,20.04,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,24.08,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,15.79,73.41,0,2.51,36.13,40.42,0,0,0,109.6,23.13,336.24,0,0,17.67,0,0,0,0,0

64,15:45-16:00,257.4,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,240.51,20.04,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,0,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,23.78,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,27.04,19.27,73.41,0,2.51,36.13,40.42,0,0,0,109.6,23.13,336.24,0,0,17.67,0,0,0,0,0

65,16:00-16:15,311.58,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,293.09,20.04,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,2.24,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,21.24,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,28.54,20.87,73.41,0,2.51,36.13,40.42,0,0,0,109.6,23.13,336.24,0,0,17.67,0,0,0,0,0

66,16:15-16:30,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,359.02,20.04,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,2.24,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,20.71,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,28.54,22.23,73.41,0,2.51,36.13,40.42,0,0,0,109.6,23.13,336.24,0,0,17.67,0,0,0,0,0

67,16:30-16:45,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,359.02,20.04,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,4.48,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,18.39,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,28.54,22.23,73.41,0,2.51,36.13,40.42,0,0,0,109.6,22.38,325.18,0,0,17.67,0,0,0,0,0

68,16:45-17:00,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,5.48,126.06,63.04,40.61,32.71,0,359.02,20.04,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,4.48,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,19.18,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,28.54,22.23,73.41,0,2.51,36.13,40.42,0,0,0,109.6,22.34,325.18,0,0,17.67,0,0,0,0,0

69,17:00-17:15,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,5.47,126.06,63.04,40.61,32.71,0,359.02,19.41,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,21.25,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,28.54,22.23,73.41,0,2.51,36.13,40.42,0,0,0,109.6,22.3,325.18,0,0,17.67,0,0,0,0,0

70,17:15-17:30,326.77,40.91,120.7,46.33,0,0,31.11,0,81.73,5.47,126.06,63.04,40.61,32.71,0,359.02,19.41,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,19.66,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,1.46,9.5,0,0,28.54,22.23,73.41,0,2.51,36.13,40.42,0,0,0,109.6,22.15,325.18,0,0,17.67,0,0,0,0,0

71,17:30-17:45,326.77,40.91,120.7,46.33,0,0,31.11,0,78.37,5.47,126.06,63.04,40.61,32.71,0,401.53,19.41,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,19.82,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,1.46,9.5,0,0,28.54,25.73,73.41,0,2.51,41.58,38.3,0,0,0,109.6,22.09,325.18,0,0,17.67,0,0,0,0,0

72,17:45-18:00,326.77,40.91,120.7,46.33,0,0,31.11,0,78.37,5.47,126.06,63.04,40.61,32.71,0,401.53,19.41,43.87,36.92,0,0,95.26,36.54,23.74,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,21.47,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,1.46,9.5,0,0,28.54,25.73,73.41,0,2.51,41.58,38.3,0,0,0,109.6,22.01,325.18,0,0,17.67,0,0,0,0,0

73,18:00-18:15,337.49,40.91,120.7,46.33,0,0,31.11,0,78.37,5.47,126.06,63.04,40.61,32.71,0,409.3,19.41,43.87,36.92,0,0,95.26,36.54,30.52,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2,9.5,0,0,28.54,26.38,73.41,0,5.35,42.9,46.8,0,0,0,109.6,23.11,325.18,0,0,17.67,0,0,0,0,0

74,18:15-18:30,379.1,40.91,120.7,46.33,0,0,31.11,0,78.37,5.47,126.06,63.04,40.61,32.71,15.14,457.48,19.41,43.87,36.92,0,0,95.26,36.54,33.91,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,19.6,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.94,9.5,0,0,28.54,26.38,73.41,0,5.35,42.9,46.8,0,0,0,109.6,22.86,325.18,0,0,17.67,0,0,0,0,0

75,18:30-18:45,383.16,40.91,120.7,46.33,0,0,31.11,0,78.37,5.47,126.06,63.04,40.61,32.71,38.29,457.48,19.41,43.87,36.92,0,0,95.26,36.54,36.62,8.32,0,6.72,0,169.38,39.1,23.6,0,0,0,0,0,0,18.85,19.93,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,0,29.29,26.38,73.41,0,5.35,42.9,46.8,0,0,0,109.6,22.72,325.18,0,0,17.67,0,0,0,0,0

76,18:45-19:00,383.16,43.18,120.7,46.33,0,0,31.11,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,457.48,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,19.81,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,0,29.29,26.38,73.41,0,5.35,42.9,46.8,0,0,0,109.6,22.64,325.18,0,0,17.67,0,0,0,0,0

77,19:00-19:15,421.7,43.18,120.7,46.33,0,0,31.11,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,306.99,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,18.79,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,0,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.64,325.18,0,0,17.67,0,0,0,0,0

78,19:15-19:30,450.61,43.18,120.7,46.33,0,0,31.11,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,381.23,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,18.88,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,0,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.68,325.18,0,0,17.67,0,0,0,0,0

79,19:30-19:45,459.43,43.18,120.7,46.33,0,0,31.83,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,454.18,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,22.18,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,0,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.91,325.18,0,0,17.67,0,0,0,0,0

80,19:45-20:00,459.43,43.18,120.7,46.33,0,0,31.83,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,455.61,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,23.14,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,0,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,23.06,325.18,0,0,17.67,0,0,0,0,0

81,20:00-20:15,459.43,43.18,120.7,46.33,0,0,31.83,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.18,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,100.18,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.55,325.18,0,0,17.67,0,0,0,0,0

82,20:15-20:30,459.43,43.18,120.7,46.33,0,0,31.83,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.18,19.41,43.87,37.05,0,0,95.26,37.25,40.69,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,3.11,9.5,0,185.54,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.66,325.18,0,0,17.67,0,0,0,0,0

83,20:30-20:45,459.43,43.18,120.7,46.33,0,0,31.83,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.18,19.41,43.87,37.05,0,0,95.26,37.25,53.71,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,1.72,0,185.54,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.72,325.18,0,0,17.67,0,0,0,0,0

84,20:45-21:00,459.43,40.91,120.7,46.33,0,0,31.83,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.18,19.41,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,1.72,0,185.54,30.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,22.83,325.18,0,0,17.67,0,0,0,0,0

85,21:00-21:15,459.43,40.91,120.7,46.33,0,0,31.83,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.18,19.41,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,1.72,0,185.54,30.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,22.98,325.18,0,0,17.67,0,0,0,0,0

86,21:15-21:30,459.43,40.91,120.7,46.33,0,0,31.83,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.19,19.41,43.87,36.92,0,0,95.26,36.54,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,24.08,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,30.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,23.06,325.18,0,0,17.67,0,0,0,0,0

87,21:30-21:45,459.43,43.18,120.7,46.33,0,0,32.38,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.19,19.41,43.87,37.05,0,0,95.26,55.86,53.71,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,22.1,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,23.2,325.18,0,0,17.67,0,0,0,0,0

88,21:45-22:00,459.43,43.18,120.7,46.33,0,0,32.38,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.19,19.41,43.87,37.05,0,0,95.26,55.86,53.71,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,19.81,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,23.35,325.18,0,0,17.67,0,0,0,0,0

89,22:00-22:15,459.43,43.18,120.7,46.33,0,0,32.38,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.18,19.41,43.87,37.05,0,0,47.63,55.86,53.71,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,19.65,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,23.9,325.18,0,0,17.67,0,0,0,0,0

90,22:15-22:30,459.43,43.18,120.7,46.33,0,0,32.38,0,78.37,5.64,126.06,63.04,40.8,34.39,47.79,437.18,19.41,43.87,37.05,0,0,47.63,55.86,53.71,8.32,0,6.92,0,170.97,43,23.6,0,0,0,0,0,0,19.71,20.13,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,24.05,325.18,0,0,17.67,0,0,0,0,0

91,22:30-22:45,459.43,40.91,120.7,46.33,0,0,32.38,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.18,19.41,43.87,36.92,0,0,47.63,55.15,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,24.19,314.34,0,0,17.67,0,0,0,0,0

92,22:45-23:00,459.43,40.91,120.7,46.33,0,0,32.38,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.18,19.41,43.87,36.92,0,0,47.63,55.15,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,19.75,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,37.23,0,0,0,108.75,24.27,314.34,0,0,17.67,0,0,0,0,0

93,23:00-23:15,459.43,40.91,120.7,46.33,0,0,32.38,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.19,19.41,43.87,36.92,0,0,47.63,55.15,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,23.36,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,24.27,314.34,0,0,17.67,0,0,0,0,0

94,23:15-23:30,459.43,40.91,120.7,46.33,0,0,32.38,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.19,19.41,43.87,36.92,0,0,47.63,55.15,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,22.13,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,24.27,314.34,0,0,17.67,0,0,0,0,0

95,23:30-23:45,459.43,40.91,120.7,46.33,0,0,32.47,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,437.66,19.41,43.87,36.92,0,0,47.63,55.15,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,19.01,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,24.27,314.34,0,0,17.67,0,0,0,0,0

96,23:45-24:00,459.43,40.91,120.7,46.33,0,0,32.47,0,78.37,5.47,126.06,63.04,40.61,32.71,45.4,525.53,19.41,43.87,36.92,0,0,47.63,55.15,47.47,8.32,0,6.72,0,169.38,42.36,23.6,0,0,0,0,0,0,18.85,17.94,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,2.83,9.5,0,185.54,27.04,26.38,73.41,0,5.35,42.9,40.42,0,0,0,108.75,24.27,314.34,0,0,17.67,0,0,0,0,0

