Block,Time Block,KUDGI,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KHSTPP-I,KGSU3AND4,JHAJJAR,KGSU1AND2,ANTA_GF,AURY_CRF,DADRI_LF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_RF,DADRI_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,SALAL,SEWA2,SINGRAULI,TANDA2,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SINGRAULI_HYDRO,SIMHST1,TALA,SIMHST2,TEHRI,FSTPP I & II,DULHASTI,DHAULIGNGA,RAPPB,RIHAND1,RSTPSU7,RAPPD,RSTPSU1TO6,RAMPUR,RAPPC,RIHAND3,PARBATI3,RIHAND2,NNTPP,NTPL,PARBATI2,NLCTS2EXP,CHAMERA3,CHAMERA2,DADRT2,BSIUL,BRBCL,CHAMERA1,KOLDAM,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,24.41,0,0,53.49,0,0,142.66,0,0,8.41,41.28,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.77,404.2,0,3.33,0,1.12,0,13.15,0,0,10.64,57.49,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,0,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

56,13:45-14:00,0,24.41,0,0,53.49,0,0,142.66,0,0,8.41,44.24,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,145.6,3.77,404.2,0,3.33,0,1.12,0,13.15,0,0,10.64,57.49,0,0,94.11,0,24.94,0,2.14,66.5,125.05,4.15,119.94,0,0,5.82,0,0,0,4.97,6.29,17.88,0,0,10.08,0,0,0,0,0

57,14:00-14:15,0,24.41,0,0,53.49,0,0,123.35,0,0,8.41,38.39,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,124,3.77,404.2,0,3.33,0,1.12,0,13.15,0,0,11.6,57.49,0,0,47.51,0,24.94,0,2.14,66.5,86.52,4.15,74.79,0,0,5.82,0,0,0,0,6.29,19.3,0,0,10.08,0,0,0,0,0

58,14:15-14:30,0,24.41,0,0,46.55,0,0,123.35,0,0,8.41,38.39,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,49.02,10.09,1.93,0,36.83,12.85,51.59,0,131.72,3.77,404.2,0,3.33,0,1.12,0,13.15,0,0,11.6,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,0,0,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

59,14:30-14:45,0,24.41,0,0,46.55,0,0,133.97,0,0,8.41,38.39,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49.02,12.07,1.93,0,36.83,17.03,37.02,0,143.3,3.77,404.2,0,3.33,0,1.12,0,11.37,0,0,13.17,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,0,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

60,14:45-15:00,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49.02,14.16,1.93,0,36.83,17.03,37.02,0,143.3,3.77,404.2,0,3.33,0,1.12,0,11.37,0,0,13.17,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,0,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

61,15:00-15:15,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49.02,17.94,1.93,0,36.83,22.44,37.02,0,143.3,3.77,404.2,0,3.33,0,1.12,0,11.37,0,0,16.04,38.33,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,11.28,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

62,15:15-15:30,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,117.27,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49.02,18.37,1.93,0,36.83,22.44,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,11.35,0,0,16.04,38.33,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,11.28,15.73,4.97,6.29,19.3,0,0,10.08,0,0,0,0,0

63,15:30-15:45,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.45,50.08,18.37,1.93,0,36.83,22.44,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,10.78,0,0,16.04,38.33,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,11.28,15.73,39.72,6.29,19.3,0,0,10.08,0,0,0,0,0

64,15:45-16:00,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.97,50.08,18.37,1.93,0,36.83,22.44,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,10.78,0,0,16.04,38.33,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,15.73,53.23,6.29,19.3,0,0,10.08,0,0,0,0,0

65,16:00-16:15,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.97,50.08,18.37,1.93,0,36.83,22.44,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,10.78,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,31.47,53.23,0,19.3,0,0,10.08,0,0,0,0,0

66,16:15-16:30,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.97,50.08,18.37,1.93,0,36.83,22.44,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,10.78,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,31.47,53.23,0,19.3,0,0,10.08,0,0,0,0,0

67,16:30-16:45,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,50.08,20.74,1.93,0,36.83,24.63,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,10.65,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,31.47,53.23,0,19.3,0,0,10.08,0,0,0,0,0

68,16:45-17:00,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,50.08,20.74,1.93,0,36.83,26.48,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,9.7,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,31.47,53.23,0,19.3,0,0,10.08,0,0,0,0,0

69,17:00-17:15,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,50.08,20.74,1.93,0,36.83,26.48,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,9.56,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,31.47,80.53,0,19.3,0,1.89,10.08,0,0,0,0,0

70,17:15-17:30,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,50.08,20.74,1.93,0,36.83,26.48,37.02,0,143.31,3.77,404.2,0,3.33,0,1.12,0,9.29,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,0,91.2,0,0,5.82,0,22.56,31.47,135.65,0,19.3,0,3.77,10.08,0,0,0,0,0

71,17:30-17:45,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,50.08,20.74,1.93,0,36.83,26.48,37.02,6.09,143.31,3.77,404.2,0,3.33,0,1.12,0,9.02,0,0,17.57,57.49,0,0,60.05,0,24.94,0,1.86,66.5,86.52,4.15,91.2,0,0,5.82,0,22.56,31.47,191.68,0,19.3,0,3.77,10.08,0,0,0,0,0

72,17:45-18:00,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,50.08,20.74,1.93,0,36.83,26.48,37.02,6.09,143.31,3.77,404.2,0,3.33,0,1.12,0,8.85,0,0,17.57,57.49,10.59,0,60.05,0,24.94,0,1.86,66.5,86.52,16.31,91.2,0,0,14.56,0,22.56,31.47,249.02,6.29,19.3,13.56,5.67,10.08,0,0,0,0,0

73,18:00-18:15,0,24.41,0,0,46.55,0,0,142.66,0,0,8.41,44.24,0,167.93,0,0,0,0,0,0,0,0,0,0,0,0,0,43.53,51.15,21.07,2.31,0,36.83,27.02,37.02,12.18,150.17,6.2,404.2,0,1.36,0,1.12,0,7.02,0,0,17.57,57.49,10.59,0,62.28,0,24.94,0,1.86,66.5,89.16,19.28,92.68,0,0,21.83,0,22.56,31.47,306.13,6.29,19.3,27.12,6.89,10.08,0,0,0,0,0

74,18:15-18:30,0,24.41,0,0,70.37,0,0,142.66,0,0,8.41,44.24,0,196.88,0,0,0,0,0,0,0,0,0,0,0,0,0,43.53,51.15,21.07,2.3,0,36.83,27.02,37.02,18.27,150.17,6.2,404.2,0,1.36,0,1.12,0,6.47,0,0,17.57,57.49,10.59,0,62.28,0,24.94,0,2.82,66.5,89.16,19.28,92.68,0,0,29.11,0,22.56,31.47,363.62,6.29,19.3,27.12,7.01,10.08,0,0,0,0,0

75,18:30-18:45,0,24.41,0,0,92.02,0,0,142.66,0,0,8.41,44.24,0,223.91,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,51.15,21.07,2.31,0,36.83,27.02,51.59,18.27,150.17,6.09,404.2,0,1.36,0,1.12,0,6.15,0,0,17.57,57.49,10.59,0,62.28,0,24.94,0,3.68,66.5,89.16,22.25,92.68,0,0,36.39,0,33.87,31.47,422.17,6.29,19.3,27.12,7.01,10.08,0,0,0,0,0

76,18:45-19:00,0,24.41,0,0,124.51,0,0,142.66,0,0,8.41,44.24,0,223.91,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,51.15,21.07,2.31,0,36.83,27.02,81.88,18.27,150.17,6.09,404.2,0,1.36,0,1.12,0,6.15,0,8.85,17.57,57.49,10.59,0,62.28,0,24.94,0,4.99,66.5,89.16,26.7,92.68,0,0,43.67,0,33.87,47.2,480.35,6.29,19.3,27.12,9.35,10.08,0,0,0,0,0

77,19:00-19:15,0,24.41,0,0,156.99,0,0,142.66,0,0,8.41,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,51.15,21.07,2.31,0,36.83,27.02,81.88,18.27,150.17,6.09,404.2,0,6.05,0,1.12,0,6.15,0,17.69,17.57,57.49,21.19,0,62.28,0,24.94,0,6.29,66.5,89.16,56.37,92.68,0,0,47.3,0,33.87,47.2,537.4,12.59,19.28,40.68,10.28,10.08,0,0,0,0,0

78,19:15-19:30,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07,51.15,21.07,2.31,0,38.83,27.02,81.88,19.42,150.17,6.09,404.2,0,6.05,0,1.12,0,6.19,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,592.28,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

79,19:30-19:45,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07,51.15,21.07,2.31,0,38.83,27.02,81.88,19.42,150.17,6.09,404.2,0,6.05,0,1.12,0,6.3,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,611.31,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

80,19:45-20:00,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07,51.15,21.07,2.31,0,38.83,27.02,81.88,19.42,150.17,6.09,404.2,0,6.05,0,1.12,0,6.36,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,611.31,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

81,20:00-20:15,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07,51.15,21.07,2.31,0,38.83,27.02,81.88,19.42,150.17,6.09,404.2,0,1.36,0,1.12,0,6.47,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,611.31,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

82,20:15-20:30,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07,51.15,21.07,2.31,0,38.83,27.02,51.59,19.42,150.17,6.09,404.2,0,1.36,0,1.12,0,6.64,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,611.31,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

83,20:30-20:45,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,150.17,6.09,404.2,0,1.36,0,1.12,0,5.2,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

84,20:45-21:00,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,150.17,6.09,404.2,0,1.36,0,1.12,0,5.34,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

85,21:00-21:15,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,150.17,6.09,404.2,0,1.36,0,1.12,0,5.47,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

86,21:15-21:30,0,24.41,0,0,174.86,0,0,142.66,0,0,8.41,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,36.83,27.02,51.59,18.27,130.1,6.09,404.2,0,1.36,0,1.12,0,5.79,0,26.55,17.57,57.54,42.32,0,62.28,0,24.94,0,6.8,66.5,89.16,13.36,92.68,0,0,43.67,0,33.87,47.2,277.9,6.29,19.3,40.68,10.28,10.08,0,0,0,0,0

87,21:30-21:45,0,24.41,0,0,174.86,0,0,142.66,0,0,8.41,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,36.83,27.02,51.59,18.27,130.1,6.09,404.2,0,1.36,0,1.12,0,5.96,0,26.55,17.57,57.54,42.32,0,62.28,0,24.94,0,6.8,66.5,89.16,14.84,92.68,0,0,43.67,0,33.87,47.2,277.9,6.29,19.3,40.68,10.28,10.08,0,0,0,0,0

88,21:45-22:00,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,130.1,6.09,404.2,0,1.36,0,1.12,0,6.01,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

89,22:00-22:15,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,130.1,6.09,404.2,0,1.36,0,1.12,0,4.33,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

90,22:15-22:30,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,130.1,6.09,404.2,0,1.36,0,1.12,0,4.54,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

91,22:30-22:45,0,24.41,0,0,176.51,0,0,142.66,0,0,8.56,44.24,0,225.84,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,38.83,27.02,51.59,19.42,150.17,6.09,404.2,0,1.36,0,1.12,0,4.59,0,27.25,17.57,57.54,42.32,0,62.28,0,24.94,0,6.97,66.5,89.16,76.22,92.68,0,0,54.57,0,35.61,49.68,277.9,19.75,19.3,41.47,10.28,11.2,0,0,0,0,0

92,22:45-23:00,0,24.41,0,0,174.86,0,0,142.66,0,0,8.41,44.24,0,245.14,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,50.08,21.07,2.31,0,36.83,27.02,51.59,18.27,150.17,6.09,404.2,0,1.36,0,1.12,0,4.71,0,17.69,17.57,57.49,21.16,0,62.28,0,24.94,0,6.8,66.5,89.16,41.53,92.68,0,0,36.39,0,33.87,47.2,277.9,6.29,19.3,40.68,7.01,10.08,0,0,0,0,0

93,23:00-23:15,0,24.41,0,0,174.86,0,0,142.66,0,0,8.41,44.24,0,245.14,0,0,0,0,35.09,0,19.29,0,0,0,0,34.45,0,43.06,50.08,21.07,2.31,0,36.83,27.02,51.59,12.18,150.17,6.09,404.2,0,1.36,0,1.12,0,4.79,0,9.08,17.57,57.49,10.59,0,62.28,0,24.94,0,6.8,66.5,89.16,48.95,92.68,0,0,36.39,0,33.87,47.2,277.9,6.29,19.3,40.68,4.67,10.08,0,0,0,0,0

94,23:15-23:30,0,24.41,0,0,174.86,0,0,142.66,0,0,8.41,44.24,0,245.14,0,0,0,0,35.09,0,22.15,0,0,0,0,34.45,0,43.06,50.08,21.07,2.31,0,36.83,27.02,51.59,12.18,150.17,6.09,404.2,0,1.36,0,1.12,0,4.9,0,9.08,17.57,57.49,10.59,0,62.28,0,24.94,0,6.8,66.5,89.16,48.95,92.68,0,0,36.39,0,33.87,47.2,277.9,6.29,19.3,40.68,4.67,10.08,0,0,0,0,0

95,23:30-23:45,0,24.41,0,0,133.72,0,0,142.66,0,0,8.41,44.24,0,245.14,0,0,0,0,35.09,0,22.15,0,0,0,0,34.45,0,43.06,50.62,21.07,2.31,0,36.83,27.02,51.59,12.18,150.17,6.09,404.2,0,1.36,0,1.12,0,4.99,0,9.08,17.57,57.49,10.59,0,62.28,0,24.94,0,5.36,66.5,89.16,37.08,92.68,0,0,36.39,0,33.87,47.2,277.9,6.29,19.3,40.68,4.67,10.08,0,0,0,0,0

96,23:45-24:00,0,24.41,0,0,106.96,0,0,142.66,0,0,8.41,44.24,0,245.14,0,0,0,0,35.09,0,22.15,0,0,0,0,34.45,0,43.06,50.62,21.07,2.31,0,36.83,27.02,51.59,12.18,150.17,6.09,404.2,0,1.36,0,1.12,0,5.05,0,8.92,17.57,57.49,10.59,0,62.28,0,24.94,0,4.29,66.5,89.16,37.08,92.68,0,0,36.39,0,33.87,47.2,277.9,6.29,18.03,40.68,4.67,10.08,0,0,0,0,0

