Block,Time Block,DADRT2,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,DADRI_GF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,NLCIIST2,NLCTS2EXP,NNTPP,KHSTPP-I,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,MAPS,NLCIIST1,KOTESHWR,NJPC,KKNPPU2,KOLDAM,NAPP,KUDGI,NLCEXP,AURY_LF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ANTA_LF,AURY_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,UNCHAHAR2,URI,ANTA_CRF,ANTA_RF,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,RIHAND3,PARBATI3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,NTPL,SALAL,SEWA2,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,365.6,120.63,39.14,14.71,17.56,0,0,0,0,0,0,13.56,6.32,24.52,42.84,19.38,0,0,0,37.66,0,83.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,25.77,18.98,0,0,30.64,26.74,0,0,0,0,11.39,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

58,14:15-14:30,365.6,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,42.84,19.38,0,0,0,37.66,0,83.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,25.77,18.98,0,0,30.64,26.74,0,0,0,0,11.39,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

59,14:30-14:45,431.16,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,42.84,19.38,0,0,0,37.66,0,83.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,25.77,18.98,0,0,30.64,28.88,0,0,0,0,11.39,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

60,14:45-15:00,479.61,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,42.84,19.38,0,0,0,37.66,0,83.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,25.77,18.98,0,0,30.64,28.88,0,0,0,0,11.39,0,0,0,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

61,15:00-15:15,528.05,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,42.84,19.38,0,0,0,37.66,0,81.45,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,25.77,18.98,0,0,30.64,28.88,0,0,0,0,11.39,0,0,0,99.76,3.82,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,0,93.67,0,0,0,0,0

62,15:15-15:30,576.5,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,42.84,19.38,0,0,0,37.66,0,74.3,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,25.77,18.98,0,0,30.64,28.88,0,0,0,0,11.39,0,0,16.47,99.76,3.82,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.45,93.67,0,0,0,0,0

63,15:30-15:45,576.5,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,11.39,0,0,16.47,99.76,14.98,0,103.24,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

64,15:45-16:00,576.5,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,11.39,0,0,33.23,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

65,16:00-16:15,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,8.87,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

66,16:15-16:30,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,28.88,0,0,0,0,8.87,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

67,16:30-16:45,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,18.6,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,12.84,0,0,0,0,8.78,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

68,16:45-17:00,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,12.84,0,0,0,0,8.63,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

69,17:00-17:15,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,12.84,0,0,0,0,8.55,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

70,17:15-17:30,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,24.52,34.69,19.38,0,0,0,37.66,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,12.84,0,0,0,0,8.43,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,93.67,0,0,0,0,0

71,17:30-17:45,585.81,123.36,39.14,14.71,17.56,0,0,0,0,0,0,24.49,6.32,22.48,30.36,19.38,0,0,0,42.93,0,68.1,0,1.4,0,0,9.36,161.9,0,2.35,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,12.84,0,0,0,0,8.34,0,0,34.34,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,120.79,0,0,0,0,0

72,17:45-18:00,585.81,123.36,39.14,14.71,35.1,0,0,0,0,0,0,24.49,6.32,22.48,30.36,19.38,0,0,0,42.93,0,68.1,0,1.4,0,0,9.36,161.9,0,3.53,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,30.64,12.84,0,0,0,0,8.21,0,0,51.51,123.63,14.98,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,5.61,120.79,0,0,0,0,0

73,18:00-18:15,528.05,161.17,39.14,14.71,35.1,0,0,0,0,0,0,24.49,6.32,22.48,30.36,19.38,0,0,0,42.93,0,68.1,0,1.4,0,0,18.72,161.9,0,3.53,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,31.28,12.84,0,0,0,0,8,2.71,0,51.51,123.63,21.79,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,11.22,120.79,0,0,0,0,0

74,18:15-18:30,479.61,232.11,39.14,14.71,35.1,0,0,0,0,0,0,24.49,6.32,22.48,30.36,19.38,0,0,0,42.93,0,68.1,0,2.79,0,0,28.08,161.9,0,5.18,43.23,0,0,0,14.56,0,0,0,0,28.64,18.98,0,0,31.28,12.84,0,0,0,0,7.75,2.71,0,51.51,123.63,53.11,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,11.22,120.79,0,0,0,0,0

75,18:30-18:45,431.16,234.78,39.14,14.71,35.1,0,0,0,0,0,0,24.49,6.32,22.48,30.36,19.38,0,0,0,42.93,0,68.1,0,2.79,0,0,37.44,161.9,0,5.18,43.23,0,0,0,15.02,0,0,0,0,28.64,19.43,0,0,31.43,32.09,0,0,0,0,7.46,2.71,0,51.51,123.63,53.11,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

76,18:45-19:00,431.16,234.78,40.13,14.71,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,42.93,0,68.1,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,15.02,0,0,0,0,28.64,19.43,0,0,31.43,32.09,0,0,0,0,7.46,2.71,0,68.67,123.63,53.11,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

77,19:00-19:15,479.61,234.78,40.13,17.93,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,72.33,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,15.02,0,0,0,0,28.64,19.43,0,0,31.43,32.09,0,0,0,0,7.55,2.71,0,68.67,123.63,53.11,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

78,19:15-19:30,537.74,234.78,40.13,17.94,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,82.17,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,15.02,0,0,0,0,28.64,19.43,0,0,31.43,32.09,0,0,0,0,7.61,2.71,0,68.67,123.63,53.11,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

79,19:30-19:45,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,93,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,32.09,0,0,0,0,7.84,2.71,0,68.67,123.63,53.11,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

80,19:45-20:00,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,32.09,0,0,0,0,8,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

81,20:00-20:15,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,32.09,0,0,0,3.73,8.18,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

82,20:15-20:30,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,32.09,0,0,0,3.73,8.29,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

83,20:30-20:45,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,38.51,0,0,0,7.94,8.43,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

84,20:45-21:00,585.81,234.78,39.14,20.15,35.23,0,0,0,0,0,0,40.84,3.2,24.52,30.36,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,37.44,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,38.51,0,0,0,7.94,8.55,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

85,21:00-21:15,585.81,234.78,39.14,20.15,35.23,0,0,0,0,0,0,40.84,3.2,24.52,30.36,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,37.44,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,38.51,0,0,0,7.94,8.72,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

86,21:15-21:30,585.81,234.78,39.14,20.15,35.23,0,0,0,0,0,0,40.84,3.2,24.52,30.36,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,37.44,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,28.64,22.95,0,0,37.1,38.51,0,0,0,7.94,8.78,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

87,21:30-21:45,585.81,234.78,39.14,20.15,35.23,0,0,0,0,0,0,40.84,3.2,24.52,30.36,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,37.44,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,23.53,0,0,0,7.94,8.88,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

88,21:45-22:00,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,23.53,0,0,0,7.94,9,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

89,22:00-22:15,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,35.3,0,0,0,7.94,9.12,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

90,22:15-22:30,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,35.3,0,0,0,7.94,9.23,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

91,22:30-22:45,585.81,234.78,40.13,20.15,35.66,0,0,0,0,0,0,40.84,19.58,32.69,44.23,19.38,0,0,0,40.59,0,95.8,0,4.19,0,0,41.19,163.41,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,32.09,0,0,0,7.94,9.34,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.51,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

92,22:45-23:00,585.81,234.78,39.14,20.15,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,40.59,0,95.8,0,2.79,0,0,37.44,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,32.09,0,0,0,7.94,9.4,2.71,0,68.67,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

93,23:00-23:15,528.05,234.78,39.14,20.15,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,40.59,0,95.8,0,1.4,0,0,28.29,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,32.09,0,0,0,7.94,9.46,2.71,0,49.42,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

94,23:15-23:30,528.05,234.78,39.14,20.15,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,40.59,0,95.8,0,1.4,0,0,18.72,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,28.88,0,0,0,7.94,9.51,2.71,0,49.42,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

95,23:30-23:45,528.05,234.78,39.14,20.15,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,40.59,0,95.8,0,1.4,0,0,18.72,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,35.3,0,0,0,7.94,9.54,2.71,0,49.42,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

96,23:45-24:00,528.05,234.78,39.14,20.15,35.1,0,0,0,0,0,0,23.57,12.63,31.08,42.84,19.38,0,0,0,40.59,0,95.8,0,1.4,0,0,18.72,161.9,0,5.18,43.23,0,0,0,17.77,0,0,0,0,31.5,22.95,0,0,37.1,35.3,0,0,0,7.94,9.59,2.71,0,49.42,123.63,20.42,0,117.92,354.25,87.72,3.43,0,0,0,58.36,0,0,0,77.69,16.83,120.79,0,0,0,0,0

