Block,Time,BSIUL,KUDGI,URI2,VALLURNTECL,CHAMERA1,KGSU1AND2,MAPS,NJPC,NNTPP,RIHAND1,RSTPSU1TO6,SALAL,SIMHST1,SIMHST2,UNCHAHAR3,AURY_CRF,DADRT2,KKNP,RAPPB,AURY_GF,DADRI_GF,DHAULIGNGA,KOLDAM,SEWA2,SINGRAULI,ANTA_GF,AURY_RF,FSTPP I & II,KGSU3AND4,KHSTPP-II,NLCIIST1,NLCIIST2,NLCTS2EXP,NTPL,RSTPSU7,TALA,TelanganaSTPP,DADRI_RF,CHAMERA3,DULHASTI,NLCEXP,PARBATI3,RAPPD,RIHAND3,TALST2,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,ANTA_LF,AURY_LF,DADRI_LF,KKNPPU2,KOTESHWR,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TEHRIPSP,ANTA_RF,BRBCL,CHAMERA2,JHAJJAR,KHSTPP-I,KISHANGANGA,NAPP,PARBATI2,RAPPC,SASAN,TANDA2,ANTA_CRF,DADRI_CRF
56,13:45-14:00,6.52,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,21.4,0,50.06,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,47.41,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

57,14:00-14:15,6.52,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,20.52,0,50.06,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

58,14:15-14:30,6.52,0,21.82,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,20.67,0,50.06,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

59,14:30-14:45,6.52,0,23.38,0,0,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,20.67,0,52.96,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

60,14:45-15:00,6.52,0,23.38,0,14.05,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,20.67,0,52.96,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,30.91,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

61,15:00-15:15,6.52,0,26.5,0,28.1,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,20.67,0,52.96,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,52.36,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

62,15:15-15:30,6.52,0,26.5,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,20.67,0,52.96,26.77,55.38,0,18.58,24.52,130.84,0,11.91,0,21.65,45,3.22,52.36,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

63,15:30-15:45,6.52,0,26.5,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.93,0,52.96,26.77,55.38,0,18.58,24.52,130.84,0,11.91,14.03,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

64,15:45-16:00,6.52,0,26.5,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,689.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.93,0,52.96,26.77,55.38,0,18.58,24.52,130.84,0,11.91,42.1,21.65,45,3.22,26.49,0,0,0,0,10.14,5.7,125.27,0.96,0,46.78,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

65,16:00-16:15,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.93,0,52.96,26.77,55.38,0,16.35,0,130.84,0,11.91,56.44,21.65,45,3.22,37.53,0,0,0,0,10.14,5.7,125.27,0.96,0,46.15,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

66,16:15-16:30,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.87,0,52.96,33.94,55.38,0,16.35,0,130.84,0,11.91,56.44,21.65,45,3.22,37.53,0,0,0,0,10.14,5.7,125.27,0.96,0,46.15,24.99,38.14,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

67,16:30-16:45,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.79,0,52.96,33.94,55.38,0,16.35,0,130.84,0,11.91,56.44,21.65,45,3.22,37.53,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

68,16:45-17:00,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.72,0,52.96,33.94,55.38,0,16.35,0,130.84,0,11.91,56.44,21.65,45,3.22,37.53,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

69,17:00-17:15,19.56,0,34.3,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,18.05,0,52.96,33.94,55.38,0,18.58,0,130.84,0,11.91,56.44,21.65,45,3.22,37.53,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

70,17:15-17:30,19.56,0,34.3,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,17.97,0,52.96,33.94,55.38,0,18.58,0,130.84,0,11.91,56.44,21.65,45,3.22,37.53,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

71,17:30-17:45,19.56,0,34.3,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,17.03,0,52.96,33.94,55.38,0,18.58,0,130.84,0,11.91,56.44,21.65,45,3.22,33.12,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

72,17:45-18:00,19.56,0,34.3,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,19.18,0,148.3,0,0,0,0,0,16.91,0,52.96,33.94,55.38,0,18.58,0,130.84,0,11.91,56.44,21.65,45,3.22,33.12,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

73,18:00-18:15,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,11.44,0,148.3,0,0,0,0,0,16.61,0,52.96,33.94,55.38,0,18.58,0,130.84,0,9.99,56.44,21.65,45,3.22,33.12,0,0,0,0,10.14,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

74,18:15-18:30,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,11.44,0,148.3,0,0,0,0,0,16.35,0,52.96,33.94,55.38,0,18.58,0,130.84,0,9.99,56.44,21.65,45,3.22,33.12,0,0,0,0,30.43,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

75,18:30-18:45,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,11.44,0,148.3,0,0,0,0,0,16.2,0,52.96,33.94,55.38,0,22.3,0,130.84,0,9.99,56.44,21.65,45,3.22,33.12,0,0,0,0,30.43,5.7,125.27,0.96,0,45.51,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

76,18:45-19:00,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,11.44,0,148.3,0,0,0,0,0,16.11,0,52.96,33.94,55.38,0,22.3,0,130.84,0,9.99,57.37,21.65,45,3.22,52.36,0,0,0,0,30.43,5.7,125.27,0.96,0,45.51,24.99,47.12,566.45,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

77,19:00-19:15,13.04,0,31.17,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,148.25,0,76.36,11.44,0,148.3,0,0,0,0,0,16.11,0,52.96,33.94,55.38,0,22.3,0,130.84,0,9.99,57.37,21.65,45,3.22,30.91,0,0,0,0,30.43,5.7,125.27,0,74.87,45.77,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

78,19:15-19:30,20.46,0,31.17,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,148.25,0,76.36,11.44,0,148.3,0,0,0,0,0,16.11,0,52.96,35.69,57.67,0,38.65,0,130.84,0,9.99,57.37,21.65,45,3.22,30.91,0,0,0,0,44.64,5.84,125.27,0,149.73,45.77,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

79,19:30-19:45,20.46,0,31.17,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,150.3,0,76.36,11.44,0,148.3,0,0,0,0,0,16.25,0,52.96,35.69,57.67,0,38.65,0,130.84,0,9.99,57.37,21.65,45,3.22,30.91,0,0,0,0,44.64,5.84,125.27,0,149.73,46.15,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

80,19:45-20:00,20.46,0,31.17,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,150.3,0,76.36,11.44,0,148.3,0,0,0,0,0,16.41,0,52.96,35.69,57.67,0,38.65,0,130.84,0,9.99,57.37,21.65,45,3.22,30.91,0,0,0,0,44.64,5.84,125.27,0,149.73,46.15,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

81,20:00-20:15,20.46,0,26.5,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,150.3,0,76.36,11.44,0,148.3,0,0,0,0,0,16.46,0,52.96,35.69,57.67,0,38.65,0,130.84,0,9.99,57.37,21.65,45,3.22,30.91,0,0,0,0,44.64,5.84,125.27,0,149.73,46.78,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

82,20:15-20:30,20.46,0,26.5,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,150.3,0,76.36,11.44,0,148.3,0,0,0,0,0,16.58,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,21.65,45,3.22,30.91,0,0,0,0,44.64,5.84,125.27,0,149.73,46.78,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

83,20:30-20:45,20.46,0,26.5,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,12.83,0,148.3,0,0,0,0,0,17.35,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0,149.73,46.78,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

84,20:45-21:00,20.46,0,26.5,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,14.22,0,148.3,0,0,0,0,0,17.46,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0,149.73,46.78,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

85,21:00-21:15,20.46,0,26.5,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,15.61,0,148.3,0,0,0,0,0,17.64,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0,149.73,47.41,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

86,21:15-21:30,13.04,0,26.5,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,17,0,148.3,0,0,0,0,0,17.73,0,52.96,33.94,55.38,0,8.92,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,40.57,5.7,125.27,0,149.73,47.41,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

87,21:30-21:45,13.04,0,26.5,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,18.38,0,148.3,0,0,0,0,0,17.88,0,52.96,33.94,55.38,0,8.92,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,40.57,5.7,125.27,0.98,149.73,47.41,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

88,21:45-22:00,20.46,0,26.5,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.02,0,52.96,35.69,57.67,0,38.65,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0.98,149.73,47.41,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

89,22:00-22:15,20.46,0,23.38,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.17,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0.98,149.73,49.31,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

90,22:15-22:30,20.46,0,23.38,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.32,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0.98,149.73,49.31,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

91,22:30-22:45,20.46,0,23.38,0,42.27,0,0,177.44,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,19.49,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.46,0,52.96,35.69,57.67,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,44.64,5.84,125.27,0.98,149.73,49.31,24.99,49.59,667.25,45.53,7.18,24.1,0,65.27,348.98,5.73,0,0

92,22:45-23:00,13.04,0,23.38,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.56,0,52.96,33.94,55.38,0,7.43,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,40.57,5.7,125.27,0.98,149.73,49.31,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,348.98,5.73,0,0

93,23:00-23:15,6.52,0,23.38,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.61,0,52.96,33.94,55.38,0,7.43,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,40.57,5.7,125.27,0.98,149.73,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,272.25,5.73,0,0

94,23:15-23:30,6.52,0,23.38,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.67,0,52.96,33.94,55.38,0,22.3,0,130.84,0,9.99,57.37,20.76,45,3.22,36.43,0,0,0,0,40.57,5.7,125.27,0.98,149.73,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,272.25,5.73,0,0

95,23:30-23:45,6.52,0,23.38,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.76,0,52.96,33.94,55.38,0,32.71,0,130.84,0,9.99,57.37,20.76,45,3.22,26.49,0,0,0,0,40.57,5.7,125.27,0.98,149.73,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,272.25,5.73,0,0

96,23:45-24:00,6.52,0,23.38,0,42.15,0,0,175.79,0,98.32,0,81.34,0,0,27.69,0,549.38,0,0,0,0,0,8.62,18.34,134.74,0,76.36,18.76,0,148.3,0,0,0,0,0,18.91,0,52.96,33.94,55.38,0,32.71,0,130.84,0,9.99,57.37,20.76,45,3.22,26.49,0,0,0,0,40.57,5.7,125.27,0.98,149.73,50.57,24.99,47.12,667.25,45.53,7.05,24.1,0,65.27,272.25,5.73,0,0

