Time,Block,NER/2024/1934/A/4662,NER/2024/1922/A/4663,NR/2024/18436/A/4571,NR/2024/18388/A/4462,NR/2024/18445/A/4683,WR/2024/21351/A/4666,WR/2024/21355/A/4679,NR/2024/18585/C,Total
,,APPCPL,APPCPL,IEXL,ITCLH,MANIKARAN,APPCPL,MANIKARAN,NVVNL,Total

,,DELHI,DELHI,MAHARASHTRA,ANDHRA PRADESH,DELHI,DELHI,DELHI,NA,
,,BYPL,BRPL,A_A_Energy_MH_Bio,ITCWIND,BRPL,BRPL,BRPL,SOLAPUR_SOLAR,
,,NAGALAND,MANIPUR,DELHI,DELHI,HIMACHAL PRADESH,GOA,GOA,DELHI,
,,Nagaland_Ben,Manipur_Ben,MES (Delhi),ITCLH,HP,GOA_Beneficiary,GOA_Beneficiary,MES (Delhi),
,,North-East-North East,North-East-North East,West-East-North,South-West-North,North-North,North-West,North-West,West-North,
1,00:00-00:15,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

2,00:15-00:30,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

3,00:30-00:45,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

4,00:45-01:00,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

5,01:00-01:15,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

6,01:15-01:30,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

7,01:30-01:45,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

8,01:45-02:00,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

9,02:00-02:15,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

10,02:15-02:30,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

11,02:30-02:45,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

12,02:45-03:00,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

13,03:00-03:15,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

14,03:15-03:30,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

15,03:30-03:45,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

16,03:45-04:00,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

17,04:00-04:15,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

18,04:15-04:30,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

19,04:30-04:45,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

20,04:45-05:00,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

21,05:00-05:15,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

22,05:15-05:30,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

23,05:30-05:45,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

24,05:45-06:00,20.000000,25.000000,7.700000,0.390000,0.000000,0.000000,0.000000,0,53.09

25,06:00-06:15,20.000000,25.000000,7.700000,0.430000,158.480000,0.000000,0.000000,0,211.61

26,06:15-06:30,20.000000,25.000000,7.700000,0.430000,158.480000,0.000000,0.000000,0,211.61

27,06:30-06:45,20.000000,25.000000,7.700000,0.430000,158.480000,0.000000,0.000000,0,211.61

28,06:45-07:00,20.000000,25.000000,7.700000,0.430000,158.480000,0.000000,0.000000,0,211.61

29,07:00-07:15,20.000000,25.000000,7.700000,0.480000,158.480000,0.000000,0.000000,0,211.66

30,07:15-07:30,20.000000,25.000000,7.700000,0.480000,158.480000,0.000000,0.000000,0.17,211.83

31,07:30-07:45,20.000000,25.000000,7.700000,0.480000,158.480000,0.000000,0.000000,0.55,212.21

32,07:45:08:00,20.000000,25.000000,7.700000,0.480000,158.480000,0.000000,0.000000,0.92,212.58

33,08:00-08:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,1.31,213.36

34,08:15-08:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,1.75,213.8

35,08:30-08:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,2.27,214.32

36,08:45:09:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,2.8,214.85

37,09:00:09:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,3.32,215.37

38,09:15-09:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,3.17,215.22

39,09:30-09:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,3.58,215.63

40,09:45-10:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,4.65,216.7

41,10:00-10:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,5.02,217.07

42,10:15-10:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,5.41,217.46

43,10:30-10:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,5.58,217.63

44,10:45-11:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,5.87,217.92

45,11:00-11:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.06,218.11

46,11:15-11:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.16,218.21

47,11:30-11:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.35,218.4

48,11:45-12:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.55,218.6

49,12:00-12:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.74,218.79

50,12:15-12:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,7.03,219.08

51,12:30-12:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,7.12,219.17

52,12:45-13:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,7.51,219.56

53,13:00-13:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,7.14,219.19

54,13:15-13:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,7.13,219.18

55,13:30-13:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.88,218.93

56,13:45-14:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.68,218.73

57,14:00-14:15,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.5,218.55

58,14:15-14:30,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,6.26,218.31

59,14:30-14:45,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,5.97,218.02

60,14:45-15:00,20.000000,25.000000,7.700000,0.870000,158.480000,0.000000,0.000000,5.64,217.69

61,15:00-15:15,20.000000,25.000000,7.700000,0.670000,158.480000,0.000000,0.000000,5.49,217.34

62,15:15-15:30,20.000000,25.000000,7.700000,0.670000,158.480000,0.000000,0.000000,4.97,216.82

63,15:30-15:45,20.000000,25.000000,7.700000,0.670000,158.480000,0.000000,0.000000,4.27,216.12

64,15:45-16:00,20.000000,25.000000,7.700000,0.670000,158.480000,0.000000,0.000000,3.96,215.81

65,16:00-16:15,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,3.58,215.29

66,16:15-16:30,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,2.8,214.51

67,16:30-16:45,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,2.42,214.13

68,16:45-17:00,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,1.87,213.58

69,17:00-17:15,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,1.35,213.06

70,17:15-17:30,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,1.01,212.72

71,17:30-17:45,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,0.67,212.38

72,17:45-18:00,20.000000,25.000000,7.700000,0.530000,158.480000,0.000000,0.000000,0.35,212.06

73,18:00-18:15,20.000000,25.000000,7.700000,0.530000,158.480000,55.000000,25.000000,0.16,291.87

74,18:15-18:30,20.000000,25.000000,7.700000,0.530000,158.480000,55.000000,25.000000,0,291.71

75,18:30-18:45,20.000000,25.000000,7.700000,0.530000,158.480000,55.000000,25.000000,0,291.71

76,18:45-19:00,20.000000,25.000000,7.700000,0.530000,158.480000,55.000000,25.000000,0,291.71

77,19:00-19:15,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

78,19:15-19:30,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

79,19:30-19:45,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

80,19:45-20:00,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

81,20:00-20:15,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

82,20:15-20:30,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

83,20:30-20:45,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

84,20:45-21:00,20.000000,25.000000,7.700000,0.630000,158.480000,55.000000,25.000000,0,291.81

85,21:00-21:15,20.000000,25.000000,7.700000,0.580000,158.480000,55.000000,25.000000,0,291.76

86,21:15-21:30,20.000000,25.000000,7.700000,0.580000,158.480000,55.000000,25.000000,0,291.76

87,21:30-21:45,20.000000,25.000000,7.700000,0.580000,158.480000,55.000000,25.000000,0,291.76

88,21:45-22:00,20.000000,25.000000,7.700000,0.580000,158.480000,55.000000,25.000000,0,291.76

89,22:00-22:15,20.000000,25.000000,7.700000,0.530000,0.000000,55.000000,0.000000,0,108.23

90,22:15-22:30,20.000000,25.000000,7.700000,0.530000,0.000000,55.000000,0.000000,0,108.23

91,22:30-22:45,20.000000,25.000000,7.700000,0.530000,0.000000,55.000000,0.000000,0,108.23

92,22:45-23:00,20.000000,25.000000,7.700000,0.530000,0.000000,55.000000,0.000000,0,108.23

93,23:00-23:15,20.000000,25.000000,7.700000,0.480000,0.000000,0.000000,0.000000,0,53.18

94,23:15-23:30,20.000000,25.000000,7.700000,0.480000,0.000000,0.000000,0.000000,0,53.18

95,23:30-23:45,20.000000,25.000000,7.700000,0.480000,0.000000,0.000000,0.000000,0,53.18

96,23:45-24:00,20.000000,25.000000,7.700000,0.480000,0.000000,0.000000,0.000000,0,53.18

