Time,Block,WR/2023/20256/A/1084,NR/2023/17064/A,WR/2023/18560/A,WR/2023/20254/A/1082,WR/2023/18560/A/II,NR/2023/17905/A/1028,NR/2023/18020/C,NR/2023/17901/A/1060,NR/2023/18019/C,NR/2023/16187/A,NR/2023/18023/C,Total
,,MANIKARAN,GMRETL,MANIKARAN,APPCPL,MANIKARAN,IEXL,NVVNL,ITCLH,TPDDL,APPCPL,SJVNL,Total

,,DELHI,DELHI,DELHI,DELHI,DELHI,HIMACHAL PRADESH,NA,ANDHRA PRADESH,HIMACHAL PRADESH,DELHI,NA,
,,BRPL,BYPL,BYPL,BRPL,BYPL,BSHP,SOLAPUR_SOLAR,ITCWIND,CHANJUII,BYPL,RSRPL_BKN,
,,GOA,RAJASTHAN,MAHARASHTRA,GOA,MAHARASHTRA,DELHI,DELHI,DELHI,DELHI,HIMACHAL PRADESH,DELHI,
,,GOA_Beneficiary,RUVNL,AEML,GOA_Beneficiary,AEML,MES (Delhi),MES (Delhi),ITCLH,TPDDL,HP,NDMC,
,,North-West,North-North,North-West,North-West,North-East-West,North-North,West-North,South-West-North,North-North,North-North,North-North,
1,00:00-00:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

2,00:15-00:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

3,00:30-00:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

4,00:45-01:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

5,01:00-01:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

6,01:15-01:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

7,01:30-01:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

8,01:45-02:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.480000,3.040000,76.880000,0,182.33

9,02:00-02:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

10,02:15-02:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

11,02:30-02:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

12,02:45-03:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

13,03:00-03:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

14,03:15-03:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

15,03:30-03:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

16,03:45-04:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

17,04:00-04:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

18,04:15-04:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

19,04:30-04:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

20,04:45-05:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

21,05:00-05:15,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

22,05:15-05:30,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

23,05:30-05:45,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

24,05:45-06:00,0.000000,0.000000,100.000000,0.000000,0.000000,1.930000,0,0.430000,3.040000,76.880000,0,182.28

25,06:00-06:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0,0.430000,3.040000,0.000000,0,205.4

26,06:15-06:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0,0.430000,3.040000,0.000000,0,205.4

27,06:30-06:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0,0.430000,3.040000,0.000000,0,205.4

28,06:45-07:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0.11,0.430000,3.040000,0.000000,0,205.51

29,07:00-07:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0.43,0.580000,3.040000,0.000000,0,205.98

30,07:15-07:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0.76,0.580000,3.040000,0.000000,0,206.31

31,07:30-07:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,1.14,0.580000,3.040000,0.000000,0,206.69

32,07:45:08:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,1.58,0.580000,3.040000,0.000000,0,207.13

33,08:00-08:15,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,2.01,0.960000,3.040000,0.000000,0,157.94

34,08:15-08:30,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,2.49,0.960000,3.040000,0.000000,0,158.42

35,08:30-08:45,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,2.96,0.960000,3.040000,0.000000,0,158.89

36,08:45:09:00,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,3.46,0.960000,3.040000,0.000000,0,159.39

37,09:00:09:15,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,3.9,0.960000,2.940000,0.000000,24.11,183.84

38,09:15-09:30,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,4.34,0.960000,2.940000,0.000000,24.11,184.28

39,09:30-09:45,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,4.73,0.960000,2.940000,0.000000,24.11,184.67

40,09:45-10:00,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,5.06,0.960000,2.940000,0.000000,24.11,185

41,10:00-10:15,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,5.36,0.960000,2.940000,0.000000,24.11,185.3

42,10:15-10:30,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,5.65,0.960000,2.940000,0.000000,24.11,185.59

43,10:30-10:45,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,5.8,0.960000,2.940000,0.000000,24.11,185.74

44,10:45-11:00,0.000000,50.000000,0.000000,0.000000,100.000000,1.930000,6.04,0.960000,2.940000,0.000000,24.11,185.98

45,11:00-11:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.23,0.960000,2.940000,0.000000,24.11,236.17

46,11:15-11:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.38,0.960000,2.940000,0.000000,24.11,236.32

47,11:30-11:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.67,0.960000,2.940000,0.000000,24.11,236.61

48,11:45-12:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.72,0.960000,2.940000,0.000000,24.11,236.66

49,12:00-12:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.8,0.960000,2.940000,0.000000,24.11,236.74

50,12:15-12:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.91,0.960000,2.940000,0.000000,24.11,236.85

51,12:30-12:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.76,0.960000,2.940000,0.000000,24.11,236.7

52,12:45-13:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.57,0.960000,2.940000,0.000000,24.11,236.51

53,13:00-13:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.43,0.960000,2.940000,0.000000,24.11,236.37

54,13:15-13:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,6.23,0.960000,2.940000,0.000000,24.11,236.17

55,13:30-13:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,5.99,0.960000,2.940000,0.000000,24.11,235.93

56,13:45-14:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,5.81,0.960000,2.940000,0.000000,24.11,235.75

57,14:00-14:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,5.43,0.960000,2.940000,0.000000,24.11,235.37

58,14:15-14:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,5.11,0.960000,2.940000,0.000000,24.11,235.05

59,14:30-14:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,4.59,0.960000,2.940000,0.000000,24.11,234.53

60,14:45-15:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,4.25,0.960000,2.940000,0.000000,24.11,234.19

61,15:00-15:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,3.76,0.960000,3.040000,0.000000,24.11,233.8

62,15:15-15:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,3.37,0.960000,3.040000,0.000000,24.11,233.41

63,15:30-15:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,2.87,0.960000,3.040000,0.000000,24.11,232.91

64,15:45-16:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,2.41,0.960000,3.040000,0.000000,24.11,232.45

65,16:00-16:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,1.95,0.630000,3.040000,0.000000,24.11,231.66

66,16:15-16:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,1.52,0.630000,3.040000,0.000000,24.11,231.23

67,16:30-16:45,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,1.13,0.630000,3.040000,0.000000,24.11,230.84

68,16:45-17:00,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0.79,0.630000,3.040000,0.000000,16.4,222.79

69,17:00-17:15,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0.51,0.580000,3.040000,0.000000,0,206.06

70,17:15-17:30,0.000000,100.000000,0.000000,0.000000,100.000000,1.930000,0.27,0.580000,3.040000,0.000000,0,205.82

