Block,Time Block,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,ANTA_GF,URI,AURY_CRF,DADRI_CRF,AURY_RF,ANTA_CRF,UNCHAHAR4,VALLURNTECL,ANTA_RF,NLCIIST1,DHAULIGNGA,DULHASTI,JHAJJAR,KGSU1AND2,FSTPP I & II,KGSU3AND4,NLCEXP,BSIUL,CHAMERA1,DADRT2,CHAMERA2,CHAMERA3,KOLDAM,NAPP,KOTESHWR,NJPC,KUDGI,MAPS,KKNPPU2,BRBCL,KKNP,KHSTPP-I,KHSTPP-II,KISHANGANGA,NLCIIST2,NLCTS2EXP,RSTPSU7,RAPPB,RIHAND2,RIHAND1,NNTPP,RAMPUR,RAPPD,NTPL,PARBATI3,PARBATI2,RAPPC,RSTPSU1TO6,RIHAND3,DADRI_GF,DADRI_RF,DADRI_LF,SALAL,SASAN,SEWA2,SIMHST1,TALST2,SINGRAULI,UNCHAHAR2,TANAKPUR,TALA,UNCHAHAR1,TelanganaSTPP,TEHRI,TANDA2,SINGRAULI_HYDRO,SIMHST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,12.6,0,4.52,47.15,33.84,4.63,24.52,0,174.74,0,0,0,19.32,0,28.03,96.89,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,285.75,0,0,0,72.96,26.09,4.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

55,13:30-13:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,113.39,0,10.65,0,0,12.6,0,4.52,47.15,33.84,6.95,24.52,0,174.74,0,0,0,19.32,0,28.03,97.39,8.34,0,0,0,0,77.78,62.52,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,296.85,0,0,0,87.1,26.09,4.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

56,13:45-14:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,10.58,56.69,132.71,0,10.65,0,0,12.6,0,4.52,47.15,33.84,6.95,24.52,0,174.74,0,0,0,19.32,0,28.95,97.39,8.34,0,0,0,0,77.78,62.52,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,310.29,0,0,0,87.1,26.09,4.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

57,14:00-14:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,132.71,0,10.65,0,0,12.6,0,4.52,47.15,33.84,6.95,24.52,10.08,174.74,0,0,0,19.32,0,24.65,97.39,8.34,0,0,0,0,77.78,62.52,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,348.73,0,0,0,87.1,26.09,4.83,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

58,14:15-14:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,132.71,0,10.65,0,0,12.6,0,4.52,47.15,33.84,6.95,24.52,10.08,174.74,0,0,0,19.32,0,24.65,97.39,8.34,0,0,0,0,77.78,62.52,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,365.09,0,0,0,87.1,26.09,4.83,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

59,14:30-14:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,132.71,0,10.65,0,0,12.6,0,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,24.65,97.39,8.34,0,0,0,0,66.19,51.98,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,313.73,0,0,0,73.93,26.09,5.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

60,14:45-15:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,132.71,0,10.65,0,0,12.6,13.57,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,25.88,97.39,8.34,0,0,0,0,66.19,51.98,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,282.37,0,0,0,73.93,26.09,5.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

61,15:00-15:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,132.71,0,10.65,0,0,12.6,13.57,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,24.79,97.39,8.34,0,0,0,0,66.19,51.97,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,281.11,0,0,0,73.93,26.09,5.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

62,15:15-15:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,12.6,27.14,4.52,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,24.79,97.39,8.34,0,0,0,0,66.19,51.97,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,281.11,0,0,0,73.93,26.09,5.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

63,15:30-15:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,12.6,27.14,0,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,24.79,97.39,8.34,0,0,0,0,66.19,51.97,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,281.11,0,0,0,73.93,26.09,5.2,0,11.09,0,0,1.67,1.02,0,0,0,0,0,0

64,15:45-16:00,0,36.8,17.18,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,24.79,97.39,8.34,0,0,0,0,66.19,51.97,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,281.11,0,0,0,73.93,26.09,5.2,0,12.91,0,19.16,1.67,1.02,0,0,0,0,0,0

65,16:00-16:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,27.11,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,305.01,0,0,0,72.96,26.09,6.06,0,11.09,0,19.16,1.67,1.02,0,0,0,0,0,0

66,16:15-16:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,27.11,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,326.02,0,0,0,72.96,26.09,6.06,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

67,16:30-16:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,27.11,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,326.02,0,0,0,72.96,26.09,6.06,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

68,16:45-17:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,219.65,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,27.11,97.39,8.34,0,0,0,0,66.19,51.66,0,6.74,18.49,0,48.92,47.18,65.41,0,69.48,0,0,0,77.45,326.02,6.09,0,0,72.96,26.09,6.06,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

69,17:00-17:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.14,56.69,229.31,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,93.39,62.52,0,6.74,18.49,0,56.33,47.18,65.41,0,79.03,0,0,0,77.45,326.02,6.09,0,0,109.48,26.09,5.2,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

70,17:15-17:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,21.17,56.69,229.31,0,12.58,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,93.39,62.52,0,6.74,18.49,0,56.33,47.18,65.41,0,79.03,0,0,0,77.45,326.02,12.18,0,0,115.53,26.09,5.2,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

71,17:30-17:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,42.29,56.69,229.31,0,10.65,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,77.78,62.52,0,6.74,18.49,0,56.33,47.18,65.41,0,56.19,0,0,0,77.45,326.02,12.18,0,0,86.14,26.09,5.45,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

72,17:45-18:00,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,42.29,56.69,152.03,0,10.65,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,77.78,62.52,0,6.74,18.49,0,56.33,47.18,65.41,0,56.19,0,0,0,77.45,326.02,12.18,0,0,86.14,26.09,5.45,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

73,18:00-18:15,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,42.29,56.69,152.03,0,10.65,0,0,6.3,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,89.48,62.52,0,6.74,18.49,0,62.25,47.18,65.41,0,70.59,0,0,0,77.45,326.02,18.26,0,0,101.89,23.91,5.45,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

74,18:15-18:30,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,42.29,56.69,152.03,0,10.65,0,0,12.6,40.72,4.97,47.15,33.84,9.26,24.52,10.08,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,93.39,62.52,0,6.74,18.49,0,65.21,47.18,65.41,0,78.58,0,0,0,77.45,326.02,18.26,0,0,115.53,23.91,5.45,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

75,18:30-18:45,0,36.8,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,42.29,56.69,123.05,0,10.65,0,0,12.6,40.72,4.97,47.15,33.81,9.26,24.52,20.14,174.74,0,0,0,19.32,0,29.92,97.39,8.34,0,0,0,0,93.39,62.52,0,6.74,18.49,0,66.7,47.18,65.41,0,78.58,0,0,0,77.45,326.02,18.26,0,0,115.53,23.91,5.45,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

76,18:45-19:00,0,38.79,14.58,0,0,0,49.06,0,0,0,0,0.7,0,0,0,43.26,57.48,123.05,0,10.65,0,0,19.76,41.51,4.97,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,29.92,97.39,8.38,0,0,0,0,93.39,62.52,0,6.91,18.49,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,23.91,5.45,0,11.09,0,29.3,1.67,1.02,0,0,0,0,0,0

77,19:00-19:15,0,38.79,14.7,0,0,0,49.06,0,0,0,0,0.99,0,0,0,43.26,57.48,90.19,0,12.17,0,0,19.76,41.51,6.17,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,33.78,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,18.49,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,23.91,5.45,0,11.43,0,29.3,1.95,1.02,0,0,0,0,0,0

78,19:15-19:30,0,38.79,14.7,0,0,0,49.06,0,0,0,0,1.07,0,0,0,43.26,57.48,90.19,0,12.17,0,0,19.76,41.51,6.17,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,18.49,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,23.91,5.45,0,11.43,0,29.3,2.26,1.02,0,0,0,0,0,0

79,19:30-19:45,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.76,0,0,0,43.26,57.48,90.19,0,14.71,0,0,19.76,41.51,6.17,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,18.49,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,29.55,5.45,0,16.16,0,29.3,2.9,1.02,0,0,0,0,0,0

80,19:45-20:00,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.76,0,0,0,43.26,57.48,90.19,0,14.71,0,0,19.76,41.51,6.17,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,18.49,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,33.29,5.45,0,16.16,0,29.3,2.93,1.02,0,0,0,0,0,0

81,20:00-20:15,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.76,0,0,0,43.26,57.48,123.03,0,14.71,0,0,19.76,41.51,25.35,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,0,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,33.29,4.83,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

82,20:15-20:30,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.76,0,0,0,43.26,57.48,123.03,0,14.71,0,0,19.76,41.51,46.6,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,0,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,33.29,4.83,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

83,20:30-20:45,0,36.8,20.75,0,0,0,49.06,0,0,0,0,0.77,0,0,0,42.29,56.69,123.03,0,14.71,0,0,12.6,40.72,46.6,47.15,33.84,9.26,24.52,30.22,174.74,0,0,0,19.32,0,35.29,114.46,8.34,0,0,0,0,93.39,62.52,0,6.74,0,0,26.68,47.18,65.41,0,78.58,0,0,0,77.45,326.02,18.26,0,0,115.53,33.31,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

84,20:45-21:00,0,36.8,20.75,0,0,0,49.06,0,0,0,0,0.76,0,0,0,42.29,56.69,123.03,0,14.71,0,0,12.6,40.72,47.76,47.15,33.84,9.26,24.52,30.22,174.74,0,0,0,19.32,0,35.29,114.46,8.34,0,0,0,0,93.39,62.52,0,6.74,0,0,26.68,47.18,65.41,0,78.58,0,0,0,77.45,326.02,18.26,0,0,115.53,33.31,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

85,21:00-21:15,0,36.8,17,0,0,0,49.06,0,0,0,0,0.83,0,0,0,42.29,56.69,123.03,0,12.94,0,0,12.6,40.72,47.76,47.15,33.84,9.26,24.52,30.22,174.74,0,0,0,19.32,0,35.29,114.46,8.34,0,0,0,0,93.39,62.52,0,6.74,0,0,32.61,47.18,65.41,0,78.58,0,0,0,77.45,326.02,18.26,0,0,115.53,27.53,5.45,0,13.24,0,29.3,2.93,1.07,0,0,0,0,0,0

86,21:15-21:30,0,38.79,17,0,0,0,49.06,0,0,0,0,0.76,0,0,0,43.26,57.48,123.03,0,12.94,0,0,19.76,41.51,47.76,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.46,8.38,0,0,0,0,93.39,62.52,0,6.91,0,0,76.15,57.49,65.41,0,78.58,0,0,0,77.45,326.02,19.41,0,0,115.53,27.53,5.45,0,13.24,0,29.3,2.93,1.07,0,0,0,0,0,0

87,21:30-21:45,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.97,0,0,0,43.26,57.48,123.03,0,14.71,0,0,19.76,41.51,47.76,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.64,8.38,0,0,0,0,93.86,62.79,0,6.91,0,0,76.15,57.49,65.41,0,78.42,0,0,0,77.45,326.02,19.41,0,0,115.37,32.66,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

88,21:45-22:00,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.97,0,0,0,43.26,57.48,123.03,0,14.71,0,0,19.76,41.51,47.76,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.64,8.38,0,0,0,0,93.86,62.79,0,6.91,0,0,76.15,57.49,65.41,0,78.42,0,0,0,77.45,326.02,19.41,0,0,115.99,32.66,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

89,22:00-22:15,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.97,0,0,0,43.26,57.48,123.03,0,14.71,0,0,19.76,41.51,47.76,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.64,8.38,0,0,0,0,93.86,62.79,0,6.91,0,0,76.15,57.49,65.41,0,89.23,0,0,0,77.45,326.02,19.41,0,0,115.99,33.29,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

90,22:15-22:30,0,38.79,20.75,0,0,0,49.06,0,0,0,0,0.97,0,0,0,43.26,57.48,123.03,0,14.71,0,0,19.76,41.51,47.76,49.31,35.59,9.26,24.52,33.58,176.38,0,0,0,19.32,0,35.29,114.64,8.38,0,0,0,0,117.51,91.54,0,6.91,0,0,76.15,57.49,65.41,0,89.23,0,0,0,77.45,326.02,19.41,0,0,130.26,33.29,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

91,22:30-22:45,0,36.8,20.96,0,0,0,49.06,0,0,0,0,1.24,0,0,0,21.14,56.69,124.61,0,14.71,0,0,18.89,40.72,83,47.15,33.84,9.26,24.52,20.14,174.74,0,0,0,19.32,0,43.29,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,51.87,47.18,65.41,0,89.23,0,0,0,77.45,326.02,18.26,0,0,134.48,33.37,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

92,22:45-23:00,0,36.8,20.96,0,0,0,49.06,0,0,0,0,1.23,0,0,0,21.14,56.69,124.61,0,14.71,0,0,18.89,40.72,95.6,47.15,33.84,9.26,24.52,20.14,174.74,0,0,0,19.32,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,51.87,47.18,65.41,0,89.23,0,0,0,77.45,326.02,18.26,0,0,134.48,33.35,5.45,0,16.16,0,29.3,2.93,1.07,0,0,0,0,0,0

93,23:00-23:15,0,36.8,26.11,0,0,0,49.06,0,0,0,0,1.27,0,0,0,21.14,56.69,137.07,0,17.58,0,0,18.89,40.72,73.42,47.15,33.84,9.26,24.52,20.14,174.74,0,0,0,19.32,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,48.92,47.18,65.41,0,89.23,0,0,0,77.45,326.02,18.26,0,0,134.48,41.92,5.45,0,20.39,0,29.3,2.93,1.07,0,0,0,0,0,0

94,23:15-23:30,0,36.8,26.11,0,0,0,49.06,0,0,0,0,1.27,0,0,0,21.14,56.69,137.07,0,17.58,0,0,18.89,40.72,47.76,47.15,33.84,9.26,24.52,20.14,174.74,0,0,0,19.32,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,48.92,47.18,65.41,0,89.23,0,0,0,77.45,326.02,18.26,0,0,134.48,41.92,5.45,0,20.39,0,29.3,2.93,1.07,0,0,0,0,0,0

95,23:30-23:45,0,36.8,26.11,0,0,0,49.06,0,0,0,0,1.27,0,0,0,10.58,56.69,137.07,0,17.58,0,0,12.6,40.72,47.76,47.15,33.84,9.26,24.52,20.14,174.74,0,0,0,19.32,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,48.92,47.18,65.41,0,89.88,0,0,0,77.45,326.02,18.26,0,0,134.48,41.92,5.45,0,20.39,0,29.3,2.93,1.07,0,0,0,0,0,0

96,23:45-24:00,0,36.8,26.11,0,0,0,49.06,0,0,0,0,1.27,0,0,0,10.58,56.69,137.07,0,17.58,0,0,12.6,40.72,47.76,47.15,33.84,9.26,24.52,20.14,174.74,0,0,0,18.95,0,43.98,142.77,8.34,0,0,0,0,117.51,91.54,0,6.74,0,0,48.92,47.18,65.41,0,89.88,0,0,0,77.45,326.02,18.26,0,0,134.48,41.92,5.45,0,20.39,0,29.3,2.93,1.07,0,0,0,0,0,0

