Block,Time,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,URI2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,SEWA2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,DULHASTI,RIHAND3,TEHRI,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,VALLURNTECL,NLCIIST1,RSTPSU1TO6,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,12.1695,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

7,01:30-01:45,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,12.1695,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

8,01:45-02:00,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,12.1695,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

9,02:00-02:15,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.248,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

10,02:15-02:30,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.248,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

11,02:30-02:45,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,51.888,10.248,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

12,02:45-03:00,0,688.249014,0,38.375382,34.579194,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,51.888,10.248,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

13,03:00-03:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

14,03:15-03:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

15,03:30-03:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

16,03:45-04:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,35.301309,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

17,04:00-04:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,17.515916,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,51.888,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

18,04:15-04:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,8.757959,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,51.888,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

19,04:30-04:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,33.979741,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

20,04:45-05:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,25.330352,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

21,05:00-05:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.649388,1.088558,51.987209,125.295291,0,2.680619,24.105522,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

22,05:15-05:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,69.638177,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

23,05:30-05:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,69.638177,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

24,05:45-06:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,69.638177,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,39.073028,0,5.58186,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,409.5

25,06:00-06:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,69.638177,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,44.654888,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

26,06:15-06:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,69.638177,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.368,0,0,22.126996,0,64.051829,0,44.654888,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

27,06:30-06:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,69.638177,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,76.111,0,0,22.126996,0,64.051829,0,44.654888,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

28,06:45-07:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,51.888,10.8885,76.111,0,0,22.126996,0,64.051829,0,44.654888,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

29,07:00-07:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,51.888,10.8885,76.111,0,0,22.126996,0,64.051829,0,43.538516,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

30,07:15-07:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,76.111,0,0,22.126996,0,64.051829,0,43.538516,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

31,07:30-07:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.949,0,0,22.126996,0,64.051829,0,43.538516,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

32,07:45:08:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.088558,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.949,0,0,22.126996,0,64.051829,0,43.538516,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

33,08:00-08:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.949,0,0,22.126996,0,64.051829,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

34,08:15-08:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,74.949,0,0,22.126996,0,64.051829,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

35,08:30-08:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,69.72,0,0,22.126996,64.051829,0,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

36,08:45:09:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,69.72,0,0,22.126996,64.051829,0,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

37,09:00:09:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,69.72,0,0,22.126996,64.051829,0,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

38,09:15-09:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,69.72,0,0,22.126996,64.051829,0,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

39,09:30-09:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,67.396,0,0,22.126996,64.051829,0,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

40,09:45-10:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,67.396,0,0,22.126996,64.051829,0,0,42.422143,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

41,10:00-10:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,61.586,0,0,22.126996,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

42,10:15-10:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,61.586,0,0,22.126996,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,414

43,10:30-10:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,60.424,0,0,24.456152,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

44,10:45-11:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,51.888,10.8885,60.424,0,0,24.456152,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

45,11:00-11:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,51.888,10.8885,52.29,0,0,24.456152,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

46,11:15-11:30,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,10.8885,52.29,0,0,24.456152,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

47,11:30-11:45,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,52.29,0,0,24.456152,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

48,11:45-12:00,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,52.29,0,0,24.456152,64.051829,0,0,41.863958,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

49,12:00-12:15,0,688.249014,0,38.375382,33.873497,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.190641,40.759553,657.89409,8.443451,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,52.29,0,0,24.456152,64.051829,0,0,41.305771,0,0,0,69.689145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,20.0018,20.73185,14.7,147.515625,42.49,416.25

