Column1,Time,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/6775,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8058,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/7459,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8738,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/02/1250,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/31102037/L_NR_2019_11
70,17:15-17:30,47.8,36.32,0,1.52,114.33,132.66,26.77,0,13.01,32.33,1.46,129.76,36.32,0.7,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0.72,0.7,0,47.8,24.22,15.67,32.34,5.82,18.17,14.03,1.92,2,54.49,1,4,0,2.01,1,8.84,29.1,18.17,8,2,0,0,1.21

71,17:30-17:45,47.8,36.32,0,1.52,114.33,132.66,26.77,0,10.2,32.67,1.46,129.76,36.32,0.34,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0.35,0.34,0,47.8,25.24,15.33,32.66,2.95,18.67,8.31,0,0,55.99,0,1,0,0,0,0,14.72,18.67,7,1,0,0,1.21

72,17:45-18:00,47.8,36.32,0,1.52,114.33,132.66,26.77,0,10.4,33.33,1.46,129.76,36.32,0.17,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0.18,0.17,0,47.8,25.24,16,33.34,1.05,19,2.59,0,0,57,0,0,0,0,0,0,5.22,19,3,0,0,0,1.21

73,18:00-18:15,47.8,36.32,0,1.52,114.33,132.66,26.77,0,10.8,38.33,1.46,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,16.67,38.34,0.14,19.83,1.45,0,0,59.51,0,0,0,0,0,0,0.7,19.83,2,0,50,30,1.14

74,18:15-18:30,47.8,36.32,0,1.52,114.33,132.66,26.77,0,11.21,41.67,1.46,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,17.33,41.66,0,21.17,0.65,0,0,63.49,0,0,0,0,0,0,0,21.17,0,0,50,30,1.14

75,18:30-18:45,47.8,36.32,0,1.52,114.33,132.66,26.77,0,9.2,36.67,1.46,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,18,36.66,0,14.33,0,0,0,43.01,0,0,0,0,0,0,0,14.33,0,0,50,30,1.14

76,18:45-19:00,47.8,36.32,0,1.52,114.33,132.66,26.77,0,9.6,37.33,1.46,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,18.67,37.34,0,14.33,0,0,0,43.01,0,0,0,0,0,0,0,14.33,0,0,50,30,1.14

77,19:00-19:15,47.8,36.32,0,1.52,114.33,132.66,26.77,0,9.8,57.67,1.37,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,14.67,57.66,0,14.67,0,0,0,43.99,0,0,0,0,0,0,0,14.67,0,0,50,30,1.06

78,19:15-19:30,47.8,36.32,0,1.52,114.33,132.66,26.77,0,9.8,63,1.37,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,15,63,0,15.33,0,0,0,46.01,0,0,0,0,0,0,0,15.33,0,0,50,30,1.06

79,19:30-19:45,47.8,36.32,0,1.52,114.33,132.66,26.77,0,10.4,65,1.37,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,10,65,0,16.17,0,0,0,48.49,0,0,0,0,0,0,0,16.17,0,0,50,30,1.06

80,19:45-20:00,47.8,36.32,0,1.52,105.89,132.66,26.77,0,10.8,71,1.37,129.76,36.32,0,99.59,0,47.8,68.82,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,10,71,0,17.17,0,0,0,51.49,0,0,0,0,0,0,0,17.17,0,0,50,30,1.06

81,20:00-20:15,47.8,36.32,0,1.47,97.45,132.66,26.77,0,8.4,79,1.46,129.76,36.32,0,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,12.67,79,0,23.67,0,0,0,70.99,0,0,0,0,0,0,0,23.67,0,0,50,30,1.06

82,20:15-20:30,47.8,36.32,0,1.47,89.02,132.66,26.77,0,9,80.33,1.46,129.76,36.32,0,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,14.33,80.34,0,26.17,0,0,0,78.49,0,0,0,0,0,0,0,26.17,0,0,50,30,1.06

83,20:30-20:45,47.8,36.32,0,1.47,80.59,132.66,26.77,0,9.6,80.33,1.46,129.76,36.32,0,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,15.33,80.34,0,28.83,0,0,0,86.51,0,0,0,0,0,0,0,28.83,0,0,50,30,1.06

84,20:45-21:00,47.8,36.32,0,1.47,69.71,132.66,26.77,0,10.4,79.67,1.46,129.76,36.32,0,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,16.67,79.66,0,31.83,0,0,0,95.51,0,0,0,0,0,0,0,31.83,0,0,50,30,1.06

85,21:00-21:15,47.8,36.32,0,1.47,69.71,132.66,26.77,0,11.41,83,1.46,129.76,36.32,0,99.59,0,47.8,86.22,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,25.33,83,0,34.67,0,0,0,103.99,0,0,0,0,0,0,0,34.67,0,0,50,30,1.06

86,21:15-21:30,47.8,36.32,0,1.47,69.71,132.66,26.77,0,12.01,83,1.46,129.76,36.32,0,99.59,0,47.8,74.84,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,26.33,83,0,36.83,0,0,0,110.51,0,0,0,0,0,0,0,36.83,0,0,50,30,1.06

87,21:30-21:45,47.8,36.32,0,1.47,69.71,132.66,26.77,0,12.21,82.33,1.46,129.76,36.32,0,99.59,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,19.67,82.34,0,36.83,0,0,0,110.51,0,0,0,0,0,0,0,36.83,0,0,50,30,1.06

88,21:45-22:00,47.8,36.32,0,1.47,69.71,132.66,26.77,0,12.01,82.33,1.46,113.07,36.32,0,99.59,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,50,47.8,25.24,20.33,82.34,0,36.83,0,0,0,110.51,0,0,0,0,0,0,0,36.83,0,0,50,30,1.06

89,22:00-22:15,47.8,36.32,0,1.47,69.71,132.66,26.77,0,11.61,71.33,1.46,113.07,36.32,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,21.67,71.34,0,27.83,0,0,0,83.51,0,0,0,0,0,0,0,27.83,0,0,50,30,1.06

90,22:15-22:30,47.8,36.32,0,1.47,69.71,132.66,26.77,0,11,67.67,1.46,113.07,36.32,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,22,67.66,0,28.33,0,0,0,85.01,0,0,0,0,0,0,0,28.33,0,0,50,30,1.06

91,22:30-22:45,47.8,36.32,0,1.47,69.71,132.66,26.77,0,10.4,74.33,1.46,113.07,36.32,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,26.67,74.34,0,33.17,0,0,0,99.49,0,0,0,0,0,0,0,33.17,0,0,50,30,1.06

92,22:45-23:00,47.8,36.32,0,1.47,69.71,132.66,26.77,0,10,73,1.46,94.94,36.32,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,27,73,0,33.83,0,0,0,101.51,0,0,0,0,0,0,0,33.83,0,0,50,30,1.06

93,23:00-23:15,47.8,25.81,0,1.47,69.71,132.66,26.77,0,10.6,72.67,1.46,94.94,25.81,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,32.67,72.66,0,34.67,0,0,0,103.99,0,0,0,0,0,0,0,34.67,0,0,50,30,1.02

94,23:15-23:30,47.8,25.81,0,1.47,69.71,132.66,26.77,0,11.21,72,1.46,94.94,25.81,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,32,72,0,34.83,0,0,0,104.51,0,0,0,0,0,0,0,34.83,0,0,50,30,1.02

95,23:30-23:45,47.8,25.81,0,1.47,69.71,132.66,26.77,0,11.81,71.67,1.46,94.94,25.81,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,31.33,71.66,0,35,0,0,0,105,0,0,0,0,0,0,0,35,0,0,50,30,1.02

96,23:45-24:00,47.8,25.81,0,1.47,69.71,114.71,26.77,0,12.21,70.67,1.46,94.94,25.81,0,52.57,0,47.8,59.1,19.12,20.07,28.68,14.34,43.02,0,0,0,47.8,25.24,30.33,70.66,0,35.17,0,0,0,105.49,0,0,0,0,0,0,0,35.17,0,0,50,30,1.02

