Block,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01072024/04072024/1000011434-JITPL-BRPL(DISCOM),WR/01102023/29112042/L_NR_2019_05,NR/01072024/31072024/R2,WR/01102023/01102023/L_NR_2020_06,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1
59,14:30-14:45,46.67,10.580000,53.010000,5.930000,37,40,13.290000,0,7.650000,66.110000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,30.780000,227.080000,25.940000,105,0,78,0.000000,272.540000,33,16,0.000000,74,33,13.290000,36,54.133352,233.33,77,175,75,13.620000,0.000000

60,14:45-15:00,45.06,10.580000,53.010000,5.930000,36,40,12.810000,0,7.650000,66.110000,13.160000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,30.780000,242.500000,25.940000,105,0,74,0.000000,272.540000,33,16.8,0.000000,74,33,12.810000,34.66,51.919648,225.33,74,165,70,13.130000,0.000000

61,15:00-15:15,43.18,10.580000,53.010000,6.300000,33.5,37.5,12.100000,0,7.650000,66.110000,16.660000,25.940000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,30.780000,261.700000,25.940000,105,0,69,0.000000,272.540000,33,15.8,0.000000,74,33,12.100000,35.66,51.958656,215.91,70,154,66,12.410000,0.000000

62,15:15-15:30,40.49,10.580000,53.010000,6.300000,31,35.5,11.280000,0,7.650000,66.110000,16.660000,25.940000,10.390000,24.830000,12.420000,76.430000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,31.280000,261.700000,25.940000,105,0,64,0.000000,272.540000,33,16.6,0.000000,74,33,11.280000,35,49.023304,202.46,65,144,61,11.570000,0.000000

63,15:30-15:45,38.01,10.580000,53.010000,6.300000,29.5,33.5,10.380000,0,7.650000,94.440000,16.660000,23.490000,10.390000,24.830000,12.420000,76.430000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,31.280000,226.110000,23.490000,105,0,63,0.000000,272.540000,33,17,0.000000,74,33,10.380000,35.34,42.391944,190.03,60,133,57,10.640000,0.000000

64,15:45-16:00,36.34,10.580000,53.010000,6.300000,28.5,32.5,9.570000,0,7.650000,94.440000,16.660000,23.490000,10.390000,24.830000,12.420000,76.430000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,31.280000,226.110000,23.490000,105,0,59,0.000000,272.540000,33,17.4,0.000000,74,33,9.570000,35.34,36.043392,181.73,55,126,54,9.810000,0.000000

65,16:00-16:15,33.94,10.580000,53.010000,6.770000,26,29.5,8.900000,0,7.650000,78.380000,17.020000,23.490000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,31.280000,177.920000,23.490000,105,0,54,0.000000,231.340000,33,18.6,0.000000,74,33,8.900000,35.34,31.235656,169.72,50,116,49,9.130000,0.000000

66,16:15-16:30,31.1,10.580000,53.010000,6.770000,23,27.5,7.870000,0,7.650000,70.270000,17.020000,23.490000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,35,0.000000,0.000000,0.000000,74,35,31.280000,170.260000,23.490000,105,0,47,0.000000,192.780000,33,20.2,0.000000,74,33,7.870000,35.66,27.783448,155.53,45,102,43,8.060000,0.000000

67,16:30-16:45,28.33,10.580000,53.010000,6.770000,22,25.5,7.090000,0,7.650000,70.270000,17.020000,23.490000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,33,0.000000,31.5,0.000000,0.000000,0.000000,66.67,31.5,31.280000,170.260000,23.490000,94.5,0,45,0.000000,192.780000,33,18,0.000000,66.67,33,7.090000,33.34,26.652216,141.63,38,91,39,7.270000,0.000000

68,16:45-17:00,25.34,10.580000,53.010000,6.770000,18,20.5,6.020000,0,7.650000,70.270000,17.020000,23.490000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,30.99,0.000000,31.5,0.000000,0.000000,0.000000,66,31.5,31.280000,170.260000,23.490000,94.5,0,39,0.000000,231.340000,33,17.8,0.000000,66,27.8,6.020000,33,24.389752,126.68,32,77,33,6.170000,0.000000

69,17:00-17:15,22.11,10.580000,53.010000,7.410000,15,17.5,4.930000,0,15.600000,70.270000,17.300000,23.490000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,24.4,0.000000,31.5,0.000000,0.000000,0.000000,65.33,31.5,30.780000,170.260000,23.490000,94.5,0,32,0.000000,272.540000,33,17.2,0.000000,65.33,19.2,4.930000,32.66,21.971256,110.56,26,63,27,5.050000,0.000000

70,17:15-17:30,18.63,10.580000,53.010000,7.410000,12,14.5,4.090000,0,15.600000,70.270000,17.300000,23.490000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,17.91,0.000000,31.5,0.000000,0.000000,0.000000,64.67,31.5,30.780000,170.260000,23.490000,94.5,0,26,0.000000,272.540000,20.11,17,0.000000,64.67,9.6,4.090000,32.34,19.396728,93.16,19,49,21,4.190000,0.000000

71,17:30-17:45,15.58,10.580000,53.010000,7.410000,9,11.5,3.110000,0,15.600000,70.270000,17.300000,25.900000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,11.81,0.000000,31.5,0.000000,0.000000,0.000000,64,31.5,30.780000,170.260000,25.900000,94.5,0,20,0.000000,272.540000,14.44,17,0.000000,64,3,3.110000,26.66,15.817744,77.92,15,35,15,3.190000,0.000000

72,17:45-18:00,12.15,10.580000,53.010000,7.410000,7,7.5,2.440000,0,15.600000,70.270000,17.300000,25.900000,10.390000,24.830000,12.420000,57.540000,0.000000,0.000000,7.55,0.000000,31.5,0.000000,0.000000,0.000000,63.33,31.5,29.770000,170.260000,25.900000,94.5,0,15,0.000000,272.540000,9.44,17,0.000000,63.33,0,2.440000,26.66,12.365536,60.77,13,18,7,2.490000,0.000000

73,18:00-18:15,9.7,10.580000,53.010000,7.880000,5,4.5,1.800000,0,15.600000,70.270000,17.760000,25.900000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,31.5,0.000000,0.000000,0.000000,62.67,31.5,29.770000,170.260000,25.900000,94.5,0,9,192.780000,272.540000,0,26.01,96.390000,62.67,0,1.800000,26.66,9.205888,48.5,12,11,4,1.840000,72.290000

74,18:15-18:30,7.32,10.580000,53.010000,7.880000,4,3,1.270000,0,15.600000,70.270000,17.760000,25.900000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,31.5,0.000000,0.000000,0.000000,62.33,31.5,29.260000,170.260000,25.900000,94.5,0,7,192.780000,272.540000,0,26.01,96.390000,62.33,0,1.270000,26.66,6.309544,36.63,9,7,3,1.300000,72.290000

75,18:30-18:45,5.27,10.580000,53.010000,7.880000,1,3,0.840000,0,15.600000,70.270000,17.760000,25.900000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,26.66,0.000000,0.000000,0.000000,66.67,26.67,29.260000,205.840000,25.900000,80,0,3,192.780000,272.540000,0,25.81,96.390000,66.67,0,0.840000,30,3.296176,26.36,7,4,1,0.860000,72.290000

76,18:45-19:00,3.36,10.580000,53.010000,7.880000,1,3,0.500000,0,15.600000,70.270000,17.760000,25.900000,10.390000,24.830000,12.420000,57.540000,0.000000,96.390000,0,24.100000,26.34,0.000000,0.000000,0.000000,66.67,26.33,29.260000,205.840000,25.900000,79,0,1,192.780000,272.540000,0,25.41,96.390000,66.67,0,0.500000,30,0.945944,16.78,3,1,0,0.510000,72.290000

77,19:00-19:15,2.11,10.580000,81.930000,8.340000,0,1,0.080000,0,15.600000,78.770000,18.220000,25.900000,10.390000,24.830000,12.420000,67.980000,0.000000,96.390000,0,24.100000,30.84,0.000000,0.000000,0.000000,66.67,30.83,29.260000,261.700000,25.900000,92.5,0,1,192.780000,272.540000,0,36.02,96.390000,66.67,0,0.080000,29.34,0,10.53,2,1,0,0.090000,72.290000

78,19:15-19:30,1.25,10.580000,100.420000,8.340000,0,0.5,0.010000,0,15.600000,87.260000,18.220000,25.900000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,30.34,0.000000,0.000000,0.000000,65.33,30.33,29.260000,261.700000,25.900000,91,0,0,192.780000,272.540000,0,35.42,96.390000,65.33,0,0.010000,28.66,0,6.25,1,0,0,0.010000,72.290000

79,19:30-19:45,0.07,10.580000,100.420000,8.340000,0,0,0.000000,0,15.600000,95.760000,18.220000,25.030000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,30,0.000000,0.000000,0.000000,65,30,29.260000,261.700000,30.840000,90,0,0,192.780000,272.540000,0,34.82,96.390000,65,0,0.000000,31,0,0.34,0,0,0,0.000000,72.290000

80,19:45-20:00,0,10.580000,100.420000,8.340000,0,0,0.000000,0,15.600000,104.270000,18.220000,25.030000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,29.16,0.000000,0.000000,0.000000,64,29.17,29.260000,261.700000,30.840000,87.5,0,0,192.780000,272.540000,0,34.22,96.390000,64,0,0.000000,30.66,0,0,0,0,0,0.000000,72.290000

81,20:00-20:15,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,112.770000,18.680000,30.840000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,30,0.000000,0.000000,0.000000,63.33,30,27.750000,261.700000,30.840000,90,0,0,192.780000,272.540000,0,41.01,96.390000,63.33,0,0.000000,30,0,0,0,0,0,0.000000,72.290000

82,20:15-20:30,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.680000,30.840000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,29.16,0.000000,0.000000,0.000000,62.67,29.17,27.750000,261.700000,30.840000,87.5,0,0,192.780000,272.540000,0,41.01,96.390000,62.67,0,0.000000,29.34,0,0,0,0,0,0.000000,72.290000

83,20:30-20:45,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.680000,30.840000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,28.66,0.000000,0.000000,0.000000,61.67,28.67,27.750000,261.700000,30.840000,86,0,0,192.780000,272.540000,0,40.61,96.390000,61.67,0,0.000000,25,0,0,0,0,0,0.000000,72.290000

84,20:45-21:00,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.680000,30.840000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,28.34,0.000000,0.000000,0.000000,60.67,28.33,27.750000,261.700000,30.840000,85,0,0,192.780000,272.540000,0,40.01,96.390000,60.67,0,0.000000,24,0,0,0,0,0,0.000000,72.290000

85,21:00-21:15,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,28,0.000000,0.000000,0.000000,58.33,28,27.750000,261.700000,30.190000,84,0,0,192.780000,272.540000,0,40.01,96.390000,58.33,0,0.000000,23.34,0,0,0,0,0,0.000000,72.290000

86,21:15-21:30,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,27.5,0.000000,0.000000,0.000000,58.67,27.5,27.750000,261.700000,30.190000,82.5,0,0,192.780000,272.540000,0,39.61,96.390000,58.67,0,0.000000,22.66,0,0,0,0,0,0.000000,72.290000

87,21:30-21:45,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,26.66,0.000000,0.000000,0.000000,57.67,26.67,26.740000,261.700000,30.190000,80,0,0,192.780000,272.540000,0,39.21,96.390000,57.67,0,0.000000,22,0,0,0,0,0,0.000000,72.290000

88,21:45-22:00,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,26.34,0.000000,0.000000,0.000000,58.67,26.33,26.740000,261.700000,30.190000,79,0,0,192.780000,272.540000,0,39.01,96.390000,58.67,0,0.000000,21.66,0,0,0,0,0,0.000000,72.290000

89,22:00-22:15,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,22.66,0.000000,0.000000,0.000000,48.33,22.67,28.260000,261.700000,30.190000,68,0,0,192.780000,272.540000,0,33.62,96.390000,48.33,0,0.000000,21.34,0,0,0,0,0,0.000000,72.290000

90,22:15-22:30,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,24.34,0.000000,0.000000,0.000000,49.33,24.33,28.260000,261.700000,30.190000,73,0,0,192.780000,272.540000,0,33.42,96.390000,49.33,0,0.000000,22,0,0,0,0,0,0.000000,72.290000

91,22:30-22:45,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,26,0.000000,0.000000,0.000000,50.67,26,28.260000,261.700000,30.190000,78,0,0,192.780000,272.540000,0,33.42,96.390000,50.67,0,0.000000,22,0,0,0,0,0,0.000000,72.290000

92,22:45-23:00,0,10.580000,100.420000,9.080000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,26.5,0.000000,0.000000,0.000000,52.67,26.5,28.260000,261.700000,30.190000,79.5,0,0,192.780000,272.540000,0,33.22,96.390000,52.67,0,0.000000,22,0,0,0,0,0,0.000000,72.290000

93,23:00-23:15,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,22.5,0.000000,0.000000,0.000000,51.67,22.5,29.270000,261.700000,30.190000,67.5,0,0,192.780000,272.540000,0,32.82,96.390000,51.67,0,0.000000,22.34,0,0,0,0,0,0.000000,72.290000

94,23:15-23:30,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,23.66,0.000000,0.000000,0.000000,52.67,23.67,28.770000,261.700000,30.190000,71,0,0,192.780000,272.540000,0,32.82,96.390000,52.67,0,0.000000,22.66,0,0,0,0,0,0.000000,72.290000

95,23:30-23:45,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,24.16,0.000000,0.000000,0.000000,53.33,24.17,28.770000,261.700000,30.190000,72.5,0,0,192.780000,272.540000,0,33.02,96.390000,53.33,0,0.000000,24,0,0,0,0,0,0.000000,72.290000

96,23:45-24:00,0,10.580000,100.420000,8.810000,0,0,0.000000,0,15.600000,115.220000,18.960000,30.190000,10.390000,24.830000,12.420000,86.940000,0.000000,96.390000,0,24.100000,25.84,0.000000,0.000000,0.000000,55,25.83,28.770000,261.700000,30.190000,77.5,0,0,192.780000,272.540000,0,33.02,96.390000,55,0,0.000000,25,0,0,0,0,0,0.000000,72.290000

