Block,Time,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/20122023/29022024/IEX_LDC_231218_00501,NR/25122023/27122023/IEX_231223_05926,NR/27122023/27122023/DD20231227NR21943,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/23122023/31122023/HP-17,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/23122023/31122023/HP-21,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/27122023/27122023/IEX_231226_05949,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/23122023/31122023/SJVN231223NR1309,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/23122023/31122023/SJVN231223NR1310,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14
14,03:15-03:30,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,148.970000,0.000000,165.350000,25.990000,96.310000,0,0,7.33,0,0,0,0,48.16,0,0,0,19.85,0,22,0,19.85,7.34,0,6.66,0,25.03,0

15,03:30-03:45,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,148.970000,0.000000,165.350000,25.990000,96.310000,0,0,7.33,0,0,0,0,48.16,0,0,0,21.42,0,22,0,21.42,7.34,0,6.66,0,25.05,0

16,03:45-04:00,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,148.970000,0.000000,165.350000,25.990000,96.310000,0,0,7.33,0,0,0,0,48.16,0,0,0,21.89,0,22,0,21.89,7.34,0,6.66,0,25.04,0

17,04:00-04:15,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,148.970000,0.000000,165.350000,25.990000,96.310000,0,0,7.17,0,0,0,0,48.16,0,0,0,21.53,0,21.5,0,21.53,7.16,0,6.66,0,25.06,0

18,04:15-04:30,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,148.970000,0.000000,165.350000,25.990000,96.310000,0,0,7,0,0,0,0,48.16,0,0,0,21.84,0,21,0,21.84,7,0,6.66,0,25.09,0

19,04:30-04:45,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,192.620000,0.000000,165.350000,25.990000,96.310000,0,0,7,0,0,0,0,48.16,0,0,0,22.28,0,21,0,22.28,7,0,6.66,0,25.15,0

20,04:45-05:00,11.560000,0.000000,67.420000,25.990000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,36.600000,147.720000,1.010000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,192.620000,0.000000,165.350000,25.990000,96.310000,0,0,7,0,0,0,0,48.16,0,0,0,22.85,0,21,0,22.85,7,0,6.66,0,25.2,0

21,05:00-05:15,11.560000,0.000000,67.420000,30.820000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,55.490000,147.720000,0.930000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,192.620000,0.000000,213.510000,25.450000,96.310000,0,0,7.5,0,0,0,0,48.16,0,0,0,22.42,0,22.5,0,22.42,7.5,0,6.66,0,25.73,0

22,05:15-05:30,11.560000,0.000000,67.420000,30.820000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,23.110000,55.490000,147.720000,0.930000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,231.140000,0.000000,225.290000,25.450000,96.310000,0,0,7.5,0,0,0,0,48.16,0,0,0,22.02,0,22.5,0,22.02,7.5,0,6.66,0,25.78,0

23,05:30-05:45,11.560000,0.000000,86.680000,30.820000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,24.080000,74.440000,147.720000,0.930000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,270.870000,0.000000,225.290000,25.450000,96.310000,0,0,10.04,0,0,0,0,48.16,0,0,0,21.65,0,30.12,0,21.65,10.05,0,8.51,0,32.31,0

24,05:45-06:00,11.560000,0.000000,86.680000,30.820000,8.190000,192.620000,0.000000,5.780000,114.950000,14.450000,24.080000,74.440000,147.720000,0.930000,1.070000,1.620000,0.000000,48.160000,0.000000,0.000000,270.870000,0.000000,240.700000,25.450000,96.310000,0,0,9.71,0,0,0,0,48.16,0,0,0,21.31,0,29.12,0,21.31,9.71,0,8.09,0,32.71,0

25,06:00-06:15,11.560000,0.000000,86.680000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,24.080000,74.440000,251.460000,0.930000,1.070000,1.620000,0.000000,77.050000,0.000000,0.000000,270.870000,0.000000,260.610000,25.450000,96.310000,0,0,9.38,0,0,0,0,48.16,0,0,0,20.42,0,28.12,0,20.42,9.37,0,7.71,0,38.01,0

26,06:15-06:30,11.560000,0.000000,86.680000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,24.080000,86.870000,251.460000,0.930000,1.070000,1.620000,0.000000,100.880000,0.000000,0.000000,270.870000,0.000000,260.610000,23.280000,96.310000,0,0,9.21,0,0,0,0,48.16,0,0,0,19.42,0,27.62,0,19.42,9.21,0,7.71,0,38.01,0

27,06:30-06:45,11.560000,0.000000,86.680000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,24.080000,86.870000,251.460000,0.930000,1.070000,1.620000,0.000000,100.880000,0.000000,0.000000,270.870000,0.000000,260.610000,13.860000,96.310000,0,0,8.88,0,0,0,0,48.16,0,0,0,17.5,0.5,26.62,0,17.5,8.87,0,9.44,0,38.52,0

28,06:45-07:00,11.560000,0.000000,86.680000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,24.080000,86.870000,251.460000,0.930000,1.070000,1.620000,0.000000,100.880000,0.000000,0.000000,270.870000,0.000000,260.610000,13.860000,96.310000,0,0,8.69,0,0,0,0,48.16,0,0,0,15,3,26.08,0,15,8.69,0,9.36,0,39.12,0

29,07:00-07:15,11.560000,0.000000,86.680000,30.700000,8.190000,192.620000,58.750000,5.780000,0.000000,14.450000,24.080000,86.870000,251.460000,0.930000,1.070000,1.620000,0.000000,100.880000,0.000000,0.000000,270.870000,0.000000,260.610000,30.700000,96.310000,1,0,8.68,1,0,0,0,48.16,0,0,0,14.67,10,26.02,0,14.67,8.67,0,9.19,0.603446,39.52,0

30,07:15-07:30,11.560000,0.030000,86.680000,30.700000,8.190000,192.620000,50.080000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.930000,1.070000,1.620000,0.030000,100.880000,0.000000,0.030000,270.870000,0.000000,260.610000,30.700000,96.310000,2.23,0,8.54,3,0,0,0,48.16,1,0,0,14.67,18,25.62,0,14.67,8.55,0,9.03,5.197422,39.92,0

31,07:30-07:45,11.560000,0.230000,88.120000,30.700000,8.190000,192.620000,45.270000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,1.010000,1.070000,1.620000,0.220000,100.880000,0.000000,0.220000,270.870000,29.860000,260.610000,30.700000,96.310000,6.71,0,8.38,6.37,2,1,0,48.16,3,1,0.19,14.67,28,25.12,1,14.67,8.37,0.97,8.84,11.845061,43.01,0.33

32,07:45:08:00,11.560000,0.620000,88.120000,30.700000,8.190000,192.620000,41.410000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.000000,1.070000,1.620000,0.600000,100.880000,0.000000,0.600000,270.870000,29.860000,260.610000,30.700000,96.310000,26.76,0,8.19,21.76,8,2,0,48.16,5,3,1.66,14.67,33,24.58,3,14.67,8.19,8.33,8.66,19.232408,43.01,1

33,08:00-08:15,11.560000,1.310000,88.120000,30.700000,8.190000,192.620000,45.270000,5.780000,0.000000,14.450000,22.150000,86.870000,251.460000,0.000000,1.070000,1.620000,1.280000,100.880000,0.000000,1.280000,270.870000,29.860000,260.610000,30.700000,96.310000,30.34,0,8.18,30.33,21,5,0,48.16,12,9,3.93,14.67,30.33,24.55,6,14.67,8.19,19.67,8.47,28.32303,43.01,6.14

34,08:15-08:30,11.560000,2.230000,88.120000,30.700000,8.190000,192.620000,28.890000,5.780000,0.000000,14.450000,22.150000,86.870000,251.460000,1.010000,1.070000,1.620000,2.180000,100.880000,0.000000,2.180000,270.870000,29.860000,260.610000,30.700000,96.310000,30.34,0,8.04,30.33,35,8,0,48.16,23,15,7.27,14.67,30.33,24.12,11,14.67,8.05,36.37,7.88,39.233723,43.01,14.53

35,08:30-08:45,11.560000,3.080000,88.120000,30.700000,8.190000,192.620000,33.710000,5.780000,0.000000,14.450000,22.150000,86.870000,251.460000,0.000000,1.070000,1.620000,3.010000,100.880000,0.000000,3.010000,270.870000,29.860000,260.610000,30.700000,96.310000,32,0,7.88,32,53,12,0,48.16,32,22,11.89,14.67,32,23.62,16,14.67,7.87,59.44,7.36,50.80626,37.61,22.85

36,08:45:09:00,11.560000,4.060000,88.120000,30.700000,8.190000,192.620000,36.600000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.000000,1.070000,1.620000,3.960000,100.880000,0.000000,3.960000,270.870000,29.860000,260.610000,30.700000,96.310000,32,0,7.5,32,70,17,0,48.16,40,30,16.01,14.67,32,22.5,20,14.67,7.5,80.08,7.34,61.892147,37.85,29.72

37,09:00:09:15,11.560000,5.350000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,1.010000,1.070000,1.620000,5.220000,100.880000,0.000000,5.220000,270.870000,29.860000,260.610000,30.700000,96.310000,32,0,7.17,32,88,21.8,0,48.16,43,37,19.75,14,32,21.5,22,14,7.16,98.74,7,72.21886,38.27,37.17

38,09:15-09:30,11.560000,6.620000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.000000,1.070000,1.620000,6.460000,100.880000,0.000000,6.460000,270.870000,29.860000,260.610000,30.700000,96.310000,32,0,7.17,32,102,25.13,0,48.16,50,43,23.49,14,32,21.5,25,14,7.16,117.47,7,82.350913,38.81,45.36

39,09:30-09:45,11.560000,7.700000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.000000,1.070000,1.620000,7.510000,100.880000,0.000000,7.510000,270.870000,29.860000,260.610000,30.700000,96.310000,32,0,7.17,32,111,28.08,0,48.16,58,47,27.31,14,32,21.5,29,14,7.16,136.56,7,91.655661,31.91,52.56

40,09:45-10:00,11.560000,8.810000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,1.010000,1.070000,1.620000,8.590000,100.880000,0.000000,8.590000,270.870000,29.860000,260.610000,30.700000,96.310000,32.5,0,7.17,32.5,125,30.58,0,48.16,65,53,30.61,14,32.5,21.5,33,14,7.16,153.05,7,100.103905,33.08,58.43

41,10:00-10:15,11.560000,9.810000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.000000,1.070000,1.620000,9.570000,100.880000,0.000000,9.570000,270.870000,0.000000,260.610000,30.700000,96.310000,32.5,0,7.17,32.5,137,32.96,0,48.16,67,58,33.7,14,32.5,21.5,33,14,7.16,168.52,7,107.608048,34.25,64.11

42,10:15-10:30,11.560000,10.590000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,23.110000,86.870000,251.460000,0.000000,1.070000,1.620000,10.330000,100.880000,0.000000,10.330000,270.870000,0.000000,260.610000,30.700000,96.310000,32.5,0,7.17,32.5,151,35.04,0,48.16,71,64,36.3,14,32.5,21.5,36,14,7.16,181.48,7,113.992896,36.43,69.2

43,10:30-10:45,11.560000,11.380000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,22.150000,86.870000,251.460000,1.010000,1.070000,1.620000,11.110000,100.880000,0.000000,11.110000,270.870000,0.000000,260.610000,30.700000,96.310000,32.5,0,7.17,32.5,151,36.99,0,48.16,71,64,38.67,14,32.5,21.5,36,14,7.16,193.35,6.34,123.171115,37.02,74.09

44,10:45-11:00,11.560000,12.130000,88.120000,30.700000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,22.150000,86.870000,251.460000,0.000000,1.070000,1.620000,11.830000,100.880000,0.000000,11.830000,270.870000,0.000000,260.610000,30.700000,96.310000,32.5,0,7.17,32.5,159,38.22,0,48.16,75,68,40.89,14,32.5,21.5,38,14,7.16,204.45,6.34,127.638562,37.02,78.34

45,11:00-11:15,11.560000,12.830000,88.120000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,0.000000,1.150000,1.670000,12.510000,100.880000,0.000000,12.510000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,0,7.17,32.5,168,39.1,0,48.16,79,72,42.73,14,32.5,21.5,40,14,7.16,213.67,6.34,131.268971,41.68,81.64

46,11:15-11:30,11.560000,13.200000,88.120000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,1.010000,1.150000,1.670000,12.880000,100.880000,0.000000,12.880000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,0,7.17,32.5,175,40.24,0,48.16,83,75,44.53,14,32.5,21.5,42,14,7.16,222.67,6.34,134.257002,41.55,84.54

47,11:30-11:45,11.560000,13.700000,88.120000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,0.000000,1.150000,1.670000,13.370000,100.880000,0.000000,13.370000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,7.17,32.5,179,40.88,28.89,48.16,85,76,45.83,14,32.5,21.5,42,14,7.16,229.17,6.34,136.738917,40.9,86.31

48,11:45-12:00,11.560000,14.100000,88.120000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,0.000000,1.150000,1.670000,13.750000,100.880000,0.000000,13.750000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,7.17,32.5,179,42,28.89,48.16,85,76,45.83,13.99,32.5,21.5,42,13.99,7.16,229.17,6.34,138.325396,40.53,88.73

49,12:00-12:15,11.560000,14.320000,88.120000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,1.010000,1.150000,1.670000,13.970000,100.880000,0.000000,13.970000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,7.17,32.5,182,42.49,28.89,48.16,88,78,45.83,13.59,32.5,21.5,44,13.59,7.16,229.17,6.34,141.186898,34.12,88.71

50,12:15-12:30,11.560000,14.390000,88.120000,30.820000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,0.000000,1.150000,1.670000,14.040000,100.880000,0.000000,14.040000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,7.17,32.5,182,42.59,28.89,48.16,88,78,45.83,14.27,32.5,21.5,44,14.27,7.16,229.17,6.34,140.846243,33.64,90.41

51,12:30-12:45,11.560000,14.390000,88.120000,23.280000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,86.870000,251.460000,0.000000,1.150000,1.670000,14.040000,100.880000,0.000000,14.040000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,181,41.74,28.89,48.16,86,77,45.83,12,32.5,15,43,12,5,229.17,6.34,139.658817,33.3,83.44

52,12:45-13:00,11.560000,14.390000,88.120000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.440000,251.460000,1.010000,1.150000,1.670000,14.040000,100.880000,0.000000,14.040000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,181,41.13,28.89,48.16,86,77,45.83,12,32.5,15,43,12,5,229.17,6.34,137.605154,32.86,82.03

53,13:00-13:15,11.560000,14.360000,86.680000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.440000,251.460000,0.000000,1.220000,1.670000,14.010000,86.680000,0.000000,14.010000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,186,40.84,28.89,48.16,89,79,45.83,12,32.5,15,44,12,5,229.17,6.34,134.636589,32.79,81.02

54,13:15-13:30,11.560000,14.280000,88.120000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.440000,251.460000,0.000000,1.220000,1.670000,13.920000,67.420000,0.000000,13.920000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,186,39.74,28.89,48.16,87,79,45.83,12.45,32.5,15,44,12.45,5,229.17,6.34,130.918583,32.89,79.65

55,13:30-13:45,11.560000,13.910000,88.120000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.440000,251.460000,1.010000,1.220000,1.670000,13.570000,67.420000,0.000000,13.570000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,186,39.41,28.89,48.16,85,79,45.33,12.69,32.5,15,43,12.69,5,226.67,6.34,128.368537,32.93,76.98

56,13:45-14:00,11.560000,13.440000,86.680000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.440000,251.460000,0.000000,1.220000,1.670000,13.100000,77.050000,0.000000,13.100000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,182,38.51,28.89,48.16,82,78,43.84,13,32.5,15,41,13,5,219.2,6.34,123.093251,32.81,75

57,14:00-14:15,11.560000,12.810000,86.680000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.080000,251.460000,0.000000,1.220000,1.710000,12.490000,82.830000,0.000000,12.490000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,168,36.1,28.89,48.16,80,72,43.85,13.35,32.5,15,40,13.35,5,219.23,6.34,117.175587,32.9,73.18

58,14:15-14:30,11.560000,12.170000,86.680000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.080000,251.460000,1.010000,1.220000,1.710000,11.870000,82.830000,0.000000,11.870000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,161,34.87,28.89,48.16,77,69,43.31,13.62,32.5,15,38,13.62,5,216.54,6.34,110.362487,32.94,69.71

59,14:30-14:45,11.560000,11.370000,86.680000,25.450000,8.190000,192.620000,0.000000,5.780000,0.000000,14.450000,0.000000,74.080000,251.460000,0.000000,1.220000,1.710000,11.100000,100.880000,0.000000,11.100000,270.870000,0.000000,260.610000,30.820000,96.310000,32.5,24.08,5,32.5,147,32.77,28.89,48.16,69,63,41.21,13.79,32.5,15,34,13.79,5,206.08,6.34,102.634485,33.39,65.32

