Block,Time,KHSTPP-II,BRBCL,FSTPP I & II,KHSTPP-I,TALA,SASAN,KOLDAM,RIHAND1,ANTA_RF,ANTA_LF,UNCHAHAR1,KISHANGANGA,JHAJJAR,SINGRAULI_HYDRO,NJPC,RAPPC,DADRI_GF,SEWA2,TEHRI,ANTA_GF,DADRT2,DHAULIGNGA,CHAMERA3,UNCHAHAR4,CHAMERA2,AURY_CRF,RIHAND3,PARBATI3,SINGRAULI,TANAKPUR,RAPPB,AURY_RF,UNCHAHAR3,BSIUL,NAPP,CHAMERA1,URI2,ANTA_CRF,DADRI_RF,KOTESHWR,AURY_GF,TANDA2,DULHASTI,SALAL,RIHAND2,DADRI_CRF,RAMPUR,URI,AURY_LF,DADRI_LF,UNCHAHAR2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,143.420930,13.793364,15.529982,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,10.017773,0.000000,368.515969,0.000000,22.434239,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,20.026833,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.419268,0,0,0,0,0

12,02:45-03:00,143.420930,15.972872,15.529982,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,22.434239,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

13,03:00-03:15,143.420930,14.752622,15.529982,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,22.434239,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

14,03:15-03:30,143.420930,13.946551,15.529982,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,22.434239,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

15,03:30-03:45,143.420930,16.973276,15.529982,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,22.434239,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

16,03:45-04:00,143.420930,17.142397,15.529982,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,22.434239,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

17,04:00-04:15,143.420930,18.293869,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

18,04:15-04:30,143.420930,18.129387,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,15.092756,5.377496,362.193456,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,46.904184,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,15.301746,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

19,04:30-04:45,143.420930,19.053046,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,391.779463,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,31.269456,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,17.918235,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

20,04:45-05:00,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,391.779463,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,31.269456,0.000000,123.189198,0.000000,139.928684,0.495542,0.000000,0.000000,17.918235,18.918797,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.834066,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

21,05:00-05:15,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,123.189198,0.000000,139.928684,0.123886,0.000000,0.000000,17.918235,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

22,05:15-05:30,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,123.189198,0.000000,139.928684,0.123886,0.000000,0.000000,17.918235,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

23,05:30-05:45,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,0.000000,139.928684,0.123886,0.000000,0.000000,17.918235,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

24,05:45-06:00,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,13.096647,5.377496,361.226356,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,0.000000,139.928684,0.123886,0.000000,0.000000,17.918235,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

25,06:00-06:15,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,14.556457,5.377496,387.334625,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,3.688875,139.928684,0.000000,0.000000,0.000000,17.918235,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.419268,0,0,0,0,0

26,06:15-06:30,143.420930,19.341973,12.081013,44.872550,0.000000,385.650467,0.000000,76.043073,0.000000,0.000000,17.551221,5.377496,465.986113,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,372.584172,10.501598,11.217119,1.440979,15.634728,0.000000,123.189198,5.902200,139.928684,0.000000,0.000000,0.000000,21.109859,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,17.076665,0,0,0,0,0

27,06:30-06:45,143.420930,19.341973,12.081013,44.872550,0.000000,403.917912,0.000000,76.043073,0.000000,0.000000,14.643925,5.377496,469.147463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,37.903927,139.928684,2.601596,0.000000,0.000000,17.918235,12.612531,49.655497,40.761408,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.419268,0,0,0,0,0

28,06:45-07:00,143.420930,18.753530,12.081013,44.872550,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,14.643925,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,37.903927,139.928684,1.486626,0.000000,0.000000,17.918235,12.612531,49.655497,25.976306,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

29,07:00-07:15,143.420930,17.903087,12.081013,44.872550,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,14.643925,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,37.903927,139.928684,8.795871,0.000000,0.000000,17.918235,18.918797,49.655497,12.988153,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,33.631870,0.000000,0.000000,14.575454,0,0,0,0,0

30,07:15-07:30,143.420930,17.738201,12.081013,44.872550,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,14.643925,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,37.903927,139.928684,8.795871,0.000000,0.000000,17.918235,18.918797,49.655497,12.988153,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,39.504101,0.000000,0.000000,14.575454,0,0,0,0,0

31,07:30-07:45,143.420930,18.513110,12.081013,44.872550,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,14.643925,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,37.903927,139.928684,8.176444,0.000000,0.000000,17.918235,18.918797,49.655497,12.988153,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,39.504101,0.000000,0.000000,14.575454,0,0,0,0,0

32,07:45:08:00,143.420930,16.612344,12.081013,44.872550,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,12.040395,5.377496,391.779463,0.754018,25.648249,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,37.903927,139.928684,8.176444,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,0.983006,39.504101,0.000000,0.000000,12.173661,0,0,0,0,0

33,08:00-08:15,115.081612,19.220852,12.081013,36.006197,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,43.106301,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,5.902200,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,1.668132,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

34,08:15-08:30,95.286622,19.341973,8.974688,29.811438,0.000000,404.992467,0.000000,76.043073,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,43.106301,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,123.189198,3.688875,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,117.483308,0.000000,1.668132,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

35,08:30-08:45,95.286622,19.341973,8.974688,29.811438,0.000000,404.992467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,43.106301,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.501598,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,94.175714,0.000000,1.668132,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

36,08:45:09:00,95.286622,19.341973,8.974688,29.811438,0.000000,404.992467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,43.106301,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,10.197203,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,57.312280,94.175714,0.000000,1.668132,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

37,09:00:09:15,95.286622,19.341973,8.974688,29.811438,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,21.553150,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.834066,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

38,09:15-09:30,95.286622,19.341973,8.974688,29.811438,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

39,09:30-09:45,115.081612,19.341973,8.974688,36.006197,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,12.612531,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

40,09:45-10:00,115.081612,19.341973,8.974688,29.811438,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,12.612531,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

41,10:00-10:15,115.081612,18.719141,8.974688,36.006197,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,12.612531,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

42,10:15-10:30,115.081612,18.267446,8.974688,36.006197,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,12.612531,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,39.504101,0.000000,0.000000,12.173661,0,0,0,0,0

43,10:30-10:45,115.081612,16.459763,10.841771,36.006197,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,39.504101,0.000000,0.000000,12.173661,0,0,0,0,0

44,10:45-11:00,115.081612,16.005143,10.841771,36.006197,0.000000,346.966467,0.000000,52.718749,0.000000,0.000000,12.040395,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,139.928684,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,68.549982,94.175714,0.000000,0.000000,39.504101,0.000000,0.000000,12.173661,0,0,0,0,0

45,11:00-11:15,115.081612,18.239311,10.841771,36.006197,0.000000,367.888839,0.000000,52.718749,0.000000,0.000000,12.088750,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,127.014659,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,49.445889,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

46,11:15-11:30,115.081612,16.903792,10.841771,36.006197,0.000000,394.580709,0.000000,52.718749,0.000000,0.000000,12.088750,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,127.014659,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,49.445889,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

47,11:30-11:45,115.081612,19.080779,10.841771,36.006197,0.000000,404.975079,0.000000,52.718749,0.000000,0.000000,12.088750,5.377496,361.081292,0.754018,0.000000,67.052826,0.000000,18.709627,0.000000,0.000000,368.515969,0.000000,11.217119,2.358273,15.634728,0.000000,90.653923,0.000000,127.014659,0.000000,0.000000,0.000000,15.050300,18.918797,49.655497,0.000000,33.998240,0.000000,0.000000,8.919085,0.000000,4.069922,38.152355,47.198348,94.175714,0.000000,0.000000,33.631870,0.000000,0.000000,12.173661,0,0,0,0,0

