Block,Time Block,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KKNP,KKNPPU2,KOLDAM,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NLCEXP,NJPC,NAPP,DULHASTI,FSTPP I & II,MAPS,URI,VALLURNTECL,URI2,ANTA_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,KHSTPP-I,KISHANGANGA,KHSTPP-II,RIHAND3,RSTPSU7,SALAL,SEWA2,RIHAND2,RIHAND1,SASAN,RSTPSU1TO6,RAPPD,SIMHST1,UNCHAHAR1,SIMHST2,TALST2,TANAKPUR,SINGRAULI,TEHRIPSP,UNCHAHAR4,TALA,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,SINGRAULI_HYDRO,RAPPB,PARBATI2,RAMPUR,PARBATI3,RAPPC,KGSU1AND2,KGSU3AND4,KUDGI,KOTESHWR,DHAULIGNGA,DADRT2,CHAMERA3,JHAJJAR,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,18.85,19.69,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.85,4.32,67.78,126.1,0,77.28,17.68,120.74,64.16,403.61,0,23.14,0,12.91,0,0,11.48,78.14,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,54.45,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

55,13:30-13:45,18.85,19.95,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,94.76,403.61,0,23.14,0,12.91,0,0,11.48,108.72,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,48.72,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

56,13:45-14:00,18.85,22.4,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,29.9,4.32,67.78,126.1,0,77.28,17.68,120.74,94.76,403.61,0,23.14,0,12.91,0,0,11.48,108.72,0,0.96,21.88,15.51,0,0,1.59,28.91,0,0,23.74,5.49,48.72,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

57,14:00-14:15,18.85,16.85,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,35.68,4.32,80.44,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,12.91,0,0,3.71,108.72,0,0.96,21.88,15.51,0,0,2.52,28.91,0,0,23.74,5.49,48.72,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

58,14:15-14:30,18.85,17.44,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,12.91,0,0,3.71,108.72,0,0.96,21.88,15.51,0,0,2.52,28.91,0,0,23.74,5.49,48.72,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

59,14:30-14:45,18.85,21.16,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,9.96,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,12.91,0,0,3.71,108.72,0,0.96,21.88,15.51,0,0,2.52,28.91,0,0,11.86,5.49,48.72,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

60,14:45-15:00,18.85,19.47,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,12.91,0,0,11.48,108.72,0,0.96,21.88,15.51,0,0,2.52,28.91,0,0,11.86,5.49,48.72,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

61,15:00-15:15,18.85,18.52,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,12.91,0,0,11.48,108.72,0,0.96,19.7,15.51,0,0,2.52,28.91,0,0,11.86,5.49,40.11,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

62,15:15-15:30,18.85,20.13,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,12.91,0,0,11.48,108.72,0,0.96,19.7,15.51,0,0,2.52,28.91,0,0,11.86,5.49,40.11,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

63,15:30-15:45,18.85,20.8,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,0.96,20.11,15.51,0,0,2.52,28.91,0,0,23.74,5.49,50.15,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

64,15:45-16:00,18.85,19.53,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,0.96,20.11,15.51,0,0,2.52,28.91,0,0,23.74,5.49,50.15,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

65,16:00-16:15,18.85,20.97,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,0.96,19.56,15.51,0,0,2.52,28.91,0,0,23.74,5.49,50.15,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

66,16:15-16:30,18.85,20.9,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,83.62,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,0.96,19.56,15.51,0,0,2.52,28.91,0,0,23.74,5.49,50.15,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

67,16:30-16:45,18.85,17.4,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,93.74,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,0.96,19.56,15.51,0,0,2.52,28.91,0,0,23.74,5.49,50.15,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

68,16:45-17:00,18.85,17.42,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,10.92,0,44.16,0,30.04,0,0,0,0,0,0,0,0,0,0,0,0,38.52,4.32,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,0.96,18.98,15.51,0,0,2.52,28.91,0,0,23.74,5.49,50.15,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

69,17:00-17:15,18.85,24.09,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,12.66,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,1.46,19.43,15.51,0,0,2.52,28.91,0,0,23.74,5.49,53.02,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

70,17:15-17:30,18.85,21.74,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,12.65,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,1.46,19.43,15.51,0,0,2.52,28.91,0,0,23.74,5.49,53.02,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

71,17:30-17:45,18.85,20.61,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,14.39,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,1.46,19.15,15.51,0,0,2.52,28.91,0,0,23.74,5.49,63.05,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

72,17:45-18:00,18.85,22.96,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,14.41,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,4.32,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,11.88,0,0,11.48,108.72,0,1.46,18.86,15.51,17.23,0,2.52,28.91,0,0,23.74,5.49,63.05,63.05,0,0,0,9.77,40.92,4.96,32.71,238.06,0,0,0,0,0,0

73,18:00-18:15,18.85,23.52,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,15,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,17.69,0,0,11.48,108.72,0,1.46,18.58,20.76,34.63,0,2.52,34.56,0,0,23.74,5.49,68.78,63.05,0,0,0,19.56,40.92,48.33,32.71,261.78,0,0,0,0,0,0

74,18:15-18:30,18.85,20.91,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.75,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,20.46,0,0,11.48,108.72,0,1.46,18.45,26.02,51.95,0,2.52,42.03,0,0,23.74,5.49,68.78,63.05,0,0,0,29.33,40.92,77.25,32.71,283.11,0,0,0,0,0,0

75,18:30-18:45,18.85,22.13,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,17.42,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,95.29,126.1,0,77.28,11.78,120.74,94.76,403.61,0,23.14,0,20.46,0,0,11.48,108.72,85.38,0.87,17.37,26.02,69.26,0,1.24,42.03,0,0,23.74,5.49,68.78,63.05,0,0,0,29.33,40.92,132.19,32.71,283.11,0,0,0,0,0,0

76,18:45-19:00,19.72,18.06,47.79,40.62,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,17.82,0,44.16,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,18.78,120.74,94.76,403.61,0,23.14,0,20.46,0,0,11.48,108.72,170.77,1.47,17.22,26.02,71.04,0,1.24,42.03,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,217,34.4,283.11,0,0,0,0,0,0

77,19:00-19:15,19.72,19.43,47.79,40.62,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,18.23,0,46.81,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,18.78,120.74,94.76,403.61,0,23.14,0,20.06,0,0,11.48,108.72,170.77,1.47,17.73,25.4,71.04,0,1.24,42.04,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,342.29,34.4,334.76,0,0,0,0,0,0

78,19:15-19:30,19.72,20.57,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,18.62,0,46.81,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,18.78,120.74,94.76,403.61,0,23.14,0,20.06,0,0,11.48,108.72,170.77,1.47,17.73,25.4,71.04,0,1.24,42.04,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,432.19,34.4,398.76,0,0,0,0,0,0

79,19:30-19:45,19.72,23,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,19.02,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,18.78,120.74,94.76,403.61,0,23.14,0,20.06,0,0,3.71,108.72,170.77,1.47,18.58,25.4,71.04,0,1.37,42.04,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,499.65,34.4,449.84,0,0,0,0,0,0

80,19:45-20:00,19.72,21.63,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,19.02,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,18.78,120.74,94.76,403.61,0,23.14,0,20.06,0,0,3.71,108.72,170.77,1.56,18.58,25.4,71.04,0,1.37,42.04,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,567.12,34.4,449.84,0,0,0,0,0,0

81,20:00-20:15,19.72,23.22,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,19.02,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,3.71,108.72,170.77,1.56,18.7,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,634.59,34.4,447.32,0,0,0,0,0,0

82,20:15-20:30,19.72,21.51,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,19.02,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,18.7,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,653.68,34.4,545.27,0,0,0,0,0,0

83,20:30-20:45,19.72,21.75,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,19.02,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,18.78,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,41.28,43.19,653.68,34.4,449.84,0,0,0,0,0,0

84,20:45-21:00,18.85,22.95,45.41,40.74,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,19.02,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,95.29,126.1,0,77.28,14.77,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,18.86,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,71.64,63.05,0,0,0,39.1,40.92,653.68,32.71,449.84,0,0,0,0,0,0

85,21:00-21:15,18.85,22.28,45.41,40.74,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,18.86,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,71.64,63.05,0,0,0,39.1,40.92,581.97,32.71,449.84,0,0,0,0,0,0

86,21:15-21:30,18.85,24.09,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,47.35,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.71,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,19.18,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,71.64,63.05,0,0,0,39.1,40.92,589.03,32.71,449.84,0,0,0,0,0,0

87,21:30-21:45,19.72,21.51,47.79,40.62,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,16.48,0,46.28,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,19.37,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,42.37,43.19,607.43,34.4,449.84,0,0,0,0,0,0

88,21:45-22:00,19.72,21.32,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,16.48,0,46.28,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,19.52,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,42.37,43.19,602.62,34.4,449.84,0,0,0,0,0,0

89,22:00-22:15,19.72,20.43,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,16.48,0,43.63,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,19.66,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,42.37,43.19,648.4,34.4,448.14,0,0,0,0,0,0

90,22:15-22:30,19.72,18.73,47.79,40.74,0,0,8.31,0,0,0,0,0,171.02,23.73,37.05,16.48,0,43.63,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,43.88,6.92,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.08,0,0,11.48,108.72,170.77,1.56,19.66,25.46,71.04,0,1.37,42.12,0,0,27.13,5.63,74.51,63.05,0,0,0,42.37,43.19,652.77,34.4,426.18,0,0,0,0,0,0

91,22:30-22:45,18.85,17.9,45.41,40.74,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,40.43,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,40.37,4.32,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,19.9,0,0,9.5,108.72,170.77,1.56,19.72,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,68.78,63.05,0,0,0,30.42,40.92,652.77,32.71,613.85,0,0,0,0,0,0

92,22:45-23:00,18.85,22.38,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,40.43,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,40.37,4.32,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,19.9,0,0,9.5,108.72,170.77,1.56,19.72,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,68.78,63.05,0,0,0,29.33,40.92,652.77,32.71,499.86,0,0,0,0,0,0

93,23:00-23:15,18.85,22.27,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,29.79,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,40.37,4.32,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,19.9,0,0,9.5,108.72,170.77,1.56,19.72,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,40.11,63.05,0,0,0,29.33,40.92,661.23,32.71,449.84,0,0,0,0,0,0

94,23:15-23:30,18.85,19.3,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,29.79,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,40.37,4.32,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,19.9,0,0,9.5,108.72,170.77,1.56,19.72,25.46,69.26,0,1.37,42.12,0,0,23.74,5.49,40.11,63.05,0,0,0,29.33,40.92,661.23,32.71,449.84,0,0,0,0,0,0

95,23:30-23:45,18.85,19.17,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,34.05,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,40.37,4.32,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,19.9,0,0,9.5,108.72,170.77,1.56,19.72,25.46,69.26,0,1.37,42.12,0,0,10.17,5.49,40.11,63.05,0,0,0,29.33,40.92,661.23,32.71,449.84,0,0,0,0,0,0

96,23:45-24:00,18.85,16.63,45.41,40.62,0,0,8.31,0,0,0,0,0,169.43,23.73,36.64,16.48,0,34.05,0,31.55,0,0,0,0,0,0,0,0,0,0,0,0,40.37,4.32,95.29,126.1,0,77.28,15.51,120.74,94.76,403.61,0,23.14,0,20.29,0,0,9.5,108.72,170.77,1.56,19.72,26.02,69.26,0,1.37,42.03,0,0,10.17,5.49,40.11,63.05,0,0,0,29.33,40.92,661.23,32.71,449.84,0,0,0,0,0,0

