Block,Time,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/79,NR/30092023/26122029/SH-06,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/16022024/29022024/HP-36,NR/30092023/31122025/SH-07,NR/01012024/31032024/ ChanjuII,NR/16022024/29022024/HP-38,NR/16022024/29022024/HP-40,NR/16022024/29022024/HP-45,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/19022024/29022024/NVVN/OA/16907,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,SR/14022024/29022024/SJVN140224NR1518,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10
6,01:15-01:30,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,21.52,0,0,0,0,0,0,64.56,0,0,0,7.21,21.52,0,0,0,0,0,0,12.84,0,46.3,0,46.3

7,01:30-01:45,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26.86,0,0,0,0,0,0,80.61,0,0,0,7.01,26.87,0,0,0,0,0,0,21.84,0,58.51,0,58.51

8,01:45-02:00,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26.57,0,0,0,0,0,0,79.74,0,0,0,7.01,26.58,0,0,0,0,0,0,21.77,0,58.37,0,58.37

9,02:00-02:15,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,24.090000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26.07,0,0,0,0,0,0,78.18,0,0,0,7.01,26.06,0,0,0,0,0,0,21.71,0,57.84,0,57.84

10,02:15-02:30,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,24.090000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26.26,0,0,0,0,0,0,78.76,0,0,0,7.01,26.25,0,0,0,0,0,0,21.3,0,57.17,0,57.17

11,02:30-02:45,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,24.090000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26.26,0,0,0,0,0,0,78.76,0,0,0,7.01,26.25,0,0,0,0,0,0,23.32,0,65.84,0,65.84

12,02:45-03:00,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,24.090000,0.950000,11.560000,209.080000,0.000000,1.390000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26.31,0,0,0,0,0,0,78.9,0,0,0,7.01,26.3,0,0,0,0,0,0,23.36,0,65.94,0,65.94

13,03:00-03:15,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,26,0,0,0,0,0,0,77.98,0,0,0,7.01,25.99,0,0,0,0,0,0,23.09,0,65.32,0,65.32

14,03:15-03:30,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,25.62,0,0,0,0,0,0,76.91,0,0,0,7.01,25.64,0,0,0,0,0,0,22.77,0,64.6,0,64.6

15,03:30-03:45,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,25.21,0,0,0,0,0,0,75.68,0,0,0,7.01,25.23,0,0,0,0,0,0,22.4,0,63.78,0,63.78

16,03:45-04:00,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,24.74,0,0,0,0,0,0,74.24,0,0,0,7.01,24.75,0,0,0,0,0,0,21.97,0,62.83,0,62.83

17,04:00-04:15,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,24.22,0,0,0,0,0,0,72.67,0,0,0,7.01,24.22,0,0,0,0,0,0,21.51,0,61.78,0,61.78

18,04:15-04:30,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,23.64,0,0,0,0,0,0,70.93,0,0,0,7.01,23.64,0,0,0,0,0,0,20.99,0,60.62,0,60.62

19,04:30-04:45,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,209.080000,0.000000,1.340000,8.190000,111.770000,0.000000,0.000000,35.130000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,17,0,0,0,0,0,0,51,0,0,0,7.01,17,0,0,0,0,0,0,13.51,0,39.54,0,39.54

20,04:45-05:00,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,33.720000,25.050000,0.950000,11.560000,231.240000,0.000000,1.340000,8.190000,140.670000,0.000000,0.000000,39.380000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,16.71,0,0,0,0,0,0,50.15,0,0,0,7.01,16.72,0,0,0,0,0,0,13.44,0,38.46,0,38.46

21,05:00-05:15,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,52.670000,25.050000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,188.850000,0.000000,0.000000,43.630000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,16.29,0,0,0,0,0,0,48.88,0,0,0,7.01,16.29,0,0,0,0,0,0,13.43,0,38.16,0,38.16

22,05:15-05:30,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,76.400000,25.050000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,237.020000,0.000000,0.000000,47.210000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,16,0,0,0,0,0,0,48.03,0,0,0,7.01,16.01,0,0,0,0,0,0,13.42,0,37.83,0,37.83

23,05:30-05:45,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,76.400000,25.050000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,242.720000,0.000000,0.000000,47.210000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,15.3,0,0,0,0,0,0,45.9,0,0,0,7.01,15.3,0,0,0,0,0,0,13.19,0,36.13,0,36.13

24,05:45-06:00,18.310000,96.350000,0.000000,25.370000,6.740000,38.170000,25.930000,2.210000,128.130000,0.000000,16.320000,76.400000,25.050000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,242.720000,0.000000,0.000000,47.210000,0.000000,6.740000,5.780000,4.820000,19.270000,0.690000,52.030000,14.86,0,0,0,0,0,0,44.63,0,0,0,7.01,14.88,0,0,0,0,0,0,13.01,0,35.63,0,35.63

25,06:00-06:15,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,57.440000,24.090000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,234.040000,0.000000,0.000000,33.050000,0.000000,6.740000,5.780000,4.820000,48.180000,0.690000,80.930000,14.45,0,0,0,0,0,0,43.35,0,0,0,7.01,14.45,0,0,0,0,0,0,12.73,0,31.85,0,31.85

26,06:15-06:30,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,24.090000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,260.720000,0.000000,0.000000,33.050000,0.000000,6.740000,5.780000,4.820000,48.180000,0.690000,86.720000,13.89,0,0,0,0,0,0.01,41.65,0,0,0,7.01,13.88,0,0,0,0,0,0,12.41,0,31.71,0,31.71

27,06:30-06:45,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,24.090000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,260.720000,0.000000,0.000000,33.050000,0.000000,6.740000,5.780000,4.820000,48.180000,0.690000,86.720000,13.45,0,1.77,0,0,1.8,0.01,40.38,0,0,0,7.01,13.46,0,0,0,0,0,0,12.06,0,31.09,0,31.09

28,06:45-07:00,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,57.440000,24.090000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,234.040000,0.000000,0.000000,33.050000,0.000000,6.740000,5.780000,4.820000,48.180000,0.690000,86.720000,13.16,0,5.22,0,0,5.76,0.02,39.53,0,0.516326,0,7.01,13.18,0,0,0,2,0,0,11.72,0,30.28,0,30.28

29,07:00-07:15,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,67.960000,23.120000,0.950000,11.560000,270.980000,0.000000,1.340000,8.190000,234.040000,0.000000,0.000000,47.210000,0.000000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,12.46,0.5,11.64,0,0,12.94,1.08,37.4,0,3.789638,0.22,7.01,12.47,0,0,0,7,0,0,11.38,0,29.57,1,29.57

30,07:15-07:30,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,86.910000,23.120000,0.950000,11.560000,270.980000,0.110000,1.340000,8.190000,260.720000,0.110000,0.000000,57.790000,0.110000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,12.19,1,20.35,0,0,21.93,1.95,36.55,1,9.06006,0.39,7.01,12.18,0,0,0,15,0,0,11.09,1,28.86,4,28.86

31,07:30-07:45,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,86.910000,23.120000,0.950000,11.560000,270.980000,0.460000,1.340000,8.190000,260.720000,0.470000,0.000000,57.790000,0.460000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,13.51,2,27.5,1,0,31.52,5.45,40.51,4,13.97977,1.09,7.01,13.5,0,0,0,25,0,0.33,10.77,3,28.17,11,28.17

32,07:45:08:00,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,86.910000,23.120000,0.950000,11.560000,270.980000,1.120000,1.340000,8.190000,260.720000,1.150000,0.000000,57.790000,1.120000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,13.39,5,30.17,4,0,30.16,25.54,40.17,7,20.097746,5.11,7.01,13.39,0,0,0,30.17,0,4.98,10.46,8,27.42,18,27.42

33,08:00-08:15,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,86.910000,0.000000,0.950000,11.560000,270.980000,2.040000,1.340000,8.190000,260.720000,2.100000,0.000000,57.790000,2.040000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,13.61,8.1,30.33,7,0,30.34,28.31,40.81,7,27.901088,5.66,7.01,13.6,0,0,0,30.33,0,10.21,10.51,13,26.74,18,26.74

34,08:15-08:30,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,86.910000,0.000000,0.950000,11.560000,270.980000,3.200000,1.340000,8.190000,260.720000,3.290000,0.000000,57.790000,3.200000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,13.9,12.44,30.33,9,0,30.34,46.92,41.72,12,37.487216,9.38,7.01,13.91,0,0,0,30.33,0,19.75,10.6,19,26.01,28,26.01

35,08:30-08:45,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,86.910000,0.000000,0.950000,11.560000,270.980000,4.780000,1.340000,8.190000,260.720000,4.900000,0.000000,57.790000,4.780000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,14.23,16.81,32,9,0,32,66.37,42.74,16,48.105996,13.27,7.01,14.25,0,0,0,32,0,29.09,10.9,18,25.87,39,25.87

36,08:45:09:00,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,6.260000,1.340000,8.190000,260.720000,6.420000,0.000000,57.790000,6.260000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,14.66,22.61,32,11,0,32,90.11,43.98,22,59.046262,18.02,7.01,14.66,0,0,0,32,0,38.29,11.31,22,25.94,53,25.94

37,09:00:09:15,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,7.600000,1.340000,8.190000,260.720000,7.780000,0.000000,57.790000,7.600000,6.740000,5.780000,4.820000,48.180000,0.690000,99.840000,15.01,26.31,32,19,0,32,109.99,45.05,34,70.395692,22,7.01,15.02,23.12,0,0,32,0,46.85,11.64,39,24.53,81,24.53

38,09:15-09:30,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,8.820000,1.340000,8.190000,260.720000,9.040000,0.000000,57.790000,8.820000,6.740000,5.780000,4.820000,48.180000,0.690000,72.260000,15.37,29.64,32,23,0,32,130.51,46.09,42,78.501036,26.1,7.01,15.36,23.12,0,0,32,0,54.55,11.95,47,23.3,98,23.3

39,09:30-09:45,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,9.970000,1.340000,8.190000,260.720000,10.220000,0.000000,57.790000,9.970000,6.740000,5.780000,4.820000,48.180000,0.690000,86.720000,13.78,32.78,32,31,0,32,152.63,41.33,51,85.09637,30.52,6.61,13.77,23.12,0,0,32,0,61.74,10,61,25.75,119,25.75

40,09:45-10:00,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,11.020000,1.340000,8.190000,255.250000,11.300000,0.000000,57.790000,11.020000,6.740000,5.780000,4.820000,48.180000,0.690000,69.370000,13.89,35.44,32.5,34,0,32.5,172.85,41.68,58,91.194862,34.57,6.61,13.89,23.12,0,0,32.5,0,68.39,10,68,25.78,137,25.78

41,10:00-10:15,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,12.150000,1.390000,8.190000,255.250000,12.440000,0.000000,57.790000,12.150000,6.740000,5.780000,4.820000,48.180000,0.660000,69.370000,11.34,37.94,32.5,37,0,32.5,190.96,34,63,97.838906,38.19,6.61,11.33,23.12,0,0,32.5,0,74.45,10,75,25.28,147,25.28

42,10:15-10:30,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,13.150000,1.390000,8.190000,250.430000,13.480000,0.000000,57.790000,13.150000,6.740000,5.780000,4.820000,48.180000,0.660000,67.440000,11.34,39.61,32.5,40,0,32.5,207.34,34,67,106.100122,41.47,6.61,11.33,23.89,0,0,32.5,0,79.94,10,81,24.76,158,24.76

43,10:30-10:45,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,14.040000,1.390000,8.190000,245.620000,14.390000,0.000000,57.790000,14.040000,6.740000,5.780000,4.820000,48.180000,0.660000,52.030000,11.34,41.58,32.5,42,0,32.5,220.05,34,72,102.622228,44.01,6.61,11.33,24.09,0,0,32.5,0,84.62,10,85,19.33,168,19.33

44,10:45-11:00,18.310000,96.350000,48.180000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,14.720000,1.390000,8.190000,227.310000,15.080000,0.000000,57.790000,14.720000,6.740000,5.780000,4.820000,48.180000,0.660000,52.030000,11.34,43.36,32.5,44,0,32.5,228.67,34,75,105.963734,45.73,6.61,11.33,24.09,0,0,32.5,0,88.37,10,89,19.33,175,19.33

45,11:00-11:15,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,15.230000,1.390000,8.190000,231.160000,15.610000,0.000000,57.790000,15.230000,6.740000,5.780000,4.820000,48.180000,0.660000,52.030000,13.34,44.77,32.5,44,0,32.5,234.97,40,78,109.733888,46.99,6.61,13.33,24.09,0,0,32.5,0,91.05,13.34,87,26.67,182,26.67

46,11:15-11:30,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,15.640000,1.390000,8.190000,245.620000,16.030000,0.000000,57.790000,15.640000,6.740000,5.780000,4.820000,48.180000,0.660000,52.030000,13.16,45.95,32.5,44,0,32.5,237.5,39.5,79,109.685178,47.5,6.61,13.17,24.09,0,0,32.5,0,91.96,13.34,89,26.33,186,26.33

47,11:30-11:45,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,15.980000,1.390000,8.190000,240.800000,16.370000,0.000000,57.790000,15.980000,6.740000,5.780000,4.820000,48.180000,0.770000,52.030000,13,46.61,32.5,47,0,32.5,237.5,39,79,106.080638,47.5,6.61,13,24.09,0,0,32.5,0,92,13,93,26,186,26

48,11:45-12:00,18.310000,96.350000,96.350000,30.830000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,16.270000,1.390000,8.190000,235.980000,16.670000,0.000000,57.790000,16.270000,6.740000,5.780000,4.820000,48.180000,0.770000,52.030000,12.66,47.25,32.5,47,0,32.5,237.5,38,82,106.499544,47.5,6.61,12.67,24.09,0,0,32.5,0,91.99,12.66,93,25.67,193,25.67

49,12:00-12:15,18.310000,96.350000,96.350000,24.920000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,16.470000,1.390000,8.190000,227.310000,16.880000,0.000000,57.790000,16.470000,6.740000,5.780000,4.820000,48.180000,0.770000,52.030000,12.34,47.67,32.5,45,0,32.5,237.5,37,82,88.70091,47.5,6.61,12.33,24.09,0,0,32.5,0,91.97,12.34,90,25.33,193,25.33

50,12:15-12:30,18.310000,96.350000,96.350000,24.920000,6.740000,0.000000,30.830000,2.120000,0.000000,39.110000,0.000000,76.400000,0.000000,0.950000,11.560000,270.980000,16.610000,1.390000,8.190000,227.310000,17.030000,0.000000,57.790000,16.610000,6.740000,5.780000,4.820000,48.180000,0.770000,52.030000,12,47.74,32.5,45,0,32.5,237.5,36,84,96.29967,47.5,6.61,12,24.09,0,0,32.5,0,91.97,12,90,26,196,26

