Block,Time,RIHAND2,ANTA_CRF,KOLDAM,UNCHAHAR3,NJPC,URI,RAMPUR,RAPPC,ANTA_LF,DADRI_LF,SINGRAULI_HYDRO,JHAJJAR,DADRI_CRF,ANTA_RF,TANDA2,ANTA_GF,UNCHAHAR1,DADRI_GF,AURY_CRF,NAPP,AURY_GF,RIHAND3,AURY_LF,CHAMERA2,TANAKPUR,CHAMERA1,KOTESHWR,DADRT2,DADRI_RF,BSIUL,SALAL,KISHANGANGA,UNCHAHAR2,RAPPB,CHAMERA3,AURY_RF,URI2,SINGRAULI,DULHASTI,SEWA2,TEHRI,UNCHAHAR4,RIHAND1,DHAULIGNGA,PARBATI3,KUDGI,BRBCL,KHSTPP-I,FSTPP I & II,TALA,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,114.037875,0.000000,0.000000,25.477003,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,630.551107,0.000000,0.000000,0.000000,0.000000,16.537302,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,11.377432,41.183964,5.711306,663.017371,0.000000,18.945010,82.003200,0.000000,40.923403,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,17.272937,0.000000,88.816800,35.325627,15.730614,28.96,11.140233,31.057015,9.631933,26.963622,142.411584,330.166800,0,0,0,0,0

7,01:30-01:45,114.037875,0.000000,0.000000,25.477003,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,630.551107,0.000000,0.000000,0.000000,0.000000,16.537302,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,5.711306,573.874403,0.000000,12.743280,82.003200,0.000000,40.923403,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,17.212117,0.000000,88.816800,35.325627,15.730614,28.96,11.140233,31.057015,9.631933,26.963622,142.411584,330.166800,0,0,0,0,0

8,01:45-02:00,114.037875,0.000000,0.000000,25.477003,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.978809,630.551107,0.000000,0.000000,0.000000,0.000000,16.537302,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,5.711306,496.642403,0.000000,12.743280,82.003200,0.000000,40.923403,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,17.212117,0.000000,88.816800,35.325627,15.730614,28.96,11.140233,31.057015,9.631933,26.963622,142.411584,330.166800,0,0,0,0,0

9,02:00-02:15,114.037875,0.000000,0.000000,25.477003,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.978809,630.551107,0.000000,0.000000,0.000000,0.000000,16.537302,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,5.711306,400.070352,0.000000,12.743280,82.003200,0.000000,40.923403,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,17.212117,0.000000,88.816800,35.325627,14.747450,28.96,11.140233,31.057015,10.329780,26.963622,142.411584,330.166800,0,0,0,0,0

10,02:15-02:30,114.037875,0.000000,0.000000,20.619017,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,588.561034,0.000000,0.000000,0.000000,0.000000,13.394442,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,5.711306,390.987000,0.000000,12.743280,82.003200,0.000000,40.923403,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,17.212117,0.000000,88.816800,35.325627,14.747450,24.14,11.140233,31.057015,10.329780,26.963622,142.411584,330.166800,0,0,0,0,0

11,02:30-02:45,114.037875,0.000000,0.000000,19.591441,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,489.279201,0.000000,0.000000,0.000000,0.000000,13.394442,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,5.711306,376.506000,0.000000,12.743280,82.003200,0.000000,40.493510,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,17.212117,0.000000,88.816800,35.325627,14.747450,24.14,11.140233,31.057015,10.329780,26.963622,142.411584,330.166800,0,0,0,0,0

12,02:45-03:00,114.037875,0.000000,0.000000,19.591441,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,424.037469,0.000000,0.000000,0.000000,0.000000,13.394442,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,5.711306,376.506000,0.000000,12.743280,82.003200,0.000000,40.493510,0.000000,28.397762,0.000000,31.687208,134.489874,47.726051,15.257228,8.210727,0.000000,88.816800,35.325627,14.747450,24.14,11.140233,31.057015,10.329780,26.963622,142.411584,330.166800,0,0,0,0,0

13,03:00-03:15,114.037875,0.000000,0.000000,19.591441,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,369.164133,0.000000,0.000000,0.000000,0.000000,13.394442,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,366.852000,0.000000,12.743280,79.086533,0.000000,40.493510,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,8.210727,0.000000,88.816800,35.325627,18.434313,24.14,11.140233,31.057015,10.329780,26.963622,142.411584,330.166800,0,0,0,0,0

14,03:15-03:30,114.037875,0.000000,0.000000,11.326670,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,354.301800,0.000000,0.000000,0.000000,0.000000,10.675877,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,29.206310,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,8.210727,0.000000,88.816800,35.325627,18.434313,24.14,11.140233,21.528710,10.329780,26.963622,142.411584,330.166800,0,0,0,0,0

15,03:30-03:45,114.037875,0.000000,0.000000,11.326670,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.978809,350.440200,0.000000,0.000000,0.000000,0.000000,10.169527,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,20.048558,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,8.210727,0.000000,88.816800,35.325627,18.434313,24.14,11.140233,21.528710,7.160565,26.963622,142.411584,330.166800,0,0,0,0,0

16,03:45-04:00,114.037875,0.000000,0.000000,11.326670,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.978809,350.440200,0.000000,0.000000,0.000000,0.000000,10.169527,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,8.210727,0.000000,88.816800,35.325627,17.205359,24.14,11.140233,11.750076,7.160565,26.963622,142.411584,330.166800,0,0,0,0,0

17,04:00-04:15,114.037875,0.000000,0.000000,11.987548,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,350.440200,0.000000,0.000000,0.000000,0.000000,10.342451,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,24.14,11.140233,11.750076,7.160565,26.963622,142.411584,330.166800,0,0,0,0,0

18,04:15-04:30,114.037875,0.000000,0.000000,11.987548,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.613200,0.000000,0.000000,0.000000,0.000000,10.342451,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,24.14,11.140233,11.750076,7.160565,26.963622,142.411584,330.166800,0,0,0,0,0

19,04:30-04:45,114.037875,0.000000,0.000000,11.326670,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,350.440200,0.000000,0.000000,0.000000,0.000000,10.169527,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,6.144771,24.14,11.140233,11.750076,2.623764,26.963622,123.309770,330.166800,0,0,0,0,0

20,04:45-05:00,114.037875,0.000000,0.000000,11.326670,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,350.440200,0.000000,0.000000,0.000000,0.000000,10.169527,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.743280,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,6.144771,24.14,11.140233,11.750076,2.623764,26.963622,94.347770,330.166800,0,0,0,0,0

21,05:00-05:15,114.037875,0.000000,0.000000,10.787187,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,350.440200,0.000000,0.000000,0.000000,0.000000,10.163388,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,19.31,11.140233,11.750076,2.623764,26.963622,94.347770,330.166800,0,0,0,0,0

22,05:15-05:30,114.037875,0.000000,0.000000,10.787187,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,365.143339,0.000000,0.000000,0.000000,0.000000,10.163388,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,63.138751,19.31,11.140233,11.750076,2.623764,26.963622,94.347770,330.166800,0,0,0,0,0

23,05:30-05:45,114.037875,0.000000,0.000000,10.787187,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,365.143339,0.000000,0.000000,0.000000,0.000000,10.163388,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,63.138751,19.31,11.140233,11.750076,2.726772,26.963622,94.347770,330.166800,0,0,0,0,0

24,05:45-06:00,114.037875,0.000000,0.000000,10.787187,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,365.143339,0.000000,0.000000,0.000000,0.000000,10.163388,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,63.138751,19.31,11.140233,11.750076,5.895987,26.963622,94.347770,330.166800,0,0,0,0,0

25,06:00-06:15,114.037875,0.000000,0.000000,13.540893,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,365.143339,0.000000,0.000000,0.000000,0.000000,11.062585,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,63.138751,19.31,11.140233,11.750076,10.610904,26.963622,142.411584,330.166800,0,0,0,0,0

26,06:15-06:30,114.037875,0.000000,0.000000,13.540893,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.960341,365.143339,0.000000,0.000000,0.000000,0.000000,11.062585,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,299.274000,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,63.138751,19.31,11.140233,11.750076,10.610904,26.963622,142.411584,330.166800,0,0,0,0,0

27,06:30-06:45,114.037875,0.000000,0.000000,13.540893,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.960341,365.143339,0.000000,0.000000,0.000000,0.000000,11.062585,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,335.215842,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,47.929214,19.31,11.140233,11.750076,10.610904,26.963622,142.411584,330.166800,0,0,0,0,0

28,06:45-07:00,114.037875,0.000000,0.000000,11.559968,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,345.756406,0.000000,0.000000,0.000000,0.000000,10.336810,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,19.31,11.140233,11.750076,10.610904,26.963622,142.411584,330.166800,0,0,0,0,0

29,07:00-07:15,114.037875,0.000000,0.000000,11.570071,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,345.957325,0.000000,0.000000,0.000000,0.000000,10.338572,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.140755,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,33.79,11.140233,11.750076,10.610904,26.963622,142.411584,330.166800,0,0,0,0,0

30,07:15-07:30,114.037875,0.000000,0.000000,11.570071,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,345.957325,0.000000,0.000000,0.000000,0.000000,10.338572,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,16.186958,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,43.44,11.140233,11.750076,7.441689,26.963622,108.376673,330.166800,0,0,0,0,0

31,07:30-07:45,114.037875,0.000000,0.000000,11.570071,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,345.957325,0.000000,0.000000,0.000000,0.000000,10.338572,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,18.796189,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,48.27,11.140233,11.750076,7.441689,26.963622,108.376673,330.166800,0,0,0,0,0

32,07:45:08:00,114.037875,0.000000,0.000000,11.570071,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.960341,345.957325,0.000000,0.000000,0.000000,0.000000,10.338572,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,18.796189,0.000000,28.397762,0.000000,30.793733,134.489874,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,56.96,11.140233,11.750076,7.441689,26.963622,108.376673,330.166800,0,0,0,0,0

33,08:00-08:15,114.037875,0.000000,0.000000,13.162524,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.957325,0.000000,0.000000,0.000000,0.000000,10.496448,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,18.796189,0.000000,28.397762,0.000000,30.793733,132.501150,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,69.51,11.140233,11.750076,7.441689,26.395967,108.376673,330.166800,0,0,0,0,0

34,08:15-08:30,114.037875,0.000000,0.000000,13.162524,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.957325,0.000000,0.000000,0.000000,0.000000,10.496448,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,79.086533,0.000000,18.796189,0.000000,28.397762,0.000000,30.793733,132.501150,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,17.205359,82.06,11.140233,11.750076,7.441689,26.395967,108.376673,330.166800,0,0,0,0,0

35,08:30-08:45,114.037875,0.000000,0.000000,13.392301,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.500025,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,78.525636,0.000000,16.737947,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,330.166800,0,0,0,0,0

36,08:45:09:00,114.037875,0.000000,0.000000,13.392301,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.500025,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,78.525636,0.000000,16.737947,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,330.166800,0,0,0,0,0

37,09:00:09:15,114.037875,0.000000,0.000000,13.162524,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.496448,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,78.525636,0.000000,15.896409,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,330.166800,0,0,0,0,0

38,09:15-09:30,114.037875,0.000000,0.000000,13.162524,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.496448,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,78.525636,0.000000,15.896409,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,330.166800,0,0,0,0,0

39,09:30-09:45,114.037875,0.000000,0.000000,13.106472,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.496448,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,77.403841,0.000000,15.896409,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,330.166800,0,0,0,0,0

40,09:45-10:00,114.037875,0.000000,0.000000,13.106472,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.496448,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,5.711306,298.279638,0.000000,12.654077,77.403841,0.000000,15.896409,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,330.166800,0,0,0,0,0

41,10:00-10:15,114.037875,0.000000,0.000000,13.106472,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.461490,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,5.688716,41.183964,7.615075,298.279638,0.000000,12.654077,77.403841,0.000000,15.555487,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,325.822500,0,0,0,0,0

42,10:15-10:30,114.037875,0.000000,0.000000,13.106472,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,10.461490,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,4.452039,41.183964,7.615075,298.279638,0.000000,12.654077,77.403841,0.000000,15.555487,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,18.434313,90.51,11.140233,7.723200,4.714917,26.395967,89.580238,325.822500,0,0,0,0,0

43,10:30-10:45,114.037875,0.000000,0.000000,13.106472,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,11.082457,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,4.452039,41.183964,7.615075,298.279638,0.000000,12.654077,77.964739,0.000000,19.585273,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,15.361928,90.51,11.140233,7.723200,8.420219,26.395967,123.619373,325.822500,0,0,0,0,0

44,10:45-11:00,114.037875,0.000000,0.000000,13.106472,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.978809,345.298761,0.000000,0.000000,0.000000,0.000000,11.082457,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,7.615075,298.279638,0.000000,12.654077,77.964739,0.000000,19.585273,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,15.361928,90.51,11.140233,7.723200,8.420219,26.395967,123.619373,325.822500,0,0,0,0,0

45,11:00-11:15,114.037875,0.000000,0.000000,13.106472,147.648759,50.092675,0.000000,49.371232,0.000000,0.000000,0.978809,343.488971,0.000000,0.000000,0.000000,0.000000,11.082457,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.882761,41.183964,7.615075,298.279638,0.000000,12.654077,77.964739,0.000000,19.585273,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,15.361928,90.51,11.140233,7.723200,8.420219,26.963622,123.619373,325.822500,0,0,0,0,0

46,11:15-11:30,114.037875,0.000000,0.000000,13.106472,147.648759,45.829469,0.000000,49.371232,0.000000,0.000000,0.978809,343.488971,0.000000,0.000000,0.000000,0.000000,11.082457,0.000000,0.000000,37.427013,0.000000,119.386794,0.000000,38.143070,10.759093,41.183964,7.615075,298.279638,0.000000,12.654077,77.964739,0.000000,19.585273,0.000000,28.397762,0.000000,30.793733,133.225200,47.726051,15.257228,0.000000,0.000000,88.816800,35.325627,15.361928,90.51,11.140233,7.723200,8.420219,26.963622,123.619373,325.822500,0,0,0,0,0

