Block,Time,CHAMERA2,KGSU1AND2,KISHANGANGA,RAMPUR,RAPPB,TALST2,UNCHAHAR1,AURY_CRF,BRBCL,KKNPPU2,KOTESHWR,RIHAND3,RSTPSU7,TANAKPUR,ANTA_GF,AURY_GF,DADRT2,KUDGI,NNTPP,RIHAND1,RIHAND2,RSTPSU1TO6,SIMHST2,TALA,UNCHAHAR2,VALLURNTECL,AURY_LF,DHAULIGNGA,DULHASTI,NLCIIST1,TEHRI,NAPP,NLCTS2EXP,TANDA2,ANTA_CRF,AURY_RF,BSIUL,FSTPP I & II,KGSU3AND4,KKNP,NJPC,NLCEXP,NLCIIST2,NTPL,PARBATI3,SALAL,SASAN,TelanganaSTPP,UNCHAHAR3,URI2,DADRI_CRF,DADRI_GF,CHAMERA1,CHAMERA3,JHAJJAR,KHSTPP-II,MAPS,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,URI,ANTA_LF,ANTA_RF,KHSTPP-I,KOLDAM,RAPPC,SEWA2,DADRI_LF,DADRI_RF
65,16:00-16:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,15.56,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

66,16:15-16:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,31.12,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

67,16:30-16:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,44.79,44.32,0,0,0,71.24,0,20.8,0,0,18.94,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,624.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

68,16:45-17:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,0,0,44.79,44.32,0,0,0,71.24,0,20.8,0,0,37.88,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,624.3,148.3,0,0,125.96,0,0,1.11,0,42.94,33.69,0,52.29,0,23.57,69.05

69,17:00-17:15,3.33,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,44.79,44.32,0,0,0,71.24,1.1,20.8,0,0,70.17,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,624.3,148.3,0,0,125.96,0,0,1.11,0,43.26,33.69,0,52.29,0,23.57,69.05

70,17:15-17:30,13.17,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.15,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,7.92,32.95,0,44.79,44.32,0,0,0,71.24,6.52,20.8,0,0,75.76,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,12.04,9.67,624.3,148.3,0,0,125.96,0,0,1.11,0,43.57,33.69,0,52.29,7.9,23.57,69.05

71,17:30-17:45,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,15.85,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,100.19,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,27.14,19.38,624.3,148.3,0,0,125.96,0,0,1.11,0,44.41,33.69,0,52.29,7.9,23.57,69.05

72,17:45-18:00,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,100.19,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,27.14,19.38,624.3,148.3,0,0,125.96,0,0,1.11,0,44.41,33.69,0,52.29,7.9,23.57,69.05

73,18:00-18:15,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.51,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,95.83,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,27.14,19.38,624.3,148.3,0,0,125.96,0,0,6.63,0,44.63,33.69,0,52.29,7.9,23.57,69.05

74,18:15-18:30,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.51,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,27.14,19.38,624.3,148.3,0,0,125.96,0,0,6.63,0,44.83,33.69,0,52.29,7.9,23.57,69.05

75,18:30-18:45,26.34,0,0,0,0,0,10.27,0,20,0,9.86,124.32,0,0.51,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,27.41,32.95,0,62.24,44.32,0,0,0,71.24,13.04,20.8,0,0,93.56,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,12.04,19.38,624.3,148.3,0,0,125.96,0,0,6.63,0,44.83,33.69,0,52.29,7.9,23.57,69.05

76,18:45-19:00,13.17,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,15.85,32.95,0,62.24,44.32,0,0,0,71.24,6.52,20.8,0,0,70.17,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,9.67,654.3,148.3,0,0,125.96,0,0,6.63,0,44.83,33.69,0,52.29,0,23.57,69.05

77,19:00-19:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.54,0,0,682.79,0,0,92,118.75,0,0,0,42.39,0,0,7.92,16.48,0,46.68,44.32,0,0,0,71.24,1.1,20.8,0,0,46.79,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,9.67,654.3,148.3,0,0,125.96,0,0,26.49,0,45.05,33.69,0,52.29,0,23.57,69.05

78,19:15-19:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.54,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,45.42,44.32,0,0,0,71.24,0,20.8,0,0,46.79,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,9.67,654.3,148.3,0,0,125.96,0,0,26.49,0,45.05,33.69,0,52.29,0,23.57,69.05

79,19:30-19:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.54,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,31.12,44.32,0,0,0,71.24,0,20.8,0,0,46.79,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,9.67,654.3,148.3,0,0,125.96,0,0,6.63,0,44.41,33.69,0,52.29,0,23.57,69.05

80,19:45-20:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,1.54,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,29.86,44.32,0,0,0,71.24,0,20.8,0,0,23.39,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,4.41,0,44.41,33.69,0,52.29,0,23.57,69.05

81,20:00-20:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,29.86,44.32,0,0,0,71.24,0,20.8,0,0,20.07,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,4.41,0,44.41,33.69,0,52.29,0,23.57,69.05

82,20:15-20:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,15.56,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,4.41,0,44.41,33.69,0,52.29,0,23.57,69.05

83,20:30-20:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,26.49,0,44.41,33.69,0,52.29,0,23.57,69.05

84,20:45-21:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,26.49,0,44.41,33.69,0,52.29,0,23.57,69.05

85,21:00-21:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,26.49,0,44.41,33.69,0,52.29,0,23.57,69.05

86,21:15-21:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,8.07,0,0,0,0,654.3,148.3,0,0,125.96,0,0,26.49,0,44.41,33.69,0,52.29,0,23.57,69.05

87,21:30-21:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,8.83,0,44.41,33.69,0,52.29,0,23.57,69.05

88,21:45-22:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,0.51,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,6.63,0,44.41,33.69,0,52.29,0,23.57,69.05

89,22:00-22:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,6.63,0,44.63,33.69,0,52.29,0,23.57,69.05

90,22:15-22:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,9.29,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,6.63,0,44.83,33.69,0,52.29,0,23.57,69.05

91,22:30-22:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,4.41,0,44.83,33.69,0,52.29,0,23.57,69.05

92,22:45-23:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,4.41,0,44.83,33.69,0,52.29,0,23.57,69.05

93,23:00-23:15,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,8.83,0,44.83,33.69,0,52.29,0,23.57,69.05

94,23:15-23:30,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,41.83,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,8.83,0,45.05,33.69,0,52.29,0,23.57,69.05

95,23:30-23:45,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,9.29,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,3.31,0,45.05,33.69,0,52.29,0,23.57,69.05

96,23:45-24:00,0,0,0,0,0,0,10.27,0,20,0,8.88,124.32,0,2.56,0,0,683.14,0,0,92,118.75,0,0,0,42.39,0,0,0,16.48,0,0,44.32,0,0,0,71.24,0,20.8,0,0,0,0,0,0,0,1.4,418.77,0,26.39,4.31,0,0,0,0,654.3,148.3,0,0,125.96,0,0,3.31,0,45.05,33.69,0,52.29,0,23.57,69.05

