Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/9582,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9072,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07
34,08:15-08:30,28.76,101.07,35.37,13.33,6.66,134.46,13.33,7,30.8,33,30.8,23,7,40.99,6,30.8,21,39,19,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,5.5,3.28,263.38,5.64,8.82,3.08,5.5,26.45,34,86.47,17.29,81

35,08:30-08:45,28.76,101.07,35.37,13.33,6.66,134.46,13.33,9.66,31.23,43,31.24,27,9.67,50.22,6,31.23,29,49,24,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,6.5,3.28,263.38,6.67,8.82,3.08,6.5,26.45,40,105.34,21.07,95

36,08:45-09:00,28.26,71.96,35.37,13.33,6.66,134.46,13.33,9.5,31.23,50,31.24,30,9.5,59.34,6,31.23,28.5,56,27,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,7.52,3.28,171.31,7.71,8.82,3.08,7.52,26.45,46,122.98,24.6,109

37,09:00-09:15,27.25,53.36,35.37,13.33,6.66,134.46,13.33,9.16,31.73,63,31.74,32,9.17,69.34,6,31.73,27.5,63,30,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,8.41,3.28,171.31,8.62,8.82,3.08,8.41,26.45,54,139.38,27.88,126

38,09:15-09:30,27.25,53.36,35.37,13.33,6.66,134.46,13.33,8.84,31.73,71,31.74,35,8.83,78.77,6,31.73,26.5,70,33,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,9.3,3.28,171.31,9.54,8.82,3.08,9.3,26.45,60,155.05,31.01,140

39,09:30-09:45,25.74,53.36,35.37,13.33,6.66,134.46,13.33,8.16,31.9,75,31.9,37,8.17,87.01,6,31.9,24.5,75,36,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,10.2,3.28,227.52,10.45,8.82,3.08,10.2,26.45,66,168.81,33.76,154

40,09:45-10:00,25.74,53.36,35.37,13.33,6.66,134.46,13.33,7.84,32.23,78,32.24,39,7.83,94.73,6,32.23,23.5,79,38,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,11.33,3.28,227.52,11.61,8.82,3.08,11.33,26.45,70,182.83,36.57,165

41,10:00-10:15,25.74,53.36,35.37,13.33,6.66,134.46,13.33,7.5,32.23,85,32.24,41,7.5,100.26,6,32.23,22.5,85,40,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,11.95,3.43,243.09,12.25,8.82,2.93,11.95,26.45,75,195.78,39.16,175

42,10:15-10:30,25.74,53.36,35.37,13.33,6.66,134.46,13.33,7.16,32.23,89,32.24,43,7.17,103.74,6,32.23,21.5,89,43,26.87,26.87,3.27,8.82,26.45,26.45,67.91,6.3,13.06,3.43,207.16,13.39,8.82,2.93,13.06,26.45,79,207.83,41.57,186

43,10:30-10:45,25.74,67.91,35.37,13.33,6.66,134.46,13.33,7,32.23,90,32.24,45,7,74.93,6,32.23,21,90,43,26.87,26.87,3.27,8.82,26.45,26.45,67.91,5.93,13.74,3.43,207.16,14.09,8.82,2.93,13.74,26.45,82,219.3,43.86,193

44,10:45-11:00,25.74,77.61,35.37,13.33,6.66,134.46,13.33,7,32.5,91,32.5,46,7,79.75,6,32.5,21,93,44,26.87,26.87,3.27,8.82,26.45,26.45,67.91,5.93,14.5,3.43,207.16,14.86,8.82,2.93,14.5,26.45,84,230,46,196

45,11:00-11:15,26.24,53.36,35.37,13.67,6.66,134.46,13.67,7,32.5,91,32.5,46,7,85.46,6,32.5,21,95,45,26.87,26.87,3.27,8.82,26.45,26.45,67.91,5.93,15.14,3.43,172.33,15.52,8.82,2.93,15.14,26.45,84,230,46,196

46,11:15-11:30,26.24,53.36,35.37,14.33,6.66,134.46,14.33,7,32.5,91,32.5,46,7,91.53,6,32.5,21,95,45,26.87,26.87,3.27,8.82,26.45,26.45,67.91,5.93,15.66,3.43,172.33,16.05,8.82,2.93,15.66,26.45,84,230,46,196

47,11:30-11:45,26.24,53.36,35.37,15.33,6.66,134.46,15.33,7,32.5,92,32.5,47,7,98.25,6,32.5,21,95,45,26.87,26.87,3.27,8.82,26.45,26.45,67.91,5.93,15.66,3.43,111.56,16.05,8.82,2.93,15.66,26.45,84,230,46,196

48,11:45-12:00,26.24,53.36,35.37,16,6.66,134.46,16,7.16,32.5,92,32.5,47,7.17,105.81,6,32.5,21.5,95,45,26.87,26.87,3.27,8.82,26.45,26.45,67.91,5.93,15.66,3.43,111.56,16.05,8.82,2.93,15.66,26.45,84,230,46,196

49,12:00-12:15,26.24,53.36,35.37,11.67,6.66,114.47,11.67,7,32.5,92,32.5,47,7,106.22,6,32.5,21,95,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.83,15.66,3.51,111.56,16.05,8.82,3.08,15.66,26.45,84,230,46,196

50,12:15-12:30,26.24,53.36,35.37,11.67,6.66,95.07,11.67,7,32.5,92,32.5,47,7,105.05,6,32.5,21,95,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.93,15.66,3.51,111.56,16.05,8.82,3.08,15.66,26.45,84,230,46,196

51,12:30-12:45,26.24,53.36,35.37,11.67,6.66,75.43,11.67,7,32.5,92,32.5,47,7,102.73,6,32.5,21,95,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.93,15.66,3.51,111.56,16.05,8.82,3.08,15.66,26.45,84,230,46,196

52,12:45-13:00,26.24,53.36,35.37,11.67,6.66,75.43,11.67,7,32.5,92,32.5,47,7,98.98,6,32.5,21,95,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.93,15.66,3.51,111.56,16.05,8.82,3.08,15.66,26.45,84,230,46,196

53,13:00-13:15,26.24,53.36,35.37,11.67,6.66,75.43,11.67,7,32.5,92,32.5,47,7,93.41,6,32.5,21,95,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.83,15.66,3.51,111.56,16.05,8.82,3.24,15.66,26.45,84,230,46,196

54,13:15-13:30,26.75,53.36,35.37,11.67,6.66,75.43,11.67,7,32.5,92,32.5,46,7,86.61,6,32.5,21,95,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.83,15.66,3.51,111.56,16.05,8.82,3.24,15.66,26.45,84,230,46,196

55,13:30-13:45,25.74,53.36,35.37,11.67,6.66,75.43,11.67,7,32.67,92,32.66,45,7,92.78,6,32.67,21,94,45,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.83,15.66,3.51,111.56,16.05,8.82,3.24,15.66,26.45,82,230,46,193

56,13:45-14:00,25.74,53.36,35.37,11.67,6.66,75.43,11.67,7,32.67,91,32.66,45,7,85.52,6,32.67,21,92,44,26.87,26.87,3.36,8.82,26.45,26.45,67.91,5.83,15,3.51,111.56,15.38,8.82,3.24,15,26.45,81,230,46,189

57,14:00-14:15,25.74,53.36,35.37,11.67,6.66,95.07,11.67,7,32.67,90,32.66,42,7,78.49,6,32.67,21,89,43,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,14.56,3.59,111.56,14.93,8.82,3.47,14.56,26.45,79,230,46,186

58,14:15-14:30,25.74,53.36,35.37,11.67,6.66,114.47,11.67,7,32.67,88,32.66,41,7,71.27,6,32.67,21,85,41,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,14.01,3.59,146.41,14.36,8.82,3.47,14.01,26.45,78,230,46,182

59,14:30-14:45,26.24,53.36,35.37,11.67,6.66,134.46,11.67,7,32.67,87,32.66,39,7,62.83,6,32.67,21,79,38,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,13.64,3.59,146.41,13.98,8.82,3.47,13.64,26.45,73,225,45,172

60,14:45-15:00,26.24,53.36,35.37,11.67,6.66,134.46,11.67,7,32.67,83,32.66,38,7,53.14,6,32.67,21,74,36,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,12.99,3.59,146.41,13.31,8.82,3.47,12.99,26.45,69,209.24,41.85,161

61,15:00-15:15,26.75,53.36,35.37,11.67,6.66,134.46,11.67,7,32.67,77,32.66,36,7,42.6,6,32.67,21,69,33,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,12.1,3.59,146.41,12.41,8.82,3.63,12.1,26.45,67,196.09,39.22,158

62,15:15-15:30,27.25,101.07,35.37,11.67,6.66,134.46,11.67,7,32.67,72,32.66,33,7,38.1,6,32.67,21,65,31,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,11.2,3.59,146.41,11.49,8.82,3.63,11.2,26.45,63,182.68,36.53,147

63,15:30-15:45,28.76,101.07,35.37,11.67,6.66,134.46,11.67,7.5,32.67,62,32.66,30,7.5,33.2,6,32.67,22.5,59,28,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,10.31,3.59,146.41,10.57,8.82,3.63,10.31,26.45,55,168.61,33.72,130

64,15:45-16:00,28.76,101.07,35.37,11.67,6.66,134.46,11.67,8,32.67,57,32.66,27,8,28.1,6,32.67,24,53,25,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.83,9.43,3.59,146.41,9.66,8.82,3.63,9.43,26.45,49,153.35,30.67,116

65,16:00-16:15,29.77,101.07,35.37,11.67,6.66,134.46,11.67,8,32.67,49,32.66,24,8,23.38,6,32.67,24,44,21,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.93,8.37,3.59,146.41,8.58,8.82,3.71,8.37,26.45,43,137.18,27.43,102

66,16:15-16:30,29.77,101.07,35.37,11.67,7,134.46,11.67,8.34,32.67,43,32.66,20,8.33,18.96,6,32.67,25,37,17,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.93,7.53,3.59,146.41,7.71,8.82,3.71,7.53,26.45,37,120.88,24.17,88

67,16:30-16:45,30.28,101.07,35.37,13.33,7,134.46,13.33,8.5,32.67,35,32.66,16,8.5,14.36,6,32.67,25.5,29,14,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.93,6.64,3.59,207.16,6.8,8.82,3.71,6.64,26.45,30,101.81,20.36,70

68,16:45-17:00,30.28,101.07,35.37,13.33,7.34,134.46,13.33,8.84,24.72,27,33,12,8.83,10.02,6,33,26.5,21,10,26.87,26.87,3.45,8.82,26.45,26.45,67.91,5.93,5.64,3.59,207.16,5.79,8.82,3.71,5.64,26.45,24,82.98,16.6,56

69,17:00-17:15,30.28,101.07,35.37,13.33,7.34,134.46,13.33,9,17.3,22,29.21,7,9,6.2,6,29.68,27,15,7,0,0,3.54,8.82,26.45,26.45,67.91,5.93,4.7,3.67,207.16,4.81,8.82,3.86,4.7,26.45,18,65.57,13.11,42

70,17:15-17:30,30.28,101.07,35.37,13.33,7.66,134.46,13.33,9,8.65,15,12.51,5,9,3.78,6,13.3,27,8,4,0,0,3.54,8.82,26.45,26.45,67.91,5.93,3.84,3.67,207.16,3.93,8.82,3.86,3.84,26.45,12,47.94,9.59,28

71,17:30-17:45,30.28,101.07,35.37,13.33,7.66,134.46,13.33,9,2.47,10,1.15,2,9,2.28,6,2.17,27,4,2,0,0,3.54,8.82,26.45,26.45,67.91,5.93,2.92,3.67,263.38,3,8.82,3.86,2.92,26.45,6,29.68,5.94,14

72,17:45-18:00,30.28,101.07,35.37,13.33,8,134.46,13.33,9,0,7,0,2,9,0.65,6,0,27,1,0,0,0,3.54,8.82,26.45,26.45,67.91,5.93,2.11,3.67,263.38,2.16,8.82,3.86,2.11,26.45,3,17.38,3.48,7

73,18:00-18:15,30.28,101.07,35.37,13.33,8,134.46,13.33,8.84,0,4,0,0,8.83,0,6,0,26.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.02,1.6,3.67,263.38,1.65,8.82,3.86,1.6,26.45,1,8.75,1.75,4

74,18:15-18:30,30.28,101.07,35.37,13.33,8,134.46,13.33,9,0,2,0,0,9,0,6,0,27,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.02,1.15,3.67,263.38,1.17,8.82,3.86,1.15,26.45,0,3.01,0.6,1

75,18:30-18:45,31.29,101.07,35.37,13.33,8,134.46,13.33,9.16,0,0,0,0,9.17,0,6,0,27.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.02,0.58,3.67,263.38,0.59,8.82,3.86,0.58,26.45,0,0.57,0.11,0

76,18:45-19:00,31.29,101.07,35.37,13.33,8.34,134.46,13.33,9.5,0,0,0,0,9.5,0,6,0,28.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.02,0.21,3.67,263.38,0.22,8.82,3.86,0.21,26.45,0,0.08,0.02,0

77,19:00-19:15,31.29,101.07,35.37,13.33,8.66,134.46,13.33,10,0,0,0,0,10,0,6,0,30,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.71,0,26.45,0,0.06,0.01,0

78,19:15-19:30,31.29,101.07,35.37,13.33,9,134.46,13.33,10.5,0,0,0,0,10.5,0,6,0,31.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.71,0,26.45,0,0,0,0

79,19:30-19:45,31.29,101.07,35.37,13.33,9.34,134.46,13.33,10.66,0,0,0,0,10.67,0,6,0,32,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.71,0,26.45,0,0,0,0

80,19:45-20:00,31.29,101.07,35.37,13.33,9.34,134.46,13.33,11.16,0,0,0,0,11.17,0,6,0,33.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.71,0,26.45,0,0,0,0

81,20:00-20:15,31.29,101.07,35.37,13.33,10.34,134.46,13.33,11.84,0,0,0,0,11.83,0,6,0,35.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.63,0,26.45,0,0,0,0

82,20:15-20:30,31.29,101.07,35.37,13.33,11.66,134.46,13.33,12,0,0,0,0,12,0,6,0,36,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.63,0,26.45,0,0,0,0

83,20:30-20:45,31.29,101.07,35.37,13.33,13,134.46,13.33,13.34,0,0,0,0,13.33,0,6,0,40,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.63,0,26.45,0,0,0,0

84,20:45-21:00,31.29,101.07,35.37,13.33,14.66,134.46,13.33,13.5,0,0,0,0,13.5,0,6,0,40.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.11,0,3.59,263.38,0,8.82,3.63,0,26.45,0,0,0,0

85,21:00-21:15,31.29,101.07,35.37,13.33,15,134.46,13.33,14.16,0,0,0,0,14.17,0,6,0,42.5,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.21,0,3.51,263.38,0,8.82,3.55,0,26.45,0,0,0,0

86,21:15-21:30,31.29,101.07,35.37,13.33,15,134.46,13.33,14.66,0,0,0,0,14.67,0,6,0,44,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.21,0,3.51,263.38,0,8.82,3.55,0,26.45,0,0,0,0

87,21:30-21:45,31.29,101.07,35.37,13.33,17.66,134.46,13.33,15,0,0,0,0,15,0,6,0,45,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.21,0,3.51,263.38,0,8.82,3.55,0,26.45,0,0,0,0

88,21:45-22:00,31.29,101.07,35.37,13.33,17.34,134.46,13.33,15,0,0,0,0,15,0,6,0,45,0,0,0,0,3.54,8.82,26.45,26.45,67.91,6.21,0,3.51,263.38,0,8.82,3.55,0,26.45,0,0,0,0

89,22:00-22:15,31.29,101.07,35.37,13.33,16.34,134.46,13.33,14.66,0,0,0,0,14.67,0,6,0,44,0,0,0,0,3.45,8.82,26.45,26.45,67.91,6.21,0,3.43,263.38,0,8.82,3.47,0,26.45,0,0,0,0

