Block,Time,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/R2,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/19072037/LT-05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16
58,14:15-14:30,25.880000,13.310000,3.850000,172,57.510000,14.930000,5.890000,19.33,21.5,7.16,10.580000,52.020000,0.000000,0.000000,12.990000,39.01,0.000000,210.960000,26.240000,0.000000,0.000000,33,0.000000,0.000000,110.780000,12.410000,19.33,33,7.17,6.66,33,86.16348,70.220000,73,12.990000,0.000000,10.380000,25.880000,0.000000,10.850000,74,81,0,40,200,39,38.5,0

59,14:30-14:45,25.880000,12.830000,5.780000,165,57.510000,14.930000,5.890000,16.67,22,7.34,10.580000,52.020000,0.000000,0.000000,12.510000,39.41,0.000000,210.960000,26.240000,0.000000,0.000000,33,0.000000,0.000000,158.940000,12.410000,16.67,33,7.33,6.66,33,81.19251,70.220000,70,12.510000,0.000000,10.380000,25.880000,0.000000,10.850000,43,80,0,39.4,196.98,38,37.5,0

60,14:45-15:00,25.880000,12.370000,5.780000,158,57.510000,14.930000,5.890000,17.33,23,7.66,10.580000,52.020000,0.000000,0.000000,12.060000,40.01,0.000000,210.960000,26.240000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,17.33,33,7.67,7.34,33,76.211793,70.220000,67,12.060000,0.000000,10.380000,25.880000,0.000000,10.850000,43,76,0,38.8,193.98,37,37.5,0

61,15:00-15:15,25.880000,9.880000,5.780000,151,57.510000,14.930000,6.020000,18,25,8.34,10.580000,52.020000,0.000000,0.000000,9.650000,40.01,0.000000,210.960000,26.240000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,18,33,8.33,9,33,93.171573,70.220000,64,9.650000,0.000000,10.380000,25.880000,0.000000,13.610000,50,73,0,37.14,185.71,35,34.5,0

62,15:15-15:30,25.880000,9.220000,5.780000,140,57.510000,14.930000,6.020000,18.67,27.5,9.16,10.580000,52.020000,0.000000,0.000000,9.000000,40.01,0.000000,210.960000,26.240000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,18.67,33,9.17,9.66,33,85.032828,70.220000,60,9.000000,0.000000,10.380000,25.880000,0.000000,13.610000,50,68,0,35.47,177.33,32,32.5,0

63,15:30-15:45,25.880000,8.480000,5.780000,123,57.510000,14.930000,6.020000,20,30,10,10.580000,52.020000,0.000000,0.000000,8.270000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,20,33,10,10.66,33,79.915653,70.220000,52,8.270000,0.000000,10.380000,25.880000,0.000000,13.610000,53,63,0,28.89,144.46,30,31.5,0

64,15:45-16:00,25.880000,5.590000,5.780000,112,57.510000,14.930000,6.020000,21.67,33,11,10.580000,52.020000,0.000000,0.000000,5.450000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,21.67,33,11,11.34,33,74.486574,70.220000,48,5.450000,0.000000,10.380000,25.880000,0.000000,13.610000,50,58,0,27.44,137.2,27,30.5,0

65,16:00-16:15,25.880000,5.290000,5.780000,109,57.510000,14.930000,6.300000,23.33,37.5,12.5,10.580000,52.020000,0.000000,0.000000,5.160000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,23.33,33,12.5,12.34,33,68.755338,70.220000,46,5.160000,0.000000,10.380000,25.880000,0.000000,13.610000,18,47,0,25.69,128.46,23,11,0

66,16:15-16:30,25.880000,5.090000,5.780000,98,57.510000,14.930000,6.300000,25,42.5,14.16,10.580000,52.020000,0.000000,0.000000,4.970000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,25,33,14.17,13.34,33,62.653716,70.220000,42,4.970000,0.000000,10.380000,25.880000,0.000000,13.610000,17,43,0,23.56,117.81,20,11,0

67,16:30-16:45,25.880000,4.700000,5.780000,90,57.510000,14.930000,6.300000,26.67,47.5,15.84,10.580000,52.020000,0.000000,0.000000,4.580000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,26.67,33,15.83,14.34,33,56.474118,70.220000,38,4.580000,0.000000,10.380000,25.880000,0.000000,13.610000,15,43,0,21.21,106.07,20,9.5,0

68,16:45-17:00,25.880000,4.160000,5.780000,76,57.510000,14.930000,6.300000,28.67,50,16.66,10.580000,52.020000,0.000000,0.000000,4.060000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,28.67,30.99,16.67,15.34,26,48.393855,70.220000,32,4.060000,0.000000,10.380000,25.880000,0.000000,13.610000,13,36,0,18.6,93.01,17,9,0

69,17:00-17:15,25.880000,3.410000,5.780000,60,57.510000,14.930000,6.580000,31.33,52.5,17.5,10.580000,52.020000,0.000000,0.000000,3.320000,40.01,0.000000,210.960000,27.750000,0.000000,0.000000,33,0.000000,0.000000,171.120000,12.410000,31.33,24.4,17.5,16.34,18,40.83993,70.220000,25,3.320000,0.000000,10.420000,25.880000,0.000000,13.610000,13,29,0,16.02,80.09,14,9,0

70,17:15-17:30,25.880000,2.830000,5.780000,46,57.510000,14.930000,6.580000,26.33,55,18.34,10.580000,52.020000,0.000000,0.000000,2.760000,40.01,0.000000,231.190000,27.750000,0.000000,0.000000,26.55,0.000000,0.000000,171.120000,12.410000,26.33,17.91,18.33,14.34,9,33.490692,70.220000,19,2.760000,0.000000,10.420000,25.880000,0.000000,13.610000,13,22,0,13.56,67.83,11,8,0

71,17:30-17:45,25.880000,2.150000,5.780000,35,57.510000,14.930000,6.580000,29.33,39,13,10.580000,52.020000,0.000000,0.000000,2.100000,42.01,0.000000,272.370000,27.750000,0.000000,0.000000,18.6,0.000000,0.000000,171.120000,12.410000,29.33,11.81,13,14.34,3,26.014743,70.220000,15,2.100000,0.000000,10.420000,25.880000,0.000000,13.610000,15,17,0,11.34,56.7,8,8,0

72,17:45-18:00,25.880000,1.680000,5.780000,18,57.510000,14.930000,6.580000,30,42,14,10.580000,52.020000,0.000000,0.000000,1.640000,42.01,0.000000,272.370000,27.750000,0.000000,0.000000,12.14,0.000000,0.000000,171.120000,12.410000,30,7.55,14,14.34,0,19.113867,70.220000,7,1.640000,0.000000,10.420000,25.880000,0.000000,13.610000,13,12,0,9.2,46.02,6,5.5,0

73,18:00-18:15,25.880000,1.240000,5.780000,11,67.940000,14.930000,6.950000,51,44,14.66,10.580000,80.920000,20.470000,0.000000,1.210000,42.01,81.880000,272.370000,29.780000,0.000000,0.000000,0,61.410000,0.000000,205.710000,12.410000,51,0,14.67,14.34,0,11.823111,70.220000,4,1.210000,81.880000,10.420000,25.880000,163.760000,13.610000,12,7,0,7.24,36.21,3,4,0

74,18:15-18:30,25.880000,0.880000,5.780000,7,67.940000,14.930000,6.950000,50.33,45,15,10.580000,100.360000,20.470000,0.000000,0.860000,42.01,81.880000,272.370000,29.780000,0.000000,0.000000,0,61.410000,0.000000,205.710000,12.410000,50.33,0,15,15,0,7.7976,70.220000,3,0.860000,81.880000,10.420000,25.880000,163.760000,13.610000,8,3,0,5.93,29.63,2,3,0

75,18:30-18:45,25.880000,0.580000,5.780000,4,67.940000,14.930000,6.950000,49.67,50,16.66,10.580000,100.360000,20.470000,0.000000,0.560000,42.01,81.880000,272.370000,29.780000,0.000000,0.000000,0,61.410000,0.000000,205.710000,12.410000,49.67,0,16.67,14.66,0,3.635631,66.070000,1,0.560000,81.880000,10.420000,25.880000,163.760000,13.610000,7,1,0,5.09,25.47,1,3,0

76,18:45-19:00,25.880000,0.340000,5.780000,1,86.890000,14.930000,6.950000,49,49,16.34,10.580000,100.360000,20.470000,0.000000,0.330000,42.01,81.880000,272.370000,29.780000,0.000000,0.000000,0,61.410000,0.000000,253.880000,12.410000,49,0,16.33,14.34,0,0.925965,74.560000,0,0.330000,81.880000,10.420000,25.880000,163.760000,13.610000,3,0,0,3.59,17.97,0,3,0

77,19:00-19:15,23.890000,0.060000,13.720000,1,86.890000,14.930000,7.320000,48,48,16,10.580000,100.360000,20.470000,0.000000,0.060000,41.01,81.880000,272.370000,29.780000,0.000000,0.000000,0,61.410000,0.000000,261.540000,12.410000,48,0,16,17,0,0,83.060000,0,0.060000,81.880000,10.420000,23.890000,163.760000,16.370000,3,0,0,2.06,10.29,0,1,0

78,19:15-19:30,20.770000,0.010000,13.720000,0,86.890000,14.930000,7.320000,47,47,15.66,10.580000,100.360000,20.470000,0.000000,0.010000,39.61,81.880000,272.370000,29.780000,0.000000,0.000000,0,61.410000,0.000000,261.540000,12.410000,47,0,15.67,17,0,0,91.550000,0,0.010000,81.880000,10.420000,30.830000,163.760000,16.370000,1,0,0,0.85,4.28,0,0.5,0

79,19:30-19:45,30.830000,0.000000,13.720000,0,86.890000,14.930000,7.320000,33.33,47,15.66,10.580000,100.360000,20.470000,0.000000,0.000000,38.41,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,33.33,0,15.67,11.66,0,0,100.050000,0,0.000000,81.880000,10.420000,30.830000,163.760000,16.370000,0,0,0,0.08,0.39,0,0,0

80,19:45-20:00,30.830000,0.000000,13.720000,0,86.890000,14.930000,7.320000,32.67,46,15.34,10.580000,100.360000,20.470000,0.000000,0.000000,37.02,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,32.67,0,15.33,11,0,0,115.150000,0,0.000000,81.880000,10.420000,30.830000,163.760000,16.370000,0,0,0,0,0,0,0,0

81,20:00-20:15,30.830000,0.000000,13.720000,0,86.890000,14.930000,7.690000,32.33,35,11.66,10.580000,100.360000,20.470000,0.000000,0.000000,36.02,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,32.33,0,11.67,18.66,0,0,115.150000,0,0.000000,81.880000,10.420000,30.830000,163.760000,16.370000,0,0,0,0,0,0,0,0

82,20:15-20:30,30.830000,0.000000,13.720000,0,86.890000,14.930000,7.690000,31.33,34,11.34,10.580000,100.360000,20.470000,0.000000,0.000000,34.62,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,31.33,0,11.33,17.34,0,0,115.150000,0,0.000000,81.880000,10.420000,30.830000,163.760000,16.370000,0,0,0,0,0,0,0,0

83,20:30-20:45,30.830000,0.000000,13.720000,0,86.890000,14.930000,7.690000,24.33,32.5,10.84,10.580000,100.360000,20.470000,0.000000,0.000000,35.62,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,24.33,0,10.83,16,0,0,115.150000,0,0.000000,81.880000,10.420000,30.830000,163.760000,16.370000,0,0,0,0,0,0,0,0

84,20:45-21:00,30.830000,0.000000,13.720000,0,86.890000,14.930000,7.690000,24,30,10,10.580000,100.360000,20.470000,0.000000,0.000000,35.02,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,24,0,10,14,0,0,115.150000,0,0.000000,81.880000,10.420000,30.830000,163.760000,16.370000,0,0,0,0,0,0,0,0

85,21:00-21:15,29.790000,0.000000,13.720000,0,86.890000,14.930000,8.060000,23.67,27.5,9.16,10.580000,100.360000,20.470000,0.000000,0.000000,39.01,81.880000,272.370000,29.270000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,23.67,0,9.17,8,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

86,21:15-21:30,29.790000,0.000000,13.720000,0,86.890000,14.930000,8.060000,23,25,8.34,10.580000,100.360000,20.470000,0.000000,0.000000,39.01,81.880000,272.370000,29.270000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,23,0,8.33,7.66,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

87,21:30-21:45,29.790000,0.000000,13.720000,0,86.890000,14.930000,8.060000,22.33,24,8,10.580000,100.360000,20.470000,0.000000,0.000000,38.61,81.880000,272.370000,29.270000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,22.33,0,8,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

88,21:45-22:00,29.790000,0.000000,13.720000,0,86.890000,14.930000,8.060000,22,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,37.61,81.880000,272.370000,29.270000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,22,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

89,22:00-22:15,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.870000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,41.01,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

90,22:15-22:30,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.870000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,41.01,81.880000,272.370000,30.280000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

91,22:30-22:45,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.870000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,39.61,81.880000,272.370000,29.270000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

92,22:45-23:00,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.870000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,38.41,81.880000,272.370000,29.270000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

93,23:00-23:15,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.600000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,40.01,81.880000,272.370000,28.760000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

94,23:15-23:30,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.600000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,39.81,81.880000,272.370000,28.760000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

95,23:30-23:45,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.600000,15,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,39.61,81.880000,272.370000,28.760000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,15,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

96,23:45-24:00,29.790000,0.000000,13.720000,0,86.890000,14.930000,7.600000,24.53,22.5,7.5,10.580000,100.360000,20.470000,0.000000,0.000000,39.21,81.880000,272.370000,28.760000,0.000000,0.000000,0,61.410000,0.000000,261.540000,4.090000,24.53,0,7.5,7.34,0,0,115.150000,0,0.000000,81.880000,10.420000,29.790000,163.760000,16.370000,0,0,0,0,0,0,0,0

