Block,Time,CHAMERA2,DULHASTI,KGSU3AND4,KKNPPU2,NNTPP,RIHAND2,UNCHAHAR3,VALLURNTECL,AURY_RF,DADRI_RF,CHAMERA3,KOTESHWR,RAMPUR,RAPPB,RSTPSU7,SEWA2,TANAKPUR,UNCHAHAR1,URI2,ANTA_RF,BSIUL,CHAMERA1,DADRT2,KGSU1AND2,KHSTPP-II,KISHANGANGA,NLCEXP,NTPL,RAPPC,SASAN,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TALA,TelanganaSTPP,URI,DADRI_LF,BRBCL,DHAULIGNGA,NAPP,NLCTS2EXP,UNCHAHAR2,KHSTPP-I,MAPS,NJPC,UNCHAHAR4,NLCIIST1,RIHAND3,SALAL,TANDA2,AURY_CRF,KKNP,KUDGI,PARBATI3,ANTA_CRF,ANTA_GF,DADRI_GF,FSTPP I & II,JHAJJAR,KOLDAM,NLCIIST2,RIHAND1,RSTPSU1TO6,SINGRAULI,TALST2,TEHRI,ANTA_LF,AURY_GF,AURY_LF,DADRI_CRF
65,16:00-16:15,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,15.56,0,0,0,0

66,16:15-16:30,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,23.39,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,31.12,0,0,0,0

67,16:30-16:45,0,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,23.39,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

68,16:45-17:00,3.33,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,3.59,20.56,4.31,42.94,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,46.79,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

69,17:00-17:15,13.17,16.48,0,0,0,118.75,26.39,0,70.59,69.38,0,8.88,0,0,0,0,1.54,20.56,4.31,43.26,1.1,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,70.17,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

70,17:15-17:30,13.17,16.48,0,0,0,118.75,26.39,0,70.59,69.38,9.67,8.88,0,0,0,5.27,1.54,20.56,4.31,43.57,6.52,12.01,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,32.78,0,92.05,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

71,17:30-17:45,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,10.53,1.54,20.56,4.31,44.41,13.04,28.1,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,9.14,44.21,0,42.39,32.78,0,116.48,0,0,124.32,12.78,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

72,17:45-18:00,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,10.53,1.54,20.56,4.31,44.41,13.04,42.15,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,17.57,44.21,0,42.39,32.78,0,116.48,0,0,124.32,55.77,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

73,18:00-18:15,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,15.06,1.54,20.56,4.31,44.63,13.04,42.15,682.79,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,27.41,44.21,0,42.39,32.78,0,116.48,0,0,124.32,55.77,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

74,18:15-18:30,26.34,32.95,0,0,0,118.75,26.39,0,70.59,69.38,19.38,9.86,0,0,0,15.06,1.54,20.56,4.31,44.83,13.04,42.15,682.79,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,27.41,44.21,0,42.39,32.78,0,116.48,0,0,124.32,41.83,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

75,18:30-18:45,26.34,32.95,0,0,0,118.75,26.39,0,71.46,69.38,19.38,9.86,0,0,0,10.53,1.54,20.56,4.31,44.83,13.04,42.15,682.79,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,27.41,44.21,0,42.39,33.38,0,116.48,0,0,124.32,41.83,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

76,18:45-19:00,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,5.27,1.54,20.56,4.31,44.83,6.52,42.15,682.79,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,27.41,44.21,0,42.39,33.38,0,113.64,0,0,124.32,41.83,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,62.24,0,0,0,0

77,19:00-19:15,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,3.33,1.54,20.56,4.31,45.05,1.1,24.49,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,4.41,23.57,20,27.41,44.21,0,42.39,33.38,0,93.46,0,0,124.32,41.83,0,0,0,0,3.82,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

78,19:15-19:30,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,45.05,0,12.01,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,15.98,44.21,0,42.39,33.38,0,70.17,0,0,124.32,9.29,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,46.68,0,0,0,0

79,19:30-19:45,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,7.92,44.21,0,42.39,33.38,0,46.79,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,31.12,0,0,0,0

80,19:45-20:00,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,0,44.21,0,42.39,33.38,0,23.39,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,31.12,0,0,0,0

81,20:00-20:15,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,3.31,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,31.12,0,0,0,0

82,20:15-20:30,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,3.31,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,15.56,0,0,0,0

83,20:30-20:45,13.17,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,3.31,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,16.55,0,0,0,16.68,654.3,0,0,92,0,125.96,0,15.56,0,0,0,0

84,20:45-21:00,3.33,32.95,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,1.54,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,3.56,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

85,21:00-21:15,11.99,16.48,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,3.59,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

86,21:15-21:30,11.99,16.48,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,3.59,20.56,4.31,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,16.68,654.3,0,0,92,0,125.96,0,0,0,0,0,0

87,21:30-21:45,11.99,16.48,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,3.59,20.56,10.76,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,26.49,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

88,21:45-22:00,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,3.59,20.56,10.76,44.41,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,3.31,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

89,22:00-22:15,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,3.59,20.56,10.76,44.63,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

90,22:15-22:30,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,9.67,8.88,0,0,0,0,3.59,20.56,10.76,44.83,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

91,22:30-22:45,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,2.56,20.56,10.76,44.83,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,6.63,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

92,22:45-23:00,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,2.56,20.56,10.76,44.83,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,6.63,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

93,23:00-23:15,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,2.56,20.56,4.31,44.83,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,6.63,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

94,23:15-23:30,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,2.56,20.56,4.31,45.05,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

95,23:30-23:45,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,2.05,20.56,4.31,45.05,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

96,23:45-24:00,0,16.48,0,0,0,118.75,26.39,0,71.46,69.38,0,8.88,0,0,0,0,2.05,20.56,4.31,45.05,0,0,683.14,0,148.3,0,0,0,53.93,410.62,0,0,0,0,0,1.11,23.57,20,0,44.21,0,42.39,33.38,0,0,0,0,124.32,1.4,0,0,0,0,0,0,0,0,14.18,654.3,0,0,92,0,125.96,0,0,0,0,0,0

