Time,Block,WR/2023/19090/A,NR/2023/17165/A,NR/2023/17263/F,NR/2023/17402/F,NR/2023/17709/C,NR/2023/14875/A,NR/2023/17510/F,NR/2023/17710/C,NR/2023/17496/F,NR/2023/17344/F,Total
11,02:30-02:45,0.000000,62.910000,159.210000,0.000000,6.470000,68.340000,1.010000,0,6.780000,0.530000,305.25

12,02:45-03:00,0.000000,62.910000,159.210000,0.000000,6.470000,68.340000,1.010000,0,6.780000,0.530000,305.25

13,03:00-03:15,0.000000,62.910000,159.210000,0.000000,6.470000,68.340000,1.010000,0,6.780000,0.530000,305.25

14,03:15-03:30,0.000000,62.910000,159.210000,0.000000,6.470000,68.340000,1.010000,0,6.780000,0.530000,305.25

15,03:30-03:45,0.000000,62.910000,159.210000,0.000000,6.470000,68.340000,1.010000,0,6.780000,0.530000,305.25

16,03:45-04:00,0.000000,62.910000,159.210000,0.000000,6.470000,68.340000,1.010000,0,6.780000,0.530000,305.25

17,04:00-04:15,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

18,04:15-04:30,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

19,04:30-04:45,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

20,04:45-05:00,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

21,05:00-05:15,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

22,05:15-05:30,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

23,05:30-05:45,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

24,05:45-06:00,0.000000,62.910000,159.210000,0.000000,6.380000,68.340000,1.010000,0,6.780000,0.530000,305.16

25,06:00-06:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,0,6.780000,0.580000,238.96

26,06:15-06:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,0,6.780000,0.580000,238.96

27,06:30-06:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,0.13,6.780000,0.580000,239.09

28,06:45-07:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,0.47,6.780000,0.580000,239.43

29,07:00-07:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,0.86,6.780000,0.680000,239.92

30,07:15-07:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,1.35,6.780000,0.680000,240.41

31,07:30-07:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,1.91,6.780000,0.680000,240.97

32,07:45:08:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,2.51,6.780000,0.680000,241.57

33,08:00-08:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,3.1,6.780000,0.970000,242.45

34,08:15-08:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,3.66,6.780000,0.970000,243.01

35,08:30-08:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,4.23,6.780000,0.970000,243.58

36,08:45:09:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,4.81,6.780000,0.970000,244.16

37,09:00:09:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,5.34,6.780000,0.970000,244.69

38,09:15-09:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,5.61,6.780000,0.970000,244.96

39,09:30-09:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,5.81,6.780000,0.970000,245.16

40,09:45-10:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,5.9,6.780000,0.970000,245.25

41,10:00-10:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,6.19,6.780000,0.970000,245.54

42,10:15-10:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,6.39,6.780000,0.970000,245.74

43,10:30-10:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,6.58,6.780000,0.970000,245.93

44,10:45-11:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,6.78,6.780000,0.970000,246.13

45,11:00-11:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,6.97,6.780000,0.970000,246.32

46,11:15-11:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.16,6.780000,0.970000,246.51

47,11:30-11:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.26,6.780000,0.970000,246.61

48,11:45-12:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.36,6.780000,0.970000,246.71

49,12:00-12:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.55,6.780000,0.970000,246.9

50,12:15-12:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.94,6.780000,0.970000,247.29

51,12:30-12:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,8.13,6.780000,0.970000,247.48

52,12:45-13:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,8.52,6.780000,0.970000,247.87

53,13:00-13:15,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,8.9,6.780000,0.970000,248.25

54,13:15-13:30,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,8.52,6.780000,0.970000,247.87

55,13:30-13:45,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.74,6.780000,0.970000,247.09

56,13:45-14:00,0.000000,62.910000,0.000000,161.300000,6.380000,0.000000,1.010000,7.16,6.780000,0.970000,246.51

57,14:00-14:15,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,6.97,6.780000,0.970000,246.41

58,14:15-14:30,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,6.68,6.780000,0.970000,246.12

59,14:30-14:45,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,6.29,6.780000,0.970000,245.73

60,14:45-15:00,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,6.22,6.780000,0.970000,245.66

61,15:00-15:15,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,5.88,6.780000,0.970000,245.32

62,15:15-15:30,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,5.45,6.780000,0.970000,244.89

63,15:30-15:45,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,4.69,6.780000,0.970000,244.13

64,15:45-16:00,0.000000,62.910000,0.000000,161.300000,6.470000,0.000000,1.010000,4.11,6.780000,0.970000,243.55

65,16:00-16:15,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,3.59,6.780000,0.870000,243.02

66,16:15-16:30,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,3.19,6.780000,0.870000,242.62

67,16:30-16:45,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,2.6,6.780000,0.870000,242.03

68,16:45-17:00,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,1.92,6.780000,0.870000,241.35

69,17:00-17:15,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,1.36,6.780000,0.770000,240.69

70,17:15-17:30,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,0.84,6.780000,0.770000,240.17

71,17:30-17:45,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,0.43,6.780000,0.770000,239.76

72,17:45-18:00,0.000000,62.910000,0.000000,161.300000,6.560000,0.000000,1.010000,0.23,6.780000,0.770000,239.56

73,18:00-18:15,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0.1,6.780000,0.730000,178.09

74,18:15-18:30,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

75,18:30-18:45,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

76,18:45-19:00,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

77,19:00-19:15,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

78,19:15-19:30,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

79,19:30-19:45,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

80,19:45-20:00,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

81,20:00-20:15,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

82,20:15-20:30,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

83,20:30-20:45,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

84,20:45-21:00,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

85,21:00-21:15,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

86,21:15-21:30,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

87,21:30-21:45,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

88,21:45-22:00,100.000000,62.910000,0.000000,0.000000,6.560000,0.000000,1.010000,0,6.780000,0.730000,177.99

89,22:00-22:15,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.680000,405.49

90,22:15-22:30,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.680000,405.49

91,22:30-22:45,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.680000,405.49

92,22:45-23:00,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.680000,405.49

93,23:00-23:15,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.630000,405.44

94,23:15-23:30,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.630000,405.44

95,23:30-23:45,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.630000,405.44

96,23:45-24:00,100.000000,62.910000,159.210000,0.000000,6.560000,68.340000,1.010000,0,6.780000,0.630000,405.44

