Block,Time Block,KKNPPU2,KKNP,KUDGI,KOTESHWR,KOLDAM,NAPP,NLCTS2EXP,NTPL,NNTPP,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,JHAJJAR,KGSU1AND2,KGSU3AND4,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,RAPPC,RIHAND1,RAPPB,RAPPD,RSTPSU1TO6,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,RSTPSU7,SIMHST2,SALAL,SEWA2,RIHAND2,RIHAND3,SASAN,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,TANDA2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,TANAKPUR,TEHRIPSP,URI2,TALA,BRBCL,DHAULIGNGA,BSIUL,CHAMERA2,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,CHAMERA3,RAMPUR,PARBATI3,PARBATI2,KHSTPP-II,KHSTPP-I,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,12.75,14.49,1.27,0,0,0,0,32.25,12.02,18.04,40.85,0,45.33,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

55,13:30-13:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,76.58,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,6.38,14.49,1.27,0,0,0,0,30,12.1,18.04,30.63,0,0,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

56,13:45-14:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,76.58,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,6.38,14.49,1.27,0,0,0,0,30,12.1,18.04,30.63,0,0,12.75,36.87,104.35,40.55,32.66,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

57,14:00-14:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,76.58,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,6.38,14.49,1.27,0,0,0,0,30,12.7,18.04,30.63,0,0,12.75,36.87,104.35,40.55,21.75,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

58,14:15-14:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,76.58,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,6.38,14.49,1.93,0,0,0,0,30,12.7,18.04,30.63,0,0,13.82,36.87,104.35,40.55,10.87,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

59,14:30-14:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,72.66,18.3,120.52,125.88,378.83,17.69,0,0,29.39,5.11,12.75,14.49,1.93,0,0,0,0,30,12.98,18.04,30.63,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

60,14:45-15:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,72.66,18.3,120.52,125.88,378.83,17.69,39.62,0,29.39,5.11,12.75,14.49,1.93,0,0,0,0,30,12.98,18.04,30.63,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

61,15:00-15:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,12.75,14.49,1.93,0,0,0,100.04,30,12.83,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

62,15:15-15:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,12.75,14.49,1.93,0,0,0,100.04,30,12.64,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

63,15:30-15:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,12.75,14.49,1.93,0,0,0,100.04,30,12.36,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

64,15:45-16:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,12.75,14.49,1.93,0,0,0,100.04,30,12.36,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0,0,0,0,0,0

65,16:00-16:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,7.97,14.49,1.93,0,0,0,100.04,30,17.64,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,0.62,0,0,0,0,0

66,16:15-16:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,7.97,14.49,1.93,0,0,0,100.04,30,17.64,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,2.24,0,0,0,0,0

67,16:30-16:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,7.97,14.49,1.93,0,0,0,100.04,30,18.3,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,52.93,25.4,126.8,43.8,2.24,0,0,0,0,0

68,16:45-17:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,17.69,79.24,0,29.39,5.11,7.97,14.49,1.93,0,0,0,100.04,30,18.3,18.04,40.85,0,0,16.38,36.87,104.35,40.55,0,5.46,64.37,25.4,126.8,43.8,2.24,0,0,0,0,0

69,17:00-17:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,18.77,79.24,0,30.59,2.93,14.86,14.48,1.93,0,0,0,100.04,32.25,18.02,18.04,40.85,0,0,15.99,36.87,139.65,40.55,0,5.46,64.37,25.4,126.8,43.8,2.24,0,0,0,0,0

70,17:15-17:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,18.77,79.24,0,30.59,2.93,14.86,14.48,1.93,0,0,0,100.04,32.25,17.7,18.04,40.85,0,0,15.99,36.87,187.75,40.55,0,5.46,64.37,25.4,126.8,43.8,2.24,0,0,0,0,0

71,17:30-17:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,22.2,79.24,0,36.08,2.93,14.86,17.25,1.93,0,0,0,100.04,32.25,17.59,18.04,40.85,0,0,16.38,36.87,235.86,40.55,0,5.46,64.37,25.4,126.8,43.8,2.24,0,0,0,0,0

72,17:45-18:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,22.2,79.24,0,36.08,2.93,14.86,17.25,1.93,0,0,0,100.04,32.25,17.28,18.04,40.85,0,0,16.38,36.87,283.96,40.55,0,5.46,64.37,25.4,126.8,43.8,2.24,0,0,0,0,0

73,18:00-18:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,22.2,79.24,0,36.08,2.93,17,17.25,1.93,0,0,0,100.04,32.25,16.96,18.04,40.85,0,0,19.39,36.87,332.07,40.55,0,5.46,64.37,25.4,126.8,43.8,4.47,0,0,0,0,0

74,18:15-18:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,64.84,18.3,120.52,125.88,378.83,22.2,79.24,0,36.08,2.93,17,17.25,1.95,0,0,0,100.04,32.25,16.68,18.04,40.85,0,0,19.39,36.87,380.17,40.55,0,5.46,64.37,25.4,126.8,43.8,4.47,0,0,0,0,0

75,18:30-18:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,378.83,22.2,79.24,0,36.08,2.93,19.12,17.25,1.95,0,0,0,100.04,24,15.84,18.04,40.85,0,0,19.39,36.87,380.17,40.55,0,5.46,64.37,25.4,126.8,43.8,4.47,0,0,0,0,0

76,18:45-19:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,297.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,378.83,22.2,79.24,0,35.66,2.93,19.12,17.25,1.95,0,0,0,100.04,24,15.66,18.04,43.12,0,0,19.39,36.99,380.17,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

77,19:00-19:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,356.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,378.83,24.76,79.24,0,39.93,2.93,19.12,20.43,1.92,0,0,0,100.04,32.25,15.66,18.04,43.12,0,0,19.39,36.99,464.65,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

78,19:15-19:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,407.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,378.83,25.69,79.24,0,40.96,2.93,19.12,20.43,1.92,0,0,0,100.04,32.25,15.72,18.04,43.12,0,0,19.39,36.99,540.43,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

79,19:30-19:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,378.83,25.69,79.24,0,40.96,2.93,50.38,20.43,1.92,0,0,0,100.04,32.25,15.94,18.04,43.12,0,0,19.39,36.99,580.84,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

80,19:45-20:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,378.83,25.69,79.24,0,40.96,2.93,50.38,20.43,1.92,0,0,0,100.04,32.25,16.1,18.04,43.12,0,0,19.39,36.99,629.91,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

81,20:00-20:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,357.18,25.69,79.24,0,40.96,2.93,17,20.43,1.92,0,0,0,100.04,32.25,15.87,18.04,43.12,0,0,19.39,36.99,659.8,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

82,20:15-20:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,17,20.43,1.92,0,0,0,100.04,32.25,15.94,18.04,43.12,0,0,19.39,36.99,659.8,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

83,20:30-20:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,17,20.43,1.92,0,0,0,100.04,32.25,16,18.04,43.12,0,0,19.39,36.99,659.8,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

84,20:45-21:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,17,20.43,1.92,0,0,0,100.04,32.25,16.12,18.04,40.85,0,0,19.39,36.87,659.8,40.55,0,5.46,62.94,25.4,126.8,43.8,6.71,0,0,0,0,0

85,21:00-21:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,12.75,20.43,1.92,0,0,0,100.04,32.25,16.57,17.92,40.85,0,0,19.39,36.87,518.6,40.55,0,5.46,62.94,25.4,126.8,43.8,6.71,0,0,0,0,0

86,21:15-21:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,12.75,20.43,1.92,0,0,0,100.04,32.25,16.65,18.04,40.85,0,0,19.39,36.87,518.6,40.55,0,5.46,62.94,25.4,126.8,43.8,6.71,0,0,0,0,0

87,21:30-21:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,38.24,20.43,1.92,0,0,0,100.04,32.25,16.8,18.04,43.12,0,0,19.39,36.99,518.6,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

88,21:45-22:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,431.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,38.24,20.43,1.92,0,0,0,100.04,32.25,16.94,18.04,43.12,0,0,19.39,36.99,518.6,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

89,22:00-22:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,430.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,38.24,20.43,1.92,0,0,3.7,100.04,32.25,17.08,18.04,43.12,0,0,16.24,36.99,649.17,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

90,22:15-22:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,170.72,0,430.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.75,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,19.12,20.43,1.92,0,0,7.39,100.04,32.25,17.22,18.04,43.12,0,0,16.24,36.99,662.98,40.74,0,5.63,73.49,26.81,126.8,43.8,6.91,0,0,0,0,0

91,22:30-22:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,430.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,19.12,20.43,1.92,0,0,11.46,100.04,32.25,12.56,18.02,40.85,0,0,19.37,36.87,662.98,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

92,22:45-23:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,430.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,19.12,20.43,1.92,0,0,11.46,100.04,32.25,12.64,17.38,40.85,0,0,19.39,36.87,662.98,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

93,23:00-23:15,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,429.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,19.12,20.43,1.92,0,0,11.46,100.04,32.25,12.7,18.04,40.85,0,0,19.39,36.87,600.8,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

94,23:15-23:30,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,429.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,65.96,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,19.12,20.43,1.92,0,0,11.46,100.04,32.25,12.78,16.05,40.85,0,0,19.39,36.87,473.24,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

95,23:30-23:45,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,429.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,335.53,25.69,79.24,0,40.96,2.93,17,20.43,1.92,0,0,11.46,100.04,32.25,12.83,14.09,40.85,0,0,19.39,36.87,374.62,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

96,23:45-24:00,0,0,0,43.37,8.3,23.31,0,0,0,0,0,0,169.14,0,429.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27,45.5,0,37.1,0,0,107.56,0,0,0,67.08,18.3,120.52,125.88,335.53,25.69,79.24,0,41.51,2.93,17,20.43,1.92,0,0,11.46,100.04,32.25,12.95,16.74,40.85,0,0,19.39,36.87,278.41,40.55,0,5.46,52.93,24.72,126.8,43.8,6.71,0,0,0,0,0

