Block,Time,L_NR_2023_04,LT-31,LT_MEJA_Delhi,LT-35,L_NR_2019_11,L_NR_2012_04,L_NR_2012_07,L_NR_2019_19,L_NR_2012_01,SH-06,LT-36,LT-59,SH-07,LT-05,L_NR_2020_02,L_NR_2012_02,L_NR_2018_61,L_NR_2019_06,L_NR_2020_06,L_NR_2022_08,L_NR_2021_17,L_NR_2022_10,L_NR_2020_05,L_NR_2021_14,L_NR_2020_07,L_NR_2019_07,L_NR_2021_16,L_NR_2021_12,L_NR_2019_05,L_NR_2021_15,L_NR_2022_09,L_NR_2021_13
14,03:15-03:30,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.680000,201.600000,7.22,0,12.4,4.84,0,22.63,37.2,0,12.4,0,0,0,0,0,22.63,0

15,03:30-03:45,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.680000,201.600000,7.27,0,9.72,4.71,0,22.54,29.17,0,9.72,0,0,0,0,0,22.54,0

16,03:45-04:00,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.680000,201.600000,7.2,0,9.64,4.61,0,22.43,28.93,0,9.65,0,0,0,0,0,22.43,0

17,04:00-04:15,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.530000,201.600000,7.21,0,9.31,4.55,0,22.71,27.92,0,9.29,0,0,0,0,0,22.71,0

18,04:15-04:30,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.530000,201.600000,7.21,0,8.98,4.46,0,23.03,26.95,0,9,0,0,0,0,0,23.03,0

19,04:30-04:45,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.530000,201.600000,7.16,0,8.9,4.37,0,23.46,26.69,0,8.89,0,0,0,0,0,23.46,0

20,04:45-05:00,0.000000,0.000000,3.470000,0.000000,5.840000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.690000,0.000000,109.150000,5.530000,201.600000,7.28,0,8.82,4.28,0,15.22,26.47,0,8.82,0,0,0,0,0,15.22,0

21,05:00-05:15,0.000000,0.000000,3.470000,0.000000,5.620000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.610000,0.000000,109.150000,5.530000,201.600000,7.27,0,8.65,4.21,0,15.64,25.96,0,8.66,0,0,0,0,0,15.64,0

22,05:15-05:30,0.000000,0.000000,3.470000,0.000000,5.620000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,5.610000,0.000000,109.150000,5.530000,201.600000,7.26,0,8.35,4.12,0,15.7,25.05,0,8.34,0,0,0,0,0,15.7,0

23,05:30-05:45,0.000000,0.000000,3.470000,0.000000,5.620000,272.110000,63.450000,1.390000,101.350000,0.000000,0.000000,5.610000,0.000000,109.150000,5.530000,201.600000,7.18,0,7.87,4.19,0.13,15.75,23.6,0,7.87,0,0.26,0,0,0,15.75,0

24,05:45-06:00,0.000000,0.000000,3.470000,0.000000,5.620000,272.110000,63.450000,5.660000,101.350000,0.000000,0.000000,5.610000,0.000000,109.150000,5.530000,201.600000,7.25,0,7.54,4.32,0.64,15.81,22.6,0,7.53,0,1.29,0.05,0,0.36,15.81,0.01

25,06:00-06:15,0.000000,0.110000,3.470000,0.110000,5.620000,272.110000,33.280000,9.890000,101.350000,0.000000,0.110000,5.610000,0.000000,70.620000,5.400000,160.300000,7.15,17.31,7.55,3.96,1.87,15.86,22.66,0.03,7.55,4.44,3.74,2.78,14.25,0.81,15.86,0.56

26,06:15-06:30,0.000000,0.430000,3.470000,0.430000,5.620000,272.110000,33.280000,14.650000,101.350000,0.000000,0.450000,5.610000,0.000000,70.620000,5.400000,160.300000,7.2,26.87,7.54,3.93,3.44,15.98,22.6,0.03,7.53,10,6.88,6.32,23.41,2.1,15.98,1.26

27,06:30-06:45,0.000000,0.420000,3.470000,0.420000,5.620000,232.200000,33.280000,20.910000,55.340000,0.000000,0.430000,5.610000,0.000000,70.620000,5.400000,160.300000,7.12,30.46,7.54,4.02,5.2,16.09,22.62,1.19,7.54,18.54,10.41,13.3,30.45,3.43,16.09,2.66

28,06:45-07:00,0.000000,0.880000,3.470000,0.880000,5.620000,193.500000,33.280000,28.540000,55.340000,0.000000,0.900000,5.610000,0.000000,70.620000,5.400000,160.300000,7.15,26.48,7.48,4.15,7.28,16.19,22.45,3.5,7.49,26.48,14.57,20.47,26.49,5.27,16.19,4.09

29,07:00-07:15,0.000000,1.520000,3.470000,1.520000,5.620000,149.960000,33.280000,36.910000,55.340000,0.000000,1.560000,5.610000,0.000000,70.620000,5.400000,126.120000,7.17,26.48,7.57,4.55,9.97,16.3,22.72,6.85,7.57,26.48,19.94,29.51,26.49,7.62,16.3,5.9

30,07:15-07:30,0.000000,2.320000,3.470000,2.320000,5.620000,149.960000,33.280000,46.010000,55.340000,0.000000,2.380000,5.610000,0.000000,70.620000,5.400000,126.120000,7.18,26.48,7.57,4.46,13.13,16.6,22.69,11.41,7.56,26.48,26.26,42.07,26.49,10.39,16.6,8.41

31,07:30-07:45,0.000000,3.380000,3.470000,3.380000,5.620000,149.960000,33.280000,55.390000,55.340000,0.000000,3.460000,5.610000,0.000000,70.620000,5.400000,126.120000,7.13,26.48,7.58,4.37,16.62,16.72,22.74,17.06,7.57,26.48,33.25,56.89,26.49,13.33,16.72,11.38

32,07:45:08:00,0.000000,4.420000,3.470000,4.420000,5.620000,149.960000,33.280000,63.720000,55.340000,0.000000,4.520000,5.610000,0.000000,70.620000,5.400000,126.120000,7.18,26.48,7.47,4.28,20.24,16.83,22.42,23.48,7.49,26.48,40.48,73.19,26.49,16.4,16.83,14.64

33,08:00-08:15,0.000000,5.410000,3.470000,5.410000,5.620000,149.960000,33.280000,71.310000,55.340000,0.000000,5.540000,5.610000,0.000000,70.620000,5.250000,126.120000,7.2,32.33,7.46,4.21,23.62,17.05,22.38,30.6,7.45,32.33,47.24,90.08,32.34,23.72,17.05,18.02

34,08:15-08:30,0.000000,6.410000,3.470000,6.410000,5.620000,149.960000,33.280000,79.560000,55.340000,0.000000,6.570000,5.610000,0.000000,70.620000,5.250000,126.120000,7.16,32.33,7.44,4.12,26.56,17.64,22.32,38.37,7.43,32.33,53.12,107.17,32.34,27.64,17.64,21.43

35,08:30-08:45,0.000000,7.270000,3.470000,7.270000,5.620000,149.960000,33.280000,88.580000,55.340000,0.000000,7.460000,5.610000,0.000000,70.620000,5.250000,126.120000,7.22,32.33,7.46,4.19,30.33,19,22.38,44.05,7.45,32.33,60.67,124.03,32.34,31.1,19,24.8

36,08:45:09:00,0.000000,8.310000,3.470000,8.310000,5.620000,149.960000,33.280000,97.600000,55.340000,0.000000,8.520000,5.610000,0.000000,70.620000,5.250000,126.120000,7.13,32.33,7.52,4.32,34,20.16,22.56,50.86,7.51,32.33,68,140.31,32.34,33.92,20.16,28.06

37,09:00:09:15,0.000000,9.200000,3.470000,9.200000,5.470000,149.960000,33.280000,105.970000,55.340000,0.000000,9.420000,5.780000,0.000000,70.620000,5.250000,126.120000,7.24,32.33,7.49,4.4,36,21.58,22.47,56.36,7.49,32.33,72,155.7,32.34,36.38,21.58,31.14

38,09:15-09:30,0.000000,9.830000,3.470000,9.830000,5.470000,149.960000,33.280000,113.080000,55.340000,0.000000,10.070000,5.780000,0.000000,70.620000,5.250000,126.120000,7.17,32.33,7.49,4.68,38.33,23.18,22.46,68.42,7.48,32.33,76.67,191.12,32.34,38.39,23.18,38.22

39,09:30-09:45,0.000000,10.530000,3.470000,10.530000,6.540000,149.960000,33.280000,119.240000,55.340000,0.000000,10.790000,5.780000,0.000000,70.620000,5.250000,126.120000,7.27,32.33,8.49,6.7,40.33,24.93,25.46,74.12,8.48,32.33,80.67,206.55,32.34,43.15,24.93,41.31

40,09:45-10:00,0.000000,11.250000,3.470000,11.250000,6.540000,193.500000,33.280000,125.090000,55.340000,0.000000,11.520000,5.780000,0.000000,70.620000,5.250000,126.120000,7.17,32.33,10.18,7.04,41,26.75,30.52,79.09,10.17,32.33,82,224.13,32.34,45.59,26.75,44.83

41,10:00-10:15,0.000000,11.870000,3.470000,11.870000,6.540000,232.200000,33.280000,129.660000,55.340000,0.000000,12.170000,5.690000,0.000000,70.620000,5.770000,126.120000,7.19,32.33,11.19,7.3,45.33,28.73,33.56,83.88,11.18,32.33,90.67,225.47,32.34,47.72,28.73,45.09

42,10:15-10:30,0.000000,12.420000,3.470000,12.420000,6.540000,272.110000,33.280000,132.490000,55.340000,0.000000,12.730000,5.690000,0.000000,70.620000,5.770000,126.120000,7.21,32.33,12.6,8.19,45,30.6,37.8,88.37,12.6,32.33,90,229.38,32.34,49.04,30.6,45.87

43,10:30-10:45,0.000000,12.870000,3.470000,12.870000,6.540000,272.110000,33.280000,135.590000,55.340000,0.000000,13.200000,5.690000,0.000000,70.620000,5.770000,126.120000,7.16,32.33,15.81,9.06,45.66,32.41,47.44,91.43,15.82,32.33,91.34,229.38,32.34,49.57,32.41,45.87

44,10:45-11:00,0.000000,13.280000,3.470000,13.280000,6.540000,272.110000,33.280000,138.450000,55.340000,0.000000,13.610000,5.690000,0.000000,70.620000,5.770000,126.120000,7.18,32.33,17.49,10.07,45.66,34.45,52.46,88.28,17.47,32.33,91.34,229.38,32.34,49.85,34.45,45.87

45,11:00-11:15,0.000000,13.620000,3.470000,13.620000,6.540000,272.110000,33.280000,140.570000,55.340000,0.000000,13.970000,6.070000,0.000000,70.620000,5.580000,126.120000,7.2,32.33,20.81,13.55,45.66,48.99,62.43,89.3,20.81,32.33,91.34,233.8,32.34,50,48.99,46.76

46,11:15-11:30,0.000000,13.900000,3.470000,13.900000,6.540000,272.110000,33.280000,141.580000,55.340000,0.000000,14.250000,6.070000,0.000000,70.620000,5.580000,160.300000,7.27,32.33,21.62,13.98,45.66,50.54,64.85,89.83,21.61,32.33,91.34,233.8,32.34,50,50.54,46.76

47,11:30-11:45,0.000000,15.930000,3.470000,15.930000,6.540000,272.110000,33.280000,142.440000,55.340000,0.000000,16.330000,6.070000,0.000000,70.620000,5.580000,160.300000,7.21,32.33,22.63,14.56,46,53.09,67.89,89.9,22.64,32.33,92,233.8,32.34,50,53.09,46.76

48,11:45-12:00,0.000000,16.270000,3.470000,16.270000,6.540000,272.110000,33.280000,143.110000,55.340000,0.000000,16.670000,6.070000,0.000000,70.620000,5.580000,160.300000,7.12,32.33,23.9,15.27,46.33,55.54,71.71,89.88,23.91,32.33,92.67,233.8,32.34,50,55.54,46.76

49,12:00-12:15,0.000000,16.290000,3.470000,16.290000,6.700000,272.110000,33.280000,142.100000,55.340000,0.000000,16.700000,6.070000,0.000000,70.620000,5.400000,160.300000,7.12,32.33,23.54,15.11,46.33,52.91,70.61,89.87,23.52,32.33,92.67,233.8,32.34,50,52.91,46.76

50,12:15-12:30,0.000000,16.330000,3.470000,16.330000,6.700000,272.110000,33.280000,137.760000,55.340000,0.000000,16.730000,6.070000,0.000000,70.620000,5.400000,160.300000,7.25,32.33,24.2,15.47,46,66.78,72.59,89.9,24.19,32.33,92,233.8,32.34,49.51,66.78,46.76

51,12:30-12:45,0.000000,16.300000,3.470000,16.300000,6.700000,272.110000,33.280000,137.360000,55.340000,0.000000,16.700000,6.070000,0.000000,70.620000,5.400000,160.300000,7.05,32.33,25.1,21.45,45.33,67.55,75.31,89.87,25.1,32.33,90.67,233.8,32.34,50,67.55,46.76

52,12:45-13:00,0.000000,16.340000,3.470000,16.340000,6.700000,272.110000,33.280000,137.870000,55.340000,0.000000,16.760000,6.070000,0.000000,70.620000,5.400000,160.300000,7.14,32.33,26.18,21.66,45,68.12,78.54,89.84,26.18,32.33,90,233.8,32.34,50,68.12,46.76

53,13:00-13:15,0.000000,16.270000,3.470000,16.270000,7.160000,222.520000,32.310000,137.760000,55.340000,0.000000,16.680000,6.620000,0.000000,70.620000,6.230000,160.300000,7.2,32.33,27.22,21.74,45,68.7,81.67,89.75,27.22,32.33,90,233.8,32.34,50,68.7,46.76

54,13:15-13:30,0.000000,16.160000,3.470000,16.160000,7.160000,222.520000,32.310000,138.300000,55.340000,0.000000,16.570000,6.620000,0.000000,70.620000,6.230000,160.300000,7.31,32.33,28.52,21.93,45,69.12,85.57,89.7,28.54,32.33,90,233.8,32.34,50,69.12,46.76

55,13:30-13:45,0.000000,15.980000,3.470000,15.980000,7.160000,272.110000,32.310000,135.290000,55.340000,0.000000,16.370000,6.620000,0.000000,70.620000,6.230000,160.300000,7.38,32.33,29.46,22.09,45.33,69.33,88.37,89.74,29.45,32.33,90.67,233.8,32.34,48.99,69.33,46.76

56,13:45-14:00,0.000000,15.570000,3.470000,15.570000,7.160000,272.110000,32.310000,129.820000,55.340000,0.000000,15.960000,6.620000,0.000000,70.620000,6.230000,160.300000,7.4,32.33,34.15,22.94,45.66,74.55,102.46,89.52,34.17,32.33,91.34,233.8,32.34,47.49,74.55,46.76

57,14:00-14:15,0.000000,15.320000,3.470000,15.320000,7.610000,272.110000,32.310000,123.950000,55.340000,0.000000,15.710000,6.850000,0.000000,70.620000,6.330000,160.300000,7.65,32.33,34.27,23.05,45.66,74.19,102.81,88.62,34.27,32.33,91.34,233.8,32.34,45.86,74.19,46.76

58,14:15-14:30,0.000000,15.040000,3.470000,15.040000,7.610000,272.110000,32.310000,118.150000,55.340000,0.000000,15.410000,6.850000,0.000000,70.620000,6.330000,160.300000,9,32.33,34.41,23.09,47,74.04,103.24,88.08,34.41,32.33,94,233.8,32.34,44.03,74.04,46.76

59,14:30-14:45,0.000000,14.340000,3.470000,14.340000,7.610000,272.110000,32.310000,111.850000,55.340000,0.000000,14.710000,6.850000,0.000000,70.620000,6.330000,160.300000,10.22,32.33,34.56,23.28,46.66,74.08,103.69,87.01,34.58,32.33,93.34,233.8,32.34,41.37,74.08,46.76

60,14:45-15:00,0.000000,13.830000,3.470000,13.830000,7.610000,272.110000,32.310000,105.120000,55.340000,0.000000,14.180000,6.850000,0.000000,70.620000,6.330000,160.300000,12.21,32.33,35.04,23.97,44.33,74.14,105.11,85.25,35.02,32.33,88.67,225.21,32.34,38.62,74.14,45.04

61,15:00-15:15,0.000000,13.230000,3.470000,13.230000,7.610000,272.110000,32.310000,99.480000,55.340000,0.000000,13.550000,6.850000,0.000000,70.620000,6.510000,201.600000,13.24,32.33,35.14,23.95,42.33,74.02,105.41,81.21,35.12,32.33,84.67,219.43,32.34,35.76,74.02,43.89

62,15:15-15:30,0.000000,12.440000,3.470000,12.440000,7.610000,272.110000,32.310000,92.660000,55.340000,0.000000,12.750000,6.850000,0.000000,70.620000,6.510000,201.600000,20.44,32.33,35.22,22.27,39.66,74.01,105.66,76.55,35.22,32.33,79.34,209.14,32.34,33,74.01,41.83

63,15:30-15:45,0.000000,11.800000,3.470000,11.800000,7.610000,272.110000,51.350000,85.190000,55.340000,0.000000,12.100000,10.120000,0.000000,70.620000,6.510000,201.600000,21.21,32.33,35.51,22.27,37.33,74.33,106.52,72.23,35.5,32.33,74.67,195.87,32.34,37.4,74.33,39.17

64,15:45-16:00,0.000000,10.960000,3.470000,10.960000,7.610000,272.110000,51.350000,77.280000,55.340000,0.000000,11.230000,10.120000,0.000000,70.620000,6.510000,201.600000,21.87,32.33,35.92,22.57,34.66,74.02,107.75,66.63,35.9,32.33,69.34,180.27,32.34,34.69,74.02,36.05

65,16:00-16:15,0.000000,9.910000,3.470000,9.910000,7.850000,272.110000,50.960000,69.060000,53.210000,0.000000,10.150000,10.120000,0.000000,70.620000,6.740000,161.270000,22.53,32.33,35.98,22.25,32.33,74.1,107.94,60.99,35.99,32.33,64.67,181.09,32.34,31.45,74.1,36.22

66,16:15-16:30,0.000000,9.190000,3.470000,9.190000,7.850000,272.110000,50.960000,60.080000,53.210000,0.000000,9.420000,10.120000,0.000000,70.620000,6.740000,161.270000,22.66,32.33,35.89,22.27,28.33,74.16,107.67,55.33,35.89,32.33,56.67,166.03,32.34,28.12,74.16,33.21

67,16:30-16:45,0.000000,7.990000,3.470000,7.990000,10.010000,272.110000,31.930000,49.940000,53.210000,0.000000,8.200000,10.120000,0.000000,70.620000,8.840000,161.270000,22.47,32.33,35.96,22.61,24.33,74.19,107.89,49.09,35.97,32.33,48.67,152.96,32.34,24.85,74.19,30.59

68,16:45-17:00,0.000000,6.890000,3.470000,6.890000,10.010000,272.110000,31.930000,39.870000,53.210000,0.000000,7.060000,10.120000,0.000000,70.620000,8.840000,161.270000,22.07,32.33,35.87,22.25,20.33,74.2,107.61,42.37,35.86,32.33,40.67,137.48,32.34,21.57,74.2,27.5

69,17:00-17:15,0.000000,5.800000,3.470000,5.800000,10.010000,272.110000,31.930000,31.110000,53.210000,0.000000,5.950000,10.120000,0.000000,70.620000,8.840000,161.270000,22.52,33,35.94,22.27,16.33,74.05,107.81,35.34,35.92,24.64,32.67,120.94,33,20.15,74.05,24.19

70,17:15-17:30,0.000000,4.690000,3.470000,4.690000,10.010000,272.110000,31.930000,23.870000,53.210000,0.000000,4.810000,10.120000,0.000000,70.620000,8.840000,119.970000,22.06,33,35.99,22.62,12.33,74.22,107.96,28.62,35.97,13.97,24.67,102.36,33,16.87,74.22,20.47

71,17:30-17:45,0.000000,3.640000,3.470000,3.640000,10.010000,272.110000,31.930000,17.840000,53.210000,0.000000,3.720000,10.120000,0.000000,70.620000,8.840000,119.970000,21.28,33,35.85,22.25,9.67,74.31,107.54,21.81,35.85,8.14,19.33,86.13,21.31,13.51,74.31,17.22

72,17:45-18:00,0.000000,2.670000,3.470000,2.670000,10.010000,272.110000,31.930000,12.620000,53.210000,0.000000,2.740000,10.120000,0.000000,70.620000,8.840000,119.970000,21,24.66,35.85,22.25,7.33,74.05,107.56,15.35,35.85,2.51,14.67,69.82,12.2,10.28,74.05,13.96

73,18:00-18:15,0.000000,1.800000,3.470000,1.800000,10.010000,272.110000,44.420000,8.230000,101.350000,0.000000,1.850000,10.120000,0.000000,70.620000,8.840000,196.760000,20.29,0,35.29,21.44,4.67,74.06,105.88,9.85,35.3,0,9.33,55.69,0,7.46,74.06,11.14

74,18:15-18:30,0.000000,1.260000,3.470000,1.260000,10.010000,272.110000,44.420000,4.790000,101.350000,0.000000,1.300000,10.120000,0.000000,70.620000,8.840000,196.760000,20.15,0,33.69,21.18,3.67,74.05,101.08,5.69,33.71,0,7.33,41.52,0,5.2,74.05,8.3

75,18:30-18:45,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,63.450000,2.530000,101.350000,0.000000,0.000000,10.120000,0.000000,94.910000,8.840000,196.760000,16.05,0,33.75,23.87,2.67,73.72,101.26,2.83,33.77,0,5.33,27.77,0,2.77,73.72,5.55

76,18:45-19:00,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,63.450000,1.040000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.840000,196.760000,16.46,0,33.3,23.45,1.33,73.17,99.91,0.87,33.31,0,2.67,14.7,0,1.2,73.17,2.94

77,19:00-19:15,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,63.450000,0.090000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.650000,261.810000,16.75,0,31.88,23.21,0.67,72.41,95.64,0.03,31.88,0,1.33,8.05,0,0.15,72.41,1.61

78,19:15-19:30,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.650000,261.810000,16.88,0,31.39,22.77,0.14,71.78,94.17,0,31.39,0,0.28,2.89,0,0,71.78,0.58

79,19:30-19:45,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.650000,261.810000,22.05,0,30.14,22.01,0,71.11,90.4,0,30.13,0,0,0.73,0,0,71.11,0.14

80,19:45-20:00,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,63.450000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.650000,261.810000,21.72,0,29.21,21.11,0,75.21,87.63,0,29.21,0,0,0,0,0,75.21,0

81,20:00-20:15,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.650000,261.810000,21.26,0,29.44,20.22,0,73.46,88.32,0,29.43,0,0,0,0,0,73.46,0

82,20:15-20:30,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,8.650000,261.810000,8.94,0,28.77,19.11,0,71.09,86.32,0,28.77,0,0,0,0,0,71.09,0

83,20:30-20:45,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.770000,261.810000,8.38,0,28.44,17.88,0,68.35,85.31,0,28.44,0,0,0,0,0,68.35,0

84,20:45-21:00,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.770000,261.810000,7.74,0,28.18,13.36,0,65.81,84.54,0,28.19,0,0,0,0,0,65.81,0

85,21:00-21:15,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.770000,261.810000,7.22,0,27.4,12.84,0,63.28,82.21,0,27.42,0,0,0,0,0,63.28,0

86,21:15-21:30,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.770000,261.810000,7.11,0,26.29,12.15,0,57.99,78.88,0,26.29,0,0,0,0,0,57.99,0

87,21:30-21:45,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.770000,261.810000,7.09,0,23.93,11.85,0,55.28,71.79,0,23.92,0,0,0,0,0,55.28,0

88,21:45-22:00,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.770000,261.810000,7.06,0,23.4,11.4,0,52.51,70.19,0,23.39,0,0,0,0,0,52.51,0

89,22:00-22:15,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.580000,261.810000,7.03,0,22.12,11.19,0,53.19,66.36,0,22.12,0,0,0,0,0,53.19,0

90,22:15-22:30,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.580000,261.810000,7.12,0,22.25,10.73,0,53.6,66.74,0,22.24,0,0,0,0,0,53.6,0

91,22:30-22:45,0.000000,0.000000,3.470000,0.000000,10.010000,272.110000,87.270000,0.000000,101.350000,0.000000,0.000000,10.120000,0.000000,116.170000,9.580000,261.810000,7.17,0,19.6,10.4,0,54.28,58.81,0,19.6,0,0,0,0,0,54.28,0

