Block,Time,UNCHAHAR2,ANTA_LF,ANTA_GF,DADRI_LF,AURY_GF,KOLDAM,UNCHAHAR4,RAPPB,DADRI_CRF,PARBATI3,URI2,CHAMERA3,SEWA2,BSIUL,SINGRAULI,AURY_RF,TANAKPUR,RAPPC,TEHRI,URI,RAMPUR,SALAL,SASAN,BRBCL,KHSTPP-II,FSTPP I & II,TALA,KHSTPP-I,AURY_CRF,RIHAND2,ANTA_CRF,DADRT2,TANDA2,DADRI_RF,RIHAND1,NJPC,DULHASTI,DHAULIGNGA,UNCHAHAR3,ANTA_RF,DADRI_GF,AURY_LF,CHAMERA2,CHAMERA1,SINGRAULI_HYDRO,RIHAND3,KOTESHWR,NAPP,JHAJJAR,KISHANGANGA,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,42.125722,0.000000,0.000000,0.000000,0.000000,9.850160,2.980614,0.000000,0.000000,4.120860,26.203454,33.598227,0.000000,6.289964,126.522238,0.000000,11.120873,65.584005,62.103359,34.077389,6.506724,80.702294,327.722850,12.626614,142.569423,13.793780,9.245112,31.031278,0.000000,119.880488,0.000000,663.949563,5.168424,0.000000,93.620163,173.591783,57.080594,41.994958,26.660560,0.000000,0.000000,0.000000,46.782935,40.656038,1.107212,125.861008,37.808120,47.373781,404.977568,8.045392,20.561243,0,0,0,0,0

7,01:30-01:45,42.125722,0.000000,0.000000,0.000000,0.000000,9.850160,2.980614,0.000000,0.000000,4.120860,26.203454,33.598227,0.000000,6.289964,126.522238,0.000000,12.480091,65.584005,62.103359,34.077389,6.506724,80.702294,327.722850,12.375818,142.569423,13.793780,9.500345,31.031278,0.000000,119.880488,0.000000,594.528895,5.168424,0.000000,93.620163,173.591783,57.080594,41.994958,26.660560,0.000000,0.000000,0.000000,46.782935,40.656038,1.107212,125.861008,37.808120,47.373781,392.419730,8.045392,20.561243,0,0,0,0,0

8,01:45-02:00,42.125722,0.000000,0.000000,0.000000,0.000000,9.850160,2.980614,0.000000,0.000000,4.120860,26.203454,33.598227,0.000000,6.289964,126.522238,0.000000,12.480091,65.584005,62.103359,34.077389,6.506724,80.702294,327.722850,12.067146,142.569423,13.793780,9.500345,31.031278,0.000000,119.880488,0.000000,536.652895,5.168424,0.000000,93.620163,173.591783,57.080594,41.994958,26.660560,0.000000,0.000000,0.000000,46.782935,40.656038,1.107212,125.861008,37.808120,47.373781,392.419730,8.045392,20.561243,0,0,0,0,0

9,02:00-02:15,42.125722,0.000000,0.000000,0.000000,0.000000,9.850160,2.980614,0.000000,0.000000,4.120860,26.203454,33.598227,0.000000,6.289964,126.522238,0.000000,12.480091,65.584005,62.103359,38.337062,6.506724,80.702294,327.722850,14.468989,142.569423,13.793780,9.528705,31.031278,0.000000,119.880488,0.000000,478.776895,5.168424,0.000000,93.620163,173.591783,57.080594,41.994958,26.660560,0.000000,0.000000,0.000000,46.782935,40.656038,1.107212,125.861008,37.808120,47.373781,392.419730,8.045392,20.561243,0,0,0,0,0

10,02:15-02:30,42.125722,0.000000,0.000000,0.000000,0.000000,9.850160,2.980614,0.000000,0.000000,4.120860,26.203454,33.598227,0.000000,6.289964,126.522238,0.000000,11.120873,65.584005,62.103359,38.337062,6.506724,80.702294,327.722850,14.469000,142.569423,13.793780,9.528705,31.031278,0.000000,119.880488,0.000000,442.122095,5.168424,0.000000,93.620163,173.591783,57.080594,41.994958,26.660560,0.000000,0.000000,0.000000,46.782935,40.656038,1.107212,125.861008,37.808120,47.373781,392.419730,8.045392,20.561243,0,0,0,0,0

