Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/22052037/LT-59,NR/01072024/31072024/R2,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/18072024/18072024/IEX_240717_01569,NR/30092023/26122029/SH-06,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12
23,05:30-05:45,271.550000,100.050000,12.840000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,6.950000,24.010000,3.700000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,53.450000,0.000000,0.000000,15.540000,31.280000,8.020000,0.000000,7.34,40.02,0,0,0,0,0,0,7.5,0,0,0,0,0,0,7.5,15,15,0,22.5,0

24,05:45-06:00,271.550000,100.050000,12.840000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,6.950000,24.010000,3.700000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,53.450000,0.000000,0.000000,15.540000,31.280000,8.020000,0.000000,7.34,39.02,0,0,0,0,0.29,0,7.5,0,0,0,0,0,0.2,7.5,15,15,1.043678,22.5,1.47

25,06:00-06:15,271.550000,100.050000,12.650000,15.080000,0.000000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,6.800000,24.010000,3.700000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,53.450000,0.000000,0.000000,15.540000,31.280000,8.020000,0.000000,7.34,38.02,0,0,1,0,1.21,10.22,7.5,0.82,1,0,1,6.25,1,7.5,15,15,2.672596,22.5,6.04

26,06:15-06:30,271.550000,100.050000,12.650000,15.080000,0.190000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,6.800000,24.010000,3.700000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,53.450000,0.190000,0.190000,15.540000,31.280000,8.020000,0.000000,7.34,38.02,1,1,4,0,2.12,16.06,7.5,2.92,2,0,1,9.09,2,7.5,15,15,6.018218,22.5,10.62

27,06:30-06:45,271.550000,100.050000,12.650000,15.080000,0.570000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,6.800000,24.010000,3.700000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,53.450000,0.570000,0.590000,15.540000,31.280000,8.020000,0.000000,7.34,38.02,5,3,7,0,3.04,26.37,7.5,4.94,5,0,3,13.1,5,7.5,15,15,10.475796,22.5,15.19

28,06:45-07:00,271.550000,100.050000,12.650000,15.080000,0.910000,0.000000,96.040000,96.040000,0.000000,260.750000,65.870000,48.020000,6.800000,24.010000,3.700000,12.370000,0.000000,30.730000,96.040000,30.730000,0.000000,53.450000,0.910000,0.930000,15.540000,31.280000,8.020000,0.000000,7.34,39.02,12,4,14,0,3.95,33,7.5,7.94,8,0,6,22.03,6,7.5,15,15,15.967298,22.5,19.77

29,07:00-07:15,271.550000,100.050000,14.690000,15.080000,1.320000,0.000000,96.040000,96.040000,0.000000,229.400000,65.870000,48.020000,6.800000,24.010000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,53.450000,1.320000,1.360000,15.540000,31.280000,7.870000,0.000000,7.34,40.02,20,5,21,0,6.28,33,7.5,11,11,0,9,33,7,7.5,15,15,22.28789,22.5,31.39

30,07:15-07:30,271.550000,100.050000,14.690000,15.080000,1.810000,0.000000,96.040000,96.040000,0.000000,200.590000,65.870000,48.020000,6.800000,24.010000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,53.450000,1.810000,1.860000,11.760000,31.280000,7.870000,0.000000,7.34,41.02,30,8,28,0,8.6,33,7.5,14,16,0,12,33,10.5,7.5,15,15,29.105936,22.5,43.01

31,07:30-07:45,271.550000,100.050000,14.690000,15.080000,2.380000,0.000000,96.040000,96.040000,0.000000,144.940000,70.010000,48.020000,6.800000,24.010000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,53.450000,2.380000,2.440000,3.840000,31.280000,7.870000,0.000000,7.34,42.02,32.67,10,39,0,10.93,32.66,7.5,18,20,0,16,32.67,14.5,7.5,15,15,36.050784,22.5,54.63

32,07:45:08:00,271.550000,100.050000,14.690000,15.080000,3.270000,0.000000,96.040000,96.040000,0.000000,144.940000,70.010000,48.020000,6.800000,24.010000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,53.450000,3.270000,3.350000,3.840000,31.280000,7.870000,0.000000,7.34,42.02,33,13,49,0,13.25,33,7.5,21,27,0,21,33,17.5,7.5,15,15,42.927354,22.5,66.25

33,08:00-08:15,230.500000,100.050000,14.690000,15.080000,4.190000,0.000000,0.000000,0.000000,0.000000,144.940000,70.010000,0.000000,6.490000,0.000000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,4.190000,4.300000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,13,56,0,16.31,33,7.5,24,27,0,24,33,20,7.5,15,15,49.959988,22.5,81.58

34,08:15-08:30,192.080000,100.050000,14.690000,15.080000,5.110000,0.000000,0.000000,0.000000,0.000000,144.940000,70.010000,0.000000,6.490000,0.000000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,5.110000,5.240000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,16,70,0,19.11,33,7.5,30,34,0,30,33,23,7.5,15,15,57.187702,22.5,95.58

35,08:30-08:45,149.350000,100.050000,14.690000,15.080000,6.050000,0.000000,0.000000,0.000000,0.000000,144.940000,70.010000,0.000000,6.490000,0.000000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,6.050000,6.210000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,19,84,0,22.08,33,7.5,37,41,0,36,33,25.5,7.5,15,15,57.15844,22.5,110.42

36,08:45:09:00,149.350000,100.050000,14.690000,15.080000,6.940000,0.000000,0.000000,0.000000,0.000000,144.940000,70.010000,0.000000,6.490000,0.000000,3.510000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,6.940000,7.110000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,23,98,0,25.3,33,7.5,43,47,0,42,33,28,7.5,15,15,55.79288,22.5,126.53

37,09:00:09:15,192.080000,100.050000,14.690000,15.080000,7.750000,0.000000,0.000000,0.000000,0.000000,144.940000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,7.750000,7.940000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,26,112,0,28.29,33,7.5,50,54,0,48,33,30,7.5,15,15,49.686876,22.5,141.44

38,09:15-09:30,230.500000,100.050000,14.690000,15.080000,8.500000,0.000000,0.000000,0.000000,0.000000,144.940000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,8.500000,8.710000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,29,123,0,31.1,33,7.5,56,60,0,52,33,32,7.5,15,15,45.834046,22.5,155.53

39,09:30-09:45,271.550000,100.050000,14.690000,15.080000,9.200000,0.000000,0.000000,0.000000,0.000000,173.760000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,9.200000,9.430000,3.840000,31.280000,7.640000,0.000000,7.34,42.02,33,31,133,0,33.85,33,7.5,60,66,0,57,33,38.5,7.5,15,15,56.504922,22.5,169.23

40,09:45-10:00,271.550000,100.050000,14.690000,15.080000,11.600000,0.000000,0.000000,0.000000,0.000000,200.590000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,11.600000,11.900000,3.840000,31.290000,7.640000,0.000000,7.34,42.02,33,34,144,0,36.44,33,7.5,65,70,0,61,33,39.5,7.5,15,15,67.722022,22.5,182.23

41,10:00-10:15,271.550000,52.820000,14.690000,15.080000,12.900000,0.000000,0.000000,0.000000,0.000000,152.570000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,12.900000,13.230000,3.840000,31.290000,7.260000,0.000000,7.34,42.02,33,36,151,0,38.95,33,7.5,70,75,0,64,33,39.5,7.5,15,15,78.685518,22.5,194.76

42,10:15-10:30,271.550000,52.820000,14.690000,15.080000,13.650000,0.000000,0.000000,0.000000,0.000000,139.260000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,13.650000,13.990000,3.840000,31.290000,7.260000,0.000000,7.34,42.02,33,37,158,0,41.06,33,7.5,74,78,0,67,33,41.5,7.5,15,15,88.624844,22.5,205.33

43,10:30-10:45,271.550000,52.820000,14.690000,15.080000,14.450000,0.000000,0.000000,0.000000,0.000000,139.260000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,14.450000,14.810000,3.840000,31.290000,7.260000,0.000000,6.66,42.02,33,39,165,0,43.2,33,7.5,79,81,0,70,33,41.5,7.5,13.33,13.33,73.69147,22.5,216.03

44,10:45-11:00,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,139.260000,70.010000,0.000000,6.490000,0.000000,3.320000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,14.950000,15.320000,3.840000,31.290000,7.260000,0.000000,6.66,42.02,33,40,172,0,45.06,33,7.5,82,85,0,73,33,43,7.5,13.33,13.33,67.3026,22.5,225.28

45,11:00-11:15,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,166.100000,70.010000,0.000000,6.490000,0.000000,3.140000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,14.950000,15.320000,3.840000,31.290000,7.260000,0.000000,6.66,42.02,33,42,175,0,45.83,33,7,82,88,0,75,33,42.5,7,13.33,13.33,60.318736,21,229.17

46,11:15-11:30,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,166.100000,70.010000,0.000000,6.490000,0.000000,3.140000,12.370000,0.000000,13.400000,96.040000,30.730000,0.000000,0.000000,14.950000,15.320000,3.840000,31.290000,7.260000,0.000000,6.66,42.02,33,43,179,0,45.83,33,7,83,89,0,76,33,43,7,13.33,13.33,52.749632,21,229.17

47,11:30-11:45,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,166.100000,70.010000,0.000000,6.490000,0.000000,3.140000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,3.840000,31.290000,7.260000,0.000000,6.66,42.02,33,43,182,0,45.83,33,7,86,90,0,78,33,45,7,13.33,13.33,64.23009,21,229.17

48,11:45-12:00,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,166.100000,70.010000,0.000000,6.490000,0.000000,3.140000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,3.840000,31.290000,7.260000,0.000000,6.66,42.02,33,43,186,0,45.83,33,7,87,90,0,79,33,45,7,13.33,13.33,76.266526,21,229.17

49,12:00-12:15,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,166.100000,70.010000,0.000000,6.800000,0.000000,3.140000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,7.630000,31.290000,7.260000,0.000000,6.66,42.02,33,43,186,0,45.83,33,7,86,90,0,79,33,45.5,7,13.33,13.33,77.280942,21,229.17

50,12:15-12:30,271.550000,52.820000,14.690000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,166.100000,70.010000,0.000000,6.800000,0.000000,3.140000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,7.630000,31.290000,7.260000,0.000000,6.66,42.02,33,43,186,0,45.83,33,7,86,90,0,79,33,45.5,7,13.33,13.33,86.12782,21,229.17

51,12:30-12:45,271.550000,67.230000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,214.120000,70.010000,0.000000,6.800000,0.000000,3.140000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,7.630000,31.290000,7.260000,0.000000,6.66,42.02,33,43,186,0,45.83,33,7,85,90,0,79,33,43.5,7,13.33,13.33,85.903478,21,229.17

52,12:45-13:00,271.550000,65.310000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,260.750000,70.010000,0.000000,6.800000,0.000000,3.140000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,7.630000,31.290000,7.260000,0.000000,6.66,42.02,33,43,182,0,45.83,33,7,85,90,0,78,33,44,7,13.33,13.33,85.269468,21,229.17

53,13:00-13:15,271.550000,60.510000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,260.750000,70.010000,0.000000,6.950000,0.000000,3.240000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,7.630000,31.290000,7.640000,0.000000,6.66,42.02,33,43,186,0,45.83,33,7,86,90,0,79,33,44,7,13.33,13.33,83.845384,21,229.17

54,13:15-13:30,271.550000,65.310000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,260.750000,70.010000,0.000000,6.950000,0.000000,3.240000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,7.630000,31.290000,7.640000,0.000000,6.66,42.02,33,43,186,0,45.83,33,7,86,90,0,79,33,44,7,13.33,13.33,81.572702,21,229.17

55,13:30-13:45,271.550000,72.030000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,6.950000,0.000000,3.240000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,15.540000,31.290000,7.640000,0.000000,6.66,42.02,33,43,179,0,45.83,33,7,86,89,0,76,33,43.5,7,13.33,13.33,76.529884,21,229.17

56,13:45-14:00,271.550000,100.050000,10.810000,15.080000,14.950000,0.000000,0.000000,0.000000,0.000000,260.750000,65.870000,0.000000,6.950000,0.000000,3.240000,12.370000,0.000000,22.060000,96.040000,22.060000,0.000000,0.000000,14.950000,15.320000,15.540000,31.290000,7.640000,0.000000,6.66,42.02,33,42,179,0,45.83,33,7,86,88,0,76,33,43.5,7,13.33,13.33,75.49596,21,229.17

