Block,Time,BRBCL,DADRT2,FSTPP I & II,KGSU1AND2,KHSTPP-II,KOTESHWR,MAPS,NLCTS2EXP,RSTPSU1TO6,SALAL,SASAN,SEWA2,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,URI2,AURY_LF,DADRI_GF,CHAMERA1,NLCEXP,NLCIIST2,NNTPP,PARBATI2,RAMPUR,TelanganaSTPP,URI,CHAMERA2,DHAULIGNGA,KKNP,NAPP,RAPPB,SIMHST1,TALA,TEHRI,DULHASTI,KHSTPP-I,NTPL,PARBATI3,SIMHST2,TANAKPUR,UNCHAHAR1,VALLURNTECL,ANTA_GF,KGSU3AND4,KUDGI,RIHAND1,ANTA_CRF,KISHANGANGA,KOLDAM,NJPC,NLCIIST1,RAPPC,RAPPD,RIHAND2,RSTPSU7,SINGRAULI,TANDA2,TEHRIPSP,UNCHAHAR3,ANTA_LF,ANTA_RF,DADRI_CRF,DADRI_RF,BSIUL,CHAMERA3,DADRI_LF,JHAJJAR,KKNPPU2,RIHAND3,UNCHAHAR4,AURY_CRF,AURY_GF,AURY_RF
55,13:30-13:45,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,30.95,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.3,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

56,13:45-14:00,24.99,690.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,30.95,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,49.3,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

57,14:00-14:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.75,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

58,14:15-14:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.75,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

59,14:30-14:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.14,0,57.86,45.53,0,0,0,3.85,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

60,14:45-15:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,37.53,48.9,43.85,0,25.03,0,0,25.14,0,57.86,45.53,0,0,0,3.85,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

61,15:00-15:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,0,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,25.14,0,57.86,45.53,0,0,0,3.85,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

62,15:15-15:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,13.99,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,25.14,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

63,15:30-15:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,28.05,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,23.34,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

64,15:45-16:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,28.96,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,23.34,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,48.64,0,79.43,6.52,35.09,0,670.85,0,132.37,3.98,0,0,82.27

65,16:00-16:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,27.35,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,23.34,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.99,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

66,16:15-16:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,27.35,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,23.34,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.99,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

67,16:30-16:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,27.35,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,23.34,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

68,16:45-17:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,0,1.16,0,45.62,27.35,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,23.23,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

69,17:00-17:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,6.31,1.16,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,22.76,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

70,17:15-17:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,12.62,1.16,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,21.26,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

71,17:30-17:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,33.12,48.9,43.85,0,25.03,0,0,18.11,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

72,17:45-18:00,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,33.12,48.9,43.85,0,25.03,0,0,17.88,0,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,0,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

73,18:00-18:15,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,36.43,48.9,43.85,0,25.03,0,0,16.25,12.07,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

74,18:15-18:30,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,36.43,48.9,43.85,0,25.03,0,0,16.02,24.13,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,96.55,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

75,18:30-18:45,24.99,590.85,20.8,0,148.3,10.44,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,15.67,36.19,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

76,18:45-19:00,24.99,590.85,20.8,0,148.3,20.88,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,15.67,48.25,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.32,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

77,19:00-19:15,24.99,590.85,20.8,0,148.3,31.32,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.04,0,52.36,48.9,43.85,0,25.03,0,0,15.52,48.25,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.6,0,79.43,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

78,19:15-19:30,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.22,0,52.36,51.47,46.04,0,25.03,0,0,15.64,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.6,0,79.43,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

79,19:30-19:45,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.22,0,52.36,51.47,46.04,0,25.03,0,0,15.64,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.99,0,79.43,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

80,19:45-20:00,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.22,0,52.36,51.47,46.04,0,25.03,0,0,15.88,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.99,0,79.43,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

81,20:00-20:15,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.22,0,39.75,51.47,46.04,0,25.03,0,0,15.29,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.99,0,82.17,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

82,20:15-20:30,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.22,0,39.75,51.47,46.04,0,25.03,0,0,15.29,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.99,0,82.17,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

83,20:30-20:45,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.1,0,0,0,0,7.22,0,39.75,51.47,46.04,0,25.03,0,0,15.43,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.99,0,82.17,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

84,20:45-21:00,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.27,0,0,0,0,7.22,0,39.75,51.47,46.04,0,25.03,0,0,15.58,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,47.99,0,82.17,20.46,36.89,0,670.85,0,132.37,3.98,0,0,82.27

85,21:00-21:15,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.62,32.18,0,0,42.27,0,0,0,0,7.22,0,46.37,51.47,46.04,0,25.03,0,0,15.73,49.86,59.61,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,48.64,0,82.17,20.46,36.89,0,670.85,0,132.37,2.48,0,0,82.27

86,21:15-21:30,24.99,590.85,20.8,0,148.3,41.76,0,0,0,81.34,348.98,18.93,1.17,0,45.12,32.18,0,0,42.15,0,0,0,0,7.04,0,46.37,48.9,43.85,0,25.03,0,0,15.88,48.25,57.86,45.53,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,124.33,7.07,69.46,27.99,0,48.64,0,82.17,6.52,35.09,0,670.85,0,132.37,2.48,0,0,82.27

87,21:30-21:45,24.99,590.85,20.8,0,148.3,41.76,0,0,0,81.34,348.98,18.93,1.17,0,45.12,32.18,0,0,42.15,0,0,0,0,7.04,0,41.95,48.9,43.85,0,25.03,0,0,16.2,48.25,57.86,44.01,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,124.33,7.07,69.46,27.99,0,48.64,0,82.17,6.52,35.09,0,670.85,0,132.37,2.48,0,0,82.27

88,21:45-22:00,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.12,32.18,0,0,42.27,0,0,0,0,7.22,0,41.95,51.47,46.04,0,25.03,0,0,16.23,49.86,59.61,44.01,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,124.33,7.07,69.46,27.99,0,48.64,0,82.17,20.46,36.89,0,670.85,0,132.37,2.48,0,0,82.27

89,22:00-22:15,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.12,32.18,0,0,42.27,0,0,0,0,7.22,0,44.16,51.47,46.04,0,25.03,0,0,16.49,49.86,59.61,44.01,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,124.33,7.07,69.46,27.99,0,48.91,0,82.17,20.46,36.89,0,670.85,0,132.37,2.48,0,0,82.27

90,22:15-22:30,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.12,32.18,0,0,42.27,0,0,0,0,7.22,0,44.16,51.47,46.04,0,25.03,0,0,16.49,49.86,59.61,44.01,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,124.33,7.07,69.46,27.99,0,48.91,0,82.17,20.46,36.89,0,670.85,0,132.37,2.48,0,0,82.27

91,22:30-22:45,24.99,590.85,20.8,0,148.3,44.67,0,0,0,81.34,348.98,20.12,1.17,0,45.12,32.18,0,0,42.27,0,0,0,0,7.22,0,39.75,51.47,46.04,0,25.03,0,0,16.61,49.86,59.61,44.01,0,0,0,10.89,21.83,0,0,0,0,99.81,0,8.87,10.65,182.87,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,48.91,0,82.17,20.46,36.89,0,670.85,0,132.37,2.48,0,0,82.27

92,22:45-23:00,24.99,590.85,20.8,0,148.3,31.32,0,0,0,81.34,348.98,18.93,1.17,0,45.12,32.18,0,0,42.15,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,16.61,48.25,57.86,44.01,0,0,0,10.89,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,48.91,0,82.17,13.04,35.09,0,670.85,0,132.37,2.48,0,0,82.27

93,23:00-23:15,24.99,590.85,20.8,0,148.3,21.11,0,0,0,81.34,348.98,18.93,1.17,0,45.12,32.18,0,0,42.15,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,16.61,48.25,57.86,44.01,0,0,0,10.89,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,49.3,0,82.17,13.04,35.09,0,670.85,0,132.37,2.48,0,0,82.27

94,23:15-23:30,24.99,590.85,20.8,0,148.3,20.88,0,0,0,81.34,348.98,18.93,1.17,0,45.62,32.18,0,0,42.15,0,0,0,0,7.04,0,39.75,48.9,43.85,0,25.03,0,0,16.61,48.25,57.86,44.01,0,0,0,10.89,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,49.3,0,82.17,13.04,35.09,0,670.85,0,132.37,2.48,0,0,82.27

95,23:30-23:45,24.99,590.85,20.8,0,148.3,20.88,0,0,0,80.76,348.98,18.93,1.17,0,45.62,35.41,0,0,42.15,0,0,0,0,7.04,0,44.16,48.9,43.85,0,25.03,0,0,16.91,48.25,57.86,44.01,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,49.3,0,82.17,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

96,23:45-24:00,24.99,590.85,20.8,0,148.3,20.88,0,0,0,80.76,348.98,18.93,1.17,0,45.62,35.41,0,0,42.15,0,0,0,0,7.04,0,44.16,48.9,43.85,0,25.03,0,0,16.91,47.61,57.86,44.01,0,0,0,11.91,21.83,0,0,0,0,99.81,0,8.71,10.65,181.16,0,68.73,26.14,126.8,0,137.83,7.07,69.46,27.99,0,49.3,0,82.17,13.04,35.09,0,670.85,0,132.37,3.98,0,0,82.27

