Block,Time,DADRI_LF,UNCHAHAR4,UNCHAHAR3,RIHAND1,RIHAND2,BSIUL,RIHAND3,DADRI_RF,AURY_GF,NJPC,TANAKPUR,ANTA_CRF,PARBATI3,SINGRAULI_HYDRO,CHAMERA3,TANDA2,ANTA_RF,URI,AURY_CRF,URI2,SALAL,SEWA2,JHAJJAR,RAPPC,DADRI_GF,ANTA_LF,CHAMERA1,TEHRI,UNCHAHAR2,DADRI_CRF,CHAMERA2,RAPPB,UNCHAHAR1,RAMPUR,KOLDAM,KISHANGANGA,DADRT2,AURY_RF,DHAULIGNGA,ANTA_GF,KOTESHWR,NAPP,FSTPP I & II,AURY_LF,BRBCL,KUDGI,SINGRAULI,DULHASTI,KHSTPP-I,KHSTPP-II,SASAN,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.783837,25.854802,90.305764,115.727243,12.684225,121.248253,9.677000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,47.006995,0.000000,33.462286,78.712718,16.053045,636.640056,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,15.066992,1.744748,2.350658,2.113900,666.018571,9.677000,37.135857,0.000000,8.170728,39.333455,20.060421,0.000000,8.354977,74.51,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,0.783837,23.329086,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,33.462286,78.712718,16.053045,636.640056,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,15.331561,1.744748,2.350658,2.113900,661.753032,0.733106,37.135857,0.000000,8.170728,39.333455,20.060421,0.000000,10.144364,74.51,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,33.462286,78.712718,16.053045,636.640056,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,15.331561,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,8.170728,39.333455,20.060421,0.000000,11.905090,74.51,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,33.462286,78.712718,16.053045,636.640056,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,15.331561,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,11.739161,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,33.462286,78.712718,16.053045,636.640056,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,15.331561,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,10.576843,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,33.462286,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,11.089881,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.966796,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,33.462286,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,10.811559,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,47.006995,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,13.736445,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,47.006995,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,25.034071,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,13.083888,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,20.079411,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,13.575635,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,16.689381,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,661.753032,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,12.100498,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,8.344690,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,645.269715,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,16.244720,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,8.344690,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,645.269715,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,16.039279,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,0.000000,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,645.269715,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.783837,21.897696,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,0.000000,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,583.665255,0.000000,37.135857,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.783837,21.897696,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,10.367517,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,0.000000,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,525.603255,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,0.783837,21.897696,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,50.671242,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,594.551300,53.407983,0.000000,0.000000,40.786697,0.000000,41.653969,0.000000,40.512341,0.000000,16.887623,1.744748,2.350658,2.113900,457.864255,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,0.276238,14.263898,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,50.671242,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,586.139761,53.407983,0.000000,0.000000,40.786697,0.000000,41.653969,0.000000,40.512341,0.000000,11.845809,1.744748,2.350658,2.113900,409.479255,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,0.276238,14.263898,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,50.671242,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,586.139761,53.407983,0.000000,0.000000,40.786697,0.000000,41.653969,0.000000,40.512341,0.000000,11.845809,1.744748,2.350658,2.113900,409.479255,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,0.276238,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,50.671242,0.000000,29.586066,1.347745,0.000000,47.006995,0.000000,32.779383,78.712718,16.053045,477.273511,53.407983,0.000000,0.000000,34.401735,0.000000,41.653969,0.000000,40.512341,0.000000,11.556388,1.744748,1.869842,2.113900,356.859796,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,16.910378,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,50.671242,0.000000,29.586066,1.347745,0.000000,47.006995,0.000000,32.779383,78.712718,16.053045,373.023287,53.407983,0.000000,0.000000,34.401735,0.000000,41.653969,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.213594,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,40.530179,142.750749,405.243729,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,50.671242,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,31.009269,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.236543,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,6.198118,0.000000,6.479698,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,31.009269,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.213594,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,3.239850,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,31.009269,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.236543,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,31.009269,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.213594,0.000000,27.787458,0.000000,5.978580,39.333455,20.060421,0.000000,17.012126,29.03,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,25.427963,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.236543,0.000000,27.787458,0.000000,5.978580,39.333455,14.965964,0.000000,17.012126,29.03,130.939584,50.308022,27.463132,121.003627,405.243729,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,0.276870,12.760593,90.305764,115.727243,19.026337,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,25.427963,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.213594,0.000000,27.787458,0.000000,5.978580,39.333455,14.965964,0.000000,17.012126,29.03,130.939584,50.308022,27.463132,121.003627,405.243729,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.236543,0.000000,27.787458,0.000000,5.978580,39.333455,14.965964,0.000000,17.012126,48.38,130.939584,50.308022,27.463132,121.003627,405.243729,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.762995,2.113900,356.213594,0.000000,27.787458,0.000000,5.978580,39.333455,10.993749,0.000000,16.806584,48.38,130.939584,50.308022,27.463132,121.003627,405.243729,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.175330,2.113900,356.236543,0.000000,27.787458,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,48.38,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,40.786697,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.175330,2.113900,356.213594,0.000000,27.787458,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,48.38,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.175330,2.113900,356.236543,0.000000,18.524972,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,48.38,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.175330,2.113900,356.209005,0.000000,18.524972,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,55.16,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.175330,2.113900,356.231954,0.000000,18.524972,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,68.71,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,0.276870,12.760593,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,155.328510,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,78.712718,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.556388,1.744748,1.175330,2.113900,356.209005,0.000000,18.524972,0.000000,5.978580,39.333455,10.993749,0.000000,12.630016,79.35,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,0.267868,12.692499,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,118.414019,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,80.399419,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.538047,1.346616,0.587665,2.113900,355.622872,0.000000,18.524972,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,88.06,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,0.267868,12.692499,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,118.414019,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,80.399419,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.538047,1.346616,0.587665,2.113900,355.599433,0.000000,8.054335,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,96.77,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,0.267868,12.692499,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,118.414019,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,80.399419,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,14.579271,0.000000,40.512341,0.000000,11.538047,1.346616,0.587665,2.113900,355.622872,0.000000,0.000000,0.000000,5.978580,39.333455,10.993749,0.000000,17.012126,101.61,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,0.267868,12.692499,90.305764,115.727243,12.684225,121.248253,0.000000,0.000000,118.414019,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,80.399419,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,20.160578,0.000000,40.512341,0.000000,11.538047,1.346616,0.587665,2.113900,355.599433,0.000000,0.000000,0.000000,5.978580,39.333455,16.088206,0.000000,14.974614,104.51,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,0.267868,12.692499,90.305764,115.727243,0.000000,121.248253,0.000000,0.000000,118.414019,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,80.399419,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,20.160578,0.000000,40.512341,0.000000,11.538047,1.346616,0.587665,2.113900,355.622872,0.000000,0.000000,0.000000,5.978580,39.333455,16.088206,0.000000,15.751643,107.41,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,0.267868,12.692499,90.274411,115.727243,0.000000,121.248253,0.000000,0.000000,118.414019,3.099059,0.000000,0.000000,0.000000,29.586066,1.347745,0.000000,44.870314,0.000000,32.779383,80.399419,16.053045,323.670587,53.407983,0.000000,0.000000,27.139146,0.000000,20.160578,0.000000,40.512341,0.000000,11.538047,1.346616,0.587665,2.113900,355.599433,0.000000,0.000000,0.000000,5.978580,39.333455,16.088206,0.000000,16.357215,110.32,130.939584,50.308022,34.031396,142.750749,405.243729,0.000000,0,0,0,0,0

