Block,Time,RSTPSU7,SIPAT II,NLCTS2EXP,TALA,KHSTPP-II,LARA-I,VSTPS II,KGSU3AND4,VSTPS I,NNTPP,KHSTPP-I,NTPL,RSTPSU1TO6,SIPAT I,MAPS,KAWAS-NAPM,KAWAS-zLIQ,KSTPS I&II,KUDGI,BRBCL,SASAN,KKNP,TAPS-II,VSTPS III,GANDHAR-ComGas,NLCEXP,GANDHAR-APM,SIMHST2,KAPS,MOUDA,TALST2,FSTPP I & II,GANDHAR-RLNG,VSTPS IV,VALLURNTECL,KAWAS-RLNG,SOLAPUR,GANDHAR-NAPM,KAWAS-APM,NLCIIST1,KGSU1AND2,KSTPS7,VSTPS V,KAWAS-ComGas,MOUDA_II,KHARGONE-I,GADARWARA-I,NLCIIST2,DADRI_LF,CHAMERA1,SALAL,CHAMERA3,UNCHAHAR3,UNCHAHAR1,DADRI_GF,AURY_RF,JHAJJAR,TEHRI,AURY_GF,AURY_LF,ANTA_GF,DADRI_RF,RIHAND3,DHAULIGNGA,UNCHAHAR2,CHAMERA2,KOLDAM,TANDA2,RAPPC,RIHAND1,DULHASTI,BSIUL,DADRT2,SINGRAULI,KISHANGANGA,SEWA2,ANTA_RF,AURY_CRF,RIHAND2,DADRI_CRF,KOTESHWR,ANTA_CRF,UNCHAHAR4,RAPPB,SINGRAULI_HYDRO,PARBATI3,TANAKPUR,ANTA_LF,URI,NAPP,NJPC,RAMPUR,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.86,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.42,0.000000,40.601245,76.116113,30.545986,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,6.690003,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

28,06:45-07:00,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.29,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.86,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.42,0.000000,40.601245,76.116113,30.545986,19.313298,15.909285,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,438.851063,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,3.345001,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

29,07:00-07:15,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.54,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.83,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,40.601245,76.116113,30.545986,15.918596,12.878261,0.000000,0.000000,446.813700,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,349.784345,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,1.850981,0.000000,48.920227,20.355391,71.006667,1.368301,33.781225,0,0,0,0,0

30,07:15-07:30,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.83,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,40.601245,76.116113,30.545986,11.238750,6.888269,0.000000,0.000000,381.208744,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,355.833427,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,1.850981,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

31,07:30-07:45,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.83,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,40.601245,76.116113,30.545986,10.536782,10.015229,0.000000,0.000000,348.639655,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,355.773692,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,1.850981,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

32,07:45:08:00,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.010006,3.412458,0.000000,0.000000,0.83,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,40.601245,76.116113,30.545986,10.536782,10.015229,0.000000,0.000000,348.639655,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,28.653751,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,355.833427,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,1.850981,0.000000,48.920227,20.355391,39.448148,0.760599,33.781225,0,0,0,0,0

33,08:00-08:15,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.009944,3.412458,0.000000,0.000000,0.83,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,40.601245,76.116113,30.545986,11.563014,10.659173,0.000000,0.000000,349.660003,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,19.102501,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,355.773692,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,48.920227,20.355391,39.448148,0.760599,33.781225,0,0,0,0,0

34,08:15-08:30,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.009944,3.412458,0.000000,0.000000,0.83,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.41,0.000000,27.067497,76.116113,30.545986,11.563014,10.659173,0.000000,0.000000,349.660003,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,19.102501,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,355.833427,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,48.920227,20.355391,39.448148,0.760599,33.781225,0,0,0,0,0

35,08:30-08:45,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.009944,3.412458,0.000000,0.000000,0.88,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.45,0.000000,27.067497,76.116113,30.545986,11.563014,10.576388,0.000000,0.000000,349.660003,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,9.551251,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,355.773692,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,48.920227,20.355391,39.448148,0.760599,33.781225,0,0,0,0,0

36,08:45:09:00,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.307512,0.19,22.524844,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,12.349121,0.007518,2.585197,2.29,0.009944,3.412458,0.000000,0.000000,0.89,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.47,0.000000,27.067497,76.116113,30.545986,10.198600,10.558647,0.000000,0.000000,349.497202,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,33.023562,42.033750,0.000000,1.962432,56.844293,90.858440,51.927025,18.939827,354.783534,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,48.920227,20.355391,39.448148,0.760599,33.781225,0,0,0,0,0

37,09:00:09:15,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009852,3.412458,0.000000,0.000000,0.89,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.47,0.000000,27.067497,76.116113,20.343468,10.536782,9.883948,0.000000,0.000000,350.202242,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,27.937412,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,48.920227,20.355391,39.448148,0.760599,34.344245,0,0,0,0,0

38,09:15-09:30,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009852,3.412458,0.000000,0.000000,0.89,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.47,0.000000,27.067497,76.116113,10.171734,10.536782,9.883948,0.000000,0.000000,350.202242,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,51.047194,20.355391,39.448148,0.760599,34.344245,0,0,0,0,0

39,09:30-09:45,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009852,3.412458,0.000000,0.000000,0.89,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.47,0.000000,13.533748,76.116113,10.171734,10.536782,9.883948,0.000000,0.000000,355.046660,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,51.047194,20.355391,48.718464,0.939430,34.344245,0,0,0,0,0

40,09:45-10:00,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,10.782078,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.78,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009852,3.412458,0.000000,0.000000,0.92,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.48,0.000000,0.000000,76.116113,10.171734,10.536782,9.883948,0.000000,0.000000,355.046660,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.000000,0.000000,48.920227,20.355391,48.718464,0.939430,34.344245,0,0,0,0,0

41,10:00-10:15,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.70,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.91,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.42,0.000000,0.000000,76.116113,10.171734,11.563014,10.576388,0.000000,0.000000,350.199651,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

42,10:15-10:30,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.564031,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.95,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.43,0.000000,0.000000,76.116113,10.171734,11.563014,10.576388,0.000000,0.000000,350.199651,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

43,10:30-10:45,1.87,0.900795,0.85,0.000000,64.993947,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.685714,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.96,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,76.116113,10.171734,11.563014,10.576388,0.000000,0.000000,350.199651,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

44,10:45-11:00,1.87,0.900795,0.85,0.000000,94.142538,4.101852,1.871655,1.06,2.286724,0.19,14.763632,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,7.174177,0.007337,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.96,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,76.116113,10.171734,11.563014,10.576388,0.000000,0.000000,350.199651,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,20.493726,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,355.810110,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,0.000000,0.000000,1.085446,0.000000,1.035891,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

45,11:00-11:15,1.87,0.900795,0.85,0.000000,139.366532,4.101852,1.871655,1.06,2.286724,0.19,29.888892,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.171557,0.007337,2.585197,2.29,0.009637,3.412458,0.000000,0.000000,0.96,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,76.116113,10.171734,12.356269,11.244544,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,35.023989,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.561350,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.035891,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

46,11:15-11:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007337,2.585197,2.29,0.009637,3.412458,0.000000,0.000000,0.96,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,76.116113,10.171734,12.356269,10.883522,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947580,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.035891,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

47,11:30-11:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007337,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.91,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,64.922567,10.171734,12.356269,11.244544,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

48,11:45-12:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007337,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.91,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,64.922567,10.171734,12.356269,11.244544,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.987190,0.000000,48.920227,20.355391,73.077695,1.409146,33.781225,0,0,0,0,0

49,12:00-12:15,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007159,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.91,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,64.922567,10.171734,12.356269,9.981907,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.493595,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

50,12:15-12:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.710545,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007159,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.91,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,64.922567,10.171734,12.356269,9.981907,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.493595,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

51,12:30-12:45,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007159,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.91,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.44,0.000000,0.000000,64.922567,10.171734,12.356269,11.244544,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.493595,0.000000,48.920227,20.355391,48.718464,0.939430,33.781225,0,0,0,0,0

52,12:45-13:00,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,31.575047,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,5.99,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.92,17.269753,0.007159,2.585197,2.29,0.009698,3.412458,0.000000,0.000000,0.85,1.93,1.292598,1.278811,0.000000,3.382812,3.412459,4.136314,0.42,0.000000,0.000000,64.922567,10.171734,12.356269,11.003864,0.000000,0.000000,355.123724,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,41.947839,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,356.538764,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.493595,0.000000,51.047194,20.355391,24.359231,0.469716,33.781225,0,0,0,0,0

53,13:00-13:15,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,21.889162,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,6.07,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.87,11.929315,0.007159,2.585197,2.29,0.006927,3.412458,0.000000,0.000000,0.85,1.93,1.292598,1.278811,0.002770,3.382812,3.412459,4.136314,0.42,0.000000,0.000000,64.922567,10.171734,11.652393,7.438795,0.000000,0.000000,354.776936,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,33.275079,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,357.245180,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.493595,0.000000,51.047194,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

54,13:15-13:30,1.87,0.900795,0.85,0.000000,142.101802,4.101852,1.871655,1.06,2.286724,0.19,21.889162,3.64,5.11,5.118688,0.23,0.000000,0.000000,2.637288,6.16,14.449498,336.167618,1.55,2.690880,1.887764,0.000000,1.76,0.000000,1.55,0.799115,1.866975,2.87,11.929315,0.007159,2.585197,2.29,0.006927,3.412458,0.000000,0.000000,0.85,1.93,1.292598,1.278811,0.002770,3.382812,3.412459,4.136314,0.42,0.000000,0.000000,64.922567,10.171734,11.652393,7.438795,0.000000,0.000000,354.776936,0.000000,0.000000,0.000000,0.000000,0.000000,121.876716,0.000000,33.275079,13.897799,0.000000,1.962432,56.844293,90.858440,51.927025,12.626551,357.245180,132.203292,2.457837,16.548590,0.000000,0.000000,116.260677,0.000000,8.393101,0.000000,1.085446,0.000000,1.055437,0.000000,0.493595,0.000000,48.920227,20.355391,0.000000,0.000000,33.781225,0,0,0,0,0

