Block,Time Block,KHSTPP-II,FSTPP I & II,KHSTPP-I,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KKNP,KISHANGANGA,KKNPPU2,DADRT2,CHAMERA1,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,SINGRAULI_HYDRO,SEWA2,SIMHST1,SIMHST2,SINGRAULI,TALA,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,VALLURNTECL,UNCHAHAR3,TALST2,URI2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SALAL,SASAN,RAMPUR,RAPPC,RAPPB,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,KOTESHWR,KUDGI,KOLDAM,RIHAND1,RSTPSU1TO6,RIHAND2,RSTPSU7,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,142.55,19.91,29.17,0,229.78,0,0,0,0,0,361.55,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

63,15:30-15:45,122.86,12.96,25.59,0,229.78,0,0,0,0,0,361.55,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

64,15:45-16:00,122.86,12.96,25.59,0,229.78,0,0,0,0,0,361.55,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,4.14,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

65,16:00-16:15,122.86,13.34,25.59,0,229.78,0,0,0,0,0,361.55,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,0,0,0,0,16.86,0,0,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

66,16:15-16:30,122.86,13.34,25.59,0,229.78,0,0,0,0,0,361.55,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,0,0,0,0,16.86,0,0,0,0,27.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

67,16:30-16:45,141.06,16.11,29.17,0,270.59,0,0,0,0,0,367.52,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,0,0,0,0,17.86,0,0,0,0,31.26,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,18.21,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

68,16:45-17:00,142.55,19.99,29.17,0,364.95,0,0,0,0,0,367.52,0,19.22,0,0,0,7.87,0.61,0,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,40.05,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

69,17:00-17:15,142.55,19.99,29.17,15.84,417.79,0,0,0,0,0,409.61,0,19.22,0,0,0,8,0.61,0,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,60.08,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

70,17:15-17:30,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,457.67,12.69,19.22,2.11,9.3,2.56,17.56,0.61,0,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,80.1,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

71,17:30-17:45,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,509.57,23.16,19.22,12.53,18.63,37.98,17.56,0.61,7.59,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,112.41,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

72,17:45-18:00,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,581.03,26.96,19.22,12.53,18.63,37.98,17.56,0.61,7.59,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,112.41,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

73,18:00-18:15,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,654.51,26.96,19.22,12.53,18.63,37.98,17.56,0.61,7.59,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,112.41,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

74,18:15-18:30,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,656.63,23.16,19.22,6.27,18.63,37.98,17.56,0.61,7.59,0,0,134.27,0,51.35,0,0,0,0,25.38,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,109.23,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

75,18:30-18:45,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,656.63,23.16,19.22,6.27,18.63,37.98,17.56,0.61,7.59,0,0,134.27,0,51.35,0.69,0,0,0,25.38,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,109.23,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

76,18:45-19:00,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,656.63,12.71,19.22,6.27,18.63,37.98,17.56,0.61,7.59,0,0,134.27,0,51.35,2.06,0,0,0,25.38,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,80.19,0,0,0,0,42.19,0,0,0,37.53,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

77,19:00-19:15,142.55,19.99,29.17,31.68,417.79,0,0,0,0,0,656.63,0,19.22,0,9.3,1.92,17.56,0.61,0,0,0,134.27,0,51.35,2.74,0,0,0,25.38,0,4.14,0,0,40.75,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,60.08,0,0,0,0,42.19,0,3.67,0,28.43,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

78,19:15-19:30,142.55,19.99,29.17,15.84,417.79,0,0,0,0,0,656.63,0,19.22,0,9.3,0,8.79,0.61,0,0,0,134.27,0,51.35,4.11,0,0,0,25.38,0,4.14,0,0,40.75,25.46,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,40.05,0,0,0,0,42.19,0,15.9,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

79,19:30-19:45,142.55,19.99,29.17,15.84,417.79,0,0,0,0,0,656.63,0,19.22,0,0,0,8.79,0.61,0,0,0,134.27,0,51.35,4.11,0,0,0,25.38,0,4.14,0,0,40.75,25.46,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,18.21,0,0,0,0,42.19,0,15.9,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

80,19:45-20:00,142.55,19.99,29.17,15.84,417.79,0,0,0,0,0,656.63,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,4.8,0,0,0,25.38,0,4.14,0,0,40.75,25.46,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,15.9,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

81,20:00-20:15,142.55,19.99,29.17,15.84,355.34,0,0,0,0,0,652.58,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,5.44,0,0,0,25.13,0,4.14,0,0,40.75,25.46,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,15.9,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

82,20:15-20:30,142.55,19.99,29.17,15.84,297.66,0,0,0,0,0,634.16,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,6.77,0,0,0,25.13,0,4.14,0,0,40.75,25.46,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,15.9,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

83,20:30-20:45,142.55,19.99,29.17,15.84,251.53,0,0,0,0,0,536.79,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,6.86,0,0,0,24.69,0,4.14,0,0,40.75,12.74,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,15.9,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

84,20:45-21:00,142.55,19.99,29.17,15.84,251.53,0,0,0,0,0,431.37,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,8.19,0,0,0,24.69,0,4.14,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,3.43,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

85,21:00-21:15,142.55,19.99,29.17,15.84,232,0,0,0,0,0,407.97,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,8.79,0,0,0,24.69,0,4.14,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

86,21:15-21:30,142.55,19.99,29.17,15.84,232,0,0,0,0,0,418.14,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,8.79,0,0,0,24.69,0,4.14,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

87,21:30-21:45,142.55,19.99,29.17,15.84,232,0,0,0,0,0,366.27,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,8.79,0,0,0,24.69,0,4.14,0,0,40.75,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

88,21:45-22:00,142.55,19.99,29.17,15.84,232,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,8.79,0,0,0,21.18,0,4.14,0,0,35.12,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,25.59,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

89,22:00-22:15,142.55,18.24,32.62,15.84,234.53,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,51.35,8.79,0,0,0,21.18,0,4.14,0,0,35.12,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

90,22:15-22:30,142.55,19.5,36.17,15.84,251.53,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,8.79,0,0,0,21.18,0,4.14,0,0,35.12,0.53,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

91,22:30-22:45,142.55,19.5,36.17,15.84,251.53,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,8.79,0,0,0,21.18,0,10.34,0,0,35.12,3.18,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

92,22:45-23:00,142.55,19.78,37.33,15.84,251.53,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,39.25,8.79,0,0,0,21.18,0,10.34,0,0,35.12,3.18,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

93,23:00-23:15,122.86,17.22,32.56,15.84,232,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,38.15,8.79,0,0,0,18.59,0,10.34,0,0,30.13,4.24,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

94,23:15-23:30,122.86,17.22,26.74,15.84,232,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,18.59,0,10.34,0,0,30.06,4.24,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

95,23:30-23:45,122.86,17.22,29.11,15.84,229.78,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,13.96,0,10.34,0,0,22.41,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

96,23:45-24:00,122.86,17.22,29.4,15.84,229.78,0,0,0,0,0,284.65,0,19.22,0,0,0,0,0.61,0,0,0,134.27,0,26.4,8.79,0,0,0,13.96,0,10.34,0,0,22.41,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.35,397.4,0,24.89,0,0,0,0,0,0,0,42.19,0,0,0,17.06,0,0,88.43,0,114.15,0,59.75,0,0,0,0,0

