Block,Time,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/25072045/L_NR_2021_15,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/jitpl,WR/01102023/24112044/L_NR_2020_07,NR/01102023/31102037/L_NR_2019_11,WR/01102023/16072048/L_NR_2022_08,NR/01082024/31082024/SKS-Raigarh,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/30092023/26122029/SH-06,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/01082024/HPX_TAM_31072024_01942,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/02122045/L_NR_2021_13,NR/01082024/15082024/APL-Raigarh,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10
9,02:00-02:15,63,0.000000,5.690000,48.160000,0,0,34.01,7.930000,0.000000,0,272.340000,0,57.500000,12.170000,27.5,0.000000,25.34,12.410000,27.5,0.000000,36.000000,63,0,20.200000,0.000000,0,82.5,0.000000,15.910000,0.000000,38.530000,96.320000,0.000000,0.000000,20.200000,170.140000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

10,02:15-02:30,63.33,0.000000,5.690000,48.160000,0,0,33.81,7.930000,0.000000,0,272.340000,0,57.500000,12.170000,28,0.000000,25.34,12.410000,28,0.000000,36.000000,63.33,0,20.200000,0.000000,0,84,0.000000,15.910000,0.000000,38.530000,96.320000,0.000000,0.000000,20.200000,170.140000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

11,02:30-02:45,63.33,0.000000,5.690000,48.160000,0,0,33.61,7.930000,0.000000,0,231.170000,0,57.500000,12.170000,29.17,0.000000,25.66,12.410000,29.16,0.000000,34.960000,63.33,0,20.200000,0.000000,0,87.5,0.000000,15.910000,0.000000,38.530000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

12,02:45-03:00,63.33,0.000000,5.690000,48.160000,0,0,33.41,7.930000,0.000000,0,192.640000,0,57.500000,12.170000,29.67,0.000000,25.66,12.410000,29.66,0.000000,34.960000,63.33,0,20.200000,0.000000,0,89,0.000000,15.910000,0.000000,38.530000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

13,03:00-03:15,63.33,0.000000,5.560000,48.160000,0,0,33.21,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,30,0.000000,25,12.410000,30,0.000000,33.910000,63.33,0,20.200000,0.000000,0,90,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

14,03:15-03:30,63.33,0.000000,5.560000,48.160000,0,0,32.81,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,30.33,0.000000,25,12.410000,30.34,0.000000,33.910000,63.33,0,20.200000,0.000000,0,91,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

15,03:30-03:45,55,0.000000,5.560000,48.160000,0,0,32.21,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,24.17,0.000000,20,12.410000,24.16,0.000000,33.910000,55,0,20.200000,0.000000,0,72.5,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

16,03:45-04:00,55,0.000000,5.560000,48.160000,0,0,31.61,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,24.33,0.000000,20.66,12.410000,24.34,0.000000,33.910000,55,0,20.200000,0.000000,0,73,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

17,04:00-04:15,60.33,0.000000,5.370000,48.160000,0,0,30.01,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,24.67,0.000000,21,12.410000,24.66,0.000000,33.910000,60.33,0,20.200000,0.000000,0,74,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

18,04:15-04:30,60.67,0.000000,5.370000,48.160000,0,0,30.01,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,25.33,0.000000,21,12.410000,25.34,0.000000,33.910000,60.67,0,20.200000,0.000000,0,76,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

19,04:30-04:45,61.33,0.000000,5.370000,48.160000,0,0,30.61,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,25.83,0.000000,21.34,12.410000,25.84,0.000000,33.910000,61.33,0,20.200000,0.000000,0,77.5,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

20,04:45-05:00,61.67,0.000000,5.370000,48.160000,0,0,30.61,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,26,0.000000,21.66,12.410000,26,0.000000,33.910000,61.67,0,20.200000,0.000000,0,78,0.000000,15.450000,0.000000,0.000000,96.320000,0.000000,0.000000,20.200000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

21,05:00-05:15,61.67,0.000000,5.230000,48.160000,0,0,31.01,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,26.33,0.000000,21.66,12.410000,26.34,0.000000,29.840000,61.67,0,22.120000,0.000000,0,79,0.000000,14.990000,0.000000,0.000000,96.320000,0.000000,0.000000,22.120000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

22,05:15-05:30,61.67,0.000000,5.230000,48.160000,0,0,31.21,7.930000,0.000000,0,149.790000,0,57.500000,12.170000,27,0.000000,21.66,12.410000,27,0.000000,29.840000,61.67,0,22.120000,0.000000,0,81,0.000000,14.990000,0.000000,0.000000,96.320000,0.000000,0.000000,22.120000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

23,05:30-05:45,53.33,0.000000,5.230000,48.160000,0,0,31.41,7.930000,0.000000,0,192.640000,0,57.500000,12.170000,24.17,0.000000,21.66,12.410000,24.16,0.000000,29.840000,53.33,0,22.120000,0.000000,0,72.5,0.000000,14.990000,0.000000,0.000000,96.320000,0.000000,0.000000,22.120000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

24,05:45-06:00,53.67,0.000000,5.230000,48.160000,0,0,31.61,7.930000,0.000000,0,231.170000,0,57.500000,12.170000,24.17,0.000000,21.66,12.410000,24.16,0.000000,29.840000,53.67,0,22.120000,0.000000,0.516591,72.5,0.000000,14.990000,0.000000,0.000000,96.320000,0.000000,0.000000,22.120000,104.990000,70.190000,52.980000,0,192.640000,0,0,0,0,0,0,0

25,06:00-06:15,54,0.000000,5.230000,48.160000,6,6.25,31.81,7.930000,0.000000,1,272.340000,8.15,57.500000,12.170000,24.33,0.000000,16.66,12.410000,24.34,0.000000,29.840000,54,0,22.120000,0.000000,0.331398,73,0.000000,14.990000,0.000000,0.000000,96.320000,0.000000,0.000000,22.120000,104.990000,70.190000,52.980000,0.15,192.640000,0,1,0,0.82,1,0.77,1

26,06:15-06:30,54.33,0.310000,5.230000,48.160000,8,9.09,32.01,7.930000,0.320000,2,272.340000,12.82,57.500000,12.170000,24.67,0.000000,16.66,12.410000,24.66,0.000000,29.840000,54.33,0,22.120000,0.000000,1.471797,74,0.000000,14.990000,0.000000,0.000000,96.320000,0.310000,0.000000,22.120000,104.990000,70.190000,52.980000,0.61,192.640000,1,4,0,2.92,2,3.05,1

27,06:30-06:45,55,0.610000,5.230000,48.160000,12,13.1,32.41,7.930000,0.630000,3,272.340000,21.03,57.500000,12.170000,25.33,0.000000,16.66,12.410000,25.34,0.000000,29.840000,55,0,22.120000,0.000000,2.865618,76,0.000000,14.990000,0.000000,0.000000,96.320000,0.610000,0.000000,22.120000,160.810000,70.190000,52.980000,1.6,192.640000,3,7,0,4.94,5,7.99,3

28,06:45-07:00,56,0.890000,5.230000,48.160000,16,22.03,32.01,7.930000,0.910000,5,272.340000,33,57.500000,12.170000,25.5,0.000000,16.66,12.410000,25.5,0.000000,29.840000,56,0,22.120000,0.000000,4.493367,76.5,0.000000,14.990000,0.000000,0.000000,96.320000,0.890000,0.000000,22.120000,160.810000,70.190000,52.980000,2.5,192.640000,4,14,0,7.94,8,12.53,6

29,07:00-07:15,56.67,1.290000,5.100000,48.160000,18,33,37.61,7.930000,1.320000,7,272.340000,33,57.500000,12.170000,25.83,0.000000,16.66,12.410000,25.84,0.000000,29.840000,56.67,0,22.120000,0.000000,6.160104,77.5,0.000000,14.530000,0.000000,0.000000,96.320000,1.290000,0.000000,22.120000,160.810000,70.190000,52.980000,3.56,192.640000,4,18,0,11,8,17.83,7

30,07:15-07:30,56.67,1.560000,5.100000,48.160000,22,33,37.22,7.930000,1.590000,9.5,272.340000,33,57.500000,12.170000,26,0.000000,16.66,12.410000,26,0.000000,29.840000,56.67,0,22.120000,0.000000,7.758612,78,0.000000,14.530000,0.000000,0.000000,96.320000,1.560000,0.000000,22.120000,160.810000,70.190000,52.980000,4.74,192.640000,5,21,0,14,10,23.73,9

31,07:30-07:45,56.67,2.010000,5.100000,48.160000,32.67,32.66,36.82,7.930000,2.050000,9,272.340000,32.67,57.500000,12.170000,26.33,0.000000,17.66,12.410000,26.34,0.000000,29.840000,56.67,0,22.120000,0.000000,8.733312,79,0.000000,14.530000,0.000000,0.000000,96.320000,2.010000,0.000000,22.120000,160.810000,70.190000,52.980000,6.02,192.640000,6,25,0,15,12,30.1,10

32,07:45:08:00,56.67,2.610000,5.100000,48.160000,33,33,36.02,7.930000,2.670000,10,272.340000,33,57.500000,12.170000,26.67,0.000000,18.34,12.410000,26.66,0.000000,48.160000,56.67,0,22.120000,0.000000,9.464337,80,0.000000,14.530000,0.000000,0.000000,96.320000,2.610000,0.000000,22.120000,160.810000,70.190000,52.980000,7.48,192.640000,7,28,0,17,13,37.41,12

33,08:00-08:15,57.67,3.230000,5.100000,48.160000,33,33,35.02,7.930000,3.300000,14,231.170000,33,57.500000,12.170000,27,0.000000,18.66,12.410000,27,0.000000,48.160000,57.67,0,22.120000,0.000000,10.000422,81,0.000000,14.530000,0.000000,0.000000,96.320000,3.230000,0.000000,22.120000,170.140000,70.190000,52.980000,9.15,192.640000,7,28,0,17,15,45.75,12

34,08:15-08:30,58.33,3.840000,5.100000,48.160000,33,33,34.02,7.930000,3.930000,17,192.640000,33,57.500000,12.170000,27.5,0.000000,19,12.410000,27.5,0.000000,48.160000,58.33,0,22.120000,0.000000,10.351314,82.5,0.000000,14.530000,0.000000,0.000000,96.320000,3.840000,0.000000,22.120000,169.860000,70.190000,52.980000,11.04,192.640000,8,32,0,18,17,55.2,13

35,08:30-08:45,58.67,5.250000,5.100000,48.160000,33,33,33.22,7.930000,5.390000,14,192.640000,33,57.500000,12.170000,27.67,0.000000,19.34,12.410000,27.66,0.000000,48.160000,58.67,0,22.120000,0.000000,13.606812,83,0.000000,14.530000,0.000000,0.000000,96.320000,5.250000,0.000000,22.120000,169.860000,70.190000,52.980000,13.03,192.640000,8,35,0,22,17,65.14,15

36,08:45:09:00,59.33,5.950000,5.100000,48.160000,33,33,32.02,7.930000,6.100000,15,149.790000,33,57.500000,12.170000,28,0.000000,19.66,12.410000,28,0.000000,48.160000,59.33,0,22.120000,0.000000,17.183961,84,0.000000,14.530000,0.000000,0.000000,96.320000,5.950000,0.000000,22.120000,169.860000,70.190000,52.980000,15.07,192.640000,8,35,0,26,17,75.36,15

37,09:00:09:15,60,3.930000,4.950000,0.000000,33,33,32.02,7.930000,4.020000,15.5,149.790000,33,57.500000,12.170000,28.17,0.000000,20,12.410000,28.16,0.000000,0.000000,60,0,22.120000,0.000000,21.073014,84.5,0.000000,14.530000,0.000000,0.000000,96.320000,3.930000,0.000000,22.120000,169.860000,70.190000,52.980000,17.07,0.000000,11,53,0,33,23,85.38,22

38,09:15-09:30,71.33,4.500000,4.950000,0.000000,33,33,32.42,7.930000,4.610000,16.5,149.790000,33,57.500000,12.170000,28.33,0.000000,30,12.410000,28.34,0.000000,0.000000,71.33,0,22.120000,0.000000,25.225236,85,0.000000,14.530000,0.000000,0.000000,96.320000,4.500000,0.000000,22.120000,169.860000,70.190000,52.980000,18.95,0.000000,12,56,0,39,26,94.77,24

39,09:30-09:45,60,5.320000,4.950000,0.000000,33,33,40.02,7.930000,5.450000,17.5,149.790000,33,57.500000,12.170000,28.33,0.000000,26.66,12.410000,28.34,0.000000,0.000000,60,0,22.120000,0.000000,30.069495,85,0.000000,14.530000,0.000000,0.000000,96.320000,5.320000,0.000000,22.120000,205.690000,70.190000,52.980000,20.66,0.000000,13,60,0,42,27,103.29,25

40,09:45-10:00,60,6.030000,4.950000,0.000000,33,33,40.02,7.930000,6.180000,18,149.790000,33,57.500000,12.170000,30,0.000000,26.66,12.410000,30,0.000000,0.000000,60,0,22.120000,0.000000,34.981983,90,0.000000,14.530000,0.000000,0.000000,96.320000,6.030000,0.000000,22.120000,205.690000,70.190000,52.980000,22.2,0.000000,13,60,0,45,27,110.99,25

41,10:00-10:15,60,6.790000,4.950000,0.000000,33,33,40.02,7.930000,6.960000,21,149.790000,33,57.500000,12.170000,30.5,0.000000,27.34,12.410000,30.5,0.000000,0.000000,60,0,22.120000,0.000000,40.927653,91.5,0.000000,14.530000,0.000000,0.000000,96.320000,6.790000,0.000000,22.120000,205.690000,70.190000,52.980000,21.28,0.000000,15,63,0,47,30,106.43,27

42,10:15-10:30,60,7.750000,4.950000,0.000000,33,33,40.02,7.930000,7.940000,22,149.790000,33,57.500000,12.170000,31,0.000000,27.66,12.410000,31,0.000000,0.000000,60,0,22.120000,0.000000,47.506878,93,0.000000,14.530000,0.000000,0.000000,96.320000,7.750000,0.000000,22.120000,205.690000,70.190000,52.980000,22.44,0.000000,16,67,0,49,32,112.19,28

43,10:30-10:45,60,8.700000,4.950000,0.000000,33,33,42.02,7.930000,8.920000,25,149.790000,33,57.500000,12.170000,31.33,0.000000,28,12.410000,31.34,0.000000,0.000000,60,0,22.120000,0.000000,48.861711,94,0.000000,14.530000,0.000000,0.000000,96.320000,8.700000,0.000000,22.120000,170.140000,70.190000,52.980000,23.45,0.000000,16,74,0,50,33,117.27,31

44,10:45-11:00,60,9.660000,4.950000,0.000000,33,33,42.02,7.930000,9.890000,27,149.790000,33,57.500000,12.170000,31.67,0.000000,28,12.410000,31.66,0.000000,0.000000,60,0,22.120000,0.000000,49.865652,95,0.000000,14.530000,0.000000,0.000000,96.320000,9.660000,0.000000,22.120000,170.140000,70.190000,52.980000,24.28,0.000000,16,77,0,50,34,121.42,33

45,11:00-11:15,73.33,12.860000,4.820000,0.000000,33,33,42.02,7.930000,13.180000,28,192.640000,33,57.500000,12.170000,31.67,0.000000,28.34,12.410000,31.66,0.000000,0.000000,73.33,0,22.120000,0.000000,50.655159,95,0.000000,14.530000,0.000000,0.000000,96.320000,12.860000,0.000000,22.120000,170.140000,70.190000,52.980000,24.99,0.000000,15,74,0,53,30,124.98,31

46,11:15-11:30,73.33,13.090000,4.820000,0.000000,33,33,42.02,7.930000,13.420000,29,231.170000,33,57.500000,12.170000,31.67,0.000000,29.34,12.410000,31.66,0.000000,0.000000,73.33,0,22.120000,0.000000,51.220485,95,0.000000,14.530000,0.000000,0.000000,96.320000,13.090000,0.000000,22.120000,170.140000,70.190000,52.980000,25,0.000000,15,77,0,55,31,125,33

47,11:30-11:45,73.33,13.500000,4.820000,0.000000,33,33,42.02,7.930000,13.840000,39.5,272.340000,33,57.500000,12.170000,36.67,0.000000,36.66,12.410000,36.66,0.000000,0.000000,73.33,0,22.120000,0.000000,57.741228,110,0.000000,14.530000,0.000000,0.000000,96.320000,13.500000,0.000000,22.120000,121.980000,70.190000,52.980000,26.67,0.000000,12,56,0,78,25,133.33,24

48,11:45-12:00,73.33,13.610000,4.820000,0.000000,33,33,42.02,7.930000,13.940000,39.5,231.170000,33,57.500000,12.170000,36.67,0.000000,37.34,12.410000,36.66,0.000000,0.000000,73.33,0,22.120000,0.000000,64.086525,110,0.000000,14.530000,0.000000,0.000000,96.320000,13.610000,0.000000,22.120000,109.800000,70.190000,52.980000,27.08,0.000000,12,56,0,78,25,135.42,24

49,12:00-12:15,80,9.550000,4.820000,0.000000,33,33,42.02,7.930000,9.790000,36,192.640000,33,57.500000,12.170000,36.67,0.000000,37.66,12.410000,36.66,0.000000,0.000000,80,0,22.120000,0.000000,70.37334,110,0.000000,14.530000,0.000000,0.000000,96.320000,9.550000,0.000000,22.120000,145.370000,70.190000,52.980000,27.5,0.000000,18,77,0,80,37,137.5,33

50,12:15-12:30,80,10.230000,4.820000,0.000000,33,33,42.02,7.930000,10.490000,35,149.790000,33,57.500000,12.170000,36.67,0.000000,38.34,12.410000,36.66,0.000000,0.000000,80,0,22.120000,0.000000,75.909636,110,0.000000,14.530000,0.000000,0.000000,96.320000,10.230000,0.000000,22.120000,145.370000,70.190000,52.980000,27.92,0.000000,18,77,0,80,37,139.58,33

51,12:30-12:45,80,10.610000,4.820000,0.000000,33,33,43.02,7.930000,10.880000,36,149.790000,33,57.500000,12.170000,36.67,0.000000,38.34,12.410000,36.66,0.000000,0.000000,80,0,22.120000,0.000000,67.390758,110,0.000000,14.530000,0.000000,0.000000,96.320000,10.610000,0.000000,22.120000,145.370000,70.190000,52.980000,35.83,0.000000,16,67,0,83,34,179.17,28

52,12:45-13:00,80,11.180000,4.820000,0.000000,33,33,43.02,7.930000,11.460000,36,149.790000,33,57.500000,12.170000,36.67,0.000000,38.34,12.410000,36.66,0.000000,0.000000,80,0,22.120000,0.000000,57.984903,110,0.000000,14.530000,0.000000,0.000000,96.320000,11.180000,0.000000,22.120000,145.370000,70.190000,52.980000,36.33,0.000000,16,67,0,83,34,181.67,28

53,13:00-13:15,80,11.570000,4.910000,0.000000,33,33,43.02,7.930000,11.850000,34,149.790000,33,57.500000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,22.120000,0.000000,47.770047,115,0.000000,19.130000,0.000000,0.000000,96.320000,11.570000,0.000000,22.120000,145.370000,70.190000,52.980000,36.67,0.000000,19,77,0,82,41,183.33,33

54,13:15-13:30,80,7.640000,4.910000,0.000000,33,33,43.02,7.930000,7.830000,33,192.640000,33,57.500000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,22.120000,0.000000,37.72089,115,0.000000,19.130000,0.000000,0.000000,96.320000,7.640000,0.000000,22.120000,145.370000,70.190000,52.980000,37.5,0.000000,19,77,0,80,39,187.5,33

55,13:30-13:45,80,8.130000,4.910000,0.000000,33,33,43.02,7.930000,8.330000,25,231.170000,33,57.500000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,22.120000,0.000000,62.946126,115,0.000000,19.130000,0.000000,0.000000,96.320000,8.130000,0.000000,22.120000,145.370000,70.190000,52.980000,37.5,0.000000,18,77,0,63,37,187.5,33

56,13:45-14:00,80,8.510000,4.910000,0.000000,33,33,43.02,7.930000,8.720000,25,272.340000,33,57.500000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,22.120000,0.000000,66.903408,115,0.000000,19.130000,0.000000,0.000000,96.320000,8.510000,0.000000,22.120000,145.370000,70.190000,81.870000,38.33,0.000000,17,77,0,60,35,191.67,33

57,14:00-14:15,80,8.880000,5.000000,0.000000,33,33,43.02,7.930000,9.100000,25,231.170000,33,67.930000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,16.060000,0.000000,70.607268,115,0.000000,19.130000,0.000000,0.000000,96.320000,8.880000,0.000000,16.060000,193.530000,70.190000,100.350000,38.33,0.000000,16,67,0,57,32,191.67,28

58,14:15-14:30,80,9.270000,5.000000,0.000000,33,33,43.02,7.930000,9.500000,25,192.640000,33,67.930000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,16.060000,0.000000,73.112247,115,0.000000,19.130000,0.000000,0.000000,96.320000,9.270000,0.000000,16.060000,205.690000,70.190000,100.350000,38.33,0.000000,15,67,0,53,30,191.67,28

59,14:30-14:45,80,9.350000,5.000000,0.000000,33,33,43.02,7.930000,9.590000,23,231.170000,33,67.930000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,16.060000,0.000000,72.42021,115,0.000000,19.130000,0.000000,0.000000,96.320000,9.350000,0.000000,16.060000,205.690000,70.190000,100.350000,32.97,0.000000,15,67,0,42,30,164.83,28

60,14:45-15:00,80,7.640000,5.000000,0.000000,33,33,43.02,7.930000,7.830000,23,231.170000,33,67.930000,12.170000,38.33,0.000000,38.34,12.410000,38.34,0.000000,0.000000,80,0,22.120000,0.000000,71.318799,115,0.000000,19.130000,0.000000,0.000000,96.320000,7.640000,0.000000,22.120000,205.690000,70.190000,100.350000,31.38,0.000000,14,67,0,40,28,156.88,28

